Date,ADANIPOWER
2015-01-01,44.2
2015-01-02,44.95
2015-01-05,45.1
2015-01-06,44.05
2015-01-07,44.15
2015-01-08,45.45
2015-01-09,44.75
2015-01-12,46.75
2015-01-13,45.45
2015-01-14,45.5
2015-01-15,45.95
2015-01-16,45.8
2015-01-19,46.65
2015-01-20,46.55
2015-01-21,46.0
2015-01-22,47.25
2015-01-23,50.85
2015-01-27,50.0
2015-01-28,49.75
2015-01-29,51.6
2015-01-30,51.95
2015-02-02,51.75
2015-02-03,49.85
2015-02-04,50.15
2015-02-05,47.45
2015-02-06,47.1
2015-02-09,46.4
2015-02-10,46.75
2015-02-11,49.4
2015-02-12,51.95
2015-02-13,50.95
2015-02-16,50.5
2015-02-18,51.45
2015-02-19,55.35
2015-02-20,54.8
2015-02-23,57.0
2015-02-24,56.7
2015-02-25,55.85
2015-02-26,54.9
2015-02-27,57.4
2015-02-28,56.05
2015-03-02,55.35
2015-03-03,57.1
2015-03-04,56.6
2015-03-05,59.4
2015-03-09,54.95
2015-03-10,52.25
2015-03-11,51.55
2015-03-12,52.8
2015-03-13,50.0
2015-03-16,50.4
2015-03-17,50.45
2015-03-18,50.15
2015-03-19,48.05
2015-03-20,47.5
2015-03-23,46.75
2015-03-24,46.1
2015-03-25,46.45
2015-03-26,46.35
2015-03-27,46.0
2015-03-30,47.5
2015-03-31,47.3
2015-04-01,47.75
2015-04-06,47.35
2015-04-07,48.65
2015-04-08,48.55
2015-04-09,49.35
2015-04-10,49.8
2015-04-13,49.5
2015-04-15,48.85
2015-04-16,48.05
2015-04-17,47.5
2015-04-20,45.55
2015-04-21,45.05
2015-04-22,45.35
2015-04-23,44.4
2015-04-24,43.65
2015-04-27,42.15
2015-04-28,42.45
2015-04-29,42.85
2015-04-30,42.95
2015-05-04,44.85
2015-05-05,44.55
2015-05-06,42.05
2015-05-07,40.45
2015-05-08,41.8
2015-05-11,43.4
2015-05-12,40.3
2015-05-13,41.1
2015-05-14,41.15
2015-05-15,41.1
2015-05-18,41.9
2015-05-19,41.85
2015-05-20,41.7
2015-05-21,41.15
2015-05-22,40.35
2015-05-25,40.35
2015-05-26,40.2
2015-05-27,39.9
2015-05-28,38.55
2015-05-29,38.95
2015-06-01,37.35
2015-06-02,36.25
2015-06-03,32.4
2015-06-04,31.9
2015-06-05,31.5
2015-06-08,30.45
2015-06-09,30.8
2015-06-10,30.7
2015-06-11,29.4
2015-06-12,29.2
2015-06-15,29.7
2015-06-16,29.1
2015-06-17,29.4
2015-06-18,27.45
2015-06-19,27.5
2015-06-22,28.0
2015-06-23,29.7
2015-06-24,29.75
2015-06-25,30.7
2015-06-26,29.75
2015-06-29,28.9
2015-06-30,29.2
2015-07-01,29.9
2015-07-02,29.45
2015-07-03,28.9
2015-07-06,29.9
2015-07-07,30.55
2015-07-08,29.95
2015-07-09,29.9
2015-07-10,28.5
2015-07-13,28.5
2015-07-14,28.7
2015-07-15,28.05
2015-07-16,29.3
2015-07-17,30.05
2015-07-20,29.1
2015-07-21,28.05
2015-07-22,28.65
2015-07-23,28.45
2015-07-24,27.85
2015-07-27,27.05
2015-07-28,26.9
2015-07-29,26.6
2015-07-30,27.05
2015-07-31,27.4
2015-08-03,27.95
2015-08-04,28.45
2015-08-05,28.65
2015-08-06,28.9
2015-08-07,28.4
2015-08-10,27.7
2015-08-11,27.05
2015-08-12,25.95
2015-08-13,25.95
2015-08-14,26.95
2015-08-17,26.65
2015-08-18,27.0
2015-08-19,27.0
2015-08-20,25.95
2015-08-21,25.65
2015-08-24,21.05
2015-08-25,21.4
2015-08-26,21.75
2015-08-27,23.2
2015-08-28,22.6
2015-08-31,22.5
2015-09-01,21.1
2015-09-02,21.1
2015-09-03,21.95
2015-09-04,20.9
2015-09-07,20.75
2015-09-08,21.75
2015-09-09,22.05
2015-09-10,22.1
2015-09-11,22.35
2015-09-14,23.4
2015-09-15,22.9
2015-09-16,23.45
2015-09-18,23.6
2015-09-21,24.8
2015-09-22,24.6
2015-09-23,24.7
2015-09-24,24.95
2015-09-28,24.35
2015-09-29,24.5
2015-09-30,24.7
2015-10-01,24.4
2015-10-05,24.95
2015-10-06,25.9
2015-10-07,26.6
2015-10-08,26.3
2015-10-09,26.25
2015-10-12,29.05
2015-10-13,28.45
2015-10-14,28.05
2015-10-15,29.25
2015-10-16,29.35
2015-10-19,28.7
2015-10-20,31.1
2015-10-21,30.6
2015-10-23,30.65
2015-10-26,29.9
2015-10-27,30.35
2015-10-28,30.05
2015-10-29,31.0
2015-10-30,31.5
2015-11-02,31.65
2015-11-03,30.8
2015-11-04,30.7
2015-11-05,30.05
2015-11-06,28.75
2015-11-09,27.4
2015-11-10,26.95
2015-11-11,27.6
2015-11-13,27.4
2015-11-16,28.45
2015-11-17,28.6
2015-11-18,27.85
2015-11-19,28.3
2015-11-20,28.95
2015-11-23,29.35
2015-11-24,29.1
2015-11-26,30.45
2015-11-27,30.75
2015-11-30,30.7
2015-12-01,30.6
2015-12-02,30.3
2015-12-03,30.2
2015-12-04,30.25
2015-12-07,30.45
2015-12-08,27.5
2015-12-09,26.35
2015-12-10,26.75
2015-12-11,26.15
2015-12-14,26.65
2015-12-15,27.05
2015-12-16,26.9
2015-12-17,27.55
2015-12-18,28.15
2015-12-21,30.7
2015-12-22,30.05
2015-12-23,29.85
2015-12-24,29.75
2015-12-28,30.2
2015-12-29,30.45
2015-12-30,31.55
2015-12-31,32.25
