Date,GODREJPROP
2015-01-01,255.2
2015-01-02,256.6
2015-01-05,264.45
2015-01-06,255.45
2015-01-07,252.25
2015-01-08,252.5
2015-01-09,251.0
2015-01-12,253.2
2015-01-13,252.7
2015-01-14,251.3
2015-01-15,261.85
2015-01-16,259.65
2015-01-19,261.65
2015-01-20,269.35
2015-01-21,265.15
2015-01-22,267.95
2015-01-23,266.65
2015-01-27,275.35
2015-01-28,276.7
2015-01-29,279.05
2015-01-30,279.5
2015-02-02,275.7
2015-02-03,282.0
2015-02-04,285.0
2015-02-05,289.65
2015-02-06,283.9
2015-02-09,284.2
2015-02-10,287.4
2015-02-11,294.0
2015-02-12,297.15
2015-02-13,295.85
2015-02-16,295.8
2015-02-18,298.4
2015-02-19,304.4
2015-02-20,302.35
2015-02-23,301.35
2015-02-24,301.4
2015-02-25,298.85
2015-02-26,298.0
2015-02-27,298.75
2015-02-28,296.2
2015-03-02,297.9
2015-03-03,298.0
2015-03-04,288.65
2015-03-05,281.9
2015-03-09,278.45
2015-03-10,272.35
2015-03-11,267.75
2015-03-12,268.2
2015-03-13,265.95
2015-03-16,264.2
2015-03-17,264.7
2015-03-18,259.9
2015-03-19,256.85
2015-03-20,251.45
2015-03-23,251.2
2015-03-24,250.9
2015-03-25,245.0
2015-03-26,239.2
2015-03-27,238.85
2015-03-30,251.55
2015-03-31,251.15
2015-04-01,258.65
2015-04-06,271.6
2015-04-07,276.25
2015-04-08,274.3
2015-04-09,271.35
2015-04-10,273.25
2015-04-13,274.25
2015-04-15,269.65
2015-04-16,265.15
2015-04-17,261.65
2015-04-20,259.1
2015-04-21,260.35
2015-04-22,255.1
2015-04-23,251.5
2015-04-24,244.95
2015-04-27,241.0
2015-04-28,244.2
2015-04-29,235.55
2015-04-30,241.95
2015-05-04,244.25
2015-05-05,249.6
2015-05-06,251.4
2015-05-07,243.15
2015-05-08,244.8
2015-05-11,247.9
2015-05-12,242.75
2015-05-13,240.0
2015-05-14,239.8
2015-05-15,239.05
2015-05-18,240.0
2015-05-19,239.9
2015-05-20,239.5
2015-05-21,254.85
2015-05-22,260.85
2015-05-25,258.85
2015-05-26,255.35
2015-05-27,260.45
2015-05-28,263.65
2015-05-29,268.05
2015-06-01,267.6
2015-06-02,255.25
2015-06-03,254.45
2015-06-04,255.5
2015-06-05,260.25
2015-06-08,250.7
2015-06-09,250.1
2015-06-10,255.45
2015-06-11,255.25
2015-06-12,250.1
2015-06-15,244.95
2015-06-16,241.95
2015-06-17,242.4
2015-06-18,246.45
2015-06-19,248.25
2015-06-22,251.6
2015-06-23,250.15
2015-06-24,246.6
2015-06-25,245.8
2015-06-26,249.6
2015-06-29,245.2
2015-06-30,246.85
2015-07-01,248.2
2015-07-02,250.1
2015-07-03,249.4
2015-07-06,251.5
2015-07-07,254.0
2015-07-08,254.4
2015-07-09,248.85
2015-07-10,251.75
2015-07-13,254.05
2015-07-14,253.7
2015-07-15,255.35
2015-07-16,270.65
2015-07-17,269.85
2015-07-20,274.65
2015-07-21,273.2
2015-07-22,270.1
2015-07-23,270.1
2015-07-24,274.45
2015-07-27,268.3
2015-07-28,258.1
2015-07-29,260.15
2015-07-30,262.1
2015-07-31,268.1
2015-08-03,267.0
2015-08-04,261.25
2015-08-05,263.8
2015-08-06,284.15
2015-08-07,283.55
2015-08-10,302.7
2015-08-11,309.35
2015-08-12,295.1
2015-08-13,296.0
2015-08-14,305.85
2015-08-17,319.5
2015-08-18,332.2
2015-08-19,344.4
2015-08-20,326.75
2015-08-21,309.55
2015-08-24,289.5
2015-08-25,288.6
2015-08-26,292.65
2015-08-27,296.6
2015-08-28,290.0
2015-08-31,309.4
2015-09-01,293.9
2015-09-02,295.25
2015-09-03,302.6
2015-09-04,293.95
2015-09-07,290.4
2015-09-08,284.6
2015-09-09,292.5
2015-09-10,285.3
2015-09-11,288.15
2015-09-14,294.2
2015-09-15,314.8
2015-09-16,308.4
2015-09-18,322.25
2015-09-21,323.7
2015-09-22,315.2
2015-09-23,314.65
2015-09-24,319.8
2015-09-28,312.7
2015-09-29,306.0
2015-09-30,329.1
2015-10-01,320.3
2015-10-05,320.85
2015-10-06,324.05
2015-10-07,338.85
2015-10-08,344.25
2015-10-09,339.9
2015-10-12,337.1
2015-10-13,334.5
2015-10-14,336.25
2015-10-15,342.85
2015-10-16,346.15
2015-10-19,361.8
2015-10-20,363.8
2015-10-21,353.1
2015-10-23,359.05
2015-10-26,361.4
2015-10-27,360.1
2015-10-28,352.35
2015-10-29,350.45
2015-10-30,343.5
2015-11-02,346.85
2015-11-03,348.0
2015-11-04,337.35
2015-11-05,323.5
2015-11-06,319.95
2015-11-09,321.9
2015-11-10,313.7
2015-11-11,323.25
2015-11-13,319.0
2015-11-16,318.5
2015-11-17,316.65
2015-11-18,310.7
2015-11-19,316.45
2015-11-20,320.05
2015-11-23,321.0
2015-11-24,315.85
2015-11-26,323.95
2015-11-27,331.75
2015-11-30,336.5
2015-12-01,333.95
2015-12-02,335.75
2015-12-03,339.25
2015-12-04,334.0
2015-12-07,338.35
2015-12-08,332.2
2015-12-09,325.95
2015-12-10,330.7
2015-12-11,328.05
2015-12-14,325.6
2015-12-15,330.55
2015-12-16,329.45
2015-12-17,332.05
2015-12-18,329.7
2015-12-21,330.2
2015-12-22,342.4
2015-12-23,339.15
2015-12-24,336.55
2015-12-28,335.9
2015-12-29,332.65
2015-12-30,336.9
2015-12-31,336.25
