Date,BLKASHYAP
2015-01-01,14.9
2015-01-02,15.2
2015-01-05,16.15
2015-01-06,15.25
2015-01-07,15.1
2015-01-08,15.4
2015-01-09,15.25
2015-01-12,15.4
2015-01-13,15.35
2015-01-14,15.75
2015-01-15,16.45
2015-01-16,15.65
2015-01-19,15.65
2015-01-20,15.6
2015-01-21,15.15
2015-01-22,15.2
2015-01-23,15.05
2015-01-27,14.8
2015-01-28,14.6
2015-01-29,14.9
2015-01-30,15.15
2015-02-02,15.55
2015-02-03,15.4
2015-02-04,15.45
2015-02-05,15.65
2015-02-06,15.2
2015-02-09,15.25
2015-02-10,14.5
2015-02-11,14.3
2015-02-12,14.45
2015-02-13,14.7
2015-02-16,14.0
2015-02-18,16.8
2015-02-19,17.5
2015-02-20,16.7
2015-02-23,16.3
2015-02-24,16.25
2015-02-25,15.55
2015-02-26,15.05
2015-02-27,15.45
2015-02-28,15.55
2015-03-02,16.6
2015-03-03,15.85
2015-03-04,15.5
2015-03-05,15.0
2015-03-09,15.3
2015-03-10,15.15
2015-03-11,15.85
2015-03-12,15.65
2015-03-13,15.1
2015-03-16,14.8
2015-03-17,14.75
2015-03-18,14.6
2015-03-19,14.35
2015-03-20,14.45
2015-03-23,14.5
2015-03-24,14.4
2015-03-25,14.1
2015-03-26,13.85
2015-03-27,13.8
2015-03-30,13.9
2015-03-31,13.65
2015-04-01,14.15
2015-04-06,16.25
2015-04-07,15.9
2015-04-08,15.85
2015-04-09,15.85
2015-04-10,16.25
2015-04-13,16.05
2015-04-15,15.85
2015-04-16,15.25
2015-04-17,15.0
2015-04-20,14.3
2015-04-21,14.85
2015-04-22,14.45
2015-04-23,14.3
2015-04-24,13.0
2015-04-27,13.45
2015-04-28,13.4
2015-04-29,13.35
2015-04-30,13.3
2015-05-04,13.35
2015-05-05,13.05
2015-05-06,12.35
2015-05-07,12.05
2015-05-08,12.6
2015-05-11,13.15
2015-05-12,12.5
2015-05-13,12.65
2015-05-14,12.5
2015-05-15,12.1
2015-05-18,12.35
2015-05-19,12.85
2015-05-20,12.5
2015-05-21,12.3
2015-05-22,12.2
2015-05-25,11.8
2015-05-26,12.2
2015-05-27,11.95
2015-05-28,12.05
2015-05-29,11.5
2015-06-01,11.4
2015-06-02,11.45
2015-06-03,10.85
2015-06-04,10.35
2015-06-05,10.4
2015-06-08,9.85
2015-06-09,9.8
2015-06-10,10.2
2015-06-11,9.75
2015-06-12,9.65
2015-06-15,9.75
2015-06-16,10.15
2015-06-17,10.65
2015-06-18,10.85
2015-06-19,10.5
2015-06-22,10.55
2015-06-23,10.5
2015-06-24,11.8
2015-06-25,11.3
2015-06-26,11.1
2015-06-29,10.7
2015-06-30,10.65
2015-07-01,11.6
2015-07-02,11.75
2015-07-03,11.5
2015-07-06,11.45
2015-07-07,13.7
2015-07-08,12.95
2015-07-09,12.8
2015-07-10,12.45
2015-07-13,12.3
2015-07-14,12.75
2015-07-15,12.75
2015-07-16,13.05
2015-07-17,13.15
2015-07-20,12.5
2015-07-21,12.25
2015-07-22,12.55
2015-07-23,12.55
2015-07-24,12.15
2015-07-27,11.5
2015-07-28,11.7
2015-07-29,11.65
2015-07-30,11.7
2015-07-31,12.2
2015-08-03,12.0
2015-08-04,12.0
2015-08-05,12.2
2015-08-06,12.05
2015-08-07,11.95
2015-08-10,12.1
2015-08-11,11.65
2015-08-12,11.65
2015-08-13,11.4
2015-08-14,11.65
2015-08-17,11.35
2015-08-18,11.05
2015-08-19,11.3
2015-08-20,10.4
2015-08-21,10.05
2015-08-24,9.0
2015-08-25,8.85
2015-08-26,9.05
2015-08-27,9.3
2015-08-28,10.0
2015-08-31,10.35
2015-09-01,10.55
2015-09-02,9.95
2015-09-03,10.1
2015-09-04,9.95
2015-09-07,9.7
2015-09-08,10.3
2015-09-09,10.5
2015-09-10,10.45
2015-09-11,10.25
2015-09-14,10.35
2015-09-15,10.15
2015-09-16,10.05
2015-09-18,10.15
2015-09-21,10.2
2015-09-22,9.8
2015-09-23,9.9
2015-09-24,9.9
2015-09-28,9.65
2015-09-29,9.85
2015-09-30,10.0
2015-10-01,9.8
2015-10-05,10.05
2015-10-06,10.25
2015-10-07,10.95
2015-10-08,10.85
2015-10-09,10.9
2015-10-12,10.9
2015-10-13,10.5
2015-10-14,10.25
2015-10-15,10.25
2015-10-16,10.2
2015-10-19,11.25
2015-10-20,11.4
2015-10-21,11.05
2015-10-23,10.8
2015-10-26,10.35
2015-10-27,10.1
2015-10-28,10.35
2015-10-29,10.2
2015-10-30,9.95
2015-11-02,9.85
2015-11-03,9.75
2015-11-04,9.95
2015-11-05,9.5
2015-11-06,9.45
2015-11-09,9.45
2015-11-10,9.05
2015-11-11,9.65
2015-11-13,9.8
2015-11-16,10.15
2015-11-17,10.25
2015-11-18,10.25
2015-11-19,10.45
2015-11-20,12.45
2015-11-23,14.1
2015-11-24,14.25
2015-11-26,16.75
2015-11-27,16.35
2015-11-30,17.95
2015-12-01,19.65
2015-12-02,21.6
2015-12-03,22.4
2015-12-04,23.5
2015-12-07,24.4
2015-12-08,25.45
2015-12-09,24.2
2015-12-10,23.0
2015-12-11,21.85
2015-12-14,20.95
2015-12-15,21.95
2015-12-16,22.85
2015-12-17,23.15
2015-12-18,22.5
2015-12-21,22.9
2015-12-22,23.95
2015-12-23,24.15
2015-12-24,23.85
2015-12-28,22.75
2015-12-29,22.15
2015-12-30,21.05
2015-12-31,22.1
