Date,JPOLYINVST
2015-01-01,113.55
2015-01-02,130.2
2015-01-05,128.4
2015-01-06,120.95
2015-01-07,115.85
2015-01-08,123.9
2015-01-09,115.8
2015-01-12,113.9
2015-01-13,110.95
2015-01-14,109.8
2015-01-15,105.5
2015-01-16,101.9
2015-01-19,99.45
2015-01-20,101.85
2015-01-21,101.45
2015-01-22,97.15
2015-01-23,95.1
2015-01-27,90.5
2015-01-28,87.95
2015-01-29,84.9
2015-01-30,83.55
2015-02-02,82.8
2015-02-03,82.55
2015-02-04,85.3
2015-02-05,83.5
2015-02-06,86.3
2015-02-09,82.05
2015-02-10,81.55
2015-02-11,82.8
2015-02-12,83.1
2015-02-13,81.45
2015-02-16,80.6
2015-02-18,80.1
2015-02-19,79.75
2015-02-20,81.0
2015-02-23,81.5
2015-02-24,80.0
2015-02-25,81.0
2015-02-26,80.5
2015-02-27,82.55
2015-02-28,81.4
2015-03-02,83.0
2015-03-03,86.5
2015-03-04,91.05
2015-03-05,93.0
2015-03-09,111.6
2015-03-10,124.25
2015-03-11,117.2
2015-03-12,110.65
2015-03-13,107.8
2015-03-16,101.15
2015-03-17,96.9
2015-03-18,97.0
2015-03-19,96.9
2015-03-20,92.5
2015-03-23,87.9
2015-03-24,85.1
2015-03-25,81.7
2015-03-26,81.4
2015-03-27,79.6
2015-03-30,83.55
2015-03-31,86.05
2015-04-01,90.35
2015-04-06,92.85
2015-04-07,94.0
2015-04-08,102.85
2015-04-09,103.0
2015-04-10,101.25
2015-04-13,102.3
2015-04-15,103.05
2015-04-16,98.45
2015-04-17,97.35
2015-04-20,93.05
2015-04-21,92.05
2015-04-22,88.15
2015-04-23,87.4
2015-04-24,83.25
2015-04-27,81.0
2015-04-28,84.0
2015-04-29,84.0
2015-04-30,83.1
2015-05-04,86.85
2015-05-05,88.5
2015-05-06,84.8
2015-05-07,83.35
2015-05-08,82.5
2015-05-11,85.3
2015-05-12,85.95
2015-05-13,85.85
2015-05-14,88.85
2015-05-15,86.45
2015-05-18,87.5
2015-05-19,90.6
2015-05-20,91.25
2015-05-21,88.5
2015-05-22,86.55
2015-05-25,89.0
2015-05-26,85.8
2015-05-27,85.35
2015-05-28,84.95
2015-05-29,83.55
2015-06-01,79.95
2015-06-02,80.45
2015-06-03,75.0
2015-06-04,74.25
2015-06-05,76.15
2015-06-08,74.05
2015-06-09,72.0
2015-06-10,72.75
2015-06-11,73.3
2015-06-12,72.6
2015-06-15,70.3
2015-06-16,68.85
2015-06-17,70.45
2015-06-18,71.0
2015-06-19,71.5
2015-06-22,71.9
2015-06-23,73.35
2015-06-24,74.65
2015-06-25,78.55
2015-06-26,76.0
2015-06-29,75.0
2015-06-30,77.65
2015-07-01,75.45
2015-07-02,75.0
2015-07-03,75.55
2015-07-06,80.6
2015-07-07,85.8
2015-07-08,84.55
2015-07-09,85.7
2015-07-10,83.65
2015-07-13,81.15
2015-07-14,82.05
2015-07-15,78.55
2015-07-16,77.95
2015-07-17,77.5
2015-07-20,78.25
2015-07-21,75.35
2015-07-22,77.1
2015-07-23,76.05
2015-07-24,74.6
2015-07-27,76.0
2015-07-28,76.65
2015-07-29,75.2
2015-07-30,75.65
2015-07-31,77.6
2015-08-03,79.05
2015-08-04,77.35
2015-08-05,80.45
2015-08-06,81.0
2015-08-07,79.6
2015-08-10,79.3
2015-08-11,78.3
2015-08-12,77.55
2015-08-13,75.0
2015-08-14,76.65
2015-08-17,76.3
2015-08-18,76.3
2015-08-19,77.9
2015-08-20,77.15
2015-08-21,77.25
2015-08-24,70.9
2015-08-25,66.8
2015-08-26,65.55
2015-08-27,67.85
2015-08-28,66.1
2015-08-31,70.75
2015-09-01,65.2
2015-09-02,66.0
2015-09-03,68.05
2015-09-04,64.1
2015-09-07,64.35
2015-09-08,64.4
2015-09-09,68.65
2015-09-10,68.25
2015-09-11,67.6
2015-09-14,65.5
2015-09-15,65.25
2015-09-16,65.0
2015-09-18,65.85
2015-09-21,68.35
2015-09-22,66.95
2015-09-23,67.85
2015-09-24,69.0
2015-09-28,66.6
2015-09-29,71.0
2015-09-30,72.65
2015-10-01,72.9
2015-10-05,75.4
2015-10-06,75.45
2015-10-07,77.15
2015-10-08,76.85
2015-10-09,78.25
2015-10-12,76.7
2015-10-13,76.6
2015-10-14,76.1
2015-10-15,75.4
2015-10-16,88.95
2015-10-19,87.05
2015-10-20,88.85
2015-10-21,86.7
2015-10-23,86.0
2015-10-26,85.8
2015-10-27,86.75
2015-10-28,86.95
2015-10-29,85.75
2015-10-30,85.05
2015-11-02,85.1
2015-11-03,86.8
2015-11-04,87.8
2015-11-05,89.0
2015-11-06,89.4
2015-11-09,86.3
2015-11-10,85.95
2015-11-11,85.6
2015-11-13,85.35
2015-11-16,84.6
2015-11-17,84.45
2015-11-18,84.0
2015-11-19,87.2
2015-11-20,91.8
2015-11-23,91.1
2015-11-24,89.35
2015-11-26,89.15
2015-11-27,86.7
2015-11-30,89.35
2015-12-01,86.55
2015-12-02,85.95
2015-12-03,85.45
2015-12-04,83.95
2015-12-07,84.45
2015-12-08,84.1
2015-12-09,81.9
2015-12-10,82.8
2015-12-11,82.0
2015-12-14,82.9
2015-12-15,82.75
2015-12-16,82.1
2015-12-17,84.0
2015-12-18,82.6
2015-12-21,82.55
2015-12-22,83.05
2015-12-23,84.85
2015-12-24,84.25
2015-12-28,85.7
2015-12-29,102.8
2015-12-30,114.35
2015-12-31,108.2
