Date,AHLUCONT
2015-01-01,224.05
2015-01-02,229.6
2015-01-05,225.25
2015-01-06,212.6
2015-01-07,213.65
2015-01-08,221.65
2015-01-09,219.2
2015-01-12,221.55
2015-01-13,218.55
2015-01-14,217.0
2015-01-15,218.95
2015-01-16,223.05
2015-01-19,222.75
2015-01-20,219.8
2015-01-21,233.55
2015-01-22,245.7
2015-01-23,242.55
2015-01-27,237.15
2015-01-28,234.0
2015-01-29,232.9
2015-01-30,226.35
2015-02-02,239.5
2015-02-03,234.45
2015-02-04,236.55
2015-02-05,230.35
2015-02-06,222.8
2015-02-09,218.1
2015-02-10,216.75
2015-02-11,225.75
2015-02-12,244.2
2015-02-13,235.45
2015-02-16,235.0
2015-02-18,234.1
2015-02-19,236.25
2015-02-20,232.55
2015-02-23,238.0
2015-02-24,232.9
2015-02-25,241.25
2015-02-26,234.85
2015-02-27,241.2
2015-02-28,239.05
2015-03-02,275.85
2015-03-03,263.7
2015-03-04,266.6
2015-03-05,261.55
2015-03-09,252.7
2015-03-10,247.45
2015-03-11,242.15
2015-03-12,252.2
2015-03-13,241.9
2015-03-16,238.5
2015-03-17,252.8
2015-03-18,247.65
2015-03-19,255.0
2015-03-20,251.25
2015-03-23,243.8
2015-03-24,239.1
2015-03-25,236.05
2015-03-26,220.85
2015-03-27,237.2
2015-03-30,259.05
2015-03-31,249.6
2015-04-01,251.3
2015-04-06,279.35
2015-04-07,272.0
2015-04-08,279.15
2015-04-09,275.45
2015-04-10,275.15
2015-04-13,275.5
2015-04-15,274.0
2015-04-16,265.35
2015-04-17,257.25
2015-04-20,243.0
2015-04-21,248.5
2015-04-22,246.4
2015-04-23,255.2
2015-04-24,254.8
2015-04-27,248.4
2015-04-28,244.3
2015-04-29,243.9
2015-04-30,245.35
2015-05-04,250.8
2015-05-05,246.6
2015-05-06,237.9
2015-05-07,224.8
2015-05-08,238.3
2015-05-11,238.95
2015-05-12,225.6
2015-05-13,227.35
2015-05-14,223.3
2015-05-15,237.9
2015-05-18,241.1
2015-05-19,244.4
2015-05-20,247.8
2015-05-21,247.85
2015-05-22,250.5
2015-05-25,244.2
2015-05-26,237.4
2015-05-27,230.65
2015-05-28,223.4
2015-05-29,222.85
2015-06-01,223.4
2015-06-02,220.65
2015-06-03,203.4
2015-06-04,206.2
2015-06-05,210.45
2015-06-08,201.1
2015-06-09,192.1
2015-06-10,209.55
2015-06-11,200.2
2015-06-12,198.65
2015-06-15,197.65
2015-06-16,193.2
2015-06-17,206.15
2015-06-18,206.5
2015-06-19,212.9
2015-06-22,212.25
2015-06-23,204.95
2015-06-24,205.15
2015-06-25,206.6
2015-06-26,206.1
2015-06-29,205.2
2015-06-30,215.95
2015-07-01,223.1
2015-07-02,241.1
2015-07-03,242.65
2015-07-06,227.8
2015-07-07,225.55
2015-07-08,222.35
2015-07-09,220.75
2015-07-10,221.2
2015-07-13,217.7
2015-07-14,225.6
2015-07-15,239.25
2015-07-16,231.15
2015-07-17,234.35
2015-07-20,243.85
2015-07-21,233.0
2015-07-22,241.85
2015-07-23,239.55
2015-07-24,233.95
2015-07-27,230.55
2015-07-28,230.95
2015-07-29,239.3
2015-07-30,244.6
2015-07-31,248.9
2015-08-03,250.65
2015-08-04,250.85
2015-08-05,247.5
2015-08-06,245.55
2015-08-07,245.05
2015-08-10,242.1
2015-08-11,242.95
2015-08-12,237.05
2015-08-13,225.55
2015-08-14,231.8
2015-08-17,237.55
2015-08-18,252.0
2015-08-19,276.6
2015-08-20,264.45
2015-08-21,253.9
2015-08-24,236.8
2015-08-25,233.2
2015-08-26,230.4
2015-08-27,245.25
2015-08-28,244.7
2015-08-31,241.8
2015-09-01,234.6
2015-09-02,237.25
2015-09-03,238.9
2015-09-04,227.25
2015-09-07,220.0
2015-09-08,223.7
2015-09-09,228.05
2015-09-10,226.2
2015-09-11,230.9
2015-09-14,236.1
2015-09-15,234.95
2015-09-16,231.95
2015-09-18,245.5
2015-09-21,255.9
2015-09-22,254.75
2015-09-23,255.05
2015-09-24,259.5
2015-09-28,253.35
2015-09-29,261.1
2015-09-30,268.1
2015-10-01,267.75
2015-10-05,269.85
2015-10-06,258.05
2015-10-07,260.0
2015-10-08,265.55
2015-10-09,268.95
2015-10-12,267.1
2015-10-13,267.45
2015-10-14,266.35
2015-10-15,268.5
2015-10-16,268.7
2015-10-19,264.5
2015-10-20,256.4
2015-10-21,252.15
2015-10-23,257.35
2015-10-26,252.4
2015-10-27,250.25
2015-10-28,248.35
2015-10-29,246.95
2015-10-30,246.05
2015-11-02,242.25
2015-11-03,243.65
2015-11-04,240.55
2015-11-05,238.4
2015-11-06,235.8
2015-11-09,239.1
2015-11-10,240.9
2015-11-11,246.6
2015-11-13,242.8
2015-11-16,255.1
2015-11-17,258.6
2015-11-18,255.1
2015-11-19,273.8
2015-11-20,265.6
2015-11-23,268.25
2015-11-24,266.5
2015-11-26,269.35
2015-11-27,266.25
2015-11-30,271.5
2015-12-01,271.3
2015-12-02,270.7
2015-12-03,267.6
2015-12-04,264.0
2015-12-07,256.8
2015-12-08,252.15
2015-12-09,248.35
2015-12-10,253.1
2015-12-11,256.4
2015-12-14,254.85
2015-12-15,259.95
2015-12-16,266.25
2015-12-17,270.35
2015-12-18,279.95
2015-12-21,276.9
2015-12-22,281.15
2015-12-23,276.1
2015-12-24,278.85
2015-12-28,280.3
2015-12-29,277.15
2015-12-30,280.05
2015-12-31,277.55
