Date,JPPOWER
2015-01-01,12.25
2015-01-02,12.6
2015-01-05,12.6
2015-01-06,12.05
2015-01-07,11.95
2015-01-08,12.0
2015-01-09,11.9
2015-01-12,11.8
2015-01-13,11.65
2015-01-14,11.35
2015-01-15,11.95
2015-01-16,12.35
2015-01-19,12.3
2015-01-20,12.25
2015-01-21,11.85
2015-01-22,11.8
2015-01-23,12.1
2015-01-27,11.85
2015-01-28,11.65
2015-01-29,11.45
2015-01-30,12.05
2015-02-02,12.15
2015-02-03,11.8
2015-02-04,12.0
2015-02-05,11.55
2015-02-06,11.45
2015-02-09,11.25
2015-02-10,10.65
2015-02-11,10.55
2015-02-12,10.65
2015-02-13,10.65
2015-02-16,11.0
2015-02-18,11.55
2015-02-19,12.0
2015-02-20,12.3
2015-02-23,12.2
2015-02-24,12.1
2015-02-25,11.95
2015-02-26,11.75
2015-02-27,12.45
2015-02-28,11.8
2015-03-02,11.8
2015-03-03,12.3
2015-03-04,12.3
2015-03-05,12.25
2015-03-09,11.55
2015-03-10,11.35
2015-03-11,11.5
2015-03-12,11.75
2015-03-13,11.4
2015-03-16,11.2
2015-03-17,11.15
2015-03-18,11.2
2015-03-19,10.85
2015-03-20,10.55
2015-03-23,10.45
2015-03-24,10.3
2015-03-25,10.15
2015-03-26,10.2
2015-03-27,10.15
2015-03-30,10.15
2015-03-31,10.25
2015-04-01,10.15
2015-04-06,10.15
2015-04-07,10.2
2015-04-08,10.3
2015-04-09,10.35
2015-04-10,10.65
2015-04-13,10.8
2015-04-15,10.85
2015-04-16,9.95
2015-04-17,10.0
2015-04-20,9.85
2015-04-21,9.6
2015-04-22,9.7
2015-04-23,9.6
2015-04-24,9.35
2015-04-27,8.9
2015-04-28,8.95
2015-04-29,8.9
2015-04-30,8.6
2015-05-04,9.15
2015-05-05,9.3
2015-05-06,8.7
2015-05-07,8.45
2015-05-08,8.4
2015-05-11,8.55
2015-05-12,8.2
2015-05-13,8.25
2015-05-14,8.4
2015-05-15,8.15
2015-05-18,7.95
2015-05-19,7.6
2015-05-20,7.35
2015-05-21,7.3
2015-05-22,7.2
2015-05-25,7.35
2015-05-26,7.3
2015-05-27,7.15
2015-05-28,7.1
2015-05-29,7.35
2015-06-01,7.3
2015-06-02,7.05
2015-06-03,6.5
2015-06-04,6.55
2015-06-05,6.35
2015-06-08,6.1
2015-06-09,6.0
2015-06-10,6.15
2015-06-11,5.9
2015-06-12,5.7
2015-06-15,6.3
2015-06-16,6.1
2015-06-17,6.2
2015-06-18,6.4
2015-06-19,6.55
2015-06-22,7.35
2015-06-23,7.25
2015-06-24,7.0
2015-06-25,7.15
2015-06-26,6.95
2015-06-29,6.7
2015-06-30,6.7
2015-07-01,6.95
2015-07-02,6.85
2015-07-03,6.45
2015-07-06,6.7
2015-07-07,7.0
2015-07-08,6.65
2015-07-09,6.85
2015-07-10,6.85
2015-07-13,6.9
2015-07-14,7.2
2015-07-15,7.05
2015-07-16,7.0
2015-07-17,7.1
2015-07-20,7.0
2015-07-21,6.7
2015-07-22,6.85
2015-07-23,6.85
2015-07-24,6.6
2015-07-27,6.15
2015-07-28,5.9
2015-07-29,5.9
2015-07-30,6.05
2015-07-31,6.3
2015-08-03,6.75
2015-08-04,6.65
2015-08-05,6.75
2015-08-06,8.05
2015-08-07,8.0
2015-08-10,7.55
2015-08-11,7.35
2015-08-12,6.95
2015-08-13,6.65
2015-08-14,7.05
2015-08-17,6.95
2015-08-18,6.85
2015-08-19,7.2
2015-08-20,6.65
2015-08-21,6.6
2015-08-24,5.75
2015-08-25,5.65
2015-08-26,5.75
2015-08-27,5.95
2015-08-28,5.9
2015-08-31,5.95
2015-09-01,5.7
2015-09-02,5.65
2015-09-03,5.75
2015-09-04,5.5
2015-09-07,5.55
2015-09-08,5.85
2015-09-09,5.9
2015-09-10,5.8
2015-09-11,5.8
2015-09-14,6.0
2015-09-15,5.9
2015-09-16,5.95
2015-09-18,6.1
2015-09-21,6.5
2015-09-22,6.1
2015-09-23,6.45
2015-09-24,6.75
2015-09-28,6.75
2015-09-29,7.05
2015-09-30,7.0
2015-10-01,6.85
2015-10-05,6.9
2015-10-06,6.9
2015-10-07,7.1
2015-10-08,6.95
2015-10-09,7.0
2015-10-12,7.05
2015-10-13,7.15
2015-10-14,7.4
2015-10-15,7.35
2015-10-16,7.3
2015-10-19,7.3
2015-10-20,7.3
2015-10-21,7.2
2015-10-23,7.1
2015-10-26,6.9
2015-10-27,6.95
2015-10-28,6.85
2015-10-29,6.9
2015-10-30,6.95
2015-11-02,7.5
2015-11-03,7.2
2015-11-04,7.45
2015-11-05,7.4
2015-11-06,7.15
2015-11-09,7.0
2015-11-10,6.85
2015-11-11,7.0
2015-11-13,6.85
2015-11-16,6.95
2015-11-17,7.05
2015-11-18,6.95
2015-11-19,7.05
2015-11-20,7.05
2015-11-23,6.9
2015-11-24,7.0
2015-11-26,7.1
2015-11-27,7.15
2015-11-30,6.85
2015-12-01,7.0
2015-12-02,7.05
2015-12-03,7.0
2015-12-04,6.9
2015-12-07,6.85
2015-12-08,6.7
2015-12-09,6.6
2015-12-10,6.7
2015-12-11,6.4
2015-12-14,6.55
2015-12-15,6.55
2015-12-16,6.55
2015-12-17,6.6
2015-12-18,6.6
2015-12-21,6.75
2015-12-22,6.75
2015-12-23,6.75
2015-12-24,6.75
2015-12-28,6.85
2015-12-29,6.7
2015-12-30,6.6
2015-12-31,7.05
