Date,MCX
2015-01-01,908.85
2015-01-02,876.05
2015-01-05,872.15
2015-01-06,853.2
2015-01-07,855.0
2015-01-08,852.65
2015-01-09,842.55
2015-01-12,860.2
2015-01-13,863.15
2015-01-14,850.65
2015-01-15,851.75
2015-01-16,849.3
2015-01-19,859.0
2015-01-20,873.0
2015-01-21,867.65
2015-01-22,868.25
2015-01-23,870.5
2015-01-27,867.5
2015-01-28,855.65
2015-01-29,875.05
2015-01-30,880.85
2015-02-02,873.25
2015-02-03,863.85
2015-02-04,859.0
2015-02-05,861.6
2015-02-06,850.45
2015-02-09,850.3
2015-02-10,842.3
2015-02-11,851.95
2015-02-12,856.55
2015-02-13,859.9
2015-02-16,943.95
2015-02-18,1000.9
2015-02-19,980.75
2015-02-20,973.3
2015-02-23,1032.75
2015-02-24,1013.7
2015-02-25,1065.1
2015-02-26,1038.75
2015-02-27,1054.35
2015-02-28,1189.95
2015-03-02,1223.2
2015-03-03,1243.35
2015-03-04,1204.65
2015-03-05,1226.0
2015-03-09,1241.75
2015-03-10,1208.5
2015-03-11,1185.95
2015-03-12,1190.4
2015-03-13,1153.2
2015-03-16,1139.0
2015-03-17,1137.65
2015-03-18,1186.7
2015-03-19,1169.05
2015-03-20,1122.7
2015-03-23,1173.6
2015-03-24,1178.8
2015-03-25,1171.7
2015-03-26,1131.85
2015-03-27,1128.7
2015-03-30,1135.95
2015-03-31,1122.45
2015-04-01,1176.5
2015-04-06,1154.25
2015-04-07,1124.95
2015-04-08,1136.55
2015-04-09,1123.1
2015-04-10,1154.9
2015-04-13,1170.8
2015-04-15,1142.55
2015-04-16,1127.25
2015-04-17,1119.0
2015-04-20,1087.1
2015-04-21,1058.45
2015-04-22,1077.9
2015-04-23,1068.85
2015-04-24,1023.2
2015-04-27,983.1
2015-04-28,1015.05
2015-04-29,1025.9
2015-04-30,1044.35
2015-05-04,1062.75
2015-05-05,1025.1
2015-05-06,988.05
2015-05-07,970.5
2015-05-08,981.6
2015-05-11,1013.9
2015-05-12,974.5
2015-05-13,1046.4
2015-05-14,1052.9
2015-05-15,1105.45
2015-05-18,1093.15
2015-05-19,1102.05
2015-05-20,1106.8
2015-05-21,1136.25
2015-05-22,1108.3
2015-05-25,1088.55
2015-05-26,1081.6
2015-05-27,1071.9
2015-05-28,1059.5
2015-05-29,1096.5
2015-06-01,1086.75
2015-06-02,1045.85
2015-06-03,1024.4
2015-06-04,1006.8
2015-06-05,999.95
