Date,GARDENSILK
2015-01-01,31.95
2015-01-02,31.15
2015-01-05,31.35
2015-01-06,30.05
2015-01-07,30.0
2015-01-08,30.4
2015-01-09,30.95
2015-01-12,30.8
2015-01-13,31.1
2015-01-14,31.55
2015-01-15,31.65
2015-01-16,31.65
2015-01-19,30.8
2015-01-20,31.0
2015-01-21,31.0
2015-01-22,30.75
2015-01-23,30.55
2015-01-27,30.6
2015-01-28,29.6
2015-01-29,29.45
2015-01-30,29.3
2015-02-02,29.1
2015-02-03,28.9
2015-02-04,29.0
2015-02-05,29.0
2015-02-06,28.55
2015-02-09,28.45
2015-02-10,28.7
2015-02-11,29.0
2015-02-12,28.55
2015-02-13,29.8
2015-02-16,29.25
2015-02-18,29.35
2015-02-19,28.7
2015-02-20,28.5
2015-02-23,28.5
2015-02-24,28.2
2015-02-25,28.25
2015-02-26,27.6
2015-02-27,27.85
2015-02-28,29.15
2015-03-02,28.65
2015-03-03,28.45
2015-03-04,29.05
2015-03-05,28.05
2015-03-09,28.3
2015-03-10,27.95
2015-03-11,28.5
2015-03-12,28.05
2015-03-13,27.5
2015-03-16,27.5
2015-03-17,27.55
2015-03-18,26.35
2015-03-19,28.5
2015-03-20,26.8
2015-03-23,26.5
2015-03-24,25.7
2015-03-25,25.25
2015-03-26,24.8
2015-03-27,24.4
2015-03-30,24.55
2015-03-31,25.95
2015-04-01,26.3
2015-04-06,26.3
2015-04-07,26.05
2015-04-08,26.45
2015-04-09,25.0
2015-04-10,25.35
2015-04-13,25.0
2015-04-15,29.6
2015-04-16,27.65
2015-04-17,26.7
2015-04-20,28.3
2015-04-21,28.2
2015-04-22,33.35
2015-04-23,34.35
2015-04-24,33.8
2015-04-27,30.5
2015-04-28,29.7
2015-04-29,30.9
2015-04-30,29.9
2015-05-04,30.85
2015-05-05,30.15
2015-05-06,28.4
2015-05-07,27.85
2015-05-08,28.3
2015-05-11,28.65
2015-05-12,27.3
2015-05-13,27.65
2015-05-14,27.7
2015-05-15,27.65
2015-05-18,28.15
2015-05-19,32.5
2015-05-20,31.75
2015-05-21,29.4
2015-05-22,29.1
2015-05-25,28.8
2015-05-26,29.4
2015-05-27,28.9
2015-05-28,28.85
2015-05-29,28.9
2015-06-01,29.15
2015-06-02,27.65
2015-06-03,26.65
2015-06-04,26.4
2015-06-05,26.4
2015-06-08,25.6
2015-06-09,25.0
2015-06-10,25.1
2015-06-11,24.7
2015-06-12,24.05
2015-06-15,23.9
2015-06-16,24.5
2015-06-17,24.4
2015-06-18,24.3
2015-06-19,24.45
2015-06-22,24.75
2015-06-23,27.45
2015-06-24,27.4
2015-06-25,26.95
2015-06-26,26.6
2015-06-29,25.85
2015-06-30,27.3
2015-07-01,28.45
2015-07-02,27.6
2015-07-03,28.25
2015-07-06,30.1
2015-07-07,30.3
2015-07-08,30.05
2015-07-09,30.35
2015-07-10,30.0
2015-07-13,30.2
2015-07-14,34.75
2015-07-15,33.65
2015-07-16,34.05
2015-07-17,34.1
2015-07-20,35.75
2015-07-21,35.3
2015-07-22,35.15
2015-07-23,36.85
2015-07-24,34.9
2015-07-27,34.7
2015-07-28,33.8
2015-07-29,34.25
2015-07-30,35.35
2015-07-31,34.45
2015-08-03,34.25
2015-08-04,34.65
2015-08-05,36.75
2015-08-06,37.25
2015-08-07,35.9
2015-08-10,36.55
2015-08-11,35.0
2015-08-12,33.05
2015-08-13,30.5
2015-08-14,30.55
2015-08-17,28.95
2015-08-18,28.5
2015-08-19,28.95
2015-08-20,29.4
2015-08-21,26.9
2015-08-24,24.7
2015-08-25,24.6
2015-08-26,24.3
2015-08-27,24.9
2015-08-28,24.45
2015-08-31,24.3
2015-09-01,23.45
2015-09-02,23.55
2015-09-03,24.25
2015-09-04,23.1
2015-09-07,22.35
2015-09-08,22.7
2015-09-09,22.8
2015-09-10,22.95
2015-09-11,23.05
2015-09-14,23.25
2015-09-15,23.05
2015-09-16,23.0
2015-09-18,23.2
2015-09-21,23.9
2015-09-22,23.9
2015-09-23,23.95
2015-09-24,23.95
2015-09-28,23.8
2015-09-29,24.15
2015-09-30,23.75
2015-10-01,24.5
2015-10-05,24.95
2015-10-06,24.85
2015-10-07,25.95
2015-10-08,25.5
2015-10-09,25.3
2015-10-12,26.65
2015-10-13,28.15
2015-10-14,27.5
2015-10-15,27.5
2015-10-16,27.15
2015-10-19,28.0
2015-10-20,28.15
2015-10-21,27.55
2015-10-23,27.5
2015-10-26,26.6
2015-10-27,25.95
2015-10-28,26.05
2015-10-29,25.5
2015-10-30,25.25
2015-11-02,25.65
2015-11-03,25.05
2015-11-04,25.3
2015-11-05,23.7
2015-11-06,23.6
2015-11-09,23.5
2015-11-10,23.55
2015-11-11,23.95
2015-11-13,23.3
2015-11-16,23.4
2015-11-17,23.45
2015-11-18,23.35
2015-11-19,24.75
2015-11-20,23.55
2015-11-23,23.45
2015-11-24,24.95
2015-11-26,26.5
2015-11-27,26.75
2015-11-30,28.1
2015-12-01,28.9
2015-12-02,28.2
2015-12-03,27.35
2015-12-04,26.55
2015-12-07,26.3
2015-12-08,25.7
2015-12-09,24.3
2015-12-10,24.6
2015-12-11,26.05
2015-12-14,26.15
2015-12-15,28.65
2015-12-16,27.25
2015-12-17,28.15
2015-12-18,28.05
2015-12-21,28.35
2015-12-22,30.85
2015-12-23,30.5
2015-12-24,31.25
2015-12-28,30.65
2015-12-29,29.1
2015-12-30,31.15
2015-12-31,30.45
