Date,DHFL
2015-01-01,412.95
2015-01-02,418.1
2015-01-05,435.95
2015-01-06,405.55
2015-01-07,415.25
2015-01-08,420.55
2015-01-09,426.55
2015-01-12,437.3
2015-01-13,432.85
2015-01-14,447.95
2015-01-15,476.45
2015-01-16,487.6
2015-01-19,493.5
2015-01-20,480.4
2015-01-21,482.05
2015-01-22,484.05
2015-01-23,483.65
2015-01-27,486.3
2015-01-28,472.8
2015-01-29,477.6
2015-01-30,470.75
2015-02-02,481.0
2015-02-03,507.8
2015-02-04,498.45
2015-02-05,496.95
2015-02-06,475.3
2015-02-09,466.3
2015-02-10,488.6
2015-02-11,495.1
2015-02-12,492.7
2015-02-13,505.0
2015-02-16,504.65
2015-02-18,497.6
2015-02-19,488.6
2015-02-20,493.55
2015-02-23,495.7
2015-02-24,503.35
2015-02-25,490.0
2015-02-26,498.85
2015-02-27,509.8
2015-02-28,493.65
2015-03-02,516.65
2015-03-03,523.4
2015-03-04,554.75
2015-03-05,560.6
2015-03-09,536.15
2015-03-10,518.45
2015-03-11,497.8
2015-03-12,495.75
2015-03-13,481.9
2015-03-16,482.4
2015-03-17,482.7
2015-03-18,476.25
2015-03-19,479.3
2015-03-20,475.4
2015-03-23,475.1
2015-03-24,478.1
2015-03-25,469.15
2015-03-26,465.25
2015-03-27,459.55
2015-03-30,464.25
2015-03-31,467.65
2015-04-01,467.85
2015-04-06,467.15
2015-04-07,461.95
2015-04-08,453.7
2015-04-09,472.55
2015-04-10,468.45
2015-04-13,474.2
2015-04-15,476.85
2015-04-16,467.5
2015-04-17,452.75
2015-04-20,442.05
2015-04-21,434.85
2015-04-22,442.05
2015-04-23,457.25
2015-04-24,447.75
2015-04-27,430.2
2015-04-28,457.85
2015-04-29,462.5
2015-04-30,446.45
2015-05-04,450.3
2015-05-05,446.75
2015-05-06,436.6
2015-05-07,419.05
2015-05-08,427.35
2015-05-11,430.15
2015-05-12,430.95
2015-05-13,430.7
2015-05-14,430.2
2015-05-15,430.55
2015-05-18,430.85
2015-05-19,428.55
2015-05-20,428.05
2015-05-21,429.65
2015-05-22,429.8
2015-05-25,426.65
2015-05-26,428.35
2015-05-27,428.85
2015-05-28,437.5
2015-05-29,441.65
2015-06-01,443.3
2015-06-02,418.9
2015-06-03,406.5
2015-06-04,406.2
2015-06-05,408.15
2015-06-08,394.9
2015-06-09,392.35
2015-06-10,394.4
2015-06-11,388.2
2015-06-12,386.9
2015-06-15,388.9
2015-06-16,394.55
2015-06-17,414.7
2015-06-18,425.1
2015-06-19,426.75
2015-06-22,436.55
2015-06-23,432.4
2015-06-24,425.85
2015-06-25,436.65
2015-06-26,436.3
2015-06-29,418.8
2015-06-30,420.95
2015-07-01,427.95
2015-07-02,423.15
2015-07-03,419.65
2015-07-06,416.5
2015-07-07,429.45
2015-07-08,421.4
2015-07-09,435.3
2015-07-10,438.25
2015-07-13,454.9
2015-07-14,456.05
2015-07-15,447.8
2015-07-16,453.2
2015-07-17,452.4
2015-07-20,460.0
2015-07-21,453.55
2015-07-22,473.0
2015-07-23,482.35
2015-07-24,498.3
2015-07-27,490.4
2015-07-28,475.2
2015-07-29,482.3
2015-07-30,481.35
2015-07-31,481.35
2015-08-03,499.6
2015-08-04,508.9
2015-08-05,513.55
2015-08-06,517.8
2015-08-07,529.55
2015-08-10,520.35
2015-08-11,513.2
2015-08-12,490.35
2015-08-13,488.6
2015-08-14,510.15
2015-08-17,505.5
2015-08-18,500.65
2015-08-19,499.5
2015-08-20,489.75
2015-08-21,487.65
2015-08-24,425.4
2015-08-25,441.1
2015-08-26,437.4
2015-08-27,444.1
2015-08-28,446.25
2015-08-31,459.1
2015-09-01,444.2
2015-09-02,432.9
2015-09-03,445.75
2015-09-04,428.4
2015-09-07,427.15
2015-09-08,432.8
2015-09-09,222.65
2015-09-10,219.15
2015-09-11,222.3
2015-09-14,225.25
2015-09-15,221.25
2015-09-16,221.15
2015-09-18,215.85
2015-09-21,214.35
2015-09-22,207.5
2015-09-23,206.8
2015-09-24,204.6
2015-09-28,207.3
2015-09-29,214.75
2015-09-30,219.95
2015-10-01,214.8
2015-10-05,219.15
2015-10-06,226.2
2015-10-07,224.25
2015-10-08,222.1
2015-10-09,228.95
2015-10-12,227.4
2015-10-13,226.55
2015-10-14,225.55
2015-10-15,235.0
2015-10-16,235.7
2015-10-19,237.05
2015-10-20,237.05
2015-10-21,236.8
2015-10-23,234.1
2015-10-26,231.45
2015-10-27,233.25
2015-10-28,231.6
2015-10-29,226.75
2015-10-30,224.8
2015-11-02,220.65
2015-11-03,219.95
2015-11-04,219.65
2015-11-05,214.4
2015-11-06,212.85
2015-11-09,213.3
2015-11-10,212.3
2015-11-11,217.85
2015-11-13,213.85
2015-11-16,215.35
2015-11-17,216.15
2015-11-18,210.75
2015-11-19,214.4
2015-11-20,216.2
2015-11-23,219.35
2015-11-24,220.0
2015-11-26,222.55
2015-11-27,222.3
2015-11-30,223.4
2015-12-01,222.5
2015-12-02,221.55
2015-12-03,222.85
2015-12-04,217.1
2015-12-07,219.25
2015-12-08,218.3
2015-12-09,212.9
2015-12-10,216.85
2015-12-11,211.55
2015-12-14,215.35
2015-12-15,216.05
2015-12-16,216.25
2015-12-17,228.6
2015-12-18,229.1
2015-12-21,230.95
2015-12-22,227.25
2015-12-23,229.05
2015-12-24,227.15
2015-12-28,230.5
2015-12-29,235.3
2015-12-30,234.8
2015-12-31,235.25
