Date,MOIL
2015-01-01,316.0
2015-01-02,313.55
2015-01-05,308.55
2015-01-06,310.25
2015-01-07,310.05
2015-01-08,310.95
2015-01-09,310.05
2015-01-12,308.2
2015-01-13,308.8
2015-01-14,306.4
2015-01-15,303.95
2015-01-16,300.1
2015-01-19,299.85
2015-01-20,299.1
2015-01-21,297.3
2015-01-22,299.8
2015-01-23,299.15
2015-01-27,295.35
2015-01-28,295.2
2015-01-29,292.4
2015-01-30,292.8
2015-02-02,291.05
2015-02-03,292.3
2015-02-04,290.95
2015-02-05,290.0
2015-02-06,289.95
2015-02-09,288.95
2015-02-10,290.1
2015-02-11,291.1
2015-02-12,290.0
2015-02-13,289.8
2015-02-16,287.9
2015-02-18,284.4
2015-02-19,287.45
2015-02-20,287.5
2015-02-23,287.6
2015-02-24,287.35
2015-02-25,284.75
2015-02-26,279.7
2015-02-27,283.6
2015-02-28,279.6
2015-03-02,280.25
2015-03-03,282.35
2015-03-04,278.35
2015-03-05,278.1
2015-03-09,275.4
2015-03-10,278.55
2015-03-11,278.6
2015-03-12,296.35
2015-03-13,288.9
2015-03-16,285.1
2015-03-17,285.4
2015-03-18,285.15
2015-03-19,284.0
2015-03-20,283.55
2015-03-23,278.05
2015-03-24,278.9
2015-03-25,275.5
2015-03-26,270.3
2015-03-27,267.1
2015-03-30,269.45
2015-03-31,276.6
2015-04-01,277.75
2015-04-06,275.4
2015-04-07,276.85
2015-04-08,284.9
2015-04-09,281.25
2015-04-10,286.35
2015-04-13,282.15
2015-04-15,286.9
2015-04-16,280.55
2015-04-17,277.5
2015-04-20,272.2
2015-04-21,272.3
2015-04-22,269.2
2015-04-23,268.3
2015-04-24,264.25
2015-04-27,254.6
2015-04-28,255.4
2015-04-29,254.65
2015-04-30,253.5
2015-05-04,258.3
2015-05-05,256.15
2015-05-06,252.75
2015-05-07,250.0
2015-05-08,250.1
2015-05-11,252.15
2015-05-12,249.65
2015-05-13,255.25
2015-05-14,258.85
2015-05-15,258.8
2015-05-18,257.7
2015-05-19,254.9
2015-05-20,252.65
2015-05-21,254.15
2015-05-22,252.05
2015-05-25,252.65
2015-05-26,252.2
2015-05-27,250.2
2015-05-28,248.4
2015-05-29,243.45
2015-06-01,251.15
2015-06-02,246.65
2015-06-03,241.6
2015-06-04,243.85
2015-06-05,242.9
2015-06-08,242.5
2015-06-09,244.45
2015-06-10,251.25
2015-06-11,249.75
2015-06-12,246.05
2015-06-15,248.75
2015-06-16,245.85
2015-06-17,246.65
2015-06-18,247.05
2015-06-19,245.9
2015-06-22,247.65
2015-06-23,249.85
2015-06-24,248.65
2015-06-25,254.05
2015-06-26,249.3
2015-06-29,249.9
2015-06-30,246.85
2015-07-01,249.0
2015-07-02,248.5
2015-07-03,246.3
2015-07-06,244.55
2015-07-07,243.4
2015-07-08,240.9
2015-07-09,240.75
2015-07-10,239.7
2015-07-13,237.6
2015-07-14,239.75
2015-07-15,236.95
2015-07-16,236.75
2015-07-17,236.8
2015-07-20,235.25
2015-07-21,234.15
2015-07-22,234.4
2015-07-23,229.95
2015-07-24,231.55
2015-07-27,230.1
2015-07-28,230.65
2015-07-29,230.2
2015-07-30,232.5
2015-07-31,232.5
2015-08-03,235.85
2015-08-04,235.75
2015-08-05,240.0
2015-08-06,243.6
2015-08-07,244.25
2015-08-10,241.4
2015-08-11,237.0
2015-08-12,237.35
2015-08-13,237.15
2015-08-14,239.25
2015-08-17,237.85
2015-08-18,238.35
2015-08-19,235.35
2015-08-20,231.5
2015-08-21,228.15
2015-08-24,218.4
2015-08-25,207.7
2015-08-26,209.55
2015-08-27,208.3
2015-08-28,211.0
2015-08-31,208.3
2015-09-01,204.15
2015-09-02,201.25
2015-09-03,199.75
2015-09-04,198.0
2015-09-07,198.1
2015-09-08,196.75
2015-09-09,207.75
2015-09-10,203.5
2015-09-11,203.25
2015-09-14,211.15
2015-09-15,205.65
2015-09-16,204.35
2015-09-18,204.15
2015-09-21,205.05
2015-09-22,200.95
2015-09-23,201.35
2015-09-24,202.15
2015-09-28,200.25
2015-09-29,196.8
2015-09-30,197.15
2015-10-01,198.65
2015-10-05,191.55
2015-10-06,195.75
2015-10-07,197.15
2015-10-08,204.35
2015-10-09,206.3
2015-10-12,211.7
2015-10-13,214.85
2015-10-14,216.9
2015-10-15,218.0
2015-10-16,215.8
2015-10-19,213.95
2015-10-20,211.2
2015-10-21,216.65
2015-10-23,215.05
2015-10-26,215.1
2015-10-27,211.35
2015-10-28,211.55
2015-10-29,211.95
2015-10-30,212.9
2015-11-02,210.2
2015-11-03,211.65
2015-11-04,213.05
2015-11-05,211.9
2015-11-06,207.65
2015-11-09,204.65
2015-11-10,201.35
2015-11-11,202.4
2015-11-13,202.55
2015-11-16,201.65
2015-11-17,201.5
2015-11-18,202.05
2015-11-19,202.7
2015-11-20,202.45
2015-11-23,201.2
2015-11-24,201.0
2015-11-26,199.75
2015-11-27,198.7
2015-11-30,198.55
2015-12-01,199.65
2015-12-02,208.95
2015-12-03,207.75
2015-12-04,206.3
2015-12-07,203.45
2015-12-08,202.15
2015-12-09,199.95
2015-12-10,200.45
2015-12-11,200.75
2015-12-14,207.55
2015-12-15,216.1
2015-12-16,209.5
2015-12-17,213.85
2015-12-18,211.3
2015-12-21,212.6
2015-12-22,212.65
2015-12-23,212.9
2015-12-24,210.65
2015-12-28,211.65
2015-12-29,212.55
2015-12-30,212.65
2015-12-31,210.1
