Date,MUTHOOTFIN
2015-01-01,214.4
2015-01-02,203.45
2015-01-05,198.45
2015-01-06,195.95
2015-01-07,195.6
2015-01-08,196.55
2015-01-09,196.3
2015-01-12,196.15
2015-01-13,196.05
2015-01-14,192.45
2015-01-15,198.85
2015-01-16,197.45
2015-01-19,207.1
2015-01-20,216.85
2015-01-21,232.5
2015-01-22,228.5
2015-01-23,222.85
2015-01-27,221.95
2015-01-28,221.6
2015-01-29,219.7
2015-01-30,211.15
2015-02-02,215.05
2015-02-03,208.1
2015-02-04,209.75
2015-02-05,214.3
2015-02-06,213.7
2015-02-09,214.35
2015-02-10,214.55
2015-02-11,207.85
2015-02-12,208.5
2015-02-13,210.65
2015-02-16,212.95
2015-02-18,217.35
2015-02-19,218.7
2015-02-20,219.7
2015-02-23,219.7
2015-02-24,218.35
2015-02-25,215.95
2015-02-26,218.1
2015-02-27,219.9
2015-02-28,238.05
2015-03-02,220.5
2015-03-03,220.5
2015-03-04,220.0
2015-03-05,219.05
2015-03-09,217.4
2015-03-10,212.55
2015-03-11,213.5
2015-03-12,213.7
2015-03-13,211.05
2015-03-16,204.6
2015-03-17,205.1
2015-03-18,202.55
2015-03-19,195.6
2015-03-20,195.7
2015-03-23,194.4
2015-03-24,194.45
2015-03-25,195.05
2015-03-26,195.6
2015-03-27,197.4
2015-03-30,205.65
2015-03-31,207.05
2015-04-01,204.4
2015-04-06,201.6
2015-04-07,204.15
2015-04-08,202.3
2015-04-09,199.25
2015-04-10,203.15
2015-04-13,199.55
2015-04-15,191.65
2015-04-16,192.6
2015-04-17,189.75
2015-04-20,189.8
2015-04-21,191.55
2015-04-22,190.95
2015-04-23,189.3
2015-04-24,187.2
2015-04-27,184.4
2015-04-28,183.55
2015-04-29,184.0
2015-04-30,183.5
2015-05-04,184.9
2015-05-05,184.3
2015-05-06,177.3
2015-05-07,173.6
2015-05-08,178.3
2015-05-11,186.75
2015-05-12,185.95
2015-05-13,191.6
2015-05-14,191.2
2015-05-15,190.95
2015-05-18,190.9
2015-05-19,191.25
2015-05-20,192.85
2015-05-21,191.9
2015-05-22,191.05
2015-05-25,188.8
2015-05-26,185.75
2015-05-27,188.2
2015-05-28,187.8
2015-05-29,195.05
2015-06-01,189.7
2015-06-02,185.8
2015-06-03,188.0
2015-06-04,189.6
2015-06-05,188.25
2015-06-08,187.4
2015-06-09,185.45
2015-06-10,189.0
2015-06-11,185.2
2015-06-12,186.0
2015-06-15,186.95
2015-06-16,187.0
2015-06-17,185.75
2015-06-18,187.0
2015-06-19,186.95
2015-06-22,187.95
2015-06-23,189.0
2015-06-24,185.2
2015-06-25,183.55
2015-06-26,183.4
2015-06-29,189.0
2015-06-30,202.05
2015-07-01,199.45
2015-07-02,203.5
2015-07-03,208.3
2015-07-06,217.65
2015-07-07,208.55
2015-07-08,204.15
2015-07-09,198.9
2015-07-10,203.35
2015-07-13,204.05
2015-07-14,200.7
2015-07-15,212.65
2015-07-16,209.4
2015-07-17,213.7
2015-07-20,208.35
2015-07-21,202.9
2015-07-22,201.85
2015-07-23,199.3
2015-07-24,198.85
2015-07-27,194.0
2015-07-28,191.05
2015-07-29,192.7
2015-07-30,193.65
2015-07-31,198.25
2015-08-03,194.7
2015-08-04,192.3
2015-08-05,193.65
2015-08-06,190.7
2015-08-07,187.45
2015-08-10,183.35
2015-08-11,179.35
2015-08-12,177.35
2015-08-13,172.55
2015-08-14,176.3
2015-08-17,178.55
2015-08-18,181.0
2015-08-19,180.8
2015-08-20,179.6
2015-08-21,175.1
2015-08-24,162.1
2015-08-25,165.2
2015-08-26,165.9
2015-08-27,169.6
2015-08-28,162.1
2015-08-31,172.5
2015-09-01,173.3
2015-09-02,168.75
2015-09-03,168.25
2015-09-04,164.7
2015-09-07,165.15
2015-09-08,165.1
2015-09-09,165.85
2015-09-10,162.3
2015-09-11,162.55
2015-09-14,161.65
2015-09-15,159.1
2015-09-16,158.85
2015-09-18,154.45
2015-09-21,159.05
2015-09-22,155.65
2015-09-23,159.7
2015-09-24,158.5
2015-09-28,155.65
2015-09-29,162.0
2015-09-30,164.2
2015-10-01,162.0
2015-10-05,163.25
2015-10-06,163.8
2015-10-07,173.9
2015-10-08,180.4
2015-10-09,182.25
2015-10-12,185.05
2015-10-13,180.7
2015-10-14,180.85
2015-10-15,181.6
2015-10-16,183.8
2015-10-19,181.85
2015-10-20,187.4
2015-10-21,189.25
2015-10-23,186.05
2015-10-26,183.5
2015-10-27,181.2
2015-10-28,181.3
2015-10-29,180.55
2015-10-30,180.35
2015-11-02,182.7
2015-11-03,183.25
2015-11-04,185.25
2015-11-05,182.0
2015-11-06,177.55
2015-11-09,180.75
2015-11-10,178.85
2015-11-11,182.5
2015-11-13,181.5
2015-11-16,181.6
2015-11-17,179.5
2015-11-18,178.95
2015-11-19,178.6
2015-11-20,180.05
2015-11-23,178.2
2015-11-24,178.95
2015-11-26,181.9
2015-11-27,178.9
2015-11-30,181.1
2015-12-01,186.0
2015-12-02,193.9
2015-12-03,195.75
2015-12-04,195.6
2015-12-07,190.0
2015-12-08,186.15
2015-12-09,183.85
2015-12-10,184.15
2015-12-11,180.75
2015-12-14,180.75
2015-12-15,181.35
2015-12-16,182.15
2015-12-17,182.55
2015-12-18,180.65
2015-12-21,179.3
2015-12-22,179.5
2015-12-23,180.0
2015-12-24,178.35
2015-12-28,178.85
2015-12-29,177.1
2015-12-30,178.8
2015-12-31,179.65
