Date,CANFINHOME
2015-01-01,498.25
2015-01-02,557.3
2015-01-05,574.05
2015-01-06,559.45
2015-01-07,568.8
2015-01-08,574.9
2015-01-09,657.3
2015-01-12,614.9
2015-01-13,620.75
2015-01-14,618.85
2015-01-15,625.85
2015-01-16,631.1
2015-01-19,634.75
2015-01-20,681.15
2015-01-21,701.35
2015-01-22,695.5
2015-01-23,626.6
2015-01-27,610.35
2015-01-28,628.35
2015-01-29,625.7
2015-01-30,618.1
2015-02-02,625.7
2015-02-03,622.4
2015-02-04,615.75
2015-02-05,618.15
2015-02-06,594.1
2015-02-09,591.05
2015-02-10,603.1
2015-02-11,594.6
2015-02-12,625.6
2015-02-13,616.9
2015-02-16,607.4
2015-02-18,603.45
2015-02-19,603.45
2015-02-20,618.2
2015-02-23,618.1
2015-02-24,609.5
2015-02-25,606.45
2015-02-26,606.3
2015-02-27,625.85
2015-02-28,614.6
2015-03-02,624.65
2015-03-03,629.7
2015-03-04,615.3
2015-03-05,619.8
2015-03-09,610.15
2015-03-10,611.95
2015-03-11,624.65
2015-03-12,614.2
2015-03-13,601.7
2015-03-16,584.9
2015-03-17,588.8
2015-03-18,595.65
2015-03-19,593.7
2015-03-20,577.2
2015-03-23,564.5
2015-03-24,559.45
2015-03-25,561.3
2015-03-26,556.1
2015-03-27,557.8
2015-03-30,589.65
2015-03-31,607.4
2015-04-01,644.7
2015-04-06,643.35
2015-04-07,641.4
2015-04-08,631.1
2015-04-09,748.45
2015-04-10,730.0
2015-04-13,739.15
2015-04-15,783.15
2015-04-16,775.25
2015-04-17,733.85
2015-04-20,723.05
2015-04-21,721.4
2015-04-22,713.7
2015-04-23,718.0
2015-04-24,686.25
2015-04-27,659.7
2015-04-28,676.4
2015-04-29,712.0
2015-04-30,716.75
2015-05-04,732.65
2015-05-05,713.6
2015-05-06,662.4
2015-05-07,640.3
2015-05-08,648.55
2015-05-11,702.0
2015-05-12,687.3
2015-05-13,698.6
2015-05-14,696.9
2015-05-15,699.9
2015-05-18,721.3
2015-05-19,721.75
2015-05-20,721.5
2015-05-21,712.95
2015-05-22,708.1
2015-05-25,688.4
2015-05-26,688.1
2015-05-27,685.65
2015-05-28,688.85
2015-05-29,681.5
2015-06-01,681.65
2015-06-02,653.25
2015-06-03,665.55
2015-06-04,663.1
2015-06-05,671.85
2015-06-08,660.35
2015-06-09,645.55
2015-06-10,664.25
2015-06-11,657.9
2015-06-12,654.75
2015-06-15,670.15
2015-06-16,678.3
2015-06-17,701.6
2015-06-18,708.85
2015-06-19,702.1
2015-06-22,714.2
2015-06-23,708.5
2015-06-24,700.9
2015-06-25,712.85
2015-06-26,745.3
2015-06-29,736.4
2015-06-30,771.7
2015-07-01,770.7
2015-07-02,765.5
2015-07-03,759.3
2015-07-06,761.05
2015-07-07,760.6
2015-07-08,744.4
2015-07-09,751.35
2015-07-10,770.05
2015-07-13,768.4
2015-07-14,765.0
2015-07-15,781.4
2015-07-16,793.45
2015-07-17,807.2
2015-07-20,803.7
2015-07-21,825.9
2015-07-22,829.4
2015-07-23,851.2
2015-07-24,821.45
2015-07-27,814.65
2015-07-28,799.1
2015-07-29,787.95
2015-07-30,786.5
2015-07-31,807.45
2015-08-03,800.3
2015-08-04,798.2
2015-08-05,794.3
2015-08-06,796.0
2015-08-07,807.75
2015-08-10,802.05
2015-08-11,790.4
2015-08-12,756.0
2015-08-13,764.4
2015-08-14,780.75
2015-08-17,813.15
2015-08-18,803.05
2015-08-19,803.0
2015-08-20,780.65
2015-08-21,796.05
2015-08-24,728.2
2015-08-25,752.0
2015-08-26,725.2
2015-08-27,740.4
2015-08-28,760.4
2015-08-31,777.65
2015-09-01,764.45
2015-09-02,739.05
2015-09-03,764.9
2015-09-04,739.8
2015-09-07,743.1
2015-09-08,744.7
2015-09-09,763.6
2015-09-10,801.9
2015-09-11,812.95
2015-09-14,811.8
2015-09-15,812.7
2015-09-16,818.75
2015-09-18,830.55
2015-09-21,826.55
2015-09-22,820.15
2015-09-23,811.0
2015-09-24,874.25
2015-09-28,865.45
2015-09-29,911.1
2015-09-30,913.75
2015-10-01,879.7
2015-10-05,912.5
2015-10-06,948.85
2015-10-07,948.3
2015-10-08,965.9
2015-10-09,992.8
2015-10-12,981.1
2015-10-13,976.35
2015-10-14,968.2
2015-10-15,1000.0
2015-10-16,995.55
2015-10-19,974.55
2015-10-20,992.35
2015-10-21,996.55
2015-10-23,993.8
2015-10-26,986.2
2015-10-27,985.0
2015-10-28,980.65
2015-10-29,971.75
2015-10-30,955.35
2015-11-02,929.1
2015-11-03,946.35
2015-11-04,956.9
2015-11-05,940.3
2015-11-06,928.95
2015-11-09,945.2
2015-11-10,934.95
2015-11-11,948.85
2015-11-13,959.05
2015-11-16,977.3
2015-11-17,966.1
2015-11-18,958.7
2015-11-19,967.4
2015-11-20,988.2
2015-11-23,1000.15
2015-11-24,990.05
2015-11-26,981.95
2015-11-27,979.45
2015-11-30,967.05
2015-12-01,966.55
2015-12-02,989.85
2015-12-03,976.75
2015-12-04,964.4
2015-12-07,983.2
2015-12-08,983.45
2015-12-09,988.15
2015-12-10,979.9
2015-12-11,985.7
2015-12-14,980.45
2015-12-15,991.05
2015-12-16,986.25
2015-12-17,992.5
2015-12-18,1033.0
2015-12-21,1048.5
2015-12-22,1073.15
2015-12-23,1097.35
2015-12-24,1100.1
2015-12-28,1092.2
2015-12-29,1095.25
2015-12-30,1084.9
2015-12-31,1078.7
