Date,SOMANYCERA
2015-01-01,312.25
2015-01-02,310.55
2015-01-05,319.5
2015-01-06,309.7
2015-01-07,311.55
2015-01-08,318.9
2015-01-09,311.1
2015-01-12,313.9
2015-01-13,324.3
2015-01-14,322.55
2015-01-15,322.35
2015-01-16,322.7
2015-01-19,329.7
2015-01-20,335.2
2015-01-21,341.0
2015-01-22,349.15
2015-01-23,332.55
2015-01-27,341.7
2015-01-28,343.9
2015-01-29,343.45
2015-01-30,346.6
2015-02-02,353.1
2015-02-03,359.9
2015-02-04,351.0
2015-02-05,342.3
2015-02-06,350.3
2015-02-09,344.2
2015-02-10,348.8
2015-02-11,348.15
2015-02-12,347.6
2015-02-13,362.45
2015-02-16,374.15
2015-02-18,366.65
2015-02-19,360.9
2015-02-20,371.1
2015-02-23,366.2
2015-02-24,377.8
2015-02-25,372.65
2015-02-26,365.2
2015-02-27,369.4
2015-02-28,388.2
2015-03-02,396.3
2015-03-03,411.05
2015-03-04,393.25
2015-03-05,408.2
2015-03-09,391.85
2015-03-10,379.3
2015-03-11,374.25
2015-03-12,380.15
2015-03-13,368.5
2015-03-16,372.95
2015-03-17,367.3
2015-03-18,363.75
2015-03-19,371.2
2015-03-20,369.15
2015-03-23,360.15
2015-03-24,353.5
2015-03-25,348.3
2015-03-26,357.3
2015-03-27,371.85
2015-03-30,390.3
2015-03-31,400.95
2015-04-01,413.35
2015-04-06,424.15
2015-04-07,442.2
2015-04-08,443.7
2015-04-09,445.9
2015-04-10,445.15
2015-04-13,449.55
2015-04-15,445.8
2015-04-16,446.8
2015-04-17,451.95
2015-04-20,455.45
2015-04-21,462.2
2015-04-22,462.75
2015-04-23,454.1
2015-04-24,405.7
2015-04-27,399.2
2015-04-28,400.05
2015-04-29,409.2
2015-04-30,419.05
2015-05-04,424.25
2015-05-05,426.7
2015-05-06,415.8
2015-05-07,408.7
2015-05-08,410.15
2015-05-11,406.85
2015-05-12,403.7
2015-05-13,406.65
2015-05-14,405.15
2015-05-15,410.25
2015-05-18,411.0
2015-05-19,400.5
2015-05-20,408.45
2015-05-21,402.6
2015-05-22,408.45
2015-05-25,410.0
2015-05-26,399.35
2015-05-27,388.15
2015-05-28,381.3
2015-05-29,378.75
2015-06-01,381.6
2015-06-02,364.05
2015-06-03,358.6
2015-06-04,358.25
2015-06-05,360.15
2015-06-08,351.5
2015-06-09,353.45
2015-06-10,357.15
2015-06-11,346.1
2015-06-12,338.4
2015-06-15,340.85
2015-06-16,347.05
2015-06-17,357.1
2015-06-18,366.95
2015-06-19,374.65
2015-06-22,377.0
2015-06-23,375.4
2015-06-24,372.85
2015-06-25,380.6
2015-06-26,380.0
2015-06-29,369.4
2015-06-30,383.3
2015-07-01,386.6
2015-07-02,387.4
2015-07-03,391.0
2015-07-06,404.55
2015-07-07,398.95
2015-07-08,392.55
2015-07-09,381.65
2015-07-10,395.1
2015-07-13,391.75
2015-07-14,390.65
2015-07-15,422.4
2015-07-16,410.75
2015-07-17,410.05
2015-07-20,386.4
2015-07-21,385.55
2015-07-22,390.2
2015-07-23,384.4
2015-07-24,373.65
2015-07-27,376.35
2015-07-28,377.75
2015-07-29,374.4
2015-07-30,377.55
2015-07-31,374.6
2015-08-03,373.25
2015-08-04,371.1
2015-08-05,367.7
2015-08-06,373.1
2015-08-07,372.4
2015-08-10,368.8
2015-08-11,364.15
2015-08-12,357.5
2015-08-13,360.1
2015-08-14,362.35
2015-08-17,363.0
2015-08-18,362.95
2015-08-19,353.3
2015-08-20,355.85
2015-08-21,356.55
2015-08-24,331.35
2015-08-25,322.75
2015-08-26,324.5
2015-08-27,340.15
2015-08-28,357.4
2015-08-31,345.0
2015-09-01,344.45
2015-09-02,354.45
2015-09-03,358.95
2015-09-04,349.45
2015-09-07,357.0
2015-09-08,351.25
2015-09-09,349.35
2015-09-10,350.55
2015-09-11,362.85
2015-09-14,352.45
2015-09-15,348.3
2015-09-16,347.85
2015-09-18,350.0
2015-09-21,350.85
2015-09-22,346.9
2015-09-23,346.8
2015-09-24,347.4
2015-09-28,334.65
2015-09-29,338.1
2015-09-30,349.9
2015-10-01,358.7
2015-10-05,357.9
2015-10-06,353.45
2015-10-07,354.75
2015-10-08,360.15
2015-10-09,355.0
2015-10-12,358.45
2015-10-13,359.75
2015-10-14,360.25
2015-10-15,378.3
2015-10-16,378.9
2015-10-19,381.8
2015-10-20,380.3
2015-10-21,391.75
2015-10-23,376.6
2015-10-26,356.6
2015-10-27,352.7
2015-10-28,337.45
2015-10-29,329.45
2015-10-30,324.9
2015-11-02,327.05
2015-11-03,332.4
2015-11-04,332.2
2015-11-05,333.15
2015-11-06,333.0
2015-11-09,340.25
2015-11-10,341.75
2015-11-11,350.3
2015-11-13,347.9
2015-11-16,342.25
2015-11-17,341.05
2015-11-18,329.25
2015-11-19,330.35
2015-11-20,343.8
2015-11-23,345.8
2015-11-24,353.1
2015-11-26,371.35
2015-11-27,379.2
2015-11-30,385.9
2015-12-01,383.05
2015-12-02,374.15
2015-12-03,371.0
2015-12-04,367.75
2015-12-07,376.9
2015-12-08,372.3
2015-12-09,357.2
2015-12-10,361.9
2015-12-11,348.45
2015-12-14,345.95
2015-12-15,332.95
2015-12-16,335.4
2015-12-17,392.75
2015-12-18,378.45
2015-12-21,376.65
2015-12-22,377.8
2015-12-23,374.65
2015-12-24,375.3
2015-12-28,375.05
2015-12-29,378.7
2015-12-30,396.05
2015-12-31,396.95
