Date,ASTEC
2015-01-01,101.3
2015-01-02,106.3
2015-01-05,104.65
2015-01-06,101.55
2015-01-07,99.45
2015-01-08,101.15
2015-01-09,99.7
2015-01-12,100.7
2015-01-13,100.2
2015-01-14,99.3
2015-01-15,100.2
2015-01-16,109.2
2015-01-19,114.45
2015-01-20,112.8
2015-01-21,108.15
2015-01-22,107.35
2015-01-23,113.65
2015-01-27,134.95
2015-01-28,126.4
2015-01-29,134.1
2015-01-30,127.5
2015-02-02,120.65
2015-02-03,124.25
2015-02-04,126.05
2015-02-05,122.25
2015-02-06,118.75
2015-02-09,117.3
2015-02-10,118.85
2015-02-11,119.55
2015-02-12,118.9
2015-02-13,120.8
2015-02-16,117.3
2015-02-18,114.45
2015-02-19,113.2
2015-02-20,113.65
2015-02-23,114.7
2015-02-24,112.6
2015-02-25,108.9
2015-02-26,114.4
2015-02-27,114.2
2015-02-28,113.5
2015-03-02,119.95
2015-03-03,124.9
2015-03-04,123.0
2015-03-05,132.9
2015-03-09,138.3
2015-03-10,156.95
2015-03-11,148.9
2015-03-12,152.5
2015-03-13,146.9
2015-03-16,154.7
2015-03-17,152.3
2015-03-18,154.1
2015-03-19,148.05
2015-03-20,138.05
2015-03-23,135.75
2015-03-24,136.05
2015-03-25,134.65
2015-03-26,133.75
2015-03-27,129.15
2015-03-30,140.65
2015-03-31,147.45
2015-04-01,149.2
2015-04-06,150.65
2015-04-07,153.05
2015-04-08,162.55
2015-04-09,158.85
2015-04-10,164.0
2015-04-13,168.45
2015-04-15,166.75
2015-04-16,160.9
2015-04-17,156.35
2015-04-20,154.9
2015-04-21,152.65
2015-04-22,151.8
2015-04-23,148.7
2015-04-24,139.0
2015-04-27,128.15
2015-04-28,130.1
2015-04-29,133.8
2015-04-30,140.65
2015-05-04,148.05
2015-05-05,148.0
2015-05-06,137.85
2015-05-07,132.1
2015-05-08,140.55
2015-05-11,146.25
2015-05-12,142.0
2015-05-13,141.5
2015-05-14,140.0
2015-05-15,137.95
2015-05-18,165.5
2015-05-19,167.6
2015-05-20,173.9
2015-05-21,173.0
2015-05-22,171.3
2015-05-25,165.85
2015-05-26,171.25
2015-05-27,169.0
2015-05-28,169.4
2015-05-29,167.5
2015-06-01,180.4
2015-06-02,187.7
2015-06-03,176.85
2015-06-04,181.55
2015-06-05,180.75
2015-06-08,181.2
2015-06-09,178.0
2015-06-10,182.3
2015-06-11,184.45
2015-06-12,185.3
2015-06-15,188.8
2015-06-16,194.0
2015-06-17,197.25
2015-06-18,193.2
2015-06-19,185.2
2015-06-22,185.6
2015-06-23,188.2
2015-06-24,186.65
2015-06-25,185.35
2015-06-26,180.2
2015-06-29,175.95
2015-06-30,179.35
2015-07-01,189.9
2015-07-02,192.25
2015-07-03,187.0
2015-07-06,190.9
2015-07-07,188.55
2015-07-08,184.95
2015-07-09,185.45
2015-07-10,183.35
2015-07-13,188.25
2015-07-14,203.85
2015-07-15,212.65
2015-07-16,240.5
2015-07-17,259.45
2015-07-20,293.1
2015-07-21,287.45
2015-07-22,294.15
2015-07-23,264.75
2015-07-24,276.95
2015-07-27,265.15
2015-07-28,243.6
2015-07-29,248.65
2015-07-30,272.55
2015-07-31,266.6
2015-08-03,265.9
2015-08-04,261.95
2015-08-05,259.05
2015-08-06,257.3
2015-08-07,266.45
2015-08-10,257.1
2015-08-11,252.15
2015-08-12,245.15
2015-08-13,249.05
2015-08-14,255.5
2015-08-17,260.55
2015-08-18,261.85
2015-08-19,260.25
2015-08-20,255.35
2015-08-21,250.85
2015-08-24,208.85
2015-08-25,217.95
2015-08-26,217.15
2015-08-27,238.1
2015-08-28,242.25
2015-08-31,246.0
2015-09-01,240.75
2015-09-02,241.1
2015-09-03,239.4
2015-09-04,235.6
2015-09-07,234.5
2015-09-08,234.75
2015-09-09,235.45
2015-09-10,234.7
2015-09-11,236.05
2015-09-14,237.0
2015-09-15,235.9
2015-09-16,235.45
2015-09-18,236.3
2015-09-21,250.05
2015-09-22,241.65
2015-09-23,241.3
2015-09-24,238.95
2015-09-28,239.1
2015-09-29,240.45
2015-09-30,239.65
2015-10-01,240.05
2015-10-05,239.6
2015-10-06,242.3
2015-10-07,239.0
2015-10-08,240.35
2015-10-09,240.1
2015-10-12,238.95
2015-10-13,241.2
2015-10-14,239.85
2015-10-15,239.6
2015-10-16,239.9
2015-10-19,241.1
2015-10-20,244.35
2015-10-21,255.35
2015-10-23,251.7
2015-10-26,245.4
2015-10-27,248.7
2015-10-28,246.95
2015-10-29,247.2
2015-10-30,246.7
2015-11-02,243.75
2015-11-03,244.35
2015-11-04,243.0
2015-11-05,243.2
2015-11-06,241.0
2015-11-09,243.5
2015-11-10,239.65
2015-11-11,241.6
2015-11-13,241.1
2015-11-16,243.5
2015-11-17,242.65
2015-11-18,242.0
2015-11-19,242.15
2015-11-20,242.55
2015-11-23,242.9
2015-11-24,243.85
2015-11-26,244.1
2015-11-27,244.1
2015-11-30,245.0
2015-12-01,245.0
2015-12-02,245.0
2015-12-03,245.25
2015-12-04,244.2
2015-12-07,238.45
2015-12-08,234.8
2015-12-09,231.75
2015-12-10,228.5
2015-12-11,225.65
2015-12-14,215.4
2015-12-15,231.85
2015-12-16,234.2
2015-12-17,238.3
2015-12-18,230.2
2015-12-21,234.25
2015-12-22,231.95
2015-12-23,229.85
2015-12-24,228.55
2015-12-28,228.0
2015-12-29,242.2
2015-12-30,249.1
2015-12-31,245.2
