Date,ONWARDTEC
2015-01-01,55.5
2015-01-02,56.4
2015-01-05,55.0
2015-01-06,52.05
2015-01-07,52.1
2015-01-08,54.55
2015-01-09,54.0
2015-01-12,56.2
2015-01-13,56.0
2015-01-14,54.1
2015-01-15,54.5
2015-01-16,54.2
2015-01-19,54.3
2015-01-20,54.5
2015-01-21,54.35
2015-01-22,54.25
2015-01-23,53.25
2015-01-27,52.55
2015-01-28,53.0
2015-01-29,52.95
2015-01-30,51.85
2015-02-02,52.6
2015-02-03,50.15
2015-02-04,50.0
2015-02-05,50.95
2015-02-06,50.5
2015-02-09,49.35
2015-02-10,49.2
2015-02-11,48.0
2015-02-13,50.6
2015-02-16,49.2
2015-02-18,51.4
2015-02-19,50.0
2015-02-20,48.4
2015-02-23,46.75
2015-02-24,49.45
2015-02-25,48.65
2015-02-26,46.3
2015-02-27,46.75
2015-02-28,46.2
2015-03-02,46.0
2015-03-03,46.8
2015-03-04,48.0
2015-03-05,46.75
2015-03-09,49.7
2015-03-10,49.55
2015-03-11,47.35
2015-03-12,46.1
2015-03-13,46.95
2015-03-16,50.0
2015-03-17,50.05
2015-03-18,49.05
2015-03-19,48.35
2015-03-20,46.1
2015-03-23,47.0
2015-03-24,45.6
2015-03-25,44.4
2015-03-26,44.35
2015-03-27,48.65
2015-03-30,50.05
2015-03-31,48.8
2015-04-01,49.1
2015-04-06,49.6
2015-04-07,48.25
2015-04-08,50.7
2015-04-09,48.15
2015-04-10,49.0
2015-04-13,48.1
2015-04-15,47.15
2015-04-16,49.25
2015-04-17,51.1
2015-04-20,51.0
2015-04-21,51.4
2015-04-22,52.2
2015-04-23,53.15
2015-04-24,53.2
2015-04-27,49.45
2015-04-28,50.8
2015-04-29,49.9
2015-04-30,51.2
2015-05-04,50.65
2015-05-05,50.25
2015-05-06,48.6
2015-05-07,50.4
2015-05-08,49.5
2015-05-11,50.0
2015-05-12,49.0
2015-05-13,48.25
2015-05-14,49.0
2015-05-15,48.5
2015-05-18,49.0
2015-05-19,47.25
2015-05-20,49.75
2015-05-21,50.1
2015-05-22,48.5
2015-05-25,49.35
2015-05-26,47.65
2015-05-27,49.0
2015-05-28,46.2
2015-05-29,46.75
2015-06-01,49.25
2015-06-02,45.85
2015-06-03,47.4
2015-06-05,48.85
2015-06-08,46.55
2015-06-09,46.6
2015-06-10,46.2
2015-06-11,45.1
2015-06-12,46.0
2015-06-15,45.9
2015-06-17,45.25
2015-06-18,46.7
2015-06-19,47.15
2015-06-22,45.55
2015-06-23,46.4
2015-06-24,48.45
2015-06-25,51.95
2015-06-26,54.65
2015-06-29,51.35
2015-06-30,49.2
2015-07-01,50.9
2015-07-02,49.65
2015-07-03,55.4
2015-07-06,54.7
2015-07-07,58.8
2015-07-08,60.3
2015-07-09,62.75
2015-07-10,64.2
2015-07-13,65.45
2015-07-14,64.1
2015-07-15,64.7
2015-07-16,62.9
2015-07-17,63.95
2015-07-20,64.35
2015-07-21,64.8
2015-07-22,64.5
2015-07-23,64.75
2015-07-24,63.2
2015-07-27,62.0
2015-07-28,63.9
2015-07-29,64.0
2015-07-30,62.75
2015-07-31,75.3
2015-08-03,84.05
2015-08-04,78.8
2015-08-05,79.15
2015-08-06,77.3
2015-08-07,73.75
2015-08-10,73.05
2015-08-11,71.5
2015-08-12,73.1
2015-08-13,70.25
2015-08-14,72.4
2015-08-17,72.05
2015-08-18,72.55
2015-08-19,72.75
2015-08-20,72.4
2015-08-21,68.25
2015-08-24,63.1
2015-08-25,63.7
2015-08-26,60.15
2015-08-27,62.35
2015-08-28,63.2
2015-08-31,61.6
2015-09-01,60.6
2015-09-02,64.0
2015-09-03,64.6
2015-09-04,61.9
2015-09-07,63.0
2015-09-08,64.95
2015-09-09,65.15
2015-09-10,65.4
2015-09-11,64.1
2015-09-14,70.0
2015-09-15,70.05
2015-09-16,68.1
2015-09-18,69.5
2015-09-21,73.9
2015-09-22,72.25
2015-09-23,71.5
2015-09-24,74.05
2015-09-28,72.4
2015-09-29,71.65
2015-09-30,74.1
2015-10-01,76.05
2015-10-05,75.7
2015-10-06,78.0
2015-10-07,79.5
2015-10-08,79.65
2015-10-09,79.15
2015-10-12,78.2
2015-10-13,77.7
2015-10-14,78.45
2015-10-15,78.1
2015-10-16,80.1
2015-10-19,79.25
2015-10-20,80.85
2015-10-21,81.3
2015-10-23,79.3
2015-10-26,80.8
2015-10-27,78.25
2015-10-28,75.45
2015-10-29,74.75
2015-10-30,79.65
2015-11-02,79.0
2015-11-03,78.9
2015-11-04,75.3
2015-11-05,71.55
2015-11-06,69.65
2015-11-09,72.95
2015-11-10,71.6
2015-11-11,72.75
2015-11-13,69.85
2015-11-16,69.5
2015-11-17,82.6
2015-11-18,74.8
2015-11-19,76.35
2015-11-20,74.15
2015-11-23,75.25
2015-11-24,75.1
2015-11-26,76.4
2015-11-27,82.25
2015-11-30,98.7
2015-12-01,100.15
2015-12-02,96.15
2015-12-03,106.85
2015-12-04,104.15
2015-12-07,106.2
2015-12-08,101.05
2015-12-09,94.0
2015-12-10,98.8
2015-12-11,100.45
2015-12-14,102.1
2015-12-15,101.1
2015-12-16,97.35
2015-12-17,102.2
2015-12-18,103.25
2015-12-21,104.5
2015-12-22,103.45
2015-12-23,105.8
2015-12-24,115.85
2015-12-28,113.35
2015-12-29,108.15
2015-12-30,107.85
2015-12-31,103.8
