Date,TIRUMALCHM
2015-01-01,98.5
2015-01-02,99.9
2015-01-05,99.1
2015-01-06,96.6
2015-01-07,96.75
2015-01-08,97.95
2015-01-09,96.75
2015-01-12,96.25
2015-01-13,95.45
2015-01-14,95.75
2015-01-15,96.5
2015-01-16,95.65
2015-01-19,95.1
2015-01-20,95.3
2015-01-21,95.1
2015-01-22,95.5
2015-01-23,94.25
2015-01-27,95.15
2015-01-28,92.55
2015-01-29,92.0
2015-01-30,91.6
2015-02-02,85.85
2015-02-03,84.5
2015-02-04,82.85
2015-02-05,82.05
2015-02-06,81.1
2015-02-09,78.8
2015-02-10,77.75
2015-02-11,80.7
2015-02-12,80.3
2015-02-13,80.3
2015-02-16,79.75
2015-02-18,82.75
2015-02-19,81.9
2015-02-20,81.05
2015-02-23,82.2
2015-02-24,87.6
2015-02-25,84.65
2015-02-26,81.75
2015-02-27,81.1
2015-02-28,80.35
2015-03-02,79.4
2015-03-03,79.95
2015-03-04,82.2
2015-03-05,80.35
2015-03-09,80.5
2015-03-10,79.55
2015-03-11,83.1
2015-03-12,87.7
2015-03-13,86.7
2015-03-16,84.1
2015-03-17,83.05
2015-03-18,82.9
2015-03-19,80.2
2015-03-20,79.3
2015-03-23,77.8
2015-03-24,79.25
2015-03-25,78.75
2015-03-26,76.15
2015-03-27,75.95
2015-03-30,79.05
2015-03-31,82.75
2015-04-01,83.95
2015-04-06,83.85
2015-04-07,84.1
2015-04-08,86.45
2015-04-09,91.65
2015-04-10,93.15
2015-04-13,98.4
2015-04-15,98.8
2015-04-16,94.05
2015-04-17,95.35
2015-04-20,93.1
2015-04-21,92.45
2015-04-22,90.7
2015-04-23,91.95
2015-04-24,87.95
2015-04-27,85.9
2015-04-28,86.45
2015-04-29,87.55
2015-04-30,89.95
2015-05-04,92.15
2015-05-05,95.85
2015-05-06,94.65
2015-05-07,98.75
2015-05-08,98.7
2015-05-11,99.0
2015-05-12,97.2
2015-05-13,97.95
2015-05-14,101.7
2015-05-15,102.85
2015-05-18,114.15
2015-05-19,115.0
2015-05-20,115.9
2015-05-21,112.4
2015-05-22,109.9
2015-05-25,107.85
2015-05-26,109.0
2015-05-27,112.55
2015-05-28,111.9
2015-05-29,113.25
2015-06-01,113.1
2015-06-02,111.45
2015-06-03,104.0
2015-06-04,108.5
2015-06-05,109.85
2015-06-08,108.45
2015-06-09,108.0
2015-06-10,112.7
2015-06-11,111.95
2015-06-12,112.4
2015-06-15,116.5
2015-06-16,119.2
2015-06-17,119.55
2015-06-18,123.45
2015-06-19,124.0
2015-06-22,130.9
2015-06-23,130.0
2015-06-24,131.2
2015-06-25,130.6
2015-06-26,130.1
2015-06-29,130.35
2015-06-30,134.35
2015-07-01,136.8
2015-07-02,141.75
2015-07-03,145.1
2015-07-06,151.15
2015-07-07,159.25
2015-07-08,161.95
2015-07-09,165.3
2015-07-10,172.8
2015-07-13,180.85
2015-07-14,188.7
2015-07-15,169.95
2015-07-16,166.75
2015-07-17,170.25
2015-07-20,173.3
2015-07-21,168.6
2015-07-22,170.7
2015-07-23,181.35
2015-07-24,193.4
2015-07-27,186.1
2015-07-28,193.7
2015-07-29,192.15
2015-07-30,191.3
2015-07-31,199.5
2015-08-03,239.4
2015-08-04,267.25
2015-08-05,252.25
2015-08-06,262.05
2015-08-07,278.45
2015-08-10,271.0
2015-08-11,259.8
2015-08-12,250.8
2015-08-13,234.5
2015-08-14,241.9
2015-08-17,237.8
2015-08-18,241.25
2015-08-19,238.8
2015-08-20,233.15
2015-08-21,238.6
2015-08-24,215.8
2015-08-25,217.9
2015-08-26,210.3
2015-08-27,225.7
2015-08-28,215.95
2015-08-31,222.8
2015-09-01,210.1
2015-09-02,220.3
2015-09-03,226.75
2015-09-04,213.05
2015-09-07,202.75
2015-09-08,202.95
2015-09-09,206.15
2015-09-10,203.25
2015-09-11,206.05
2015-09-14,219.0
2015-09-15,216.95
2015-09-16,213.15
2015-09-18,215.15
2015-09-21,218.95
2015-09-22,220.15
2015-09-23,216.25
2015-09-24,220.75
2015-09-28,218.7
2015-09-29,219.7
2015-09-30,221.7
2015-10-01,221.3
2015-10-05,226.1
2015-10-06,264.85
2015-10-07,255.5
2015-10-08,257.65
2015-10-09,260.9
2015-10-12,252.05
2015-10-13,249.9
2015-10-14,246.5
2015-10-15,252.3
2015-10-16,254.4
2015-10-19,255.25
2015-10-20,255.55
2015-10-21,273.2
2015-10-23,276.45
2015-10-26,280.1
2015-10-27,263.5
2015-10-28,256.4
2015-10-29,205.15
2015-10-30,199.8
2015-11-02,198.1
2015-11-03,184.65
2015-11-04,203.05
2015-11-05,195.2
2015-11-06,192.4
2015-11-09,191.8
2015-11-10,185.75
2015-11-11,188.05
2015-11-13,182.6
2015-11-16,186.25
2015-11-17,187.2
2015-11-18,190.2
2015-11-19,188.35
2015-11-20,195.05
2015-11-23,201.25
2015-11-24,221.35
2015-11-26,218.45
2015-11-27,217.85
2015-11-30,214.2
2015-12-01,212.1
2015-12-02,215.6
2015-12-03,211.65
2015-12-04,211.3
2015-12-07,229.65
2015-12-08,220.15
2015-12-09,209.85
2015-12-10,214.9
2015-12-11,213.2
2015-12-14,212.4
2015-12-15,214.1
2015-12-16,217.85
2015-12-17,218.5
2015-12-18,217.1
2015-12-21,220.0
2015-12-22,218.0
2015-12-23,222.65
2015-12-24,219.9
2015-12-28,217.9
2015-12-29,216.85
2015-12-30,216.15
2015-12-31,216.25
