Date,ORIENTCEM
2015-01-01,150.1
2015-01-02,153.1
2015-01-05,168.9
2015-01-06,162.9
2015-01-07,161.6
2015-01-08,168.55
2015-01-09,169.35
2015-01-12,175.85
2015-01-13,183.25
2015-01-14,188.25
2015-01-15,192.35
2015-01-16,192.0
2015-01-19,186.65
2015-01-20,190.35
2015-01-21,192.0
2015-01-22,190.2
2015-01-23,184.15
2015-01-27,185.75
2015-01-28,183.3
2015-01-29,188.8
2015-01-30,189.35
2015-02-02,185.05
2015-02-03,188.8
2015-02-04,187.3
2015-02-05,186.9
2015-02-06,186.85
2015-02-09,180.25
2015-02-10,178.35
2015-02-11,176.4
2015-02-12,175.05
2015-02-13,175.55
2015-02-16,174.45
2015-02-18,170.2
2015-02-19,171.4
2015-02-20,174.8
2015-02-23,174.6
2015-02-24,170.2
2015-02-25,171.6
2015-02-26,172.65
2015-02-27,175.8
2015-02-28,172.7
2015-03-02,185.2
2015-03-03,186.5
2015-03-04,185.7
2015-03-05,183.45
2015-03-09,179.1
2015-03-10,176.6
2015-03-11,174.95
2015-03-12,175.75
2015-03-13,173.05
2015-03-16,171.75
2015-03-17,169.75
2015-03-18,169.05
2015-03-19,168.85
2015-03-20,166.15
2015-03-23,164.1
2015-03-24,162.85
2015-03-25,163.0
2015-03-26,160.8
2015-03-27,162.05
2015-03-30,167.05
2015-03-31,178.05
2015-04-01,179.5
2015-04-06,186.35
2015-04-07,180.85
2015-04-08,191.0
2015-04-09,188.95
2015-04-10,186.15
2015-04-13,182.95
2015-04-15,181.05
2015-04-16,182.75
2015-04-17,181.5
2015-04-20,177.5
2015-04-21,180.7
2015-04-22,180.55
2015-04-23,180.0
2015-04-24,175.0
2015-04-27,172.3
2015-04-28,175.75
2015-04-29,168.95
2015-04-30,170.0
2015-05-04,172.25
2015-05-05,179.25
2015-05-06,174.5
2015-05-07,171.45
2015-05-08,175.1
2015-05-11,174.45
2015-05-12,172.55
2015-05-13,174.1
2015-05-14,176.0
2015-05-15,174.5
2015-05-18,171.6
2015-05-19,172.95
2015-05-20,174.95
2015-05-21,176.6
2015-05-22,183.3
2015-05-25,182.3
2015-05-26,180.3
2015-05-27,179.95
2015-05-28,178.1
2015-05-29,192.7
2015-06-01,190.1
2015-06-02,185.2
2015-06-03,177.5
2015-06-04,176.05
2015-06-05,173.3
2015-06-08,170.2
2015-06-09,165.25
2015-06-10,160.15
2015-06-11,163.55
2015-06-12,164.1
2015-06-15,162.4
2015-06-16,163.2
2015-06-17,166.0
2015-06-18,165.25
2015-06-19,171.3
2015-06-22,170.0
2015-06-23,172.55
2015-06-24,167.5
2015-06-25,169.45
2015-06-26,173.15
2015-06-29,169.3
2015-06-30,172.4
2015-07-01,178.6
2015-07-02,176.6
2015-07-03,175.05
2015-07-06,179.7
2015-07-07,178.0
2015-07-08,175.35
2015-07-09,174.95
2015-07-10,176.65
2015-07-13,175.35
2015-07-14,177.0
2015-07-15,178.4
2015-07-16,182.85
2015-07-17,183.0
2015-07-20,184.95
2015-07-21,180.55
2015-07-22,184.35
2015-07-23,186.75
2015-07-24,186.1
2015-07-27,183.8
2015-07-28,182.05
2015-07-29,182.5
2015-07-30,181.15
2015-07-31,183.4
2015-08-03,183.5
2015-08-04,183.25
2015-08-05,179.25
2015-08-06,177.2
2015-08-07,176.6
2015-08-10,175.7
2015-08-11,173.6
2015-08-12,167.85
2015-08-13,165.5
2015-08-14,170.85
2015-08-17,170.15
2015-08-18,170.1
2015-08-19,175.05
2015-08-20,172.15
2015-08-21,175.15
2015-08-24,167.15
2015-08-25,162.45
2015-08-26,164.45
2015-08-27,164.1
2015-08-28,166.95
2015-08-31,166.35
2015-09-01,163.5
2015-09-02,165.8
2015-09-03,170.25
2015-09-04,165.0
2015-09-07,161.25
2015-09-08,164.8
2015-09-09,166.8
2015-09-10,164.1
2015-09-11,162.9
2015-09-14,159.45
2015-09-15,157.8
2015-09-16,158.1
2015-09-18,159.45
2015-09-21,157.2
2015-09-22,154.85
2015-09-23,154.75
2015-09-24,155.4
2015-09-28,157.05
2015-09-29,157.2
2015-09-30,157.75
2015-10-01,158.95
2015-10-05,167.15
2015-10-06,167.05
2015-10-07,169.0
2015-10-08,169.6
2015-10-09,175.7
2015-10-12,177.25
2015-10-13,174.8
2015-10-14,175.1
2015-10-15,175.0
2015-10-16,175.05
2015-10-19,173.8
2015-10-20,173.2
2015-10-21,172.2
2015-10-23,168.5
2015-10-26,167.55
2015-10-27,167.9
2015-10-28,168.85
2015-10-29,166.3
2015-10-30,163.85
2015-11-02,159.95
2015-11-03,157.9
2015-11-04,163.1
2015-11-05,166.25
2015-11-06,162.8
2015-11-09,164.25
2015-11-10,162.35
2015-11-11,166.7
2015-11-13,164.6
2015-11-16,164.6
2015-11-17,164.4
2015-11-18,165.1
2015-11-19,168.8
2015-11-20,166.0
2015-11-23,165.0
2015-11-24,162.8
2015-11-26,163.9
2015-11-27,162.95
2015-11-30,166.65
2015-12-01,163.25
2015-12-02,167.9
2015-12-03,168.7
2015-12-04,167.05
2015-12-07,162.8
2015-12-08,160.65
2015-12-09,157.7
2015-12-10,157.35
2015-12-11,155.65
2015-12-14,156.95
2015-12-15,163.95
2015-12-16,164.85
2015-12-17,164.5
2015-12-18,162.55
2015-12-21,164.15
2015-12-22,159.6
2015-12-23,159.85
2015-12-24,155.85
2015-12-28,149.9
2015-12-29,147.55
2015-12-30,149.95
2015-12-31,148.55
