Date,IGARASHI
2015-01-01,311.3
2015-01-02,306.45
2015-01-05,312.45
2015-01-06,298.3
2015-01-07,300.85
2015-01-08,312.35
2015-01-09,310.9
2015-01-12,322.5
2015-01-13,342.05
2015-01-14,351.55
2015-01-15,351.0
2015-01-16,346.45
2015-01-19,355.7
2015-01-20,347.3
2015-01-21,345.15
2015-01-22,348.05
2015-01-23,344.85
2015-01-27,344.6
2015-01-28,336.75
2015-01-29,337.55
2015-01-30,331.3
2015-02-02,328.7
2015-02-03,320.8
2015-02-04,334.0
2015-02-05,334.4
2015-02-06,323.1
2015-02-09,305.7
2015-02-10,306.3
2015-02-11,317.0
2015-02-12,318.4
2015-02-13,322.6
2015-02-16,317.7
2015-02-18,320.55
2015-02-19,320.2
2015-02-20,324.5
2015-02-23,326.95
2015-02-24,329.15
2015-02-25,350.7
2015-02-26,347.05
2015-02-27,354.25
2015-02-28,350.4
2015-03-02,350.5
2015-03-03,362.3
2015-03-04,351.75
2015-03-05,359.85
2015-03-09,354.9
2015-03-10,402.0
2015-03-11,415.45
2015-03-12,411.8
2015-03-13,401.6
2015-03-16,386.2
2015-03-17,406.4
2015-03-18,393.1
2015-03-19,389.3
2015-03-20,380.1
2015-03-23,382.35
2015-03-24,380.85
2015-03-25,370.35
2015-03-26,365.3
2015-03-27,355.65
2015-03-30,375.5
2015-03-31,384.4
2015-04-01,399.2
2015-04-06,418.9
2015-04-07,420.75
2015-04-08,422.75
2015-04-09,424.65
2015-04-10,424.55
2015-04-13,433.75
2015-04-15,435.1
2015-04-16,492.55
2015-04-17,476.1
2015-04-20,448.8
2015-04-21,443.35
2015-04-22,464.55
2015-04-23,455.15
2015-04-24,424.5
2015-04-27,409.8
2015-04-28,416.35
2015-04-29,417.05
2015-04-30,410.25
2015-05-04,418.75
2015-05-05,429.15
2015-05-06,408.85
2015-05-07,409.3
2015-05-08,420.3
2015-05-11,418.9
2015-05-12,405.1
2015-05-13,411.95
2015-05-14,420.2
2015-05-15,432.7
2015-05-18,428.35
2015-05-19,483.05
2015-05-20,491.95
2015-05-21,511.45
2015-05-22,504.25
2015-05-25,492.95
2015-05-26,528.5
2015-05-27,523.6
2015-05-28,512.3
2015-05-29,512.8
2015-06-01,506.3
2015-06-02,489.2
2015-06-03,464.2
2015-06-04,451.95
2015-06-05,457.45
2015-06-08,452.45
2015-06-09,462.05
2015-06-10,462.8
2015-06-11,447.0
2015-06-12,443.2
2015-06-15,441.85
2015-06-16,434.75
2015-06-17,447.45
2015-06-18,491.4
2015-06-19,484.35
2015-06-22,526.85
2015-06-23,513.35
2015-06-24,512.55
2015-06-25,514.5
2015-06-26,529.2
2015-06-29,508.6
2015-06-30,539.25
2015-07-01,543.05
2015-07-02,532.9
2015-07-03,538.75
2015-07-06,553.5
2015-07-07,560.5
2015-07-08,565.5
2015-07-09,604.5
2015-07-10,638.3
2015-07-13,665.55
2015-07-14,685.0
2015-07-15,672.45
2015-07-16,677.35
2015-07-17,654.1
2015-07-20,639.15
2015-07-21,640.45
2015-07-22,677.25
2015-07-23,666.45
2015-07-24,647.0
2015-07-27,655.25
2015-07-28,655.15
2015-07-29,660.55
2015-07-30,664.95
2015-07-31,691.3
2015-08-03,716.65
2015-08-04,724.7
2015-08-05,749.9
2015-08-06,735.6
2015-08-07,728.1
2015-08-10,725.6
2015-08-11,720.1
2015-08-12,689.75
2015-08-13,671.55
2015-08-14,671.65
2015-08-17,694.05
2015-08-18,700.0
2015-08-19,681.05
2015-08-20,663.2
2015-08-21,660.85
2015-08-24,550.65
2015-08-25,552.95
2015-08-26,544.0
2015-08-27,608.25
2015-08-28,606.05
2015-08-31,601.65
2015-09-01,583.0
2015-09-02,580.4
2015-09-03,591.15
2015-09-04,573.5
2015-09-07,592.85
2015-09-08,589.95
2015-09-09,589.95
2015-09-10,582.7
2015-09-11,591.2
2015-09-14,599.45
2015-09-15,586.3
2015-09-16,595.55
2015-09-18,593.9
2015-09-21,588.25
2015-09-22,571.1
2015-09-23,565.15
2015-09-24,563.05
2015-09-28,548.95
2015-09-29,535.9
2015-09-30,535.75
2015-10-01,532.65
2015-10-05,554.65
2015-10-06,538.5
2015-10-07,562.5
2015-10-08,640.65
2015-10-09,614.4
2015-10-12,613.0
2015-10-13,614.05
2015-10-14,602.75
2015-10-15,614.5
2015-10-16,615.85
2015-10-19,641.15
2015-10-20,640.15
2015-10-21,631.95
2015-10-23,626.75
2015-10-26,614.65
2015-10-27,626.25
2015-10-28,622.1
2015-10-29,619.95
2015-10-30,614.9
2015-11-02,615.95
2015-11-03,612.15
2015-11-04,618.95
2015-11-05,614.05
2015-11-06,612.9
2015-11-09,596.95
2015-11-10,588.7
2015-11-11,607.85
2015-11-13,595.2
2015-11-16,593.3
2015-11-17,590.1
2015-11-18,584.3
2015-11-19,584.75
2015-11-20,607.45
2015-11-23,609.1
2015-11-24,613.15
2015-11-26,609.3
2015-11-27,603.4
2015-11-30,602.85
2015-12-01,598.2
2015-12-02,589.9
2015-12-03,604.1
2015-12-04,594.55
2015-12-07,593.65
2015-12-08,584.25
2015-12-09,561.75
2015-12-10,561.2
2015-12-11,560.4
2015-12-14,556.4
2015-12-15,577.45
2015-12-16,586.9
2015-12-17,595.35
2015-12-18,587.05
2015-12-21,607.65
2015-12-22,604.2
2015-12-23,604.55
2015-12-24,598.25
2015-12-28,610.55
2015-12-29,605.2
2015-12-30,614.15
2015-12-31,616.25
