Date,COROMANDEL
2015-01-01,307.25
2015-01-02,301.55
2015-01-05,303.2
2015-01-06,303.5
2015-01-07,303.0
2015-01-08,303.15
2015-01-09,303.8
2015-01-12,299.4
2015-01-13,297.15
2015-01-14,296.9
2015-01-15,295.6
2015-01-16,294.4
2015-01-19,294.45
2015-01-20,302.15
2015-01-21,303.75
2015-01-22,300.2
2015-01-23,294.85
2015-01-27,289.95
2015-01-28,292.85
2015-01-29,289.25
2015-01-30,289.9
2015-02-02,282.95
2015-02-03,270.7
2015-02-04,275.5
2015-02-05,278.95
2015-02-06,272.0
2015-02-09,272.35
2015-02-10,274.75
2015-02-11,273.15
2015-02-12,282.4
2015-02-13,286.05
2015-02-16,287.6
2015-02-18,284.5
2015-02-19,286.9
2015-02-20,294.35
2015-02-23,288.75
2015-02-24,290.6
2015-02-25,282.45
2015-02-26,283.85
2015-02-27,289.2
2015-02-28,280.45
2015-03-02,279.2
2015-03-03,284.15
2015-03-04,290.1
2015-03-05,284.15
2015-03-09,285.25
2015-03-10,282.8
2015-03-11,279.25
2015-03-12,278.55
2015-03-13,272.75
2015-03-16,280.0
2015-03-17,281.6
2015-03-18,285.05
2015-03-19,283.75
2015-03-20,278.9
2015-03-23,269.2
2015-03-24,264.9
2015-03-25,260.0
2015-03-26,267.7
2015-03-27,263.05
2015-03-30,268.8
2015-03-31,268.45
2015-04-01,268.35
2015-04-06,267.0
2015-04-07,265.25
2015-04-08,267.5
2015-04-09,264.75
2015-04-10,265.6
2015-04-13,262.15
2015-04-15,261.7
2015-04-16,258.75
2015-04-17,258.0
2015-04-20,256.0
2015-04-21,255.95
2015-04-22,255.15
2015-04-23,253.5
2015-04-24,253.2
2015-04-27,247.05
2015-04-28,241.05
2015-04-29,240.1
2015-04-30,229.8
2015-05-04,233.55
2015-05-05,234.9
2015-05-06,229.5
2015-05-07,233.6
2015-05-08,244.7
2015-05-11,246.8
2015-05-12,251.3
2015-05-13,255.35
2015-05-14,256.05
2015-05-15,253.0
2015-05-18,255.1
2015-05-19,247.85
2015-05-20,241.85
2015-05-21,239.85
2015-05-22,236.8
2015-05-25,229.0
2015-05-26,230.0
2015-05-27,230.05
2015-05-28,230.3
2015-05-29,237.6
2015-06-01,247.0
2015-06-02,238.25
2015-06-03,240.45
2015-06-04,241.25
2015-06-05,238.1
2015-06-08,232.5
2015-06-09,236.55
2015-06-10,239.4
2015-06-11,234.8
2015-06-12,234.3
2015-06-15,236.2
2015-06-16,232.65
2015-06-17,236.05
2015-06-18,240.2
2015-06-19,247.3
2015-06-22,247.6
2015-06-23,245.05
2015-06-24,250.7
2015-06-25,249.3
2015-06-26,246.55
2015-06-29,254.6
2015-06-30,249.9
2015-07-01,253.5
2015-07-02,251.25
2015-07-03,248.25
2015-07-06,244.9
2015-07-07,245.25
2015-07-08,244.65
2015-07-09,238.3
2015-07-10,239.05
2015-07-13,244.5
2015-07-14,244.55
2015-07-15,244.5
2015-07-16,246.8
2015-07-17,246.45
2015-07-20,244.7
2015-07-21,243.75
2015-07-22,246.4
2015-07-23,246.8
2015-07-24,245.95
2015-07-27,235.35
2015-07-28,228.55
2015-07-29,234.05
2015-07-30,238.75
2015-07-31,243.35
2015-08-03,236.15
2015-08-04,236.5
2015-08-05,238.4
2015-08-06,233.3
2015-08-07,230.65
2015-08-10,227.45
2015-08-11,220.2
2015-08-12,219.3
2015-08-13,213.65
2015-08-14,217.4
2015-08-17,224.9
2015-08-18,222.0
2015-08-19,220.8
2015-08-20,217.75
2015-08-21,214.5
2015-08-24,199.3
2015-08-25,188.15
2015-08-26,186.05
2015-08-27,187.75
2015-08-28,188.3
2015-08-31,188.3
2015-09-01,184.35
2015-09-02,186.45
2015-09-03,184.55
2015-09-04,175.5
2015-09-07,173.3
2015-09-08,173.2
2015-09-09,172.45
2015-09-10,169.0
2015-09-11,167.95
2015-09-14,170.2
2015-09-15,170.15
2015-09-16,170.2
2015-09-18,164.2
2015-09-21,164.35
2015-09-22,162.6
2015-09-23,161.3
2015-09-24,161.1
2015-09-28,159.45
2015-09-29,153.85
2015-09-30,154.8
2015-10-01,159.3
2015-10-05,157.5
2015-10-06,160.25
2015-10-07,160.75
2015-10-08,162.7
2015-10-09,165.75
2015-10-12,185.15
2015-10-13,192.65
2015-10-14,194.95
2015-10-15,190.3
2015-10-16,190.15
2015-10-19,190.55
2015-10-20,194.55
2015-10-21,195.1
2015-10-23,191.7
2015-10-26,194.35
2015-10-27,192.15
2015-10-28,191.5
2015-10-29,187.4
2015-10-30,187.25
2015-11-02,188.4
2015-11-03,187.1
2015-11-04,183.95
2015-11-05,179.85
2015-11-06,180.6
2015-11-09,183.95
2015-11-10,191.4
2015-11-11,192.35
2015-11-13,189.3
2015-11-16,190.3
2015-11-17,187.35
2015-11-18,185.85
2015-11-19,188.3
2015-11-20,186.2
2015-11-23,186.4
2015-11-24,190.15
2015-11-26,192.7
2015-11-27,191.6
2015-11-30,194.8
2015-12-01,194.65
2015-12-02,196.05
2015-12-03,195.7
2015-12-04,195.3
2015-12-07,193.0
2015-12-08,189.6
2015-12-09,183.35
2015-12-10,184.2
2015-12-11,183.25
2015-12-14,186.25
2015-12-15,183.45
2015-12-16,184.05
2015-12-17,186.75
2015-12-18,187.7
2015-12-21,190.95
2015-12-22,191.55
2015-12-23,190.25
2015-12-24,189.3
2015-12-28,189.05
2015-12-29,189.7
2015-12-30,188.95
2015-12-31,188.25
