Date,MTNL
2015-01-01,27.65
2015-01-02,27.55
2015-01-05,27.35
2015-01-06,26.75
2015-01-07,27.1
2015-01-08,27.7
2015-01-09,27.3
2015-01-12,27.4
2015-01-13,28.0
2015-01-14,28.55
2015-01-15,28.2
2015-01-16,27.65
2015-01-19,28.2
2015-01-20,28.25
2015-01-21,27.95
2015-01-22,27.65
2015-01-23,27.55
2015-01-27,26.95
2015-01-28,28.1
2015-01-29,28.7
2015-01-30,28.9
2015-02-02,29.0
2015-02-03,28.35
2015-02-04,30.4
2015-02-05,28.8
2015-02-06,27.6
2015-02-09,27.25
2015-02-10,27.3
2015-02-11,27.5
2015-02-12,28.25
2015-02-13,27.35
2015-02-16,27.55
2015-02-18,29.65
2015-02-19,29.05
2015-02-20,29.9
2015-02-23,29.55
2015-02-24,29.05
2015-02-25,28.95
2015-02-26,28.4
2015-02-27,29.15
2015-02-28,28.0
2015-03-02,27.35
2015-03-03,27.05
2015-03-04,26.6
2015-03-05,26.6
2015-03-09,25.5
2015-03-10,26.0
2015-03-11,21.05
2015-03-12,22.4
2015-03-13,22.3
2015-03-16,21.3
2015-03-17,20.1
2015-03-18,21.15
2015-03-19,20.35
2015-03-20,19.25
2015-03-23,18.05
2015-03-24,17.5
2015-03-25,16.7
2015-03-26,16.8
2015-03-27,17.3
2015-03-30,18.5
2015-03-31,18.2
2015-04-01,18.85
2015-04-06,19.8
2015-04-07,19.65
2015-04-08,19.85
2015-04-09,20.0
2015-04-10,21.4
2015-04-13,21.0
2015-04-15,20.95
2015-04-16,20.25
2015-04-17,20.1
2015-04-20,19.35
2015-04-21,19.15
2015-04-22,19.1
2015-04-23,18.85
2015-04-24,18.3
2015-04-27,18.3
2015-04-28,18.15
2015-04-29,18.1
2015-04-30,18.15
2015-05-04,18.5
2015-05-05,18.55
2015-05-06,17.9
2015-05-07,17.45
2015-05-08,18.2
2015-05-11,18.65
2015-05-12,17.75
2015-05-13,17.95
2015-05-14,17.8
2015-05-15,17.65
2015-05-18,17.85
2015-05-19,18.0
2015-05-20,17.85
2015-05-21,17.75
2015-05-22,17.6
2015-05-25,17.35
2015-05-26,17.15
2015-05-27,17.05
2015-05-28,17.0
2015-05-29,17.05
2015-06-01,17.05
2015-06-02,16.55
2015-06-03,15.75
2015-06-04,15.6
2015-06-05,15.85
2015-06-08,15.85
2015-06-09,15.65
2015-06-10,15.45
2015-06-11,15.15
2015-06-12,14.95
2015-06-15,15.1
2015-06-16,14.9
2015-06-17,15.3
2015-06-18,15.25
2015-06-19,15.65
2015-06-22,16.15
2015-06-23,17.0
2015-06-24,16.4
2015-06-25,17.15
2015-06-26,16.5
2015-06-29,15.85
2015-06-30,15.95
2015-07-01,16.6
2015-07-02,16.55
2015-07-03,19.85
2015-07-06,20.95
2015-07-07,20.65
2015-07-08,19.55
2015-07-09,19.25
2015-07-10,18.8
2015-07-13,19.9
2015-07-14,20.35
2015-07-15,19.85
2015-07-16,19.8
2015-07-17,19.95
2015-07-20,20.7
2015-07-21,19.6
2015-07-22,19.65
2015-07-23,19.45
2015-07-24,19.1
2015-07-27,18.8
2015-07-28,19.35
2015-07-29,19.3
2015-07-30,19.05
2015-07-31,19.0
2015-08-03,19.65
2015-08-04,19.6
2015-08-05,20.95
2015-08-06,20.9
2015-08-07,20.15
2015-08-10,19.75
2015-08-11,19.25
2015-08-12,18.65
2015-08-13,17.9
2015-08-14,18.25
2015-08-17,17.9
2015-08-18,18.1
2015-08-19,17.85
2015-08-20,17.8
2015-08-21,17.2
2015-08-24,15.75
2015-08-25,15.45
2015-08-26,15.2
2015-08-27,15.45
2015-08-28,15.35
2015-08-31,15.7
2015-09-01,15.0
2015-09-02,15.15
2015-09-03,15.3
2015-09-04,14.8
2015-09-07,14.8
2015-09-08,15.05
2015-09-09,15.95
2015-09-10,15.55
2015-09-11,15.5
2015-09-14,15.7
2015-09-15,15.55
2015-09-16,15.45
2015-09-18,15.9
2015-09-21,16.45
2015-09-22,15.95
2015-09-23,16.0
2015-09-24,15.9
2015-09-28,16.15
2015-09-29,15.9
2015-09-30,16.0
2015-10-01,15.8
2015-10-05,16.25
2015-10-06,16.5
2015-10-07,17.0
2015-10-08,16.75
2015-10-09,16.6
2015-10-12,17.25
2015-10-13,19.0
2015-10-14,18.5
2015-10-15,18.35
2015-10-16,18.25
2015-10-19,18.1
2015-10-20,19.1
2015-10-21,18.45
2015-10-23,18.25
2015-10-26,18.75
2015-10-27,18.9
2015-10-28,18.9
2015-10-29,18.8
2015-10-30,18.65
2015-11-02,18.3
2015-11-03,18.95
2015-11-04,18.55
2015-11-05,17.7
2015-11-06,17.65
2015-11-09,17.8
2015-11-10,17.4
2015-11-11,17.75
2015-11-13,17.45
2015-11-16,18.7
2015-11-17,18.7
2015-11-18,18.95
2015-11-19,19.0
2015-11-20,19.8
2015-11-23,20.2
2015-11-24,20.6
2015-11-26,21.55
2015-11-27,20.85
2015-11-30,20.95
2015-12-01,20.95
2015-12-02,20.8
2015-12-03,23.2
2015-12-04,22.45
2015-12-07,22.6
2015-12-08,21.95
2015-12-09,19.8
2015-12-10,22.25
2015-12-11,21.25
2015-12-14,23.25
2015-12-15,22.75
2015-12-16,22.25
2015-12-17,22.45
2015-12-18,21.75
2015-12-21,22.35
2015-12-22,22.15
2015-12-23,21.9
2015-12-24,22.0
2015-12-28,21.95
2015-12-29,22.6
2015-12-30,22.0
2015-12-31,22.25
