Date,BHARTIARTL
2015-01-01,362.9
2015-01-02,365.05
2015-01-05,356.95
2015-01-06,354.15
2015-01-07,355.0
2015-01-08,361.15
2015-01-09,355.8
2015-01-12,348.95
2015-01-13,346.3
2015-01-14,345.8
2015-01-15,349.35
2015-01-16,342.85
2015-01-19,350.45
2015-01-20,354.9
2015-01-21,369.0
2015-01-22,370.0
2015-01-23,384.1
2015-01-27,394.2
2015-01-28,373.6
2015-01-29,375.8
2015-01-30,373.7
2015-02-02,359.3
2015-02-03,371.55
2015-02-04,368.95
2015-02-05,364.7
2015-02-06,368.25
2015-02-09,356.1
2015-02-10,356.15
2015-02-11,356.1
2015-02-12,352.7
2015-02-13,355.0
2015-02-16,361.35
2015-02-18,352.0
2015-02-19,356.7
2015-02-20,349.35
2015-02-23,347.3
2015-02-24,342.05
2015-02-25,348.6
2015-02-26,349.35
2015-02-27,355.2
2015-02-28,356.25
2015-03-02,349.05
2015-03-03,349.25
2015-03-04,351.25
2015-03-05,347.9
2015-03-09,343.45
2015-03-10,367.95
2015-03-11,389.55
2015-03-12,397.8
2015-03-13,400.25
2015-03-16,388.4
2015-03-17,386.55
2015-03-18,382.25
2015-03-19,381.95
2015-03-20,380.25
2015-03-23,383.25
2015-03-24,393.85
2015-03-25,395.0
2015-03-26,399.65
2015-03-27,376.5
2015-03-30,389.4
2015-03-31,393.3
2015-04-01,402.3
2015-04-06,400.8
2015-04-07,404.75
2015-04-08,419.15
2015-04-09,407.2
2015-04-10,411.95
2015-04-13,425.7
2015-04-15,415.15
2015-04-16,418.0
2015-04-17,405.95
2015-04-20,402.3
2015-04-21,398.3
2015-04-22,399.4
2015-04-23,399.85
2015-04-24,399.15
2015-04-27,391.0
2015-04-28,400.75
2015-04-29,387.35
2015-04-30,381.1
2015-05-04,392.9
2015-05-05,387.05
2015-05-06,390.2
2015-05-07,393.65
2015-05-08,397.95
2015-05-11,396.2
2015-05-12,391.55
2015-05-13,382.55
2015-05-14,386.0
2015-05-15,392.0
2015-05-18,397.45
2015-05-19,398.0
2015-05-20,400.55
2015-05-21,396.45
2015-05-22,394.9
2015-05-25,399.9
2015-05-26,400.55
2015-05-27,408.75
2015-05-28,403.0
2015-05-29,425.6
2015-06-01,416.6
2015-06-02,418.1
2015-06-03,420.7
2015-06-04,416.4
2015-06-05,415.6
2015-06-08,410.55
2015-06-09,407.95
2015-06-10,415.05
2015-06-11,410.55
2015-06-12,414.8
2015-06-15,413.65
2015-06-16,414.3
2015-06-17,422.3
2015-06-18,426.45
2015-06-19,434.0
2015-06-22,424.5
2015-06-23,430.3
2015-06-24,424.95
2015-06-25,426.7
2015-06-26,417.95
2015-06-29,413.9
2015-06-30,420.05
2015-07-01,424.45
2015-07-02,433.15
2015-07-03,435.1
2015-07-06,433.1
2015-07-07,431.85
2015-07-08,430.3
2015-07-09,433.9
2015-07-10,419.3
2015-07-13,423.7
2015-07-14,422.3
2015-07-15,422.95
2015-07-16,424.65
2015-07-17,425.85
2015-07-20,429.45
2015-07-21,445.25
2015-07-22,439.4
2015-07-23,432.9
2015-07-24,433.9
2015-07-27,417.95
2015-07-28,410.0
2015-07-29,417.65
2015-07-30,416.95
2015-07-31,418.8
2015-08-03,418.9
2015-08-04,413.25
2015-08-05,417.55
2015-08-06,415.0
2015-08-07,411.6
2015-08-10,410.2
2015-08-11,404.85
2015-08-12,398.7
2015-08-13,384.8
2015-08-14,395.1
2015-08-17,390.2
2015-08-18,385.55
2015-08-19,382.55
2015-08-20,380.0
2015-08-21,369.55
2015-08-24,348.3
2015-08-25,348.35
2015-08-26,339.2
2015-08-27,347.3
2015-08-28,362.5
2015-08-31,354.3
2015-09-01,345.4
2015-09-02,343.25
2015-09-03,346.75
2015-09-04,350.0
2015-09-07,347.1
2015-09-08,347.75
2015-09-09,354.5
2015-09-10,350.45
2015-09-11,348.7
2015-09-14,354.15
2015-09-15,351.0
2015-09-16,359.5
2015-09-18,356.9
2015-09-21,352.3
2015-09-22,343.8
2015-09-23,337.9
2015-09-24,332.95
2015-09-28,327.6
2015-09-29,322.65
2015-09-30,337.85
2015-10-01,339.45
2015-10-05,346.25
2015-10-06,348.85
2015-10-07,342.65
2015-10-08,341.55
2015-10-09,347.6
2015-10-12,349.5
2015-10-13,345.45
2015-10-14,346.3
2015-10-15,351.25
2015-10-16,349.65
2015-10-19,363.7
2015-10-20,361.85
2015-10-21,371.5
2015-10-23,359.1
2015-10-26,352.2
2015-10-27,352.65
2015-10-28,358.3
2015-10-29,355.4
2015-10-30,349.05
2015-11-02,350.15
2015-11-03,347.65
2015-11-04,346.4
2015-11-05,336.55
2015-11-06,339.2
2015-11-09,335.25
2015-11-10,331.65
2015-11-11,331.9
2015-11-13,333.9
2015-11-16,335.75
2015-11-17,334.5
2015-11-18,333.95
2015-11-19,339.55
2015-11-20,341.35
2015-11-23,339.0
2015-11-24,341.55
2015-11-26,342.15
2015-11-27,342.2
2015-11-30,334.35
2015-12-01,322.75
2015-12-02,322.9
2015-12-03,319.55
2015-12-04,321.3
2015-12-07,320.1
2015-12-08,317.85
2015-12-09,310.85
2015-12-10,312.65
2015-12-11,309.55
2015-12-14,306.15
2015-12-15,309.2
2015-12-16,320.35
2015-12-17,322.4
2015-12-18,319.05
2015-12-21,320.9
2015-12-22,323.2
2015-12-23,332.35
2015-12-24,338.45
2015-12-28,331.75
2015-12-29,335.25
2015-12-30,333.1
2015-12-31,340.4
