Date,UPL
2015-01-01,341.6
2015-01-02,352.25
2015-01-05,345.7
2015-01-06,328.95
2015-01-07,323.05
2015-01-08,332.8
2015-01-09,332.35
2015-01-12,330.6
2015-01-13,344.75
2015-01-14,358.2
2015-01-15,362.5
2015-01-16,370.15
2015-01-19,371.05
2015-01-20,371.35
2015-01-21,364.3
2015-01-22,360.35
2015-01-23,358.05
2015-01-27,350.65
2015-01-28,354.25
2015-01-29,365.2
2015-01-30,368.35
2015-02-02,393.8
2015-02-03,416.3
2015-02-04,429.6
2015-02-05,417.95
2015-02-06,428.35
2015-02-09,413.6
2015-02-10,424.65
2015-02-11,435.65
2015-02-12,442.15
2015-02-13,429.6
2015-02-16,426.45
2015-02-18,417.85
2015-02-19,427.95
2015-02-20,421.05
2015-02-23,417.15
2015-02-24,414.1
2015-02-25,411.25
2015-02-26,407.35
2015-02-27,419.8
2015-02-28,415.8
2015-03-02,422.85
2015-03-03,418.55
2015-03-04,415.25
2015-03-05,421.7
2015-03-09,436.5
2015-03-10,433.9
2015-03-11,425.55
2015-03-12,428.85
2015-03-13,413.2
2015-03-16,408.35
2015-03-17,417.55
2015-03-18,422.45
2015-03-19,428.3
2015-03-20,417.3
2015-03-23,419.8
2015-03-24,414.45
2015-03-25,419.95
2015-03-26,426.85
2015-03-27,435.25
2015-03-30,440.6
2015-03-31,442.15
2015-04-01,440.7
2015-04-06,450.3
2015-04-07,473.25
2015-04-08,462.25
2015-04-09,454.25
2015-04-10,463.4
2015-04-13,474.7
2015-04-15,460.85
2015-04-16,451.95
2015-04-17,428.9
2015-04-20,409.9
2015-04-21,424.95
2015-04-22,429.85
2015-04-23,437.25
2015-04-24,434.7
2015-04-27,445.85
2015-04-28,475.85
2015-04-29,468.65
2015-04-30,490.65
2015-05-04,497.15
2015-05-05,495.1
2015-05-06,478.9
2015-05-07,488.0
2015-05-08,506.55
2015-05-11,504.75
2015-05-12,489.1
2015-05-13,507.8
2015-05-14,515.25
2015-05-15,521.35
2015-05-18,527.7
2015-05-19,521.15
2015-05-20,517.15
2015-05-21,538.8
2015-05-22,537.65
2015-05-25,551.6
2015-05-26,565.25
2015-05-27,537.1
2015-05-28,518.9
2015-05-29,552.65
2015-06-01,543.05
2015-06-02,531.1
2015-06-03,539.9
2015-06-04,560.5
2015-06-05,550.15
2015-06-08,534.6
2015-06-09,516.4
2015-06-10,520.75
2015-06-11,506.55
2015-06-12,524.05
2015-06-15,514.1
2015-06-16,519.2
2015-06-17,532.3
2015-06-18,525.05
2015-06-19,521.5
2015-06-22,546.2
2015-06-23,559.45
2015-06-24,541.45
2015-06-25,557.95
2015-06-26,559.05
2015-06-29,538.15
2015-06-30,535.6
2015-07-01,547.2
2015-07-02,548.9
2015-07-03,547.4
2015-07-06,558.6
2015-07-07,552.9
2015-07-08,533.3
2015-07-09,516.8
2015-07-10,518.7
2015-07-13,521.3
2015-07-14,522.5
2015-07-15,526.75
2015-07-16,536.45
2015-07-17,533.95
2015-07-20,546.6
2015-07-21,543.0
2015-07-22,546.15
2015-07-23,541.3
2015-07-24,536.5
2015-07-27,536.85
2015-07-28,526.15
2015-07-29,526.7
2015-07-30,519.3
2015-07-31,535.7
2015-08-03,541.3
2015-08-04,560.8
2015-08-05,566.5
2015-08-06,550.25
2015-08-07,544.05
2015-08-10,562.85
2015-08-11,562.35
2015-08-12,542.7
2015-08-13,552.05
2015-08-14,547.5
2015-08-17,553.45
2015-08-18,560.55
2015-08-19,565.1
2015-08-20,547.5
2015-08-21,535.7
2015-08-24,488.45
2015-08-25,499.9
2015-08-26,505.35
2015-08-27,518.75
2015-08-28,521.75
2015-08-31,502.55
2015-09-01,525.85
2015-09-02,531.05
2015-09-03,548.0
2015-09-04,529.65
2015-09-07,525.05
2015-09-08,518.8
2015-09-09,520.6
2015-09-10,496.1
2015-09-11,506.45
2015-09-14,502.15
2015-09-15,492.2
2015-09-16,477.9
2015-09-18,481.05
2015-09-21,470.75
2015-09-22,462.6
2015-09-23,465.05
2015-09-24,466.5
2015-09-28,454.35
2015-09-29,441.3
2015-09-30,458.3
2015-10-01,454.0
2015-10-05,452.0
2015-10-06,464.75
2015-10-07,448.9
2015-10-08,444.55
2015-10-09,453.0
2015-10-12,467.2
2015-10-13,475.6
2015-10-14,470.3
2015-10-15,476.45
2015-10-16,476.55
2015-10-19,488.05
2015-10-20,481.75
2015-10-21,479.65
2015-10-23,461.75
2015-10-26,448.05
2015-10-27,469.1
2015-10-28,474.15
2015-10-29,475.75
2015-10-30,459.7
2015-11-02,458.15
2015-11-03,451.3
2015-11-04,454.6
2015-11-05,439.55
2015-11-06,448.55
2015-11-09,460.8
2015-11-10,453.3
2015-11-11,453.9
2015-11-13,434.95
2015-11-16,439.2
2015-11-17,444.75
2015-11-18,445.05
2015-11-19,449.9
2015-11-20,459.2
2015-11-23,441.95
2015-11-24,437.05
2015-11-26,430.4
2015-11-27,421.05
2015-11-30,415.75
2015-12-01,425.15
2015-12-02,424.6
2015-12-03,421.4
2015-12-04,418.9
2015-12-07,413.75
2015-12-08,404.55
2015-12-09,394.75
2015-12-10,408.4
2015-12-11,396.6
2015-12-14,405.15
2015-12-15,419.1
2015-12-16,424.4
2015-12-17,427.05
2015-12-18,422.15
2015-12-21,428.15
2015-12-22,427.2
2015-12-23,434.15
2015-12-24,433.05
2015-12-28,434.85
2015-12-29,433.85
2015-12-30,434.95
2015-12-31,438.1
