Date,KARURVYSYA
2015-01-01,573.45
2015-01-02,584.1
2015-01-05,579.65
2015-01-06,569.1
2015-01-07,574.55
2015-01-08,574.75
2015-01-09,567.1
2015-01-12,562.95
2015-01-13,563.95
2015-01-14,570.3
2015-01-15,579.55
2015-01-16,572.55
2015-01-19,581.5
2015-01-20,600.15
2015-01-21,600.35
2015-01-22,605.3
2015-01-23,601.55
2015-01-27,597.45
2015-01-28,606.3
2015-01-29,600.55
2015-01-30,595.5
2015-02-02,589.15
2015-02-03,584.15
2015-02-04,576.3
2015-02-05,578.2
2015-02-06,580.8
2015-02-09,579.05
2015-02-10,589.15
2015-02-11,585.15
2015-02-12,582.5
2015-02-13,594.15
2015-02-16,584.95
2015-02-18,577.35
2015-02-19,581.2
2015-02-20,580.15
2015-02-23,578.2
2015-02-24,579.6
2015-02-25,580.25
2015-02-26,581.1
2015-02-27,584.1
2015-02-28,587.6
2015-03-02,593.95
2015-03-03,602.3
2015-03-04,596.55
2015-03-05,593.5
2015-03-09,588.05
2015-03-10,593.5
2015-03-11,596.3
2015-03-12,592.3
2015-03-13,591.4
2015-03-16,584.25
2015-03-17,585.6
2015-03-18,585.65
2015-03-19,580.65
2015-03-20,578.1
2015-03-23,575.45
2015-03-24,562.05
2015-03-25,562.4
2015-03-26,560.7
2015-03-27,552.95
2015-03-30,551.35
2015-03-31,543.9
2015-04-01,545.0
2015-04-06,546.65
2015-04-07,551.2
2015-04-08,555.8
2015-04-09,547.8
2015-04-10,547.65
2015-04-13,543.8
2015-04-15,545.4
2015-04-16,546.5
2015-04-17,537.2
2015-04-20,516.6
2015-04-21,506.65
2015-04-22,499.2
2015-04-23,499.6
2015-04-24,497.7
2015-04-27,483.05
2015-04-28,499.3
2015-04-29,499.8
2015-04-30,481.6
2015-05-04,477.8
2015-05-05,484.45
2015-05-06,476.15
2015-05-07,472.45
2015-05-08,478.15
2015-05-11,479.6
2015-05-12,473.95
2015-05-13,472.4
2015-05-14,470.05
2015-05-15,472.3
2015-05-18,468.8
2015-05-19,462.15
2015-05-20,469.55
2015-05-21,463.75
2015-05-22,463.4
2015-05-25,458.55
2015-05-26,461.7
2015-05-27,464.7
2015-05-28,464.6
2015-05-29,463.1
2015-06-01,478.9
2015-06-02,473.15
2015-06-03,465.9
2015-06-04,469.7
2015-06-05,464.45
2015-06-08,460.2
2015-06-09,456.95
2015-06-10,456.55
2015-06-11,455.55
2015-06-12,454.75
2015-06-15,449.65
2015-06-16,444.85
2015-06-17,457.8
2015-06-18,459.1
2015-06-19,455.25
2015-06-22,467.4
2015-06-23,465.2
2015-06-24,471.1
2015-06-25,501.25
2015-06-26,500.6
2015-06-29,488.25
2015-06-30,484.45
2015-07-01,480.3
2015-07-02,486.1
2015-07-03,488.05
2015-07-06,493.35
2015-07-07,496.85
2015-07-08,491.95
2015-07-09,490.9
2015-07-10,473.9
2015-07-13,473.75
2015-07-14,474.95
2015-07-15,473.3
2015-07-16,473.6
2015-07-17,478.55
2015-07-20,482.7
2015-07-21,477.3
2015-07-22,474.1
2015-07-23,474.7
2015-07-24,472.5
2015-07-27,472.1
2015-07-28,469.6
2015-07-29,467.5
2015-07-30,481.6
2015-07-31,481.25
2015-08-03,478.1
2015-08-04,486.1
2015-08-05,489.45
2015-08-06,490.15
2015-08-07,490.35
2015-08-10,488.05
2015-08-11,485.1
2015-08-12,485.5
2015-08-13,486.2
2015-08-14,490.95
2015-08-17,498.0
2015-08-18,495.7
2015-08-19,496.75
2015-08-20,490.4
2015-08-21,488.85
2015-08-24,471.0
2015-08-25,468.55
2015-08-26,463.95
2015-08-27,467.25
2015-08-28,467.25
2015-08-31,465.45
2015-09-01,455.1
2015-09-02,451.95
2015-09-03,454.15
2015-09-04,447.15
2015-09-07,429.75
2015-09-08,431.75
2015-09-09,443.0
2015-09-10,441.2
2015-09-11,444.25
2015-09-14,441.8
2015-09-15,446.35
2015-09-16,446.8
2015-09-18,460.45
2015-09-21,458.95
2015-09-22,453.8
2015-09-23,454.5
2015-09-24,458.45
2015-09-28,457.75
2015-09-29,447.8
2015-09-30,447.25
2015-10-01,448.05
2015-10-05,449.45
2015-10-06,447.1
2015-10-07,447.5
2015-10-08,452.35
2015-10-09,447.8
2015-10-12,447.0
2015-10-13,444.75
2015-10-14,445.65
2015-10-15,429.15
2015-10-16,429.7
2015-10-19,429.8
2015-10-20,426.9
2015-10-21,423.5
2015-10-23,423.4
2015-10-26,416.65
2015-10-27,414.45
2015-10-28,417.2
2015-10-29,422.25
2015-10-30,421.55
2015-11-02,423.1
2015-11-03,426.85
2015-11-04,426.45
2015-11-05,423.85
2015-11-06,423.35
2015-11-09,418.2
2015-11-10,417.35
2015-11-11,427.8
2015-11-13,426.6
2015-11-16,422.55
2015-11-17,421.95
2015-11-18,424.2
2015-11-19,425.95
2015-11-20,427.05
2015-11-23,431.0
2015-11-24,435.2
2015-11-26,441.35
2015-11-27,448.5
2015-11-30,452.35
2015-12-01,452.3
2015-12-02,451.95
2015-12-03,449.35
2015-12-04,446.3
2015-12-07,446.4
2015-12-08,442.8
2015-12-09,439.85
2015-12-10,440.25
2015-12-11,441.25
2015-12-14,445.1
2015-12-15,450.15
2015-12-16,448.1
2015-12-17,451.95
2015-12-18,455.05
2015-12-21,468.85
2015-12-22,473.45
2015-12-23,479.2
2015-12-24,480.95
2015-12-28,485.45
2015-12-29,489.35
2015-12-30,488.75
2015-12-31,490.9
