Date,AXISBANK
2015-01-01,503.05
2015-01-02,514.3
2015-01-05,517.55
2015-01-06,499.05
2015-01-07,498.65
2015-01-08,501.95
2015-01-09,494.95
2015-01-12,501.55
2015-01-13,504.5
2015-01-14,499.6
2015-01-15,514.05
2015-01-16,514.8
2015-01-19,528.95
2015-01-20,551.4
2015-01-21,547.25
2015-01-22,564.75
2015-01-23,565.15
2015-01-27,592.1
2015-01-28,590.6
2015-01-29,599.5
2015-01-30,588.1
2015-02-02,617.3
2015-02-03,586.6
2015-02-04,558.6
2015-02-05,565.9
2015-02-06,563.15
2015-02-09,553.6
2015-02-10,554.1
2015-02-11,569.25
2015-02-12,578.75
2015-02-13,581.1
2015-02-16,570.3
2015-02-18,569.5
2015-02-19,565.25
2015-02-20,561.5
2015-02-23,549.05
2015-02-24,551.8
2015-02-25,553.0
2015-02-26,552.3
2015-02-27,567.15
2015-02-28,612.6
2015-03-02,647.55
2015-03-03,631.4
2015-03-04,612.75
2015-03-05,616.8
2015-03-09,591.6
2015-03-10,585.45
2015-03-11,583.85
2015-03-12,584.1
2015-03-13,570.0
2015-03-16,568.6
2015-03-17,580.1
2015-03-18,581.25
2015-03-19,563.55
2015-03-20,556.25
2015-03-23,555.2
2015-03-24,558.05
2015-03-25,562.2
2015-03-26,544.3
2015-03-27,546.4
2015-03-30,563.55
2015-03-31,560.2
2015-04-01,569.65
2015-04-06,569.05
2015-04-07,557.85
2015-04-08,555.9
2015-04-09,572.15
2015-04-10,568.05
2015-04-13,566.0
2015-04-15,550.2
2015-04-16,550.8
2015-04-17,533.7
2015-04-20,518.25
2015-04-21,523.2
2015-04-22,540.1
2015-04-23,538.2
2015-04-24,527.25
2015-04-27,524.2
2015-04-28,535.0
2015-04-29,551.95
2015-04-30,567.8
2015-05-04,568.35
2015-05-05,565.85
2015-05-06,543.3
2015-05-07,527.35
2015-05-08,540.8
2015-05-11,551.1
2015-05-12,532.35
2015-05-13,558.5
2015-05-14,555.85
2015-05-15,562.05
2015-05-18,567.5
2015-05-19,561.45
2015-05-20,558.25
2015-05-21,570.45
2015-05-22,568.65
2015-05-25,562.1
2015-05-26,564.25
2015-05-27,577.8
2015-05-28,574.65
2015-05-29,585.4
2015-06-01,578.45
2015-06-02,553.1
2015-06-03,550.9
2015-06-04,556.4
2015-06-05,548.4
2015-06-08,553.6
2015-06-09,558.7
2015-06-10,564.5
2015-06-11,546.75
2015-06-12,551.45
2015-06-15,550.05
2015-06-16,551.15
2015-06-17,549.25
2015-06-18,550.05
2015-06-19,551.55
2015-06-22,572.15
2015-06-23,571.3
2015-06-24,571.5
2015-06-25,570.05
2015-06-26,565.5
2015-06-29,562.7
2015-06-30,558.95
2015-07-01,578.65
2015-07-02,584.0
2015-07-03,585.95
2015-07-06,584.2
2015-07-07,586.2
2015-07-08,576.65
2015-07-09,571.7
2015-07-10,578.1
2015-07-13,581.95
2015-07-14,583.9
2015-07-15,584.0
2015-07-16,608.65
2015-07-17,602.1
2015-07-20,599.9
2015-07-21,584.65
2015-07-22,589.85
2015-07-23,583.75
2015-07-24,580.45
2015-07-27,555.8
2015-07-28,561.25
2015-07-29,567.2
2015-07-30,565.7
2015-07-31,573.5
2015-08-03,576.7
2015-08-04,580.1
2015-08-05,580.4
2015-08-06,584.75
2015-08-07,580.3
2015-08-10,575.9
2015-08-11,571.25
2015-08-12,557.85
2015-08-13,567.55
2015-08-14,570.0
2015-08-17,561.4
2015-08-18,561.35
2015-08-19,554.0
2015-08-20,533.4
2015-08-21,525.3
2015-08-24,482.05
2015-08-25,502.95
2015-08-26,495.6
2015-08-27,509.25
2015-08-28,508.15
2015-08-31,507.75
2015-09-01,480.1
2015-09-02,466.6
2015-09-03,486.9
2015-09-04,468.0
2015-09-07,449.85
2015-09-08,473.9
2015-09-09,486.25
2015-09-10,482.6
2015-09-11,481.25
2015-09-14,496.2
2015-09-15,482.75
2015-09-16,494.25
2015-09-18,517.45
2015-09-21,528.0
2015-09-22,509.7
2015-09-23,511.7
2015-09-24,513.95
2015-09-28,506.7
2015-09-29,504.5
2015-09-30,495.65
2015-10-01,496.25
2015-10-05,513.25
2015-10-06,506.4
2015-10-07,496.8
2015-10-08,491.5
2015-10-09,490.45
2015-10-12,487.05
2015-10-13,490.9
2015-10-14,495.5
2015-10-15,498.7
2015-10-16,504.65
2015-10-19,506.65
2015-10-20,509.4
2015-10-21,511.75
2015-10-23,525.65
2015-10-26,521.05
2015-10-27,521.8
2015-10-28,482.9
2015-10-29,468.95
2015-10-30,475.4
2015-11-02,478.25
2015-11-03,474.65
2015-11-04,472.5
2015-11-05,463.8
2015-11-06,465.15
2015-11-09,464.95
2015-11-10,468.35
2015-11-11,480.35
2015-11-13,484.95
2015-11-16,481.45
2015-11-17,475.6
2015-11-18,463.55
2015-11-19,463.05
2015-11-20,459.85
2015-11-23,462.7
2015-11-24,463.85
2015-11-26,465.3
2015-11-27,471.0
2015-11-30,469.15
2015-12-01,461.6
2015-12-02,459.5
2015-12-03,462.5
2015-12-04,460.5
2015-12-07,462.3
2015-12-08,458.8
2015-12-09,450.6
2015-12-10,449.95
2015-12-11,440.65
2015-12-14,431.35
2015-12-15,436.1
2015-12-16,438.15
2015-12-17,435.55
2015-12-18,432.55
2015-12-21,442.35
2015-12-22,446.7
2015-12-23,452.0
2015-12-24,450.75
2015-12-28,455.35
2015-12-29,458.35
2015-12-30,455.1
2015-12-31,449.1
