Date,MANALIPETC
2015-01-01,16.05
2015-01-02,16.4
2015-01-05,15.9
2015-01-06,15.25
2015-01-07,15.95
2015-01-08,16.55
2015-01-09,16.6
2015-01-12,17.1
2015-01-13,17.1
2015-01-14,17.05
2015-01-15,16.95
2015-01-16,16.5
2015-01-19,16.55
2015-01-20,16.45
2015-01-21,16.4
2015-01-22,16.2
2015-01-23,16.0
2015-01-27,15.8
2015-01-28,15.6
2015-01-29,15.3
2015-01-30,15.25
2015-02-02,15.25
2015-02-03,16.25
2015-02-04,16.35
2015-02-05,15.95
2015-02-06,16.8
2015-02-09,16.2
2015-02-10,15.9
2015-02-11,16.55
2015-02-12,16.65
2015-02-13,16.55
2015-02-16,16.25
2015-02-18,16.6
2015-02-19,16.8
2015-02-20,17.9
2015-02-23,17.65
2015-02-24,17.2
2015-02-25,16.75
2015-02-26,16.4
2015-02-27,16.7
2015-02-28,16.35
2015-03-02,16.4
2015-03-03,16.5
2015-03-04,16.2
2015-03-05,16.1
2015-03-09,15.65
2015-03-10,15.7
2015-03-11,15.5
2015-03-12,15.75
2015-03-13,15.4
2015-03-16,15.15
2015-03-17,15.1
2015-03-18,15.15
2015-03-19,15.0
2015-03-20,14.7
2015-03-23,14.4
2015-03-24,14.1
2015-03-25,14.1
2015-03-26,13.95
2015-03-27,13.85
2015-03-30,14.95
2015-03-31,14.95
2015-04-01,15.2
2015-04-06,15.45
2015-04-07,15.75
2015-04-08,16.35
2015-04-09,16.0
2015-04-10,15.6
2015-04-13,16.05
2015-04-15,15.75
2015-04-16,15.75
2015-04-17,16.3
2015-04-20,15.9
2015-04-21,15.95
2015-04-22,15.95
2015-04-23,16.0
2015-04-24,15.65
2015-04-27,15.05
2015-04-28,15.25
2015-04-29,15.25
2015-04-30,15.25
2015-05-04,15.3
2015-05-05,15.25
2015-05-06,14.9
2015-05-07,14.75
2015-05-08,14.85
2015-05-11,15.15
2015-05-12,15.1
2015-05-13,15.85
2015-05-14,16.7
2015-05-15,16.35
2015-05-18,16.75
2015-05-19,16.65
2015-05-20,15.7
2015-05-21,16.2
2015-05-22,16.0
2015-05-25,15.7
2015-05-26,15.9
2015-05-27,15.45
2015-05-28,15.45
2015-05-29,15.25
2015-06-01,14.95
2015-06-02,14.65
2015-06-03,14.55
2015-06-04,14.55
2015-06-05,14.85
2015-06-08,14.95
2015-06-09,14.7
2015-06-10,15.15
2015-06-11,14.7
2015-06-12,14.95
2015-06-15,15.0
2015-06-16,14.85
2015-06-17,14.95
2015-06-18,15.0
2015-06-19,16.15
2015-06-22,16.45
2015-06-23,17.25
2015-06-24,18.75
2015-06-25,18.8
2015-06-26,18.25
2015-06-29,18.75
2015-06-30,21.75
2015-07-01,21.2
2015-07-02,21.15
2015-07-03,20.45
2015-07-06,21.8
2015-07-07,23.45
2015-07-08,23.9
2015-07-09,23.7
2015-07-10,24.15
2015-07-13,24.3
2015-07-14,24.05
2015-07-15,23.1
2015-07-16,27.45
2015-07-17,25.95
2015-07-20,26.45
2015-07-21,25.5
2015-07-22,29.6
2015-07-23,29.65
2015-07-24,28.3
2015-07-27,28.0
2015-07-28,30.0
2015-07-29,31.3
2015-07-30,30.75
2015-07-31,31.35
2015-08-03,35.6
2015-08-04,35.7
2015-08-05,34.05
2015-08-06,32.35
2015-08-07,33.55
2015-08-10,32.85
2015-08-11,31.3
2015-08-12,28.85
2015-08-13,28.55
2015-08-14,30.0
2015-08-17,30.35
2015-08-18,31.65
2015-08-19,32.4
2015-08-20,30.3
2015-08-21,30.2
2015-08-24,25.15
2015-08-25,25.95
2015-08-26,25.45
2015-08-27,27.05
2015-08-28,25.85
2015-08-31,25.2
2015-09-01,23.8
2015-09-02,24.3
2015-09-03,24.65
2015-09-04,23.75
2015-09-07,23.55
2015-09-08,22.5
2015-09-09,23.55
2015-09-10,21.25
2015-09-11,22.55
2015-09-14,22.8
2015-09-15,22.25
2015-09-16,21.9
2015-09-18,22.9
2015-09-21,22.95
2015-09-22,22.8
2015-09-23,22.9
2015-09-24,23.8
2015-09-28,24.4
2015-09-29,24.05
2015-09-30,24.4
2015-10-01,24.45
2015-10-05,26.25
2015-10-06,26.45
2015-10-07,27.55
2015-10-08,27.85
2015-10-09,27.8
2015-10-12,27.7
2015-10-13,28.0
2015-10-14,27.85
2015-10-15,28.1
2015-10-16,27.95
2015-10-19,27.9
2015-10-20,30.8
2015-10-21,30.55
2015-10-23,30.1
2015-10-26,30.5
2015-10-27,32.45
2015-10-28,33.35
2015-10-29,33.45
2015-10-30,31.8
2015-11-02,30.65
2015-11-03,31.25
2015-11-04,30.9
2015-11-05,30.05
2015-11-06,29.35
2015-11-09,29.95
2015-11-10,30.75
2015-11-11,31.6
2015-11-13,31.2
2015-11-16,32.65
2015-11-17,32.55
2015-11-18,31.5
2015-11-19,32.4
2015-11-20,32.0
2015-11-23,30.9
2015-11-24,33.5
2015-11-26,33.6
2015-11-27,32.8
2015-11-30,33.05
2015-12-01,33.6
2015-12-02,34.65
2015-12-03,33.85
2015-12-04,33.35
2015-12-07,31.6
2015-12-08,29.15
2015-12-09,28.1
2015-12-10,29.4
2015-12-11,28.85
2015-12-14,29.1
2015-12-15,29.65
2015-12-16,29.8
2015-12-17,30.45
2015-12-18,30.1
2015-12-21,30.4
2015-12-22,30.1
2015-12-23,29.7
2015-12-24,30.35
2015-12-28,29.85
2015-12-29,29.45
2015-12-30,29.75
2015-12-31,29.75
