Date,DISHTV
2015-01-01,67.7
2015-01-02,67.45
2015-01-05,66.55
2015-01-06,65.65
2015-01-07,66.65
2015-01-08,68.6
2015-01-09,67.55
2015-01-12,68.65
2015-01-13,67.4
2015-01-14,68.05
2015-01-15,68.65
2015-01-16,68.65
2015-01-19,68.5
2015-01-20,69.75
2015-01-21,71.15
2015-01-22,74.45
2015-01-23,79.4
2015-01-27,78.95
2015-01-28,79.8
2015-01-29,80.85
2015-01-30,79.35
2015-02-02,80.45
2015-02-03,82.05
2015-02-04,80.3
2015-02-05,77.85
2015-02-06,78.15
2015-02-09,76.95
2015-02-10,78.4
2015-02-11,79.35
2015-02-12,79.55
2015-02-13,81.95
2015-02-16,81.15
2015-02-18,79.75
2015-02-19,79.45
2015-02-20,77.85
2015-02-23,76.85
2015-02-24,79.75
2015-02-25,80.55
2015-02-26,78.65
2015-02-27,82.85
2015-02-28,85.0
2015-03-02,85.8
2015-03-03,87.35
2015-03-04,83.5
2015-03-05,82.55
2015-03-09,82.35
2015-03-10,83.1
2015-03-11,84.05
2015-03-12,84.9
2015-03-13,84.1
2015-03-16,82.25
2015-03-17,81.05
2015-03-18,80.85
2015-03-19,79.35
2015-03-20,77.35
2015-03-23,77.9
2015-03-24,78.0
2015-03-25,78.25
2015-03-26,78.75
2015-03-27,80.4
2015-03-30,81.6
2015-03-31,81.95
2015-04-01,84.15
2015-04-06,86.0
2015-04-07,87.9
2015-04-08,86.0
2015-04-09,84.95
2015-04-10,85.25
2015-04-13,85.35
2015-04-15,83.4
2015-04-16,80.6
2015-04-17,80.0
2015-04-20,78.6
2015-04-21,76.7
2015-04-22,75.95
2015-04-23,77.95
2015-04-24,75.2
2015-04-27,72.9
2015-04-28,74.65
2015-04-29,75.85
2015-04-30,75.25
2015-05-04,76.5
2015-05-05,76.1
2015-05-06,72.6
2015-05-07,72.85
2015-05-08,77.0
2015-05-11,77.45
2015-05-12,75.9
2015-05-13,78.35
2015-05-14,79.65
2015-05-15,81.8
2015-05-18,83.35
2015-05-19,82.85
2015-05-20,81.85
2015-05-21,82.95
2015-05-22,82.1
2015-05-25,84.9
2015-05-26,96.85
2015-05-27,98.6
2015-05-28,97.05
2015-05-29,101.25
2015-06-01,101.55
2015-06-02,97.75
2015-06-03,97.05
2015-06-04,98.7
2015-06-05,96.4
2015-06-08,96.95
2015-06-09,96.35
2015-06-10,99.95
2015-06-11,102.25
2015-06-12,105.8
2015-06-15,107.55
2015-06-16,107.75
2015-06-17,114.15
2015-06-18,109.7
2015-06-19,105.8
2015-06-22,105.9
2015-06-23,105.6
2015-06-24,102.1
2015-06-25,104.55
2015-06-26,103.3
2015-06-29,101.8
2015-06-30,106.35
2015-07-01,106.0
2015-07-02,107.05
2015-07-03,106.2
2015-07-06,106.75
2015-07-07,105.6
2015-07-08,105.1
2015-07-09,103.75
2015-07-10,103.75
2015-07-13,109.4
2015-07-14,110.9
2015-07-15,111.65
2015-07-16,110.75
2015-07-17,112.65
2015-07-20,117.2
2015-07-21,114.95
2015-07-22,118.85
2015-07-23,119.1
2015-07-24,117.15
2015-07-27,117.75
2015-07-28,113.15
2015-07-29,108.55
2015-07-30,115.55
2015-07-31,116.05
2015-08-03,115.2
2015-08-04,115.3
2015-08-05,120.8
2015-08-06,119.0
2015-08-07,118.7
2015-08-10,118.95
2015-08-11,119.6
2015-08-12,114.2
2015-08-13,113.65
2015-08-14,119.0
2015-08-17,118.95
2015-08-18,116.65
2015-08-19,115.65
2015-08-20,111.4
2015-08-21,109.1
2015-08-24,96.7
2015-08-25,103.2
2015-08-26,106.25
2015-08-27,107.05
2015-08-28,103.85
2015-08-31,104.3
2015-09-01,101.5
2015-09-02,102.85
2015-09-03,105.85
2015-09-04,102.05
2015-09-07,99.6
2015-09-08,101.85
2015-09-09,101.95
2015-09-10,103.6
2015-09-11,104.2
2015-09-14,106.45
2015-09-15,106.6
2015-09-16,108.35
2015-09-18,109.3
2015-09-21,116.35
2015-09-22,113.55
2015-09-23,114.35
2015-09-24,113.85
2015-09-28,114.0
2015-09-29,110.3
2015-09-30,106.35
2015-10-01,106.35
2015-10-05,107.95
2015-10-06,107.55
2015-10-07,107.1
2015-10-08,106.0
2015-10-09,104.55
2015-10-12,103.15
2015-10-13,104.7
2015-10-14,103.2
2015-10-15,105.65
2015-10-16,106.95
2015-10-19,108.5
2015-10-20,108.1
2015-10-21,108.8
2015-10-23,109.3
2015-10-26,109.55
2015-10-27,107.65
2015-10-28,108.8
2015-10-29,107.3
2015-10-30,105.95
2015-11-02,104.35
2015-11-03,103.7
2015-11-04,102.45
2015-11-05,96.7
2015-11-06,98.4
2015-11-09,97.25
2015-11-10,97.55
2015-11-11,100.45
2015-11-13,101.9
2015-11-16,103.35
2015-11-17,103.65
2015-11-18,102.15
2015-11-19,103.2
2015-11-20,102.85
2015-11-23,102.4
2015-11-24,102.25
2015-11-26,103.15
2015-11-27,105.25
2015-11-30,108.1
2015-12-01,107.75
2015-12-02,106.85
2015-12-03,104.95
2015-12-04,105.1
2015-12-07,106.4
2015-12-08,104.45
2015-12-09,101.3
2015-12-10,100.4
2015-12-11,98.3
2015-12-14,95.9
2015-12-15,93.3
2015-12-16,93.6
2015-12-17,94.1
2015-12-18,97.1
2015-12-21,98.0
2015-12-22,97.2
2015-12-23,97.8
2015-12-24,97.6
2015-12-28,98.35
2015-12-29,98.35
2015-12-30,100.85
2015-12-31,101.55
