Date,SUPPETRO
2015-01-01,70.75
2015-01-02,73.45
2015-01-05,73.35
2015-01-06,71.15
2015-01-07,72.0
2015-01-08,75.0
2015-01-09,77.3
2015-01-12,75.25
2015-01-13,74.15
2015-01-14,74.35
2015-01-15,73.95
2015-01-16,75.85
2015-01-19,78.9
2015-01-20,76.75
2015-01-21,74.7
2015-01-22,68.5
2015-01-23,67.9
2015-01-27,67.0
2015-01-28,66.95
2015-01-29,67.05
2015-01-30,67.7
2015-02-02,67.0
2015-02-03,67.3
2015-02-04,67.1
2015-02-05,67.1
2015-02-06,67.1
2015-02-09,67.9
2015-02-10,69.75
2015-02-11,69.0
2015-02-12,69.9
2015-02-13,71.3
2015-02-16,69.45
2015-02-18,70.15
2015-02-19,70.6
2015-02-20,69.5
2015-02-23,69.4
2015-02-24,69.75
2015-02-25,69.75
2015-02-26,69.2
2015-02-27,69.2
2015-02-28,69.2
2015-03-02,68.85
2015-03-03,68.85
2015-03-04,68.5
2015-03-05,67.1
2015-03-09,66.05
2015-03-10,66.0
2015-03-11,66.0
2015-03-12,66.2
2015-03-13,66.0
2015-03-16,66.05
2015-03-17,66.1
2015-03-18,66.45
2015-03-19,66.05
2015-03-20,66.2
2015-03-23,65.95
2015-03-24,65.55
2015-03-25,66.0
2015-03-26,65.95
2015-03-27,65.95
2015-03-30,66.4
2015-03-31,64.0
2015-04-01,65.6
2015-04-06,66.8
2015-04-07,67.3
2015-04-08,68.65
2015-04-09,67.8
2015-04-10,70.0
2015-04-13,70.0
2015-04-15,68.7
2015-04-16,68.75
2015-04-17,68.2
2015-04-20,68.2
2015-04-21,68.4
2015-04-22,67.9
2015-04-23,71.15
2015-04-24,69.1
2015-04-27,69.1
2015-04-28,69.7
2015-04-29,69.85
2015-04-30,69.75
2015-05-04,69.3
2015-05-05,69.1
2015-05-06,69.0
2015-05-07,69.1
2015-05-08,69.85
2015-05-11,69.5
2015-05-12,69.0
2015-05-13,69.05
2015-05-14,69.8
2015-05-15,69.0
2015-05-18,69.8
2015-05-19,71.65
2015-05-20,69.85
2015-05-21,70.25
2015-05-22,70.65
2015-05-25,72.15
2015-05-26,76.7
2015-05-27,77.95
2015-05-28,77.95
2015-05-29,80.55
2015-06-01,78.15
2015-06-02,75.7
2015-06-03,72.95
2015-06-04,72.7
2015-06-05,75.45
2015-06-08,75.5
2015-06-09,75.15
2015-06-10,78.0
2015-06-11,75.95
2015-06-12,75.2
2015-06-15,76.65
2015-06-16,76.9
2015-06-17,76.85
2015-06-18,81.8
2015-06-19,81.55
2015-06-22,81.55
2015-06-23,80.95
2015-06-24,86.8
2015-06-25,86.1
2015-06-26,85.15
2015-06-29,83.55
2015-06-30,83.55
2015-07-01,88.55
2015-07-02,88.75
2015-07-03,87.35
2015-07-06,102.05
2015-07-07,99.85
2015-07-08,98.95
2015-07-09,99.15
2015-07-10,102.65
2015-07-13,108.6
2015-07-14,105.2
2015-07-15,104.7
2015-07-16,101.95
2015-07-17,98.7
2015-07-20,99.85
2015-07-21,94.95
2015-07-22,113.9
2015-07-23,125.65
2015-07-24,122.65
2015-07-27,122.8
2015-07-28,124.2
2015-07-29,119.45
2015-07-30,119.25
2015-07-31,116.25
2015-08-03,123.75
2015-08-04,131.95
2015-08-05,125.3
2015-08-06,122.8
2015-08-07,125.15
2015-08-10,129.05
2015-08-11,126.5
2015-08-12,121.35
2015-08-13,118.45
2015-08-14,121.35
2015-08-17,123.2
2015-08-18,126.1
2015-08-19,124.25
2015-08-20,121.6
2015-08-21,119.8
2015-08-24,104.0
2015-08-25,106.3
2015-08-26,104.7
2015-08-27,110.9
2015-08-28,109.2
2015-08-31,107.45
2015-09-01,103.3
2015-09-02,104.35
2015-09-03,110.7
2015-09-04,106.6
2015-09-07,104.5
2015-09-08,106.25
2015-09-09,108.65
2015-09-10,107.4
2015-09-11,111.1
2015-09-14,115.65
2015-09-15,113.5
2015-09-16,111.25
2015-09-18,113.25
2015-09-21,117.15
2015-09-22,115.45
2015-09-23,119.75
2015-09-24,117.55
2015-09-28,113.9
2015-09-29,114.55
2015-09-30,114.75
2015-10-01,113.45
2015-10-05,116.6
2015-10-06,116.6
2015-10-07,116.6
2015-10-08,117.1
2015-10-09,116.65
2015-10-12,115.15
2015-10-13,115.75
2015-10-14,114.2
2015-10-15,114.95
2015-10-16,117.8
2015-10-19,121.55
2015-10-20,124.45
2015-10-21,126.35
2015-10-23,119.55
2015-10-26,112.95
2015-10-27,116.25
2015-10-28,103.5
2015-10-29,103.9
2015-10-30,103.25
2015-11-02,103.4
2015-11-03,107.0
2015-11-04,106.2
2015-11-05,103.5
2015-11-06,103.3
2015-11-09,105.2
2015-11-10,106.0
2015-11-11,108.4
2015-11-13,106.9
2015-11-16,112.0
2015-11-17,112.3
2015-11-18,108.4
2015-11-19,110.0
2015-11-20,108.0
2015-11-23,107.4
2015-11-24,109.9
2015-11-26,110.15
2015-11-27,109.25
2015-11-30,119.75
2015-12-01,116.45
2015-12-02,121.4
2015-12-03,117.95
2015-12-04,117.3
2015-12-07,117.4
2015-12-08,113.75
2015-12-09,108.9
2015-12-10,111.55
2015-12-11,107.55
2015-12-14,107.15
2015-12-15,108.55
2015-12-16,108.65
2015-12-17,111.6
2015-12-18,113.0
2015-12-21,112.8
2015-12-22,113.1
2015-12-23,111.45
2015-12-24,111.0
2015-12-28,112.1
2015-12-29,108.75
2015-12-30,112.5
2015-12-31,113.55
