Date,SUNDRMFAST
2015-01-01,190.75
2015-01-02,194.95
2015-01-05,194.25
2015-01-06,187.75
2015-01-07,188.8
2015-01-08,196.9
2015-01-09,194.05
2015-01-12,192.5
2015-01-13,193.75
2015-01-14,190.3
2015-01-15,193.75
2015-01-16,193.65
2015-01-19,194.55
2015-01-20,202.6
2015-01-21,208.7
2015-01-22,203.95
2015-01-23,203.4
2015-01-27,206.3
2015-01-28,204.3
2015-01-29,203.7
2015-01-30,205.9
2015-02-02,210.95
2015-02-03,213.75
2015-02-04,196.05
2015-02-05,199.8
2015-02-06,188.7
2015-02-09,184.65
2015-02-10,184.0
2015-02-11,184.7
2015-02-12,186.8
2015-02-13,186.2
2015-02-16,187.8
2015-02-18,187.9
2015-02-19,184.85
2015-02-20,185.15
2015-02-23,182.95
2015-02-24,182.75
2015-02-25,184.95
2015-02-26,180.75
2015-02-27,180.75
2015-02-28,183.4
2015-03-02,184.85
2015-03-03,188.55
2015-03-04,187.6
2015-03-05,183.1
2015-03-09,181.95
2015-03-10,185.3
2015-03-11,186.1
2015-03-12,187.85
2015-03-13,182.6
2015-03-16,178.5
2015-03-17,179.15
2015-03-18,180.55
2015-03-19,175.25
2015-03-20,168.35
2015-03-23,167.3
2015-03-24,168.25
2015-03-25,169.2
2015-03-26,170.2
2015-03-27,170.05
2015-03-30,169.95
2015-03-31,174.5
2015-04-01,187.15
2015-04-06,191.75
2015-04-07,193.4
2015-04-08,200.7
2015-04-09,200.9
2015-04-10,200.25
2015-04-13,200.05
2015-04-15,196.4
2015-04-16,192.75
2015-04-17,185.05
2015-04-20,180.35
2015-04-21,176.55
2015-04-22,182.75
2015-04-23,190.4
2015-04-24,187.05
2015-04-27,176.75
2015-04-28,179.05
2015-04-29,180.25
2015-04-30,177.95
2015-05-04,177.95
2015-05-05,176.95
2015-05-06,175.1
2015-05-07,168.75
2015-05-08,172.0
2015-05-11,174.15
2015-05-12,173.8
2015-05-13,171.0
2015-05-14,172.85
2015-05-15,173.9
2015-05-18,174.75
2015-05-19,174.4
2015-05-20,176.85
2015-05-21,180.05
2015-05-22,181.05
2015-05-25,181.5
2015-05-26,180.25
2015-05-27,181.0
2015-05-28,182.4
2015-05-29,173.45
2015-06-01,170.05
2015-06-02,164.6
2015-06-03,163.55
2015-06-04,159.1
2015-06-05,157.05
2015-06-08,163.65
2015-06-09,161.3
2015-06-10,161.4
2015-06-11,157.6
2015-06-12,155.7
2015-06-15,156.4
2015-06-16,155.75
2015-06-17,165.85
2015-06-18,162.0
2015-06-19,161.2
2015-06-22,164.45
2015-06-23,162.5
2015-06-24,157.3
2015-06-25,157.9
2015-06-26,155.3
2015-06-29,153.2
2015-06-30,151.35
2015-07-01,157.25
2015-07-02,154.0
2015-07-03,152.1
2015-07-06,155.2
2015-07-07,155.0
2015-07-08,155.25
2015-07-09,155.05
2015-07-10,155.85
2015-07-13,156.35
2015-07-14,155.55
2015-07-15,160.05
2015-07-16,170.35
2015-07-17,166.25
2015-07-20,167.3
2015-07-21,164.55
2015-07-22,170.8
2015-07-23,174.0
2015-07-24,174.95
2015-07-27,167.3
2015-07-28,166.7
2015-07-29,173.0
2015-07-30,173.3
2015-07-31,174.95
2015-08-03,179.3
2015-08-04,178.45
2015-08-05,181.95
2015-08-06,177.95
2015-08-07,173.95
2015-08-10,173.6
2015-08-11,168.7
2015-08-12,166.45
2015-08-13,170.1
2015-08-14,175.8
2015-08-17,180.1
2015-08-18,176.25
2015-08-19,179.8
2015-08-20,171.5
2015-08-21,172.45
2015-08-24,164.7
2015-08-25,159.9
2015-08-26,161.7
2015-08-27,165.9
2015-08-28,167.0
2015-08-31,166.9
2015-09-01,159.85
2015-09-02,160.05
2015-09-03,164.85
2015-09-04,165.15
2015-09-07,164.25
2015-09-08,162.6
2015-09-09,169.95
2015-09-10,168.85
2015-09-11,168.15
2015-09-14,168.35
2015-09-15,167.9
2015-09-16,166.15
2015-09-18,160.35
2015-09-21,160.25
2015-09-22,152.55
2015-09-23,152.85
2015-09-24,150.3
2015-09-28,151.1
2015-09-29,150.5
2015-09-30,152.35
2015-10-01,150.45
2015-10-05,155.05
2015-10-06,156.8
2015-10-07,157.75
2015-10-08,152.0
2015-10-09,154.85
2015-10-12,159.05
2015-10-13,160.8
2015-10-14,159.85
2015-10-15,160.1
2015-10-16,161.9
2015-10-19,165.2
2015-10-20,168.65
2015-10-21,162.85
2015-10-23,174.9
2015-10-26,171.2
2015-10-27,167.7
2015-10-28,172.6
2015-10-29,170.55
2015-10-30,167.5
2015-11-02,166.45
2015-11-03,161.85
2015-11-04,159.55
2015-11-05,150.9
2015-11-06,150.6
2015-11-09,154.9
2015-11-10,150.4
2015-11-11,152.0
2015-11-13,150.2
2015-11-16,151.05
2015-11-17,149.05
2015-11-18,147.8
2015-11-19,146.6
2015-11-20,150.0
2015-11-23,153.35
2015-11-24,159.8
2015-11-26,160.6
2015-11-27,160.5
2015-11-30,161.15
2015-12-01,159.3
2015-12-02,157.35
2015-12-03,155.8
2015-12-04,153.95
2015-12-07,156.4
2015-12-08,152.0
2015-12-09,148.9
2015-12-10,149.7
2015-12-11,149.5
2015-12-14,150.9
2015-12-15,153.95
2015-12-16,153.65
2015-12-17,154.7
2015-12-18,153.0
2015-12-21,158.8
2015-12-22,162.65
2015-12-23,168.25
2015-12-24,163.6
2015-12-28,173.1
2015-12-29,168.35
2015-12-30,171.15
2015-12-31,170.0
