Date,SANGAMIND
2015-01-01,78.05
2015-01-02,80.9
2015-01-05,79.4
2015-01-06,76.1
2015-01-07,74.45
2015-01-08,78.5
2015-01-09,77.3
2015-01-12,76.15
2015-01-13,77.05
2015-01-14,74.2
2015-01-15,74.4
2015-01-16,70.85
2015-01-19,71.35
2015-01-20,71.05
2015-01-21,71.0
2015-01-22,70.15
2015-01-23,70.3
2015-01-27,70.8
2015-01-28,73.95
2015-01-29,80.1
2015-01-30,81.2
2015-02-02,81.25
2015-02-03,78.2
2015-02-04,79.55
2015-02-05,79.3
2015-02-06,77.35
2015-02-09,77.1
2015-02-10,76.05
2015-02-11,75.65
2015-02-12,75.5
2015-02-13,76.3
2015-02-16,76.05
2015-02-18,77.5
2015-02-19,75.2
2015-02-20,77.95
2015-02-23,78.0
2015-02-24,78.05
2015-02-25,75.1
2015-02-26,74.5
2015-02-27,74.2
2015-02-28,75.0
2015-03-02,90.0
2015-03-03,101.9
2015-03-04,95.6
2015-03-05,96.85
2015-03-09,94.7
2015-03-10,92.05
2015-03-11,87.3
2015-03-12,88.25
2015-03-13,86.45
2015-03-16,84.55
2015-03-17,84.95
2015-03-18,84.15
2015-03-19,83.6
2015-03-20,79.45
2015-03-23,75.85
2015-03-24,75.55
2015-03-25,74.1
2015-03-26,74.6
2015-03-27,73.4
2015-03-30,72.3
2015-03-31,78.2
2015-04-01,78.2
2015-04-06,80.8
2015-04-07,78.55
2015-04-08,80.9
2015-04-09,80.65
2015-04-10,82.4
2015-04-13,84.9
2015-04-15,88.4
2015-04-16,86.0
2015-04-17,85.2
2015-04-20,84.35
2015-04-21,85.8
2015-04-22,85.25
2015-04-23,86.8
2015-04-24,83.85
2015-04-27,82.15
2015-04-28,85.3
2015-04-29,84.25
2015-04-30,84.4
2015-05-04,85.45
2015-05-05,85.2
2015-05-06,82.45
2015-05-07,77.95
2015-05-08,78.0
2015-05-11,77.9
2015-05-12,72.95
2015-05-13,76.2
2015-05-14,78.4
2015-05-15,78.6
2015-05-18,80.65
2015-05-19,96.75
2015-05-20,103.75
2015-05-21,104.45
2015-05-22,125.3
2015-05-25,118.4
2015-05-26,122.9
2015-05-27,124.35
2015-05-28,124.9
2015-05-29,122.9
2015-06-01,127.65
2015-06-02,124.75
2015-06-03,114.9
2015-06-04,119.65
2015-06-05,124.4
2015-06-08,127.65
2015-06-09,129.55
2015-06-10,125.1
2015-06-11,116.75
2015-06-12,114.6
2015-06-15,121.55
2015-06-16,120.95
2015-06-17,128.75
2015-06-18,128.9
2015-06-19,128.5
2015-06-22,131.25
2015-06-23,128.25
2015-06-24,131.75
2015-06-25,129.55
2015-06-26,142.5
2015-06-29,139.4
2015-06-30,150.0
2015-07-01,164.5
2015-07-02,170.4
2015-07-03,170.4
2015-07-06,172.2
2015-07-07,179.35
2015-07-08,178.6
2015-07-09,187.5
2015-07-10,192.1
2015-07-13,195.25
2015-07-14,190.75
2015-07-15,182.2
2015-07-16,186.95
2015-07-17,189.5
2015-07-20,192.1
2015-07-21,193.8
2015-07-22,192.85
2015-07-23,193.65
2015-07-24,194.35
2015-07-27,194.2
2015-07-28,203.45
2015-07-29,211.4
2015-07-30,210.85
2015-07-31,212.95
2015-08-03,217.65
2015-08-04,215.1
2015-08-05,225.85
2015-08-06,236.15
2015-08-07,231.45
2015-08-10,234.3
2015-08-11,232.65
2015-08-12,215.05
2015-08-13,212.45
2015-08-14,221.9
2015-08-17,220.9
2015-08-18,233.45
2015-08-19,239.75
2015-08-20,233.15
2015-08-21,232.65
2015-08-24,202.5
2015-08-25,203.75
2015-08-26,203.55
2015-08-27,227.0
2015-08-28,226.55
2015-08-31,226.15
2015-09-01,220.25
2015-09-02,219.85
2015-09-03,230.75
2015-09-04,223.5
2015-09-07,222.0
2015-09-08,223.7
2015-09-09,238.25
2015-09-10,232.5
2015-09-11,245.7
2015-09-14,258.8
2015-09-15,262.25
2015-09-16,263.95
2015-09-18,271.3
2015-09-21,267.9
2015-09-22,260.2
2015-09-23,260.1
2015-09-24,264.85
2015-09-28,265.15
2015-09-29,265.85
2015-09-30,261.95
2015-10-01,272.7
2015-10-05,273.15
2015-10-06,271.65
2015-10-07,272.9
2015-10-08,282.25
2015-10-09,283.2
2015-10-12,279.3
2015-10-13,268.05
2015-10-14,284.1
2015-10-15,279.15
2015-10-16,277.75
2015-10-19,277.25
2015-10-20,271.55
2015-10-21,264.7
2015-10-23,260.15
2015-10-26,252.3
2015-10-27,246.3
2015-10-28,251.0
2015-10-29,250.0
2015-10-30,249.9
2015-11-02,249.65
2015-11-03,264.0
2015-11-04,265.4
2015-11-05,257.9
2015-11-06,259.75
2015-11-09,251.7
2015-11-10,248.6
2015-11-11,255.45
2015-11-13,255.45
2015-11-16,253.65
2015-11-17,251.95
2015-11-18,248.85
2015-11-19,250.35
2015-11-20,259.6
2015-11-23,269.0
2015-11-24,276.35
2015-11-26,275.95
2015-11-27,283.85
2015-11-30,287.9
2015-12-01,286.65
2015-12-02,293.05
2015-12-03,290.6
2015-12-04,287.0
2015-12-07,288.5
2015-12-08,284.5
2015-12-09,277.1
2015-12-10,273.6
2015-12-11,273.45
2015-12-14,270.65
2015-12-15,281.2
2015-12-16,287.55
2015-12-17,291.25
2015-12-18,291.45
2015-12-21,300.05
2015-12-22,303.85
2015-12-23,308.65
2015-12-24,308.6
2015-12-28,308.0
2015-12-29,312.2
2015-12-30,307.9
2015-12-31,306.5
