Date,CONCOR
2015-10-14,1497.7
2015-10-15,1489.35
2015-10-16,1450.1
2015-10-19,1488.25
2015-10-20,1476.45
2015-10-21,1470.4
2015-10-23,1355.05
2015-10-26,1346.3
2015-10-27,1325.45
2015-10-28,1349.85
2015-10-29,1320.85
2015-10-30,1325.15
2015-11-02,1326.65
2015-11-03,1345.8
2015-11-04,1349.05
2015-11-05,1374.2
2015-11-06,1404.1
2015-11-09,1405.7
2015-11-10,1396.95
2015-11-11,1422.35
2015-11-13,1404.75
2015-11-16,1377.8
2015-11-17,1381.75
2015-11-18,1366.25
2015-11-19,1346.3
2015-11-20,1360.85
2015-11-23,1371.95
2015-11-24,1420.75
2015-11-26,1420.9
2015-11-27,1407.8
2015-11-30,1390.2
2015-12-01,1420.25
2015-12-02,1433.65
2015-12-03,1446.15
2015-12-04,1413.0
2015-12-07,1426.3
2015-12-08,1424.35
2015-12-09,1340.45
2015-12-10,1351.05
2015-12-11,1323.55
2015-12-14,1313.35
2015-12-15,1312.3
2015-12-16,1299.8
2015-12-17,1285.45
2015-12-18,1300.8
2015-12-21,1299.1
2015-12-22,1307.0
2015-12-23,1305.6
2015-12-24,1306.9
2015-12-28,1309.8
2015-12-29,1298.3
2015-12-30,1282.1
2015-12-31,1313.0
