Date,BIOCON
2015-01-01,425.05
2015-01-02,428.75
2015-01-05,429.35
2015-01-06,414.8
2015-01-07,404.35
2015-01-08,410.7
2015-01-09,415.95
2015-01-12,420.3
2015-01-13,426.9
2015-01-14,423.65
2015-01-15,430.15
2015-01-16,430.0
2015-01-19,431.7
2015-01-20,428.9
2015-01-21,426.2
2015-01-22,425.35
2015-01-23,413.1
2015-01-27,409.5
2015-01-28,410.15
2015-01-29,409.85
2015-01-30,414.75
2015-02-02,422.15
2015-02-03,425.75
2015-02-04,427.3
2015-02-05,420.3
2015-02-06,412.0
2015-02-09,412.0
2015-02-10,412.3
2015-02-11,424.45
2015-02-12,420.5
2015-02-13,450.4
2015-02-16,439.0
2015-02-18,445.95
2015-02-19,441.05
2015-02-20,444.55
2015-02-23,438.6
2015-02-24,427.0
2015-02-25,425.2
2015-02-26,421.6
2015-02-27,422.4
2015-02-28,426.95
2015-03-02,439.5
2015-03-03,435.05
2015-03-04,427.75
2015-03-05,434.95
2015-03-09,431.05
2015-03-10,432.5
2015-03-11,427.65
2015-03-12,436.65
2015-03-13,426.95
2015-03-16,428.0
2015-03-17,435.9
2015-03-18,449.4
2015-03-19,443.35
2015-03-20,434.65
2015-03-23,435.15
2015-03-24,434.3
2015-03-25,433.05
2015-03-26,431.45
2015-03-27,425.05
2015-03-30,436.3
2015-03-31,469.3
2015-04-01,466.05
2015-04-06,476.85
2015-04-07,478.25
2015-04-08,485.45
2015-04-09,469.1
2015-04-10,467.1
2015-04-13,488.7
2015-04-15,477.9
2015-04-16,471.4
2015-04-17,465.8
2015-04-20,449.65
2015-04-21,442.9
2015-04-22,455.95
2015-04-23,451.65
2015-04-24,445.05
2015-04-27,435.0
2015-04-28,441.8
2015-04-29,444.0
2015-04-30,452.65
2015-05-04,453.9
2015-05-05,446.6
2015-05-06,425.5
2015-05-07,423.85
2015-05-08,434.0
2015-05-11,440.2
2015-05-12,431.8
2015-05-13,434.1
2015-05-14,439.2
2015-05-15,441.35
2015-05-18,449.85
2015-05-19,447.9
2015-05-20,448.75
2015-05-21,446.3
2015-05-22,447.05
2015-05-25,448.75
2015-05-26,448.1
2015-05-27,449.8
2015-05-28,442.3
2015-05-29,451.35
2015-06-01,455.35
2015-06-02,454.25
2015-06-03,436.1
2015-06-04,435.2
2015-06-05,444.5
2015-06-08,434.9
2015-06-09,455.15
2015-06-10,452.45
2015-06-11,449.85
2015-06-12,446.35
2015-06-15,446.55
2015-06-16,453.35
2015-06-17,467.2
2015-06-18,467.5
2015-06-19,466.85
2015-06-22,470.1
2015-06-23,467.2
2015-06-24,469.95
2015-06-25,470.6
2015-06-26,462.85
2015-06-29,463.1
2015-06-30,461.1
2015-07-01,463.9
2015-07-02,461.45
2015-07-03,473.3
2015-07-06,478.05
2015-07-07,473.25
2015-07-08,466.75
2015-07-09,465.95
2015-07-10,466.65
2015-07-13,470.8
2015-07-14,473.6
2015-07-15,486.85
2015-07-16,483.6
2015-07-17,476.85
2015-07-20,476.25
2015-07-21,463.75
2015-07-22,460.65
2015-07-23,458.75
2015-07-24,465.8
2015-07-27,459.95
2015-07-28,450.9
2015-07-29,455.75
2015-07-30,455.95
2015-07-31,457.4
2015-08-03,462.2
2015-08-04,467.75
2015-08-05,469.2
2015-08-06,470.85
2015-08-07,468.0
2015-08-10,465.65
2015-08-11,462.6
2015-08-12,461.35
2015-08-13,462.85
2015-08-14,469.4
2015-08-17,479.45
2015-08-18,479.9
2015-08-19,477.6
2015-08-20,470.05
2015-08-21,464.05
2015-08-24,409.7
2015-08-25,427.1
2015-08-26,424.9
2015-08-27,437.35
2015-08-28,441.6
2015-08-31,443.8
2015-09-01,436.95
2015-09-02,436.85
2015-09-03,439.7
2015-09-04,428.25
2015-09-07,428.1
2015-09-08,434.4
2015-09-09,436.35
2015-09-10,434.9
2015-09-11,436.8
2015-09-14,447.45
2015-09-15,448.15
2015-09-16,444.8
2015-09-18,440.85
2015-09-21,440.0
2015-09-22,435.85
2015-09-23,439.45
2015-09-24,437.0
2015-09-28,442.65
2015-09-29,436.75
2015-09-30,444.6
2015-10-01,448.3
2015-10-05,451.6
2015-10-06,449.0
2015-10-07,445.3
2015-10-08,443.5
2015-10-09,443.35
2015-10-12,439.05
2015-10-13,437.85
2015-10-14,441.85
2015-10-15,440.3
2015-10-16,451.0
2015-10-19,457.75
2015-10-20,457.3
2015-10-21,452.5
2015-10-23,447.5
2015-10-26,445.8
2015-10-27,445.65
2015-10-28,452.4
2015-10-29,451.7
2015-10-30,454.95
2015-11-02,451.45
2015-11-03,452.8
2015-11-04,450.65
2015-11-05,441.8
2015-11-06,441.85
2015-11-09,454.8
2015-11-10,437.9
2015-11-11,439.15
2015-11-13,443.65
2015-11-16,444.55
2015-11-17,444.2
2015-11-18,450.5
2015-11-19,454.55
2015-11-20,453.8
2015-11-23,457.75
2015-11-24,455.4
2015-11-26,459.95
2015-11-27,464.8
2015-11-30,461.65
2015-12-01,467.3
2015-12-02,472.5
2015-12-03,467.05
2015-12-04,463.75
2015-12-07,470.35
2015-12-08,459.05
2015-12-09,463.4
2015-12-10,473.25
2015-12-11,467.7
2015-12-14,472.85
2015-12-15,472.25
2015-12-16,470.45
2015-12-17,482.25
2015-12-18,480.55
2015-12-21,484.5
2015-12-22,484.1
2015-12-23,482.4
2015-12-24,508.05
2015-12-28,508.55
2015-12-29,506.65
2015-12-30,513.95
2015-12-31,518.1
