Date,EXCEL
2015-01-01,22.45
2015-01-02,22.35
2015-01-05,22.15
2015-01-06,22.0
2015-01-07,21.55
2015-01-08,23.0
2015-01-09,22.65
2015-01-12,23.15
2015-01-13,23.1
2015-01-14,23.45
2015-01-15,25.35
2015-01-16,25.7
2015-01-19,26.55
2015-01-20,25.65
2015-01-21,25.25
2015-01-22,24.65
2015-01-23,23.9
2015-01-27,23.6
2015-01-28,23.35
2015-01-29,24.8
2015-01-30,24.4
2015-02-02,24.9
2015-02-03,24.1
2015-02-04,24.6
2015-02-05,24.35
2015-02-06,23.8
2015-02-09,24.1
2015-02-10,24.7
2015-02-11,25.6
2015-02-12,25.35
2015-02-13,25.5
2015-02-16,26.1
2015-02-18,26.35
2015-02-19,25.4
2015-02-20,25.6
2015-02-23,24.7
2015-02-24,23.5
2015-02-25,23.1
2015-02-26,23.55
2015-02-27,23.7
2015-02-28,22.75
2015-03-02,23.75
2015-03-03,22.55
2015-03-04,23.05
2015-03-05,22.85
2015-03-09,22.15
2015-03-10,21.7
2015-03-11,22.2
2015-03-12,22.2
2015-03-13,21.6
2015-03-16,21.5
2015-03-17,21.45
2015-03-18,21.9
2015-03-19,21.05
2015-03-20,20.95
2015-03-23,20.75
2015-03-24,19.75
2015-03-25,19.4
2015-03-26,18.6
2015-03-27,15.5
2015-03-30,17.4
2015-03-31,17.55
2015-04-01,17.85
2015-04-06,17.85
2015-04-07,18.7
2015-04-08,18.7
2015-04-09,19.05
2015-04-10,18.35
2015-04-13,19.0
2015-04-15,18.5
2015-04-16,18.25
2015-04-17,17.55
2015-04-20,18.1
2015-04-21,18.35
2015-04-22,17.85
2015-04-23,17.95
2015-04-24,17.95
2015-04-27,17.5
2015-04-28,17.5
2015-04-29,18.1
2015-04-30,17.25
2015-05-04,17.9
2015-05-05,17.3
2015-05-06,17.0
2015-05-07,17.2
2015-05-08,16.9
2015-05-11,16.55
2015-05-12,16.0
2015-05-13,16.5
2015-05-14,16.65
2015-05-15,16.2
2015-05-18,16.3
2015-05-19,16.3
2015-05-20,17.8
2015-05-21,16.35
2015-05-22,16.2
2015-05-25,16.0
2015-05-26,16.85
2015-05-27,17.15
2015-05-28,16.1
2015-05-29,16.35
2015-06-01,15.8
2015-06-02,15.75
2015-06-03,17.05
2015-06-04,16.5
2015-06-05,16.7
2015-06-08,15.5
2015-06-09,16.35
2015-06-10,15.2
2015-06-11,16.15
2015-06-12,15.15
2015-06-15,14.75
2015-06-16,15.35
2015-06-17,15.7
2015-06-18,15.3
2015-06-19,15.0
2015-06-22,14.35
2015-06-23,14.75
2015-06-24,14.8
2015-06-25,14.6
2015-06-26,14.5
2015-06-29,14.65
2015-06-30,14.8
2015-07-01,15.85
2015-07-02,15.95
2015-07-03,16.5
2015-07-06,17.25
2015-07-07,17.1
2015-07-08,16.35
2015-07-09,17.5
2015-07-10,17.85
2015-07-13,21.4
2015-07-14,20.5
2015-07-15,21.0
2015-07-16,21.0
2015-07-17,23.7
2015-07-20,22.9
2015-07-21,22.45
2015-07-22,23.35
2015-07-23,23.4
2015-07-24,22.65
2015-07-27,22.55
2015-07-28,24.0
2015-07-29,24.15
2015-07-30,24.15
2015-07-31,24.45
2015-08-03,24.95
2015-08-04,25.9
2015-08-05,24.75
2015-08-06,24.5
2015-08-07,25.9
2015-08-10,26.15
2015-08-11,26.15
2015-08-12,26.65
2015-08-13,31.25
2015-08-14,30.8
2015-08-17,28.6
2015-08-18,30.05
2015-08-19,31.1
2015-08-20,30.15
2015-08-21,33.35
2015-08-24,28.55
2015-08-25,27.75
2015-08-26,27.7
2015-08-27,29.5
2015-08-28,29.2
2015-08-31,31.2
2015-09-01,27.4
2015-09-02,27.25
2015-09-03,29.0
2015-09-04,27.9
2015-09-07,27.0
2015-09-08,29.0
2015-09-09,30.9
2015-09-10,30.55
2015-09-11,31.4
2015-09-14,30.8
2015-09-15,30.6
2015-09-16,30.35
2015-09-18,29.3
2015-09-21,29.7
2015-09-22,29.0
2015-09-23,27.75
2015-09-24,28.4
2015-09-28,27.45
2015-09-29,27.55
2015-09-30,26.8
2015-10-01,29.5
2015-10-05,30.25
2015-10-06,28.7
2015-10-07,28.35
2015-10-08,28.0
2015-10-09,31.3
2015-10-12,32.75
2015-10-13,31.6
2015-10-14,31.0
2015-10-15,30.2
2015-10-16,29.9
2015-10-19,32.15
2015-10-20,31.0
2015-10-21,30.55
2015-10-23,30.55
2015-10-26,30.2
2015-10-27,30.1
2015-10-28,30.5
2015-10-29,29.35
2015-10-30,29.3
2015-11-02,28.65
2015-11-03,28.15
2015-11-04,29.25
2015-11-05,28.5
2015-11-06,28.5
2015-11-09,28.3
2015-11-10,28.6
2015-11-11,29.7
2015-11-13,27.75
2015-11-16,28.85
2015-11-17,29.0
2015-11-18,29.15
2015-11-19,28.75
2015-11-20,28.5
2015-11-23,27.7
2015-11-24,27.5
2015-11-26,27.65
2015-11-27,28.3
2015-11-30,28.05
2015-12-01,29.3
2015-12-02,28.05
2015-12-03,27.8
2015-12-04,27.75
2015-12-07,27.15
2015-12-08,27.2
2015-12-09,26.65
2015-12-10,27.75
2015-12-11,26.7
2015-12-14,26.3
2015-12-15,26.8
2015-12-16,27.35
2015-12-17,26.85
2015-12-18,27.05
2015-12-21,27.3
2015-12-22,26.35
2015-12-23,27.3
2015-12-24,26.8
2015-12-28,32.15
2015-12-29,34.8
2015-12-30,30.85
2015-12-31,35.45
