Date,ZYDUSWELL
2015-01-01,811.4
2015-01-02,800.7
2015-01-05,804.5
2015-01-06,780.45
2015-01-07,785.65
2015-01-08,787.1
2015-01-09,786.75
2015-01-12,783.65
2015-01-13,841.15
2015-01-14,843.85
2015-01-15,859.25
2015-01-16,847.05
2015-01-19,828.8
2015-01-20,821.55
2015-01-21,818.45
2015-01-22,816.3
2015-01-23,812.5
2015-01-27,800.95
2015-01-28,802.45
2015-01-29,810.1
2015-01-30,796.3
2015-02-02,828.2
2015-02-03,817.4
2015-02-04,816.7
2015-02-05,806.65
2015-02-06,798.65
2015-02-09,845.65
2015-02-10,841.25
2015-02-11,820.95
2015-02-12,836.95
2015-02-13,837.05
2015-02-16,863.75
2015-02-18,854.05
2015-02-19,847.3
2015-02-20,845.95
2015-02-23,838.1
2015-02-24,826.6
2015-02-25,835.95
2015-02-26,822.65
2015-02-27,827.2
2015-02-28,847.5
2015-03-02,849.65
2015-03-03,849.15
2015-03-04,909.4
2015-03-05,938.2
2015-03-09,919.25
2015-03-10,913.7
2015-03-11,958.0
2015-03-12,977.3
2015-03-13,940.1
2015-03-16,929.8
2015-03-17,1006.0
2015-03-18,1028.05
2015-03-19,1055.15
2015-03-20,1041.1
2015-03-23,1059.2
2015-03-24,1075.35
2015-03-25,1042.9
2015-03-26,1028.0
2015-03-27,1017.0
2015-03-30,1027.0
2015-03-31,1018.05
2015-04-01,1021.1
2015-04-06,1026.95
2015-04-07,1022.75
2015-04-08,1018.3
2015-04-09,1011.0
2015-04-10,1040.3
2015-04-13,1023.45
2015-04-15,1015.3
2015-04-16,995.25
2015-04-17,978.15
2015-04-20,958.35
2015-04-21,955.65
2015-04-22,980.05
2015-04-23,965.4
2015-04-24,963.4
2015-04-27,948.4
2015-04-28,954.6
2015-04-29,957.85
2015-04-30,978.55
2015-05-04,1009.2
2015-05-05,993.45
2015-05-06,967.45
2015-05-07,939.5
2015-05-08,962.75
2015-05-11,959.5
2015-05-12,969.6
2015-05-13,992.9
2015-05-14,1000.35
2015-05-15,971.2
2015-05-18,971.55
2015-05-19,977.05
2015-05-20,969.9
2015-05-21,969.55
2015-05-22,970.15
2015-05-25,970.4
2015-05-26,988.3
2015-05-27,976.45
2015-05-28,972.1
2015-05-29,994.45
2015-06-01,988.35
2015-06-02,969.1
2015-06-03,933.8
2015-06-04,922.65
2015-06-05,913.6
2015-06-08,884.15
2015-06-09,893.3
2015-06-10,876.35
2015-06-11,861.15
2015-06-12,925.35
2015-06-15,904.45
2015-06-16,906.1
2015-06-17,906.0
2015-06-18,908.35
2015-06-19,918.4
2015-06-22,927.0
2015-06-23,934.25
2015-06-24,930.0
2015-06-25,921.85
2015-06-26,917.95
2015-06-29,898.25
2015-06-30,896.8
2015-07-01,901.45
2015-07-02,908.05
2015-07-03,903.25
2015-07-06,906.3
2015-07-07,912.55
2015-07-08,903.5
2015-07-09,907.8
2015-07-10,910.55
2015-07-13,914.35
2015-07-14,922.7
2015-07-15,930.05
2015-07-16,923.2
2015-07-17,934.55
2015-07-20,943.8
2015-07-21,916.55
2015-07-22,914.7
2015-07-23,921.55
2015-07-24,911.95
2015-07-27,905.35
2015-07-28,908.6
2015-07-29,892.95
2015-07-30,896.25
2015-07-31,888.55
2015-08-03,900.55
2015-08-04,901.45
2015-08-05,900.6
2015-08-06,907.9
2015-08-07,905.7
2015-08-10,901.05
2015-08-11,929.6
2015-08-12,891.75
2015-08-13,878.2
2015-08-14,905.35
2015-08-17,888.9
2015-08-18,897.15
2015-08-19,890.8
2015-08-20,899.25
2015-08-21,902.1
2015-08-24,839.45
2015-08-25,899.5
2015-08-26,905.75
2015-08-27,902.7
2015-08-28,887.85
2015-08-31,872.6
2015-09-01,860.3
2015-09-02,852.0
2015-09-03,849.8
2015-09-04,832.7
2015-09-07,802.95
2015-09-08,805.0
2015-09-09,806.0
2015-09-10,794.15
2015-09-11,798.6
2015-09-14,804.95
2015-09-15,806.0
2015-09-16,792.95
2015-09-18,795.3
2015-09-21,797.25
2015-09-22,795.35
2015-09-23,808.9
2015-09-24,806.6
2015-09-28,816.95
2015-09-29,807.3
2015-09-30,812.95
2015-10-01,813.2
2015-10-05,821.85
2015-10-06,829.8
2015-10-07,848.25
2015-10-08,840.05
2015-10-09,830.15
2015-10-12,837.55
2015-10-13,864.75
2015-10-14,860.65
2015-10-15,875.35
2015-10-16,875.8
2015-10-19,875.2
2015-10-20,887.95
2015-10-21,884.6
2015-10-23,873.7
2015-10-26,869.25
2015-10-27,864.5
2015-10-28,858.3
2015-10-29,868.35
2015-10-30,854.75
2015-11-02,841.8
2015-11-03,843.3
2015-11-04,850.7
2015-11-05,830.7
2015-11-06,819.05
2015-11-09,818.05
2015-11-10,818.85
2015-11-11,824.8
2015-11-13,816.1
2015-11-16,813.1
2015-11-17,811.5
2015-11-18,818.4
2015-11-19,819.5
2015-11-20,818.75
2015-11-23,821.15
2015-11-24,833.4
2015-11-26,844.1
2015-11-27,838.5
2015-11-30,835.25
2015-12-01,837.45
2015-12-02,838.75
2015-12-03,831.35
2015-12-04,827.3
2015-12-07,821.45
2015-12-08,813.0
2015-12-09,808.15
2015-12-10,812.05
2015-12-11,803.1
2015-12-14,810.7
2015-12-15,829.25
2015-12-16,820.6
2015-12-17,828.4
2015-12-18,845.1
2015-12-21,840.45
2015-12-22,840.05
2015-12-23,843.9
2015-12-24,849.45
2015-12-28,883.85
2015-12-29,868.15
2015-12-30,870.3
2015-12-31,863.9
