Date,VADILALIND
2015-01-01,254.05
2015-01-02,257.95
2015-01-05,259.85
2015-01-06,252.75
2015-01-07,255.05
2015-01-08,256.85
2015-01-09,256.0
2015-01-12,270.45
2015-01-13,266.35
2015-01-14,260.0
2015-01-15,258.9
2015-01-16,257.2
2015-01-19,264.65
2015-01-20,265.4
2015-01-21,261.55
2015-01-22,258.65
2015-01-23,255.35
2015-01-27,254.45
2015-01-28,254.8
2015-01-29,251.35
2015-01-30,251.4
2015-02-02,253.05
2015-02-03,252.85
2015-02-04,251.65
2015-02-05,250.25
2015-02-06,247.55
2015-02-09,243.85
2015-02-10,242.3
2015-02-11,243.3
2015-02-12,243.85
2015-02-13,249.75
2015-02-16,246.1
2015-02-18,245.0
2015-02-19,240.9
2015-02-20,235.25
2015-02-23,236.3
2015-02-24,248.9
2015-02-25,237.05
2015-02-26,233.15
2015-02-27,255.4
2015-02-28,246.3
2015-03-02,246.15
2015-03-03,251.8
2015-03-04,251.3
2015-03-05,250.15
2015-03-09,249.95
2015-03-10,249.65
2015-03-11,247.15
2015-03-12,248.85
2015-03-13,241.3
2015-03-16,237.6
2015-03-17,239.6
2015-03-18,241.55
2015-03-19,247.3
2015-03-20,244.3
2015-03-23,250.8
2015-03-24,253.35
2015-03-25,251.95
2015-03-26,244.9
2015-03-27,247.6
2015-03-30,263.05
2015-03-31,267.85
2015-04-01,276.25
2015-04-06,288.05
2015-04-07,299.5
2015-04-08,293.55
2015-04-09,296.55
2015-04-10,297.3
2015-04-13,354.4
2015-04-15,334.3
2015-04-16,369.45
2015-04-17,360.65
2015-04-20,366.0
2015-04-21,356.65
2015-04-22,361.2
2015-04-23,360.95
2015-04-24,350.0
2015-04-27,362.5
2015-04-28,434.75
2015-04-29,488.95
2015-04-30,487.45
2015-05-04,486.45
2015-05-05,497.15
2015-05-06,489.2
2015-05-07,498.75
2015-05-08,504.75
2015-05-11,522.7
2015-05-12,502.9
2015-05-13,506.6
2015-05-14,498.5
2015-05-15,516.75
2015-05-18,515.05
2015-05-19,514.35
2015-05-20,501.05
2015-05-21,490.45
2015-05-22,495.15
2015-05-25,490.15
2015-05-26,498.05
2015-05-27,490.55
2015-05-28,501.65
2015-05-29,501.05
2015-06-01,503.05
2015-06-02,489.0
2015-06-03,499.95
2015-06-04,526.5
2015-06-05,529.45
2015-06-08,517.85
2015-06-09,510.7
2015-06-10,522.0
2015-06-11,501.6
2015-06-12,497.45
2015-06-15,495.15
2015-06-16,494.75
2015-06-17,500.35
2015-06-18,499.1
2015-06-19,501.1
2015-06-22,502.7
2015-06-23,502.35
2015-06-24,570.5
2015-06-25,617.6
2015-06-26,610.85
2015-06-29,599.35
2015-06-30,643.1
2015-07-01,679.75
2015-07-02,664.3
2015-07-03,714.05
2015-07-06,720.95
2015-07-07,726.1
2015-07-08,743.85
2015-07-09,731.7
2015-07-10,718.85
2015-07-13,692.6
2015-07-14,704.8
2015-07-15,718.5
2015-07-16,720.6
2015-07-17,711.7
2015-07-20,704.85
2015-07-21,713.85
2015-07-22,845.9
2015-07-23,810.85
2015-07-24,789.95
2015-07-27,806.35
2015-07-28,809.25
2015-07-29,786.0
2015-07-30,795.55
2015-07-31,788.9
2015-08-03,802.1
2015-08-04,795.4
2015-08-05,800.65
2015-08-06,793.05
2015-08-07,786.95
2015-08-10,796.25
2015-08-11,795.25
2015-08-12,729.85
2015-08-13,680.0
2015-08-14,730.25
2015-08-17,734.0
2015-08-18,759.35
2015-08-19,730.45
2015-08-20,703.75
2015-08-21,687.35
2015-08-24,578.1
2015-08-25,568.05
2015-08-26,539.45
2015-08-27,559.4
2015-08-28,573.35
2015-08-31,562.8
2015-09-01,532.65
2015-09-02,535.3
2015-09-03,549.35
2015-09-04,517.55
2015-09-07,498.8
2015-09-08,511.05
2015-09-09,533.35
2015-09-10,522.05
2015-09-11,527.45
2015-09-14,547.25
2015-09-15,534.0
2015-09-16,547.25
2015-09-18,556.4
2015-09-21,565.1
2015-09-22,567.6
2015-09-23,573.65
2015-09-24,572.85
2015-09-28,578.05
2015-09-29,571.05
2015-09-30,572.9
2015-10-01,569.0
2015-10-05,590.65
2015-10-06,608.85
2015-10-07,604.0
2015-10-08,589.1
2015-10-09,595.4
2015-10-12,587.85
2015-10-13,596.85
2015-10-14,591.8
2015-10-15,587.1
2015-10-16,588.9
2015-10-19,602.65
2015-10-20,621.7
2015-10-21,636.8
2015-10-23,634.0
2015-10-26,612.2
2015-10-27,616.75
2015-10-28,606.2
2015-10-29,601.95
2015-10-30,603.1
2015-11-02,574.45
2015-11-03,654.25
2015-11-04,627.95
2015-11-05,626.15
2015-11-06,613.55
2015-11-09,619.5
2015-11-10,598.15
2015-11-11,604.65
2015-11-13,592.8
2015-11-16,595.65
2015-11-17,613.1
2015-11-18,591.6
2015-11-19,598.75
2015-11-20,606.5
2015-11-23,603.25
2015-11-24,625.55
2015-11-26,658.75
2015-11-27,673.1
2015-11-30,666.05
2015-12-01,641.25
2015-12-02,658.05
2015-12-03,636.55
2015-12-04,619.3
2015-12-07,620.15
2015-12-08,602.1
2015-12-09,565.15
2015-12-10,593.7
2015-12-11,593.35
2015-12-14,589.5
2015-12-15,594.3
2015-12-16,592.85
2015-12-17,619.7
2015-12-18,645.15
2015-12-21,636.95
2015-12-22,638.2
2015-12-23,664.15
2015-12-24,686.15
2015-12-28,677.35
2015-12-29,637.75
2015-12-30,634.9
2015-12-31,641.65
