Date,JISLDVREQS
2015-01-01,51.8
2015-01-02,52.4
2015-01-05,51.15
2015-01-06,49.85
2015-01-07,49.6
2015-01-08,49.35
2015-01-09,48.8
2015-01-12,50.05
2015-01-13,50.15
2015-01-14,50.25
2015-01-15,51.45
2015-01-16,51.35
2015-01-19,52.1
2015-01-20,51.75
2015-01-21,51.85
2015-01-22,51.3
2015-01-23,50.4
2015-01-27,51.15
2015-01-28,49.75
2015-01-29,49.0
2015-01-30,50.25
2015-02-02,50.75
2015-02-03,49.85
2015-02-04,50.4
2015-02-05,50.2
2015-02-06,48.5
2015-02-09,48.85
2015-02-10,48.75
2015-02-11,48.2
2015-02-12,47.6
2015-02-13,47.4
2015-02-16,48.05
2015-02-18,47.65
2015-02-19,50.5
2015-02-20,49.55
2015-02-23,49.6
2015-02-24,48.45
2015-02-25,48.75
2015-02-26,47.8
2015-02-27,49.35
2015-02-28,47.55
2015-03-02,48.2
2015-03-03,49.4
2015-03-04,49.0
2015-03-05,48.4
2015-03-09,46.85
2015-03-10,46.1
2015-03-11,45.3
2015-03-12,46.45
2015-03-13,45.5
2015-03-16,44.25
2015-03-17,43.55
2015-03-18,43.15
2015-03-19,42.6
2015-03-20,40.45
2015-03-23,40.75
2015-03-24,39.95
2015-03-25,39.0
2015-03-26,38.4
2015-03-27,37.45
2015-03-30,39.3
2015-03-31,38.95
2015-04-01,39.9
2015-04-06,39.95
2015-04-07,39.9
2015-04-08,40.95
2015-04-09,40.95
2015-04-10,41.75
2015-04-13,42.95
2015-04-15,42.6
2015-04-16,42.0
2015-04-17,41.85
2015-04-20,41.25
2015-04-21,41.6
2015-04-22,42.6
2015-04-23,42.0
2015-04-24,39.8
2015-04-27,38.7
2015-04-28,36.4
2015-04-29,36.05
2015-04-30,36.5
2015-05-04,36.4
2015-05-05,36.5
2015-05-06,35.5
2015-05-07,35.9
2015-05-08,36.8
2015-05-11,37.15
2015-05-12,35.45
2015-05-13,35.15
2015-05-14,36.2
2015-05-15,36.35
2015-05-18,43.2
2015-05-19,41.1
2015-05-20,39.5
2015-05-21,39.0
2015-05-22,38.65
2015-05-25,38.55
2015-05-26,38.2
2015-05-27,37.9
2015-05-28,38.85
2015-05-29,39.0
2015-06-01,38.2
2015-06-02,37.0
2015-06-03,35.7
2015-06-04,35.8
2015-06-05,35.45
2015-06-08,35.05
2015-06-09,34.95
2015-06-10,34.75
2015-06-11,34.6
2015-06-12,34.75
2015-06-15,35.0
2015-06-16,35.7
2015-06-17,35.55
2015-06-18,36.9
2015-06-19,38.1
2015-06-22,39.0
2015-06-23,38.75
2015-06-24,38.4
2015-06-25,38.0
2015-06-26,36.95
2015-06-29,36.05
2015-06-30,36.65
2015-07-01,38.4
2015-07-02,39.85
2015-07-03,40.3
2015-07-06,39.5
2015-07-07,39.65
2015-07-08,40.95
2015-07-09,41.4
2015-07-10,40.45
2015-07-13,41.55
2015-07-14,42.7
2015-07-15,41.3
2015-07-16,40.6
2015-07-17,40.3
2015-07-20,42.5
2015-07-21,42.1
2015-07-22,42.25
2015-07-23,42.7
2015-07-24,42.1
2015-07-27,40.5
2015-07-28,40.8
2015-07-29,40.4
2015-07-30,41.5
2015-07-31,42.75
2015-08-03,44.9
2015-08-04,44.8
2015-08-05,45.0
2015-08-06,44.4
2015-08-07,44.85
2015-08-10,45.9
2015-08-11,44.25
2015-08-12,45.2
2015-08-13,45.15
2015-08-14,46.05
2015-08-17,46.3
2015-08-18,47.95
2015-08-19,49.5
2015-08-20,47.2
2015-08-21,47.2
2015-08-24,41.75
2015-08-25,42.65
2015-08-26,42.4
2015-08-27,43.8
2015-08-28,43.3
2015-08-31,42.65
2015-09-01,41.1
2015-09-02,41.4
2015-09-03,42.0
2015-09-04,40.95
2015-09-07,38.75
2015-09-08,39.8
2015-09-09,40.6
2015-09-10,40.0
2015-09-11,40.9
2015-09-14,42.05
2015-09-15,42.0
2015-09-16,41.45
2015-09-18,41.7
2015-09-21,42.65
2015-09-22,42.2
2015-09-23,42.25
2015-09-24,42.9
2015-09-28,42.25
2015-09-29,42.1
2015-09-30,43.0
2015-10-01,42.0
2015-10-05,43.35
2015-10-06,44.5
2015-10-07,44.25
2015-10-08,43.0
2015-10-09,43.1
2015-10-12,43.2
2015-10-13,43.15
2015-10-14,42.95
2015-10-15,43.0
2015-10-16,43.2
2015-10-19,43.1
2015-10-20,42.9
2015-10-21,42.25
2015-10-23,42.05
2015-10-26,41.95
2015-10-27,41.9
2015-10-28,41.6
2015-10-29,41.05
2015-10-30,40.2
2015-11-02,40.2
2015-11-03,41.7
2015-11-04,43.2
2015-11-05,42.85
2015-11-06,41.65
2015-11-09,47.0
2015-11-10,43.65
2015-11-11,43.9
2015-11-13,44.3
2015-11-16,44.4
2015-11-17,43.85
2015-11-18,42.65
2015-11-19,43.8
2015-11-20,43.4
2015-11-23,43.3
2015-11-24,43.4
2015-11-26,43.5
2015-11-27,43.45
2015-11-30,43.3
2015-12-01,43.45
2015-12-02,43.0
2015-12-03,44.05
2015-12-04,44.95
2015-12-07,44.0
2015-12-08,43.15
2015-12-09,42.0
2015-12-10,43.05
2015-12-11,42.3
2015-12-14,42.05
2015-12-15,42.8
2015-12-16,42.75
2015-12-17,42.9
2015-12-18,42.55
2015-12-21,42.8
2015-12-22,42.6
2015-12-23,42.45
2015-12-24,43.0
2015-12-28,44.0
2015-12-29,44.1
2015-12-30,43.75
2015-12-31,44.7
