Date,BBL
2015-01-01,716.8
2015-01-02,715.5
2015-01-05,713.1
2015-01-06,677.6
2015-01-07,685.7
2015-01-08,693.0
2015-01-09,704.45
2015-01-12,721.85
2015-01-13,708.1
2015-01-14,700.65
2015-01-15,701.55
2015-01-16,695.9
2015-01-19,708.95
2015-01-20,710.95
2015-01-21,697.4
2015-01-22,699.5
2015-01-23,678.95
2015-01-27,658.35
2015-01-28,644.8
2015-01-29,632.4
2015-01-30,639.6
2015-02-02,624.1
2015-02-03,628.85
2015-02-04,618.55
2015-02-05,610.35
2015-02-06,603.15
2015-02-09,618.65
2015-02-10,622.25
2015-02-11,643.4
2015-02-12,643.2
2015-02-13,633.15
2015-02-16,637.95
2015-02-18,683.95
2015-02-19,681.6
2015-02-20,661.8
2015-02-23,679.85
2015-02-24,669.3
2015-02-25,676.6
2015-02-26,665.55
2015-02-27,685.85
2015-02-28,668.55
2015-03-02,688.6
2015-03-03,697.3
2015-03-04,683.45
2015-03-05,667.75
2015-03-09,661.5
2015-03-10,659.85
2015-03-11,650.1
2015-03-12,690.8
2015-03-13,667.7
2015-03-16,652.65
2015-03-17,655.9
2015-03-18,635.9
2015-03-19,633.6
2015-03-20,607.85
2015-03-23,608.55
2015-03-24,604.3
2015-03-25,603.2
2015-03-26,600.85
2015-03-27,603.4
2015-03-30,632.6
2015-03-31,624.45
2015-04-01,629.8
2015-04-06,635.75
2015-04-07,637.95
2015-04-08,638.7
2015-04-09,660.35
2015-04-10,677.05
2015-04-13,683.25
2015-04-15,672.5
2015-04-16,673.45
2015-04-17,667.5
2015-04-20,634.75
2015-04-21,645.2
2015-04-22,647.8
2015-04-23,644.15
2015-04-24,628.7
2015-04-27,602.35
2015-04-28,608.75
2015-04-29,596.7
2015-04-30,591.15
2015-05-04,649.4
2015-05-05,630.4
2015-05-06,607.5
2015-05-07,602.4
2015-05-08,606.2
2015-05-11,593.95
2015-05-12,592.35
2015-05-13,594.6
2015-05-14,598.4
2015-05-15,613.75
2015-05-18,631.15
2015-05-19,628.3
2015-05-20,611.3
2015-05-21,594.6
2015-05-22,594.0
2015-05-25,591.75
2015-05-26,575.45
2015-05-27,566.1
2015-05-28,573.05
2015-05-29,581.2
2015-06-01,570.6
2015-06-02,557.8
2015-06-03,537.3
2015-06-04,550.6
2015-06-05,552.9
2015-06-08,547.6
2015-06-09,547.55
2015-06-10,560.25
2015-06-11,548.5
2015-06-12,545.4
2015-06-15,554.5
2015-06-16,552.6
2015-06-17,555.6
2015-06-18,559.3
2015-06-19,562.95
2015-06-22,576.05
2015-06-23,568.75
2015-06-24,562.5
2015-06-25,567.45
2015-06-26,561.45
2015-06-29,543.25
2015-06-30,543.2
2015-07-01,563.05
2015-07-02,584.6
2015-07-03,598.75
2015-07-06,584.7
2015-07-07,641.45
2015-07-08,614.4
2015-07-09,617.35
2015-07-10,631.2
2015-07-13,663.05
2015-07-14,651.25
2015-07-15,631.8
2015-07-16,633.2
2015-07-17,634.25
2015-07-20,638.05
2015-07-21,649.85
2015-07-22,694.35
2015-07-23,677.15
2015-07-24,670.9
2015-07-27,643.95
2015-07-28,660.35
2015-07-29,678.95
2015-07-30,666.4
2015-07-31,657.45
2015-08-03,630.5
2015-08-04,667.0
2015-08-05,643.8
2015-08-06,654.0
2015-08-07,654.95
2015-08-10,656.1
2015-08-11,650.0
2015-08-12,637.05
2015-08-13,636.8
2015-08-14,656.0
2015-08-17,652.95
2015-08-18,649.95
2015-08-19,680.9
2015-08-20,653.4
2015-08-21,644.2
2015-08-24,571.0
2015-08-25,563.9
2015-08-26,560.65
2015-08-27,567.8
2015-08-28,568.05
2015-08-31,566.6
2015-09-01,548.7
2015-09-02,548.75
2015-09-03,562.7
2015-09-04,564.55
2015-09-07,525.9
2015-09-08,526.05
2015-09-09,544.8
2015-09-10,549.0
2015-09-11,546.85
2015-09-14,566.05
2015-09-15,561.0
2015-09-16,565.1
2015-09-18,562.05
2015-09-21,574.95
2015-09-22,559.75
2015-09-23,554.1
2015-09-24,557.85
2015-09-28,555.25
2015-09-29,575.55
2015-09-30,579.4
2015-10-01,582.0
2015-10-05,614.0
2015-10-06,610.95
2015-10-07,606.9
2015-10-08,600.2
2015-10-09,608.0
2015-10-12,597.5
2015-10-13,592.2
2015-10-14,593.1
2015-10-15,591.0
2015-10-16,603.8
2015-10-19,601.7
2015-10-20,600.7
2015-10-21,596.8
2015-10-23,604.4
2015-10-26,584.2
2015-10-27,590.1
2015-10-28,634.8
2015-10-29,636.75
2015-10-30,621.2
2015-11-02,602.75
2015-11-03,604.45
2015-11-04,604.85
2015-11-05,595.2
2015-11-06,588.55
2015-11-09,581.25
2015-11-10,588.35
2015-11-11,585.9
2015-11-13,583.65
2015-11-16,584.3
2015-11-17,605.15
2015-11-18,602.3
2015-11-19,609.5
2015-11-20,599.25
2015-11-23,598.8
2015-11-24,612.9
2015-11-26,610.5
2015-11-27,651.95
2015-11-30,709.6
2015-12-01,721.7
2015-12-02,758.55
2015-12-03,800.3
2015-12-04,769.6
2015-12-07,775.9
2015-12-08,738.65
2015-12-09,706.7
2015-12-10,733.2
2015-12-11,709.4
2015-12-14,708.2
2015-12-15,713.0
2015-12-16,789.05
2015-12-17,806.1
2015-12-18,793.75
2015-12-21,852.4
2015-12-22,853.45
2015-12-23,849.0
2015-12-24,868.3
2015-12-28,873.55
2015-12-29,857.75
2015-12-30,859.85
2015-12-31,856.3
