Date,VISASTEEL
2015-01-01,18.2
2015-01-02,19.1
2015-01-05,18.75
2015-01-06,18.0
2015-01-07,18.15
2015-01-08,18.45
2015-01-09,18.15
2015-01-12,18.1
2015-01-13,16.45
2015-01-14,17.35
2015-01-15,17.65
2015-01-16,17.5
2015-01-19,18.05
2015-01-20,17.6
2015-01-21,17.6
2015-01-22,17.6
2015-01-23,17.35
2015-01-27,17.25
2015-01-28,17.1
2015-01-29,17.6
2015-01-30,17.65
2015-02-02,17.85
2015-02-03,17.45
2015-02-04,17.4
2015-02-05,17.5
2015-02-06,17.05
2015-02-09,17.0
2015-02-10,16.8
2015-02-11,17.0
2015-02-12,17.3
2015-02-13,17.6
2015-02-16,17.1
2015-02-18,17.15
2015-02-19,17.7
2015-02-20,17.75
2015-02-23,17.3
2015-02-24,17.15
2015-02-25,16.8
2015-02-26,17.05
2015-02-27,16.9
2015-02-28,17.0
2015-03-02,17.05
2015-03-03,17.0
2015-03-04,16.0
2015-03-05,16.4
2015-03-09,15.9
2015-03-10,16.15
2015-03-11,16.3
2015-03-12,16.7
2015-03-13,16.3
2015-03-16,16.25
2015-03-17,16.45
2015-03-18,16.15
2015-03-19,15.35
2015-03-20,14.9
2015-03-23,14.5
2015-03-24,14.5
2015-03-25,14.7
2015-03-26,14.45
2015-03-27,14.05
2015-03-30,15.0
2015-03-31,15.1
2015-04-01,15.1
2015-04-06,15.55
2015-04-07,17.65
2015-04-08,21.15
2015-04-09,23.1
2015-04-10,21.75
2015-04-13,19.6
2015-04-15,18.05
2015-04-16,17.85
2015-04-17,17.55
2015-04-20,17.35
2015-04-21,16.7
2015-04-22,17.5
2015-04-23,18.35
2015-04-24,18.95
2015-04-27,18.1
2015-04-28,17.3
2015-04-29,17.15
2015-04-30,18.0
2015-05-04,18.45
2015-05-05,17.85
2015-05-06,16.95
2015-05-07,16.6
2015-05-08,16.7
2015-05-11,17.05
2015-05-12,16.5
2015-05-13,16.7
2015-05-14,16.55
2015-05-15,16.55
2015-05-18,16.55
2015-05-19,18.2
2015-05-20,20.0
2015-05-21,19.7
2015-05-22,18.7
2015-05-25,18.15
2015-05-26,18.1
2015-05-27,17.6
2015-05-28,17.6
2015-05-29,17.35
2015-06-01,17.4
2015-06-02,16.95
2015-06-03,16.7
2015-06-04,16.65
2015-06-05,16.6
2015-06-08,17.95
2015-06-09,16.9
2015-06-10,16.95
2015-06-11,17.9
2015-06-12,17.25
2015-06-15,16.75
2015-06-16,16.6
2015-06-17,17.05
2015-06-18,17.15
2015-06-19,17.05
2015-06-22,16.95
2015-06-23,17.15
2015-06-24,17.15
2015-06-25,16.85
2015-06-26,16.75
2015-06-29,16.55
2015-06-30,16.65
2015-07-01,16.8
2015-07-02,16.6
2015-07-03,17.0
2015-07-06,17.05
2015-07-07,16.95
2015-07-08,16.65
2015-07-09,16.7
2015-07-10,16.95
2015-07-13,16.75
2015-07-14,16.7
2015-07-15,16.8
2015-07-16,17.4
2015-07-17,17.95
2015-07-20,17.75
2015-07-21,17.3
2015-07-22,17.35
2015-07-23,16.85
2015-07-24,16.6
2015-07-27,16.75
2015-07-28,16.6
2015-07-29,16.45
2015-07-30,16.3
2015-07-31,16.4
2015-08-03,17.0
2015-08-04,16.45
2015-08-05,16.7
2015-08-06,16.5
2015-08-07,16.4
2015-08-10,16.35
2015-08-11,16.2
2015-08-12,16.1
2015-08-13,15.85
2015-08-14,16.05
2015-08-17,15.85
2015-08-18,15.7
2015-08-19,15.65
2015-08-20,15.1
2015-08-21,14.75
2015-08-24,14.2
2015-08-25,15.65
2015-08-26,14.9
2015-08-27,15.1
2015-08-28,14.25
2015-08-31,14.05
2015-09-01,14.1
2015-09-02,14.05
2015-09-03,14.15
2015-09-04,13.85
2015-09-07,13.35
2015-09-08,13.7
2015-09-09,14.05
2015-09-10,13.95
2015-09-11,14.35
2015-09-14,14.3
2015-09-15,14.95
2015-09-16,14.9
2015-09-18,14.75
2015-09-21,14.6
2015-09-22,14.5
2015-09-23,17.4
2015-09-24,16.1
2015-09-28,16.8
2015-09-29,16.9
2015-09-30,16.7
2015-10-01,15.8
2015-10-05,15.75
2015-10-06,16.15
2015-10-07,16.1
2015-10-08,16.0
2015-10-09,16.15
2015-10-12,16.6
2015-10-13,16.6
2015-10-14,16.35
2015-10-15,16.1
2015-10-16,16.1
2015-10-19,16.6
2015-10-20,16.75
2015-10-21,16.2
2015-10-23,16.1
2015-10-26,16.15
2015-10-27,16.1
2015-10-28,16.2
2015-10-29,16.1
2015-10-30,16.15
2015-11-02,16.1
2015-11-03,16.1
2015-11-04,15.8
2015-11-05,14.75
2015-11-06,15.15
2015-11-09,15.0
2015-11-10,14.8
2015-11-11,15.2
2015-11-13,14.6
2015-11-16,14.85
2015-11-17,15.0
2015-11-18,14.5
2015-11-19,14.5
2015-11-20,14.5
2015-11-23,14.5
2015-11-24,14.6
2015-11-26,14.65
2015-11-27,14.7
2015-11-30,14.6
2015-12-01,15.05
2015-12-02,15.55
2015-12-03,18.5
2015-12-04,19.8
2015-12-07,20.8
2015-12-08,19.2
2015-12-09,17.3
2015-12-10,16.75
2015-12-11,17.55
2015-12-14,18.3
2015-12-15,17.5
2015-12-16,17.05
2015-12-17,17.75
2015-12-18,17.4
2015-12-21,17.55
2015-12-22,17.4
2015-12-23,17.5
2015-12-24,17.35
2015-12-28,17.3
2015-12-29,17.05
2015-12-30,17.3
2015-12-31,17.2
