Date,IMFA
2015-01-01,217.05
2015-01-02,224.5
2015-01-05,219.7
2015-01-06,216.15
2015-01-07,215.1
2015-01-08,215.9
2015-01-09,216.95
2015-01-12,210.65
2015-01-13,214.4
2015-01-14,216.15
2015-01-15,220.75
2015-01-16,216.05
2015-01-19,215.1
2015-01-20,218.35
2015-01-21,216.7
2015-01-22,216.0
2015-01-23,211.45
2015-01-27,210.05
2015-01-28,211.35
2015-01-29,210.0
2015-01-30,210.5
2015-02-02,211.0
2015-02-03,211.4
2015-02-04,213.1
2015-02-05,209.65
2015-02-06,211.8
2015-02-09,205.65
2015-02-10,207.1
2015-02-11,208.0
2015-02-12,209.25
2015-02-13,208.05
2015-02-16,207.3
2015-02-18,206.35
2015-02-19,213.85
2015-02-20,215.5
2015-02-23,208.9
2015-02-24,207.0
2015-02-25,208.05
2015-02-26,206.0
2015-02-27,205.5
2015-02-28,209.8
2015-03-02,204.65
2015-03-03,205.0
2015-03-04,205.2
2015-03-05,204.5
2015-03-09,205.8
2015-03-10,199.45
2015-03-11,185.9
2015-03-12,193.75
2015-03-13,189.35
2015-03-16,179.95
2015-03-17,178.8
2015-03-18,174.55
2015-03-19,176.4
2015-03-20,168.4
2015-03-23,169.8
2015-03-24,159.75
2015-03-25,153.7
2015-03-26,148.05
2015-03-27,148.4
2015-03-30,148.25
2015-03-31,152.8
2015-04-01,166.6
2015-04-06,171.05
2015-04-07,172.95
2015-04-08,159.0
2015-04-09,190.45
2015-04-10,228.5
2015-04-13,246.25
2015-04-15,240.9
2015-04-16,236.6
2015-04-17,217.1
2015-04-20,206.0
2015-04-21,197.5
2015-04-22,197.9
2015-04-23,191.35
2015-04-24,186.3
2015-04-27,185.05
2015-04-28,185.05
2015-04-29,181.25
2015-04-30,180.8
2015-05-04,186.8
2015-05-05,185.5
2015-05-06,182.1
2015-05-07,182.05
2015-05-08,183.8
2015-05-11,181.1
2015-05-12,179.3
2015-05-13,181.4
2015-05-14,182.95
2015-05-15,201.2
2015-05-18,215.0
2015-05-19,208.65
2015-05-20,201.0
2015-05-21,195.0
2015-05-22,193.5
2015-05-25,193.95
2015-05-26,192.8
2015-05-27,191.65
2015-05-28,183.25
2015-05-29,183.15
2015-06-01,181.45
2015-06-02,179.5
2015-06-03,173.7
2015-06-04,176.7
2015-06-05,172.6
2015-06-08,169.85
2015-06-09,164.9
2015-06-10,168.95
2015-06-11,163.25
2015-06-12,161.6
2015-06-15,157.45
2015-06-16,160.2
2015-06-17,163.2
2015-06-18,165.85
2015-06-19,168.25
2015-06-22,172.55
2015-06-23,166.35
2015-06-24,170.7
2015-06-25,169.15
2015-06-26,166.3
2015-06-29,164.95
2015-06-30,161.55
2015-07-01,164.0
2015-07-02,165.7
2015-07-03,159.5
2015-07-06,161.2
2015-07-07,163.4
2015-07-08,161.15
2015-07-09,159.25
2015-07-10,158.3
2015-07-13,159.6
2015-07-14,160.0
2015-07-15,159.95
2015-07-16,159.4
2015-07-17,158.8
2015-07-20,160.15
2015-07-21,158.0
2015-07-22,158.15
2015-07-23,155.15
2015-07-24,152.25
2015-07-27,149.9
2015-07-28,146.75
2015-07-29,145.0
2015-07-30,145.8
2015-07-31,144.15
2015-08-03,142.6
2015-08-04,142.65
2015-08-05,170.05
2015-08-06,157.2
2015-08-07,156.5
2015-08-10,153.7
2015-08-11,150.45
2015-08-12,143.75
2015-08-13,144.35
2015-08-14,144.45
2015-08-17,145.5
2015-08-18,148.1
2015-08-19,144.05
2015-08-20,146.4
2015-08-21,142.05
2015-08-24,127.7
2015-08-25,129.25
2015-08-26,137.85
2015-08-27,133.0
2015-08-28,139.1
2015-08-31,137.1
2015-09-01,135.65
2015-09-02,134.6
2015-09-03,138.25
2015-09-04,127.65
2015-09-07,120.55
2015-09-08,120.1
2015-09-09,122.45
2015-09-10,124.55
2015-09-11,124.9
2015-09-14,132.2
2015-09-15,132.85
2015-09-16,131.1
2015-09-18,127.15
2015-09-21,131.6
2015-09-22,128.1
2015-09-23,128.75
2015-09-24,128.15
2015-09-28,128.0
2015-09-29,129.6
2015-09-30,129.65
2015-10-01,155.55
2015-10-05,147.15
2015-10-06,141.95
2015-10-07,137.05
2015-10-08,138.7
2015-10-09,138.55
2015-10-12,135.0
2015-10-13,132.05
2015-10-14,132.3
2015-10-15,132.25
2015-10-16,131.35
2015-10-19,130.65
2015-10-20,149.95
2015-10-21,141.55
2015-10-23,135.6
2015-10-26,138.1
2015-10-27,134.25
2015-10-28,133.95
2015-10-29,134.2
2015-10-30,132.55
2015-11-02,133.0
2015-11-03,133.0
2015-11-04,133.05
2015-11-05,128.4
2015-11-06,124.85
2015-11-09,125.6
2015-11-10,124.85
2015-11-11,126.7
2015-11-13,127.8
2015-11-16,132.65
2015-11-17,131.9
2015-11-18,130.45
2015-11-19,134.6
2015-11-20,135.65
2015-11-23,140.35
2015-11-24,139.4
2015-11-26,138.7
2015-11-27,139.2
2015-11-30,139.7
2015-12-01,141.25
2015-12-02,140.8
2015-12-03,146.9
2015-12-04,146.9
2015-12-07,140.9
2015-12-08,140.0
2015-12-09,136.4
2015-12-10,135.05
2015-12-11,136.05
2015-12-14,131.0
2015-12-15,129.95
2015-12-16,131.7
2015-12-17,131.5
2015-12-18,130.8
2015-12-21,130.4
2015-12-22,131.7
2015-12-23,130.25
2015-12-24,150.85
2015-12-28,141.1
2015-12-29,154.05
2015-12-30,150.5
2015-12-31,149.7
