Date,NSIL
2015-01-01,779.95
2015-01-02,765.05
2015-01-05,755.75
2015-01-06,755.0
2015-01-07,757.7
2015-01-09,763.0
2015-01-12,763.1
2015-01-13,755.0
2015-01-14,763.0
2015-01-15,759.05
2015-01-16,755.35
2015-01-19,759.4
2015-01-20,770.0
2015-01-21,760.75
2015-01-22,760.25
2015-01-23,766.6
2015-01-27,759.15
2015-01-28,750.0
2015-01-29,751.55
2015-01-30,756.0
2015-02-02,750.55
2015-02-03,763.75
2015-02-04,763.9
2015-02-05,755.0
2015-02-06,750.0
2015-02-09,720.0
2015-02-10,726.8
2015-02-11,729.5
2015-02-12,747.95
2015-02-13,739.9
2015-02-16,734.55
2015-02-18,734.85
2015-02-19,760.0
2015-02-20,737.25
2015-02-23,721.15
2015-02-24,715.45
2015-02-25,713.65
2015-02-26,710.0
2015-02-27,712.75
2015-02-28,710.0
2015-03-02,710.0
2015-03-03,725.0
2015-03-04,711.25
2015-03-05,710.3
2015-03-09,710.0
2015-03-10,739.25
2015-03-11,774.5
2015-03-12,739.55
2015-03-13,693.7
2015-03-16,652.6
2015-03-17,654.25
2015-03-18,655.0
2015-03-19,655.0
2015-03-20,635.45
2015-03-23,635.0
2015-03-24,625.0
2015-03-25,626.05
2015-03-26,625.0
2015-03-27,623.5
2015-03-30,652.25
2015-03-31,631.95
2015-04-01,659.9
2015-04-06,652.0
2015-04-07,671.8
2015-04-08,661.9
2015-04-09,675.0
2015-04-10,674.05
2015-04-13,661.25
2015-04-15,657.0
2015-04-16,650.1
2015-04-17,650.0
2015-04-20,658.9
2015-04-21,640.0
2015-04-23,655.0
2015-04-24,640.85
2015-04-27,630.05
2015-04-28,628.0
2015-04-29,634.1
2015-04-30,630.3
2015-05-04,643.2
2015-05-05,644.3
2015-05-06,627.6
2015-05-07,625.05
2015-05-11,626.75
2015-05-12,627.25
2015-05-13,627.25
2015-05-14,660.0
2015-05-15,640.0
2015-05-18,662.9
2015-05-19,652.2
2015-05-20,659.0
2015-05-21,678.1
2015-05-22,653.45
2015-05-25,650.0
2015-05-26,642.0
2015-05-27,640.0
2015-05-29,635.05
2015-06-01,635.1
2015-06-02,635.0
2015-06-03,620.0
2015-06-04,610.3
2015-06-05,613.15
2015-06-08,615.0
2015-06-09,647.2
2015-06-10,616.1
2015-06-11,629.0
2015-06-12,611.1
2015-06-15,612.75
2015-06-16,615.2
2015-06-17,619.4
2015-06-18,614.15
2015-06-19,613.05
2015-06-22,615.0
2015-06-23,616.15
2015-06-24,621.6
2015-06-25,612.45
2015-06-26,612.05
2015-06-29,620.0
2015-06-30,612.0
2015-07-01,611.2
2015-07-02,611.6
2015-07-03,613.0
2015-07-06,611.5
2015-07-07,611.1
2015-07-08,611.0
2015-07-09,611.0
2015-07-10,611.5
2015-07-13,610.5
2015-07-14,619.15
2015-07-15,611.65
2015-07-16,612.05
2015-07-17,625.75
2015-07-20,613.2
2015-07-21,612.0
2015-07-22,612.0
2015-07-23,611.65
2015-07-24,611.0
2015-07-27,611.0
2015-07-28,611.1
2015-07-29,612.0
2015-07-30,621.75
2015-07-31,612.05
2015-08-03,629.0
2015-08-04,620.0
2015-08-05,640.25
2015-08-06,658.7
2015-08-07,659.95
2015-08-10,647.3
2015-08-11,641.05
2015-08-12,635.35
2015-08-13,630.0
2015-08-14,630.0
2015-08-18,626.0
2015-08-19,637.0
2015-08-20,630.0
2015-08-21,615.55
2015-08-24,605.0
2015-08-25,610.0
2015-08-26,605.05
2015-08-27,605.05
2015-08-31,609.0
2015-09-01,606.05
2015-09-02,606.3
2015-09-03,612.0
2015-09-04,606.0
2015-09-07,603.0
2015-09-08,600.05
2015-09-09,615.8
2015-09-10,605.0
2015-09-11,603.15
2015-09-14,603.3
2015-09-15,604.0
2015-09-16,649.95
2015-09-18,646.6
2015-09-21,691.75
2015-09-22,671.85
2015-09-23,657.45
2015-09-24,658.0
2015-09-28,642.0
2015-09-29,623.2
2015-09-30,639.9
2015-10-01,623.0
2015-10-05,619.0
2015-10-06,618.0
2015-10-07,620.0
2015-10-09,613.05
2015-10-12,620.25
2015-10-13,629.9
2015-10-14,613.05
2015-10-15,618.1
2015-10-16,630.0
2015-10-19,615.0
2015-10-20,625.0
2015-10-21,625.1
2015-10-26,640.0
2015-10-27,646.05
2015-10-28,632.9
2015-10-29,631.1
2015-10-30,630.1
2015-11-02,629.55
2015-11-03,625.05
2015-11-04,630.0
2015-11-05,625.0
2015-11-06,636.5
2015-11-09,628.5
2015-11-10,620.55
2015-11-11,629.5
2015-11-13,610.0
2015-11-16,615.3
2015-11-17,614.0
2015-11-18,610.0
2015-11-19,624.4
2015-11-20,623.3
2015-11-23,744.4
2015-11-24,733.15
2015-11-26,741.0
2015-11-27,728.3
2015-11-30,710.7
2015-12-01,715.5
2015-12-02,715.45
2015-12-03,721.25
2015-12-04,737.85
2015-12-07,732.75
2015-12-08,710.95
2015-12-09,705.3
2015-12-10,706.15
2015-12-11,704.15
2015-12-14,705.7
2015-12-15,705.65
2015-12-16,704.8
2015-12-17,710.0
2015-12-18,705.8
2015-12-21,710.05
2015-12-22,703.8
2015-12-23,773.35
2015-12-24,747.95
2015-12-28,744.1
2015-12-29,722.85
2015-12-30,739.7
2015-12-31,726.0
