Date,NITCO
2015-01-01,23.0
2015-01-02,23.1
2015-01-05,23.9
2015-01-06,22.35
2015-01-07,22.9
2015-01-08,22.9
2015-01-09,22.95
2015-01-12,22.95
2015-01-13,22.85
2015-01-14,22.85
2015-01-15,22.6
2015-01-16,22.15
2015-01-19,22.95
2015-01-20,21.45
2015-01-21,21.85
2015-01-22,24.0
2015-01-23,23.6
2015-01-27,22.6
2015-01-28,22.6
2015-01-29,22.35
2015-01-30,22.05
2015-02-02,22.0
2015-02-03,21.85
2015-02-04,20.85
2015-02-05,20.4
2015-02-06,19.55
2015-02-09,18.6
2015-02-10,20.55
2015-02-11,19.85
2015-02-12,19.5
2015-02-13,18.65
2015-02-16,18.55
2015-02-18,19.05
2015-02-19,19.2
2015-02-20,19.1
2015-02-23,19.1
2015-02-24,19.05
2015-02-25,19.9
2015-02-26,18.75
2015-02-27,19.75
2015-02-28,21.65
2015-03-02,19.7
2015-03-03,19.6
2015-03-04,20.0
2015-03-05,19.3
2015-03-09,19.2
2015-03-10,18.4
2015-03-11,17.15
2015-03-12,19.05
2015-03-13,19.0
2015-03-16,17.55
2015-03-17,17.8
2015-03-18,17.25
2015-03-19,16.8
2015-03-20,16.0
2015-03-23,15.35
2015-03-24,14.8
2015-03-25,14.85
2015-03-26,14.75
2015-03-27,14.25
2015-03-30,15.35
2015-03-31,17.1
2015-04-01,17.05
2015-04-06,16.85
2015-04-07,17.3
2015-04-08,17.55
2015-04-09,17.7
2015-04-10,17.6
2015-04-13,18.1
2015-04-15,18.45
2015-04-16,18.2
2015-04-17,17.75
2015-04-20,17.05
2015-04-21,17.0
2015-04-22,16.85
2015-04-23,17.25
2015-04-24,16.6
2015-04-27,16.15
2015-04-28,16.0
2015-04-29,16.0
2015-04-30,15.85
2015-05-04,16.3
2015-05-05,16.3
2015-05-06,15.6
2015-05-07,14.95
2015-05-08,15.85
2015-05-11,15.8
2015-05-12,15.35
2015-05-13,15.45
2015-05-14,15.25
2015-05-15,15.25
2015-05-18,16.1
2015-05-19,16.2
2015-05-20,16.3
2015-05-21,16.3
2015-05-22,15.95
2015-05-25,15.75
2015-05-26,15.35
2015-05-27,15.15
2015-05-28,15.25
2015-05-29,17.5
2015-06-01,19.2
2015-06-02,19.2
2015-06-03,17.75
2015-06-04,17.6
2015-06-05,17.95
2015-06-08,17.35
2015-06-09,17.6
2015-06-10,18.25
2015-06-11,17.5
2015-06-12,17.05
2015-06-15,16.45
2015-06-16,16.6
2015-06-17,17.45
2015-06-18,17.6
2015-06-19,17.4
2015-06-22,17.75
2015-06-23,17.95
2015-06-24,17.9
2015-06-25,18.7
2015-06-26,22.25
2015-06-29,23.3
2015-06-30,22.65
2015-07-01,27.15
2015-07-02,26.95
2015-07-03,25.15
2015-07-06,27.65
2015-07-07,26.85
2015-07-08,29.45
2015-07-09,32.35
2015-07-10,30.5
2015-07-13,31.5
2015-07-14,30.1
2015-07-15,31.0
2015-07-16,30.15
2015-07-17,27.75
2015-07-20,30.5
2015-07-21,29.1
2015-07-22,30.45
2015-07-23,29.65
2015-07-24,29.55
2015-07-27,28.85
2015-07-28,28.75
2015-07-29,28.55
2015-07-30,29.55
2015-07-31,30.1
2015-08-03,27.8
2015-08-04,26.55
2015-08-05,26.7
2015-08-06,26.7
2015-08-07,26.95
2015-08-10,26.2
2015-08-11,27.45
2015-08-12,27.05
2015-08-13,26.15
2015-08-14,27.0
2015-08-17,26.7
2015-08-18,27.3
2015-08-19,30.0
2015-08-20,35.15
2015-08-21,38.5
2015-08-24,34.65
2015-08-25,31.2
2015-08-26,29.35
2015-08-27,30.8
2015-08-28,32.3
2015-08-31,33.85
2015-09-01,32.35
2015-09-02,31.05
2015-09-03,32.6
2015-09-04,31.0
2015-09-07,29.45
2015-09-08,28.0
2015-09-09,28.7
2015-09-10,27.65
2015-09-11,27.7
2015-09-14,28.25
2015-09-15,27.7
2015-09-16,27.05
2015-09-18,28.05
2015-09-21,28.75
2015-09-22,27.95
2015-09-23,27.95
2015-09-24,27.65
2015-09-28,27.9
2015-09-29,29.25
2015-09-30,30.7
2015-10-01,30.25
2015-10-05,30.05
2015-10-06,30.1
2015-10-07,30.15
2015-10-08,29.5
2015-10-09,29.75
2015-10-12,29.7
2015-10-13,29.7
2015-10-14,32.65
2015-10-15,35.9
2015-10-16,35.65
2015-10-19,33.85
2015-10-20,35.15
2015-10-21,35.85
2015-10-23,36.2
2015-10-26,34.85
2015-10-27,35.1
2015-10-28,34.25
2015-10-29,34.2
2015-10-30,33.1
2015-11-02,31.65
2015-11-03,31.65
2015-11-04,31.8
2015-11-05,31.55
2015-11-06,31.35
2015-11-09,30.9
2015-11-10,32.4
2015-11-11,33.25
2015-11-13,31.6
2015-11-16,33.15
2015-11-17,32.45
2015-11-18,32.75
2015-11-19,36.15
2015-11-20,35.45
2015-11-23,35.95
2015-11-24,37.75
2015-11-26,42.25
2015-11-27,42.15
2015-11-30,40.55
2015-12-01,40.35
2015-12-02,40.9
2015-12-03,39.9
2015-12-04,38.2
2015-12-07,38.75
2015-12-08,37.1
2015-12-09,34.35
2015-12-10,35.05
2015-12-11,36.1
2015-12-14,36.0
2015-12-15,36.6
2015-12-16,36.75
2015-12-17,39.3
2015-12-18,39.35
2015-12-21,39.55
2015-12-22,38.6
2015-12-23,38.3
2015-12-24,40.15
2015-12-28,39.95
2015-12-29,38.4
2015-12-30,46.0
2015-12-31,49.3
