Date,SELAN
2015-01-01,357.1
2015-01-02,360.6
2015-01-05,349.85
2015-01-06,334.5
2015-01-07,319.65
2015-01-08,331.85
2015-01-09,334.75
2015-01-12,328.65
2015-01-13,320.7
2015-01-14,307.5
2015-01-15,314.15
2015-01-16,304.95
2015-01-19,303.4
2015-01-20,308.25
2015-01-21,305.05
2015-01-22,306.7
2015-01-23,301.35
2015-01-27,293.95
2015-01-28,289.05
2015-01-29,290.9
2015-01-30,278.2
2015-02-02,284.25
2015-02-03,306.4
2015-02-04,311.1
2015-02-05,292.9
2015-02-06,289.2
2015-02-09,288.7
2015-02-10,280.7
2015-02-11,291.15
2015-02-12,283.7
2015-02-13,301.75
2015-02-16,305.3
2015-02-18,302.95
2015-02-19,293.05
2015-02-20,290.15
2015-02-23,284.7
2015-02-24,281.2
2015-02-25,284.05
2015-02-26,281.1
2015-02-27,279.85
2015-02-28,274.85
2015-03-02,266.35
2015-03-03,275.75
2015-03-04,280.75
2015-03-05,280.65
2015-03-09,271.45
2015-03-10,270.55
2015-03-11,266.2
2015-03-12,266.05
2015-03-13,258.75
2015-03-16,241.9
2015-03-17,229.85
2015-03-18,233.55
2015-03-19,240.1
2015-03-20,228.4
2015-03-23,229.6
2015-03-24,227.15
2015-03-25,224.5
2015-03-26,231.55
2015-03-27,228.35
2015-03-30,235.4
2015-03-31,227.25
2015-04-01,237.3
2015-04-06,252.95
2015-04-07,263.3
2015-04-08,249.45
2015-04-09,244.6
2015-04-10,244.95
2015-04-13,251.1
2015-04-15,258.9
2015-04-16,252.45
2015-04-17,286.05
2015-04-20,272.45
2015-04-21,268.1
2015-04-22,262.6
2015-04-23,267.4
2015-04-24,259.6
2015-04-27,245.55
2015-04-28,238.65
2015-04-29,245.15
2015-04-30,255.9
2015-05-04,263.2
2015-05-05,257.9
2015-05-06,255.55
2015-05-07,246.7
2015-05-08,254.0
2015-05-11,254.4
2015-05-12,246.45
2015-05-13,249.25
2015-05-14,244.85
2015-05-15,248.1
2015-05-18,249.6
2015-05-19,254.9
2015-05-20,254.85
2015-05-21,254.15
2015-05-22,260.35
2015-05-25,249.65
2015-05-26,250.8
2015-05-27,245.45
2015-05-28,243.2
2015-05-29,250.3
2015-06-01,261.45
2015-06-02,254.25
2015-06-03,241.4
2015-06-04,244.2
2015-06-05,254.2
2015-06-08,245.8
2015-06-09,245.2
2015-06-10,252.9
2015-06-11,248.4
2015-06-12,245.25
2015-06-15,250.9
2015-06-16,248.6
2015-06-17,264.45
2015-06-18,269.9
2015-06-19,265.65
2015-06-22,271.25
2015-06-23,283.55
2015-06-24,318.55
2015-06-25,311.7
2015-06-26,301.15
2015-06-29,290.8
2015-06-30,299.85
2015-07-01,295.3
2015-07-02,297.0
2015-07-03,294.8
2015-07-06,291.1
2015-07-07,288.8
2015-07-08,282.3
2015-07-09,283.3
2015-07-10,282.75
2015-07-13,279.1
2015-07-14,291.25
2015-07-15,283.65
2015-07-16,283.3
2015-07-17,285.6
2015-07-20,278.1
2015-07-21,271.7
2015-07-22,273.9
2015-07-23,273.65
2015-07-24,269.95
2015-07-27,263.7
2015-07-28,262.7
2015-07-29,272.65
2015-07-30,272.85
2015-07-31,275.35
2015-08-03,273.95
2015-08-04,264.85
2015-08-05,267.1
2015-08-06,265.5
2015-08-07,266.4
2015-08-10,263.65
2015-08-11,263.0
2015-08-12,250.75
2015-08-13,242.1
2015-08-14,242.95
2015-08-17,247.55
2015-08-18,253.2
2015-08-19,257.2
2015-08-20,245.0
2015-08-21,237.5
2015-08-24,218.2
2015-08-25,221.05
2015-08-26,208.7
2015-08-27,212.9
2015-08-28,220.3
2015-08-31,223.55
2015-09-01,215.7
2015-09-02,229.15
2015-09-03,227.25
2015-09-04,218.7
2015-09-07,210.65
2015-09-08,210.0
2015-09-09,221.6
2015-09-10,214.15
2015-09-11,218.35
2015-09-14,218.4
2015-09-15,216.1
2015-09-16,220.65
2015-09-18,217.55
2015-09-21,220.5
2015-09-22,215.3
2015-09-23,214.85
2015-09-24,215.05
2015-09-28,212.3
2015-09-29,211.25
2015-09-30,212.05
2015-10-01,216.65
2015-10-05,217.5
2015-10-06,225.6
2015-10-07,240.0
2015-10-08,232.1
2015-10-09,234.55
2015-10-12,234.0
2015-10-13,229.95
2015-10-14,249.85
2015-10-15,245.5
2015-10-16,248.2
2015-10-19,246.75
2015-10-20,238.15
2015-10-21,236.5
2015-10-23,240.35
2015-10-26,238.1
2015-10-27,233.95
2015-10-28,241.8
2015-10-29,241.8
2015-10-30,241.05
2015-11-02,230.2
2015-11-03,232.8
2015-11-04,235.05
2015-11-05,241.5
2015-11-06,250.25
2015-11-09,242.2
2015-11-10,249.2
2015-11-11,249.2
2015-11-13,239.2
2015-11-16,241.4
2015-11-17,248.35
2015-11-18,245.65
2015-11-19,248.75
2015-11-20,242.7
2015-11-23,240.25
2015-11-24,242.9
2015-11-26,241.9
2015-11-27,237.6
2015-11-30,238.75
2015-12-01,238.45
2015-12-02,245.3
2015-12-03,242.1
2015-12-04,240.4
2015-12-07,236.5
2015-12-08,228.1
2015-12-09,215.75
2015-12-10,217.55
2015-12-11,217.65
2015-12-14,213.3
2015-12-15,215.0
2015-12-16,220.2
2015-12-17,220.95
2015-12-18,218.25
2015-12-21,219.15
2015-12-22,221.0
2015-12-23,223.55
2015-12-24,224.0
2015-12-28,225.9
2015-12-29,217.95
2015-12-30,209.65
2015-12-31,202.85
