Date,STERTOOLS
2015-01-01,329.75
2015-01-02,337.1
2015-01-05,340.7
2015-01-06,323.1
2015-01-07,329.4
2015-01-08,337.1
2015-01-09,334.6
2015-01-12,366.95
2015-01-13,352.8
2015-01-14,330.1
2015-01-15,331.5
2015-01-16,338.95
2015-01-19,336.25
2015-01-20,333.65
2015-01-21,338.15
2015-01-22,331.15
2015-01-23,323.7
2015-01-27,319.85
2015-01-28,308.3
2015-01-29,315.75
2015-01-30,330.3
2015-02-02,321.6
2015-02-03,316.4
2015-02-04,317.05
2015-02-05,316.2
2015-02-06,308.85
2015-02-09,324.35
2015-02-10,327.45
2015-02-11,320.35
2015-02-12,320.25
2015-02-13,319.0
2015-02-16,311.75
2015-02-18,310.2
2015-02-19,308.05
2015-02-20,308.35
2015-02-23,310.05
2015-02-24,302.9
2015-02-25,299.3
2015-02-26,294.7
2015-02-27,295.7
2015-02-28,297.05
2015-03-02,297.75
2015-03-03,298.0
2015-03-04,293.75
2015-03-05,292.65
2015-03-09,290.85
2015-03-10,281.8
2015-03-11,285.2
2015-03-12,294.0
2015-03-13,288.75
2015-03-16,279.4
2015-03-17,280.4
2015-03-18,271.95
2015-03-19,279.35
2015-03-20,267.05
2015-03-23,267.45
2015-03-24,258.65
2015-03-25,254.75
2015-03-26,242.35
2015-03-27,243.1
2015-03-30,258.0
2015-03-31,276.8
2015-04-01,275.6
2015-04-06,281.0
2015-04-07,277.3
2015-04-08,272.4
2015-04-09,276.65
2015-04-10,282.3
2015-04-13,294.35
2015-04-15,297.55
2015-04-16,297.5
2015-04-17,288.0
2015-04-20,277.95
2015-04-21,277.5
2015-04-22,280.15
2015-04-23,275.9
2015-04-24,267.45
2015-04-27,264.65
2015-04-28,261.85
2015-04-29,267.55
2015-04-30,271.55
2015-05-04,272.0
2015-05-05,272.75
2015-05-06,264.8
2015-05-07,259.0
2015-05-08,264.9
2015-05-11,271.15
2015-05-12,259.95
2015-05-13,264.85
2015-05-14,262.7
2015-05-15,274.9
2015-05-18,275.1
2015-05-19,273.2
2015-05-20,284.45
2015-05-21,282.4
2015-05-22,280.6
2015-05-25,294.4
2015-05-26,305.85
2015-05-27,305.85
2015-05-28,304.8
2015-05-29,301.9
2015-06-01,298.95
2015-06-02,291.4
2015-06-03,265.45
2015-06-04,280.9
2015-06-05,284.3
2015-06-08,285.25
2015-06-09,290.05
2015-06-10,292.05
2015-06-11,285.9
2015-06-12,284.5
2015-06-15,280.75
2015-06-16,283.95
2015-06-17,280.85
2015-06-18,292.95
2015-06-19,288.1
2015-06-22,292.15
2015-06-23,296.2
2015-06-24,292.35
2015-06-25,290.0
2015-06-26,295.9
2015-06-29,308.1
2015-06-30,324.5
2015-07-01,329.4
2015-07-02,325.85
2015-07-03,321.8
2015-07-06,340.75
2015-07-07,337.35
2015-07-08,328.55
2015-07-09,330.7
2015-07-10,333.7
2015-07-13,348.05
2015-07-14,350.85
2015-07-15,357.0
2015-07-16,355.3
2015-07-17,374.5
2015-07-20,368.25
2015-07-21,367.35
2015-07-22,363.75
2015-07-23,366.75
2015-07-24,364.1
2015-07-27,363.9
2015-07-28,361.85
2015-07-29,373.75
2015-07-30,368.25
2015-07-31,368.65
2015-08-03,374.6
2015-08-04,375.55
2015-08-05,399.75
2015-08-06,401.55
2015-08-07,396.1
2015-08-10,385.8
2015-08-11,382.95
2015-08-12,364.55
2015-08-13,372.1
2015-08-14,373.65
2015-08-17,384.85
2015-08-18,376.55
2015-08-19,376.85
2015-08-20,375.25
2015-08-21,362.6
2015-08-24,336.15
2015-08-25,334.6
2015-08-26,333.2
2015-08-27,339.75
2015-08-28,343.05
2015-08-31,336.4
2015-09-01,323.15
2015-09-02,330.8
2015-09-03,344.25
2015-09-04,333.65
2015-09-07,331.7
2015-09-08,335.8
2015-09-09,333.95
2015-09-10,337.0
2015-09-11,333.25
2015-09-14,329.05
2015-09-15,316.35
2015-09-16,330.0
2015-09-18,327.35
2015-09-21,337.75
2015-09-22,332.0
2015-09-23,325.3
2015-09-24,322.3
2015-09-28,324.5
2015-09-29,325.1
2015-09-30,330.0
2015-10-01,332.5
2015-10-05,345.65
2015-10-06,341.3
2015-10-07,341.4
2015-10-08,333.35
2015-10-09,344.8
2015-10-12,340.95
2015-10-13,344.9
2015-10-14,342.65
2015-10-15,347.5
2015-10-16,346.0
2015-10-19,346.45
2015-10-20,338.2
2015-10-21,346.8
2015-10-23,355.25
2015-10-26,354.2
2015-10-27,361.8
2015-10-28,367.35
2015-10-29,359.0
2015-10-30,350.25
2015-11-02,372.0
2015-11-03,374.7
2015-11-04,374.3
2015-11-05,449.15
2015-11-06,433.95
2015-11-09,434.9
2015-11-10,435.25
2015-11-11,436.75
2015-11-13,435.85
2015-11-16,433.1
2015-11-17,424.65
2015-11-18,423.65
2015-11-19,453.15
2015-11-20,461.7
2015-11-23,477.0
2015-11-24,494.2
2015-11-26,495.5
2015-11-27,519.45
2015-11-30,510.1
2015-12-01,524.3
2015-12-02,517.35
2015-12-03,516.95
2015-12-04,509.95
2015-12-07,513.75
2015-12-08,496.45
2015-12-09,466.8
2015-12-10,497.95
2015-12-11,482.0
2015-12-14,465.6
2015-12-15,480.75
2015-12-16,480.0
2015-12-17,483.45
2015-12-18,468.9
2015-12-21,482.75
2015-12-22,479.6
2015-12-23,491.15
2015-12-24,497.95
2015-12-28,524.25
2015-12-29,532.6
2015-12-30,528.55
2015-12-31,534.5
