Date,MMTC
2015-01-01,60.15
2015-01-02,60.55
2015-01-05,60.45
2015-01-06,57.3
2015-01-07,56.45
2015-01-08,57.8
2015-01-09,57.5
2015-01-12,57.25
2015-01-13,59.4
2015-01-14,58.7
2015-01-15,58.7
2015-01-16,58.6
2015-01-19,58.95
2015-01-20,60.75
2015-01-21,59.2
2015-01-22,58.85
2015-01-23,57.85
2015-01-27,57.6
2015-01-28,57.45
2015-01-29,56.95
2015-01-30,57.65
2015-02-02,57.75
2015-02-03,57.35
2015-02-04,58.3
2015-02-05,57.1
2015-02-06,56.5
2015-02-09,54.9
2015-02-10,54.2
2015-02-11,55.2
2015-02-12,54.95
2015-02-13,55.15
2015-02-16,55.45
2015-02-18,56.2
2015-02-19,60.1
2015-02-20,59.2
2015-02-23,58.6
2015-02-24,57.15
2015-02-25,56.7
2015-02-26,56.1
2015-02-27,57.95
2015-02-28,57.25
2015-03-02,56.45
2015-03-03,58.4
2015-03-04,57.4
2015-03-05,57.4
2015-03-09,55.65
2015-03-10,55.4
2015-03-11,54.55
2015-03-12,55.0
2015-03-13,53.65
2015-03-16,52.45
2015-03-17,52.4
2015-03-18,54.3
2015-03-19,52.85
2015-03-20,51.15
2015-03-23,50.65
2015-03-24,49.8
2015-03-25,48.2
2015-03-26,47.2
2015-03-27,46.55
2015-03-30,48.3
2015-03-31,48.5
2015-04-01,49.4
2015-04-06,50.05
2015-04-07,53.3
2015-04-08,53.25
2015-04-09,53.85
2015-04-10,54.85
2015-04-13,55.2
2015-04-15,54.0
2015-04-16,52.85
2015-04-17,52.25
2015-04-20,50.95
2015-04-21,50.3
2015-04-22,50.65
2015-04-23,49.9
2015-04-24,48.6
2015-04-27,47.2
2015-04-28,47.6
2015-04-29,48.05
2015-04-30,47.9
2015-05-04,49.1
2015-05-05,49.55
2015-05-06,47.35
2015-05-07,46.75
2015-05-08,47.4
2015-05-11,48.0
2015-05-12,47.65
2015-05-13,48.65
2015-05-14,48.35
2015-05-15,49.35
2015-05-18,49.5
2015-05-19,49.5
2015-05-20,51.3
2015-05-21,52.75
2015-05-22,51.35
2015-05-25,50.2
2015-05-26,49.35
2015-05-27,48.8
2015-05-28,48.5
2015-05-29,48.4
2015-06-01,47.75
2015-06-02,46.65
2015-06-03,45.0
2015-06-04,44.6
2015-06-05,44.3
2015-06-08,43.75
2015-06-09,43.3
2015-06-10,43.65
2015-06-11,43.0
2015-06-12,41.95
2015-06-15,42.2
2015-06-16,42.15
2015-06-17,43.3
2015-06-18,43.75
2015-06-19,44.05
2015-06-22,44.7
2015-06-23,45.0
2015-06-24,45.95
2015-06-25,54.3
2015-06-26,52.75
2015-06-29,51.45
2015-06-30,51.35
2015-07-01,52.3
2015-07-02,52.25
2015-07-03,50.65
2015-07-06,50.05
2015-07-07,50.5
2015-07-08,48.65
2015-07-09,48.1
2015-07-10,49.75
2015-07-13,50.65
2015-07-14,50.0
2015-07-15,48.7
2015-07-16,48.35
2015-07-17,48.1
2015-07-20,47.15
2015-07-21,46.9
2015-07-22,46.9
2015-07-23,46.9
2015-07-24,46.1
2015-07-27,45.15
2015-07-28,44.9
2015-07-29,44.5
2015-07-30,45.15
2015-07-31,47.3
2015-08-03,48.5
2015-08-04,50.25
2015-08-05,51.1
2015-08-06,50.75
2015-08-07,50.1
2015-08-10,49.4
2015-08-11,48.75
2015-08-12,47.2
2015-08-13,46.05
2015-08-14,44.5
2015-08-17,44.7
2015-08-18,46.65
2015-08-19,45.75
2015-08-20,44.25
2015-08-21,44.3
2015-08-24,40.7
2015-08-25,39.95
2015-08-26,40.2
2015-08-27,41.45
2015-08-28,41.7
2015-08-31,41.85
2015-09-01,40.25
2015-09-02,41.85
2015-09-03,41.5
2015-09-04,40.5
2015-09-07,39.8
2015-09-08,40.3
2015-09-09,41.5
2015-09-10,40.4
2015-09-11,40.65
2015-09-14,41.4
2015-09-15,41.2
2015-09-16,41.3
2015-09-18,41.8
2015-09-21,42.1
2015-09-22,43.05
2015-09-23,42.55
2015-09-24,42.2
2015-09-28,41.9
2015-09-29,41.25
2015-09-30,41.65
2015-10-01,41.3
2015-10-05,42.0
2015-10-06,43.25
2015-10-07,44.55
2015-10-08,44.6
2015-10-09,44.8
2015-10-12,46.85
2015-10-13,46.95
2015-10-14,46.0
2015-10-15,45.75
2015-10-16,45.85
2015-10-19,45.55
2015-10-20,45.65
2015-10-21,45.6
2015-10-23,45.65
2015-10-26,44.9
2015-10-27,44.4
2015-10-28,44.7
2015-10-29,44.4
2015-10-30,44.15
2015-11-02,43.6
2015-11-03,43.55
2015-11-04,43.45
2015-11-05,44.1
2015-11-06,42.95
2015-11-09,42.7
2015-11-10,42.65
2015-11-11,43.1
2015-11-13,42.25
2015-11-16,45.5
2015-11-17,46.4
2015-11-18,44.55
2015-11-19,45.8
2015-11-20,44.95
2015-11-23,44.45
2015-11-24,44.6
2015-11-26,44.9
2015-11-27,45.35
2015-11-30,45.25
2015-12-01,45.6
2015-12-02,46.15
2015-12-03,45.7
2015-12-04,45.05
2015-12-07,45.1
2015-12-08,44.05
2015-12-09,42.7
2015-12-10,43.15
2015-12-11,42.45
2015-12-14,42.4
2015-12-15,42.45
2015-12-16,42.6
2015-12-17,43.4
2015-12-18,43.2
2015-12-21,43.6
2015-12-22,43.85
2015-12-23,44.0
2015-12-24,45.55
2015-12-28,47.15
2015-12-29,49.7
2015-12-30,48.35
2015-12-31,47.85
