Date,ARVIND
2015-01-01,281.5
2015-01-02,281.8
2015-01-05,281.2
2015-01-06,262.45
2015-01-07,264.1
2015-01-08,269.65
2015-01-09,266.75
2015-01-12,268.85
2015-01-13,264.05
2015-01-14,270.7
2015-01-15,271.6
2015-01-16,273.1
2015-01-19,278.65
2015-01-20,279.05
2015-01-21,275.2
2015-01-22,272.95
2015-01-23,270.3
2015-01-27,270.55
2015-01-28,271.9
2015-01-29,295.0
2015-01-30,290.75
2015-02-02,283.6
2015-02-03,300.15
2015-02-04,292.0
2015-02-05,287.55
2015-02-06,283.1
2015-02-09,280.95
2015-02-10,287.0
2015-02-11,297.05
2015-02-12,311.4
2015-02-13,313.25
2015-02-16,307.2
2015-02-18,314.7
2015-02-19,308.85
2015-02-20,310.05
2015-02-23,300.85
2015-02-24,301.75
2015-02-25,297.2
2015-02-26,300.95
2015-02-27,306.75
2015-02-28,306.55
2015-03-02,314.75
2015-03-03,320.45
2015-03-04,308.55
2015-03-05,310.9
2015-03-09,303.05
2015-03-10,300.3
2015-03-11,294.5
2015-03-12,297.2
2015-03-13,286.5
2015-03-16,290.4
2015-03-17,296.0
2015-03-18,293.5
2015-03-19,286.05
2015-03-20,274.0
2015-03-23,266.7
2015-03-24,256.2
2015-03-25,261.95
2015-03-26,260.6
2015-03-27,263.4
2015-03-30,268.45
2015-03-31,261.7
2015-04-01,267.2
2015-04-06,269.8
2015-04-07,279.0
2015-04-08,280.2
2015-04-09,280.3
2015-04-10,283.25
2015-04-13,281.35
2015-04-15,283.6
2015-04-16,280.75
2015-04-17,274.95
2015-04-20,262.65
2015-04-21,261.85
2015-04-22,265.9
2015-04-23,263.8
2015-04-24,257.15
2015-04-27,247.7
2015-04-28,252.8
2015-04-29,257.25
2015-04-30,254.1
2015-05-04,272.3
2015-05-05,271.15
2015-05-06,253.95
2015-05-07,238.65
2015-05-08,249.1
2015-05-11,256.65
2015-05-12,250.2
2015-05-13,255.85
2015-05-14,257.45
2015-05-15,253.05
2015-05-18,249.35
2015-05-19,246.05
2015-05-20,242.35
2015-05-21,239.6
2015-05-22,241.95
2015-05-25,240.3
2015-05-26,232.9
2015-05-27,224.05
2015-05-28,238.2
2015-05-29,238.1
2015-06-01,246.2
2015-06-02,236.1
2015-06-03,231.0
2015-06-04,236.5
2015-06-05,241.75
2015-06-08,232.05
2015-06-09,233.0
2015-06-10,239.8
2015-06-11,230.65
2015-06-12,235.4
2015-06-15,228.15
2015-06-16,222.75
2015-06-17,235.5
2015-06-18,236.0
2015-06-19,243.1
2015-06-22,252.75
2015-06-23,262.65
2015-06-24,260.0
2015-06-25,267.3
2015-06-26,265.95
2015-06-29,260.4
2015-06-30,268.85
2015-07-01,267.65
2015-07-02,271.6
2015-07-03,272.45
2015-07-06,287.65
2015-07-07,293.25
2015-07-08,282.45
2015-07-09,284.25
2015-07-10,284.05
2015-07-13,279.35
2015-07-14,286.65
2015-07-15,291.05
2015-07-16,294.2
2015-07-17,299.6
2015-07-20,303.25
2015-07-21,290.6
2015-07-22,309.15
2015-07-23,309.3
2015-07-24,303.1
2015-07-27,292.6
2015-07-28,290.9
2015-07-29,304.5
2015-07-30,320.55
2015-07-31,318.45
2015-08-03,320.25
2015-08-04,315.85
2015-08-05,309.9
2015-08-06,309.9
2015-08-07,304.85
2015-08-10,300.7
2015-08-11,292.6
2015-08-12,279.9
2015-08-13,280.6
2015-08-14,293.75
2015-08-17,286.5
2015-08-18,291.75
2015-08-19,289.3
2015-08-20,273.95
2015-08-21,280.2
2015-08-24,249.4
2015-08-25,264.2
2015-08-26,257.3
2015-08-27,264.9
2015-08-28,271.35
2015-08-31,271.4
2015-09-01,257.2
2015-09-02,258.45
2015-09-03,263.8
2015-09-04,255.55
2015-09-07,254.5
2015-09-08,266.1
2015-09-09,266.4
2015-09-10,259.8
2015-09-11,262.05
2015-09-14,275.0
2015-09-15,280.0
2015-09-16,273.55
2015-09-18,284.15
2015-09-21,291.15
2015-09-22,279.15
2015-09-23,290.65
2015-09-24,284.0
2015-09-28,283.75
2015-09-29,278.8
2015-09-30,279.35
2015-10-01,272.55
2015-10-05,281.0
2015-10-06,283.4
2015-10-07,286.75
2015-10-08,286.45
2015-10-09,287.25
2015-10-12,289.15
2015-10-13,287.0
2015-10-14,284.95
2015-10-15,290.75
2015-10-16,293.15
2015-10-19,289.85
2015-10-20,290.1
2015-10-21,287.65
2015-10-23,287.6
2015-10-26,278.65
2015-10-27,282.8
2015-10-28,282.9
2015-10-29,282.65
2015-10-30,277.5
2015-11-02,278.9
2015-11-03,275.6
2015-11-04,268.25
2015-11-05,281.6
2015-11-06,283.65
2015-11-09,286.1
2015-11-10,285.45
2015-11-11,286.7
2015-11-13,288.1
2015-11-16,284.95
2015-11-17,284.95
2015-11-18,284.85
2015-11-19,309.45
2015-11-20,303.65
2015-11-23,297.6
2015-11-24,298.25
2015-11-26,304.45
2015-11-27,305.65
2015-11-30,317.35
2015-12-01,313.55
2015-12-02,315.4
2015-12-03,310.2
2015-12-04,309.55
2015-12-07,316.1
2015-12-08,311.9
2015-12-09,300.35
2015-12-10,301.1
2015-12-11,299.05
2015-12-14,295.5
2015-12-15,301.15
2015-12-16,307.15
2015-12-17,322.35
2015-12-18,322.0
2015-12-21,318.95
2015-12-22,332.2
2015-12-23,334.25
2015-12-24,339.15
2015-12-28,347.75
2015-12-29,348.95
2015-12-30,352.25
2015-12-31,358.2
