Date,HCC
2015-01-01,30.2
2015-01-02,31.3
2015-01-05,31.15
2015-01-06,29.05
2015-01-07,28.7
2015-01-08,29.3
2015-01-09,28.7
2015-01-12,29.2
2015-01-13,28.95
2015-01-14,28.65
2015-01-15,30.4
2015-01-16,29.9
2015-01-19,30.1
2015-01-20,30.0
2015-01-21,29.85
2015-01-22,29.15
2015-01-23,29.3
2015-01-27,29.2
2015-01-28,29.15
2015-01-29,29.1
2015-01-30,34.8
2015-02-02,35.95
2015-02-03,34.8
2015-02-04,35.0
2015-02-05,33.9
2015-02-06,32.3
2015-02-09,31.5
2015-02-10,31.0
2015-02-11,34.7
2015-02-12,36.6
2015-02-13,35.3
2015-02-16,35.6
2015-02-18,37.1
2015-02-19,37.15
2015-02-20,36.2
2015-02-23,35.3
2015-02-24,34.75
2015-02-25,34.6
2015-02-26,33.75
2015-02-27,36.85
2015-02-28,35.6
2015-03-02,38.95
2015-03-03,39.3
2015-03-04,36.8
2015-03-05,37.1
2015-03-09,35.25
2015-03-10,34.0
2015-03-11,33.8
2015-03-12,34.8
2015-03-13,33.5
2015-03-16,32.9
2015-03-17,33.5
2015-03-18,33.55
2015-03-19,33.45
2015-03-20,30.95
2015-03-23,30.5
2015-03-24,29.7
2015-03-25,30.35
2015-03-26,30.3
2015-03-27,29.3
2015-03-30,31.05
2015-03-31,32.7
2015-04-01,33.05
2015-04-06,33.35
2015-04-07,35.85
2015-04-08,35.7
2015-04-09,35.9
2015-04-10,35.3
2015-04-13,34.15
2015-04-15,33.65
2015-04-16,34.3
2015-04-17,34.2
2015-04-20,33.6
2015-04-21,34.7
2015-04-22,35.8
2015-04-23,35.2
2015-04-24,32.85
2015-04-27,31.15
2015-04-28,32.2
2015-04-29,32.5
2015-04-30,31.6
2015-05-04,31.25
2015-05-05,31.3
2015-05-06,28.65
2015-05-07,27.2
2015-05-08,28.6
2015-05-11,28.85
2015-05-12,26.9
2015-05-13,26.8
2015-05-14,26.95
2015-05-15,27.2
2015-05-18,27.7
2015-05-19,27.9
2015-05-20,28.25
2015-05-21,27.75
2015-05-22,28.25
2015-05-25,27.75
2015-05-26,27.65
2015-05-27,27.5
2015-05-28,27.45
2015-05-29,28.95
2015-06-01,29.05
2015-06-02,27.4
2015-06-03,23.95
2015-06-04,23.25
2015-06-05,23.3
2015-06-08,22.4
2015-06-09,22.5
2015-06-10,22.4
2015-06-11,20.45
2015-06-12,21.25
2015-06-15,21.25
2015-06-16,21.75
2015-06-17,22.7
2015-06-18,23.95
2015-06-19,23.8
2015-06-22,24.85
2015-06-23,24.8
2015-06-24,24.25
2015-06-25,25.7
2015-06-26,25.95
2015-06-29,24.6
2015-06-30,24.85
2015-07-01,25.3
2015-07-02,25.05
2015-07-03,24.75
2015-07-06,25.3
2015-07-07,25.25
2015-07-08,23.9
2015-07-09,23.75
2015-07-10,23.85
2015-07-13,23.45
2015-07-14,23.65
2015-07-15,24.2
2015-07-16,24.3
2015-07-17,24.15
2015-07-20,24.25
2015-07-21,23.65
2015-07-22,23.75
2015-07-23,23.8
2015-07-24,23.65
2015-07-27,22.7
2015-07-28,22.05
2015-07-29,22.1
2015-07-30,22.05
2015-07-31,22.25
2015-08-03,22.75
2015-08-04,22.35
2015-08-05,24.3
2015-08-06,23.95
2015-08-07,23.25
2015-08-10,23.0
2015-08-11,22.15
2015-08-12,21.45
2015-08-13,20.75
2015-08-14,20.25
2015-08-17,20.7
2015-08-18,21.35
2015-08-19,22.35
2015-08-20,21.05
2015-08-21,20.45
2015-08-24,17.45
2015-08-25,18.35
2015-08-26,18.0
2015-08-27,18.5
2015-08-28,18.7
2015-08-31,18.4
2015-09-01,17.8
2015-09-02,17.9
2015-09-03,18.2
2015-09-04,18.0
2015-09-07,17.95
2015-09-08,17.6
2015-09-09,17.7
2015-09-10,17.35
2015-09-11,17.4
2015-09-14,17.55
2015-09-15,17.6
2015-09-16,17.35
2015-09-18,17.6
2015-09-21,17.85
2015-09-22,17.65
2015-09-23,17.9
2015-09-24,18.2
2015-09-28,18.5
2015-09-29,18.7
2015-09-30,18.65
2015-10-01,19.4
2015-10-05,23.15
2015-10-06,23.1
2015-10-07,22.85
2015-10-08,22.75
2015-10-09,22.4
2015-10-12,23.0
2015-10-13,23.05
2015-10-14,23.2
2015-10-15,22.85
2015-10-16,23.1
2015-10-19,23.3
2015-10-20,24.8
2015-10-21,27.7
2015-10-23,26.85
2015-10-26,26.75
2015-10-27,27.05
2015-10-28,27.1
2015-10-29,26.5
2015-10-30,26.45
2015-11-02,26.05
2015-11-03,25.55
2015-11-04,25.2
2015-11-05,24.0
2015-11-06,23.35
2015-11-09,23.85
2015-11-10,23.0
2015-11-11,24.3
2015-11-13,24.8
2015-11-16,24.9
2015-11-17,25.2
2015-11-18,24.55
2015-11-19,24.8
2015-11-20,25.15
2015-11-23,24.9
2015-11-24,25.0
2015-11-26,26.9
2015-11-27,26.65
2015-11-30,27.2
2015-12-01,26.7
2015-12-02,26.6
2015-12-03,26.25
2015-12-04,25.4
2015-12-07,25.35
2015-12-08,24.0
2015-12-09,22.9
2015-12-10,24.8
2015-12-11,23.75
2015-12-14,24.1
2015-12-15,24.1
2015-12-16,24.05
2015-12-17,24.5
2015-12-18,24.65
2015-12-21,25.15
2015-12-22,25.2
2015-12-23,25.3
2015-12-24,26.2
2015-12-28,25.6
2015-12-29,25.15
2015-12-30,25.3
2015-12-31,25.2
