Date,MUNJALAU
2015-01-01,114.55
2015-01-02,113.7
2015-01-05,112.15
2015-01-06,108.5
2015-01-07,109.75
2015-01-08,109.05
2015-01-09,107.75
2015-01-12,108.4
2015-01-13,107.9
2015-01-14,106.8
2015-01-15,107.45
2015-01-16,107.75
2015-01-19,109.5
2015-01-20,109.25
2015-01-21,108.3
2015-01-22,113.3
2015-01-23,110.85
2015-01-27,111.0
2015-01-28,110.25
2015-01-29,108.55
2015-01-30,108.25
2015-02-02,109.5
2015-02-03,93.45
2015-02-04,94.8
2015-02-05,88.15
2015-02-06,86.6
2015-02-09,82.3
2015-02-10,84.9
2015-02-11,88.6
2015-02-12,87.65
2015-02-13,95.75
2015-02-16,94.85
2015-02-18,90.7
2015-02-19,89.85
2015-02-20,89.45
2015-02-23,86.7
2015-02-24,86.75
2015-02-25,86.6
2015-02-26,84.9
2015-02-27,85.2
2015-02-28,84.85
2015-03-02,85.6
2015-03-03,85.7
2015-03-04,85.55
2015-03-05,84.05
2015-03-09,81.8
2015-03-10,81.0
2015-03-11,80.65
2015-03-12,78.55
2015-03-13,76.95
2015-03-16,74.9
2015-03-17,74.45
2015-03-18,73.2
2015-03-19,73.6
2015-03-20,72.6
2015-03-23,71.9
2015-03-24,68.2
2015-03-25,71.4
2015-03-26,73.85
2015-03-27,71.5
2015-03-30,72.3
2015-03-31,71.2
2015-04-01,74.0
2015-04-06,75.1
2015-04-07,72.95
2015-04-08,74.3
2015-04-09,74.85
2015-04-10,81.1
2015-04-13,97.3
2015-04-15,90.8
2015-04-16,88.1
2015-04-17,88.4
2015-04-20,81.05
2015-04-21,81.3
2015-04-22,80.45
2015-04-23,80.4
2015-04-24,77.15
2015-04-27,74.75
2015-04-28,75.4
2015-04-29,78.45
2015-04-30,78.15
2015-05-04,78.25
2015-05-05,77.6
2015-05-06,75.65
2015-05-07,73.8
2015-05-08,76.9
2015-05-11,76.75
2015-05-12,74.45
2015-05-13,74.4
2015-05-14,75.1
2015-05-15,76.35
2015-05-18,76.5
2015-05-19,75.95
2015-05-20,78.4
2015-05-21,80.55
2015-05-22,80.95
2015-05-25,81.05
2015-05-26,79.05
2015-05-27,77.1
2015-05-28,77.7
2015-05-29,76.95
2015-06-01,73.1
2015-06-02,72.35
2015-06-03,70.0
2015-06-04,70.95
2015-06-05,71.5
2015-06-08,70.6
2015-06-09,70.5
2015-06-10,71.35
2015-06-11,70.2
2015-06-12,70.7
2015-06-15,71.05
2015-06-16,73.4
2015-06-17,72.6
2015-06-18,73.65
2015-06-19,72.6
2015-06-22,74.75
2015-06-23,75.05
2015-06-24,75.2
2015-06-25,75.3
2015-06-26,75.8
2015-06-29,74.15
2015-06-30,74.3
2015-07-01,75.25
2015-07-02,77.65
2015-07-03,78.45
2015-07-06,79.65
2015-07-07,80.75
2015-07-08,77.15
2015-07-09,79.05
2015-07-10,78.8
2015-07-13,78.75
2015-07-14,81.45
2015-07-15,84.3
2015-07-16,84.35
2015-07-17,83.1
2015-07-20,86.5
2015-07-21,86.85
2015-07-22,87.65
2015-07-23,89.45
2015-07-24,89.15
2015-07-27,86.95
2015-07-28,93.75
2015-07-29,99.8
2015-07-30,97.1
2015-07-31,97.4
2015-08-03,100.0
2015-08-04,103.2
2015-08-05,102.0
2015-08-06,99.2
2015-08-07,98.8
2015-08-10,85.1
2015-08-11,85.75
2015-08-12,83.8
2015-08-13,79.5
2015-08-14,80.6
2015-08-17,79.4
2015-08-18,80.9
2015-08-19,81.8
2015-08-20,80.6
2015-08-21,77.45
2015-08-24,71.05
2015-08-25,69.85
2015-08-26,69.7
2015-08-27,71.65
2015-08-28,72.95
2015-08-31,76.05
2015-09-01,73.7
2015-09-02,72.75
2015-09-03,73.7
2015-09-04,71.05
2015-09-07,68.85
2015-09-08,68.55
2015-09-09,69.7
2015-09-10,68.05
2015-09-11,70.35
2015-09-14,70.85
2015-09-15,71.4
2015-09-16,71.25
2015-09-18,71.6
2015-09-21,72.7
2015-09-22,71.7
2015-09-23,71.35
2015-09-24,71.5
2015-09-28,70.3
2015-09-29,71.25
2015-09-30,72.2
2015-10-01,71.75
2015-10-05,76.45
2015-10-06,79.4
2015-10-07,82.0
2015-10-08,80.2
2015-10-09,78.65
2015-10-12,78.05
2015-10-13,78.45
2015-10-14,78.85
2015-10-15,80.55
2015-10-16,80.1
2015-10-19,80.0
2015-10-20,78.55
2015-10-21,82.35
2015-10-23,85.15
2015-10-26,82.25
2015-10-27,80.3
2015-10-28,79.55
2015-10-29,78.9
2015-10-30,78.45
2015-11-02,71.05
2015-11-03,71.9
2015-11-04,76.2
2015-11-05,76.2
2015-11-06,73.95
2015-11-09,73.3
2015-11-10,73.6
2015-11-11,74.65
2015-11-13,73.25
2015-11-16,72.55
2015-11-17,72.95
2015-11-18,72.35
2015-11-19,73.45
2015-11-20,75.6
2015-11-23,75.9
2015-11-24,75.5
2015-11-26,77.45
2015-11-27,76.45
2015-11-30,76.75
2015-12-01,92.1
2015-12-02,107.95
2015-12-03,109.8
2015-12-04,104.75
2015-12-07,102.45
2015-12-08,96.9
2015-12-09,89.0
2015-12-10,93.65
2015-12-11,92.3
2015-12-14,90.05
2015-12-15,90.5
2015-12-16,90.45
2015-12-17,94.15
2015-12-18,94.75
2015-12-21,95.2
2015-12-22,94.2
2015-12-23,94.05
2015-12-24,92.95
2015-12-28,93.7
2015-12-29,92.6
2015-12-30,91.35
2015-12-31,91.25
