Date,INFINITE
2015-01-01,155.75
2015-01-02,150.25
2015-01-05,144.2
2015-01-06,142.8
2015-01-07,143.05
2015-01-08,141.55
2015-01-09,141.7
2015-01-12,143.3
2015-01-13,143.3
2015-01-14,141.95
2015-01-15,143.35
2015-01-16,146.45
2015-01-19,145.6
2015-01-20,144.85
2015-01-21,145.45
2015-01-22,143.3
2015-01-23,145.5
2015-01-27,145.25
2015-01-28,143.55
2015-01-29,143.95
2015-01-30,144.7
2015-02-02,148.25
2015-02-03,149.75
2015-02-04,146.45
2015-02-05,145.1
2015-02-06,143.4
2015-02-09,142.75
2015-02-10,142.45
2015-02-11,144.05
2015-02-12,145.1
2015-02-13,152.25
2015-02-16,182.7
2015-02-18,196.55
2015-02-19,192.05
2015-02-20,188.0
2015-02-23,218.4
2015-02-24,210.95
2015-02-25,213.6
2015-02-26,204.65
2015-02-27,208.0
2015-02-28,208.9
2015-03-02,208.7
2015-03-03,216.1
2015-03-04,214.7
2015-03-05,207.9
2015-03-09,210.0
2015-03-10,216.7
2015-03-11,226.25
2015-03-12,236.2
2015-03-13,231.35
2015-03-16,227.6
2015-03-17,247.6
2015-03-18,249.95
2015-03-19,237.5
2015-03-20,228.15
2015-03-23,229.55
2015-03-24,231.3
2015-03-25,230.1
2015-03-26,228.85
2015-03-27,227.0
2015-03-30,237.25
2015-03-31,252.55
2015-04-01,248.15
2015-04-06,256.3
2015-04-07,268.35
2015-04-08,267.9
2015-04-09,279.0
2015-04-10,296.25
2015-04-13,310.75
2015-04-15,311.75
2015-04-16,301.3
2015-04-17,287.5
2015-04-20,276.95
2015-04-21,282.65
2015-04-22,284.0
2015-04-23,281.55
2015-04-24,265.95
2015-04-27,246.6
2015-04-28,253.45
2015-04-29,241.85
2015-04-30,226.45
2015-05-04,232.35
2015-05-05,234.8
2015-05-06,219.9
2015-05-07,218.8
2015-05-08,225.3
2015-05-11,231.85
2015-05-12,220.35
2015-05-13,225.3
2015-05-14,228.9
2015-05-15,239.75
2015-05-18,253.75
2015-05-19,251.9
2015-05-20,269.6
2015-05-21,262.5
2015-05-22,210.0
2015-05-25,171.6
2015-05-26,173.75
2015-05-27,157.6
2015-05-28,164.5
2015-05-29,163.7
2015-06-01,168.45
2015-06-02,164.6
2015-06-03,157.85
2015-06-04,156.9
2015-06-05,156.35
2015-06-08,141.95
2015-06-09,127.8
2015-06-10,134.15
2015-06-11,137.65
2015-06-12,144.5
2015-06-15,151.7
2015-06-16,159.25
2015-06-17,153.25
2015-06-18,152.3
2015-06-19,159.9
2015-06-22,167.85
2015-06-23,163.15
2015-06-24,171.3
2015-06-25,176.55
2015-06-26,171.0
2015-06-29,166.15
2015-06-30,167.95
2015-07-01,167.05
2015-07-02,166.3
2015-07-03,164.2
2015-07-06,163.35
2015-07-07,165.35
2015-07-08,165.3
2015-07-09,163.0
2015-07-10,168.6
2015-07-13,170.6
2015-07-14,170.95
2015-07-15,173.55
2015-07-16,174.8
2015-07-17,180.95
2015-07-20,189.95
2015-07-21,196.8
2015-07-22,206.45
2015-07-23,216.5
2015-07-24,214.45
2015-07-27,203.75
2015-07-28,193.6
2015-07-29,187.95
2015-07-30,186.95
2015-07-31,189.65
2015-08-03,199.1
2015-08-04,209.0
2015-08-05,213.6
2015-08-06,211.75
2015-08-07,213.9
2015-08-10,207.7
2015-08-11,209.65
2015-08-12,206.35
2015-08-13,202.75
2015-08-14,206.3
2015-08-17,204.0
2015-08-18,193.8
2015-08-19,201.55
2015-08-20,192.25
2015-08-21,189.3
2015-08-24,179.85
2015-08-25,171.15
2015-08-26,162.6
2015-08-27,164.4
2015-08-28,169.65
2015-08-31,168.55
2015-09-01,160.7
2015-09-02,160.45
2015-09-03,160.5
2015-09-04,155.2
2015-09-07,148.85
2015-09-08,145.3
2015-09-09,152.55
2015-09-10,160.15
2015-09-11,168.15
2015-09-14,176.55
2015-09-15,178.75
2015-09-16,175.7
2015-09-18,174.15
2015-09-21,173.25
2015-09-22,166.75
2015-09-23,175.05
2015-09-24,173.85
2015-09-28,169.2
2015-09-29,173.2
2015-09-30,176.75
2015-10-01,185.0
2015-10-05,184.85
2015-10-06,193.65
2015-10-07,195.15
2015-10-08,189.4
2015-10-09,185.15
2015-10-12,185.7
2015-10-13,186.85
2015-10-14,185.95
2015-10-15,182.8
2015-10-16,178.7
2015-10-19,188.5
2015-10-20,188.1
2015-10-21,186.4
2015-10-23,182.95
2015-10-26,181.0
2015-10-27,183.05
2015-10-28,187.1
2015-10-29,198.15
2015-10-30,190.3
2015-11-02,190.2
2015-11-03,193.0
2015-11-04,193.75
2015-11-05,189.25
2015-11-06,186.8
2015-11-09,192.3
2015-11-10,194.7
2015-11-11,197.6
2015-11-13,208.45
2015-11-16,222.8
2015-11-17,225.25
2015-11-18,213.55
2015-11-19,215.25
2015-11-20,212.65
2015-11-23,219.25
2015-11-24,220.6
2015-11-26,218.05
2015-11-27,215.85
2015-11-30,223.5
2015-12-01,221.1
2015-12-02,224.3
2015-12-03,219.65
2015-12-04,216.5
2015-12-07,215.15
2015-12-08,202.8
2015-12-09,195.3
2015-12-10,205.8
2015-12-11,213.55
2015-12-14,209.6
2015-12-15,217.35
2015-12-16,216.9
2015-12-17,226.75
2015-12-18,222.7
2015-12-21,219.0
2015-12-22,216.75
2015-12-23,219.15
2015-12-24,216.95
2015-12-28,218.6
2015-12-29,215.7
2015-12-30,214.85
2015-12-31,215.25
