Date,POLYPLEX
2015-01-01,215.05
2015-01-02,220.55
2015-01-05,221.45
2015-01-06,210.9
2015-01-07,206.35
2015-01-08,210.65
2015-01-09,211.0
2015-01-12,216.85
2015-01-13,215.8
2015-01-14,212.1
2015-01-15,217.9
2015-01-16,212.95
2015-01-19,216.1
2015-01-20,216.5
2015-01-21,214.15
2015-01-22,214.6
2015-01-23,212.85
2015-01-27,210.05
2015-01-28,207.6
2015-01-29,206.15
2015-01-30,208.35
2015-02-02,209.7
2015-02-03,207.1
2015-02-04,207.45
2015-02-05,204.95
2015-02-06,200.35
2015-02-09,196.6
2015-02-10,195.95
2015-02-11,211.0
2015-02-12,211.55
2015-02-13,210.15
2015-02-16,198.7
2015-02-18,196.15
2015-02-19,192.35
2015-02-20,192.75
2015-02-23,188.45
2015-02-24,187.0
2015-02-25,185.5
2015-02-26,183.15
2015-02-27,183.25
2015-02-28,183.6
2015-03-02,184.3
2015-03-03,181.5
2015-03-04,188.95
2015-03-05,195.0
2015-03-09,192.25
2015-03-10,191.15
2015-03-11,192.45
2015-03-12,193.6
2015-03-13,190.6
2015-03-16,188.15
2015-03-17,189.05
2015-03-18,188.75
2015-03-19,188.0
2015-03-20,188.1
2015-03-23,187.9
2015-03-24,188.0
2015-03-25,188.15
2015-03-26,188.2
2015-03-27,188.05
2015-03-30,190.3
2015-03-31,188.95
2015-04-01,201.65
2015-04-06,210.05
2015-04-07,211.1
2015-04-08,210.3
2015-04-09,211.3
2015-04-10,216.65
2015-04-13,222.05
2015-04-15,219.8
2015-04-16,219.15
2015-04-17,217.0
2015-04-20,211.85
2015-04-21,213.8
2015-04-22,208.4
2015-04-23,208.65
2015-04-24,202.7
2015-04-27,199.25
2015-04-28,203.15
2015-04-29,203.75
2015-04-30,200.5
2015-05-04,201.85
2015-05-05,205.75
2015-05-06,199.15
2015-05-07,192.85
2015-05-08,199.75
2015-05-11,204.85
2015-05-12,199.15
2015-05-13,202.3
2015-05-14,204.35
2015-05-15,204.45
2015-05-18,205.5
2015-05-19,204.95
2015-05-20,204.95
2015-05-21,204.05
2015-05-22,200.95
2015-05-25,205.0
2015-05-26,202.6
2015-05-27,202.85
2015-05-28,201.5
2015-05-29,205.15
2015-06-01,201.55
2015-06-02,194.5
2015-06-03,187.45
2015-06-04,189.9
2015-06-05,186.0
2015-06-08,184.75
2015-06-09,183.95
2015-06-10,185.2
2015-06-11,181.25
2015-06-12,179.5
2015-06-15,180.85
2015-06-16,178.6
2015-06-17,178.9
2015-06-18,179.95
2015-06-19,179.95
2015-06-22,183.7
2015-06-23,184.15
2015-06-24,185.15
2015-06-25,186.25
2015-06-26,182.95
2015-06-29,181.9
2015-06-30,184.35
2015-07-01,188.65
2015-07-02,194.95
2015-07-03,197.35
2015-07-06,201.6
2015-07-07,203.25
2015-07-08,197.95
2015-07-09,203.15
2015-07-10,202.35
2015-07-13,206.8
2015-07-14,212.9
2015-07-15,217.0
2015-07-16,222.2
2015-07-17,223.15
2015-07-20,225.05
2015-07-21,223.0
2015-07-22,225.05
2015-07-23,227.0
2015-07-24,232.6
2015-07-27,230.2
2015-07-28,236.55
2015-07-29,238.9
2015-07-30,241.6
2015-07-31,240.3
2015-08-03,264.65
2015-08-04,296.65
2015-08-05,314.75
2015-08-06,284.85
2015-08-07,298.45
2015-08-10,301.2
2015-08-11,297.6
2015-08-12,291.95
2015-08-13,256.45
2015-08-14,258.15
2015-08-17,233.7
2015-08-18,234.65
2015-08-19,244.7
2015-08-20,238.05
2015-08-21,233.85
2015-08-24,207.1
2015-08-25,214.65
2015-08-26,208.2
2015-08-27,214.1
2015-08-28,211.0
2015-08-31,203.9
2015-09-01,199.55
2015-09-02,206.8
2015-09-03,212.85
2015-09-04,205.75
2015-09-07,197.2
2015-09-08,198.85
2015-09-09,203.3
2015-09-10,199.1
2015-09-11,201.3
2015-09-14,204.4
2015-09-15,204.3
2015-09-16,201.0
2015-09-18,208.25
2015-09-21,219.0
2015-09-22,214.6
2015-09-23,219.0
2015-09-24,236.05
2015-09-28,230.1
2015-09-29,227.25
2015-09-30,226.55
2015-10-01,229.9
2015-10-05,237.8
2015-10-06,245.7
2015-10-07,245.25
2015-10-08,242.4
2015-10-09,243.85
2015-10-12,241.4
2015-10-13,241.35
2015-10-14,242.45
2015-10-15,241.95
2015-10-16,241.7
2015-10-19,252.8
2015-10-20,261.9
2015-10-21,257.5
2015-10-23,252.5
2015-10-26,248.8
2015-10-27,256.55
2015-10-28,254.9
2015-10-29,252.4
2015-10-30,251.25
2015-11-02,226.8
2015-11-03,229.15
2015-11-04,229.75
2015-11-05,225.7
2015-11-06,225.45
2015-11-09,232.15
2015-11-10,228.65
2015-11-11,233.55
2015-11-13,229.15
2015-11-16,232.3
2015-11-17,231.8
2015-11-18,226.8
2015-11-19,225.55
2015-11-20,226.1
2015-11-23,226.3
2015-11-24,229.95
2015-11-26,234.95
2015-11-27,241.1
2015-11-30,247.45
2015-12-01,248.95
2015-12-02,249.75
2015-12-03,244.6
2015-12-04,244.85
2015-12-07,250.85
2015-12-08,255.45
2015-12-09,247.4
2015-12-10,249.45
2015-12-11,248.35
2015-12-14,248.15
2015-12-15,249.05
2015-12-16,249.95
2015-12-17,251.4
2015-12-18,249.1
2015-12-21,249.4
2015-12-22,249.75
2015-12-23,248.3
2015-12-24,246.95
2015-12-28,247.35
2015-12-29,248.4
2015-12-30,251.75
2015-12-31,252.6
