Date,HSIL
2015-01-01,367.9
2015-01-02,368.3
2015-01-05,394.6
2015-01-06,379.55
2015-01-07,381.25
2015-01-08,380.25
2015-01-09,373.4
2015-01-12,382.7
2015-01-13,380.5
2015-01-14,413.35
2015-01-15,412.05
2015-01-16,416.4
2015-01-19,424.95
2015-01-20,412.05
2015-01-21,406.5
2015-01-22,409.45
2015-01-23,406.9
2015-01-27,403.05
2015-01-28,396.9
2015-01-29,402.05
2015-01-30,398.85
2015-02-02,413.7
2015-02-03,406.7
2015-02-04,401.4
2015-02-05,398.85
2015-02-06,398.0
2015-02-09,391.3
2015-02-10,383.7
2015-02-11,396.2
2015-02-12,403.1
2015-02-13,410.55
2015-02-16,413.3
2015-02-18,413.0
2015-02-19,414.55
2015-02-20,405.6
2015-02-23,406.55
2015-02-24,407.1
2015-02-25,407.35
2015-02-26,402.75
2015-02-27,413.65
2015-02-28,425.55
2015-03-02,414.8
2015-03-03,413.95
2015-03-04,405.9
2015-03-05,415.9
2015-03-09,409.0
2015-03-10,413.05
2015-03-11,406.95
2015-03-12,442.0
2015-03-13,420.55
2015-03-16,424.95
2015-03-17,420.0
2015-03-18,435.35
2015-03-19,435.2
2015-03-20,430.45
2015-03-23,434.3
2015-03-24,435.1
2015-03-25,426.95
2015-03-26,433.15
2015-03-27,428.05
2015-03-30,449.45
2015-03-31,450.6
2015-04-01,444.75
2015-04-06,443.35
2015-04-07,438.55
2015-04-08,458.2
2015-04-09,456.7
2015-04-10,467.2
2015-04-13,459.6
2015-04-15,451.15
2015-04-16,447.65
2015-04-17,448.85
2015-04-20,434.45
2015-04-21,423.1
2015-04-22,426.2
2015-04-23,416.1
2015-04-24,404.9
2015-04-27,386.65
2015-04-28,393.45
2015-04-29,398.0
2015-04-30,387.15
2015-05-04,393.85
2015-05-05,391.2
2015-05-06,383.65
2015-05-07,376.6
2015-05-08,383.75
2015-05-11,376.1
2015-05-12,363.95
2015-05-13,363.05
2015-05-14,375.25
2015-05-15,383.5
2015-05-18,395.65
2015-05-19,371.7
2015-05-20,366.8
2015-05-21,368.75
2015-05-22,364.15
2015-05-25,363.7
2015-05-26,369.9
2015-05-27,363.5
2015-05-28,357.85
2015-05-29,353.45
2015-06-01,352.55
2015-06-02,342.7
2015-06-03,339.8
2015-06-04,336.3
2015-06-05,349.25
2015-06-08,348.15
2015-06-09,337.7
2015-06-10,334.3
2015-06-11,327.85
2015-06-12,325.55
2015-06-15,324.7
2015-06-16,323.7
2015-06-17,336.0
2015-06-18,343.4
2015-06-19,338.0
2015-06-22,340.7
2015-06-23,344.05
2015-06-24,345.25
2015-06-25,352.85
2015-06-26,347.7
2015-06-29,341.85
2015-06-30,350.15
2015-07-01,356.3
2015-07-02,363.5
2015-07-03,355.35
2015-07-06,345.4
2015-07-07,356.3
2015-07-08,345.05
2015-07-09,341.7
2015-07-10,342.15
2015-07-13,347.6
2015-07-14,345.5
2015-07-15,357.35
2015-07-16,354.15
2015-07-17,351.2
2015-07-20,351.25
2015-07-21,343.45
2015-07-22,344.8
2015-07-23,347.4
2015-07-24,338.45
2015-07-27,326.55
2015-07-28,326.25
2015-07-29,332.9
2015-07-30,334.4
2015-07-31,301.65
2015-08-03,312.3
2015-08-04,313.35
2015-08-05,294.85
2015-08-06,283.3
2015-08-07,284.85
2015-08-10,278.15
2015-08-11,281.95
2015-08-12,276.35
2015-08-13,276.5
2015-08-14,291.25
2015-08-17,297.8
2015-08-18,299.8
2015-08-19,292.45
2015-08-20,290.2
2015-08-21,279.75
2015-08-24,258.7
2015-08-25,259.6
2015-08-26,264.35
2015-08-27,268.0
2015-08-28,266.45
2015-08-31,263.1
2015-09-01,259.8
2015-09-02,256.25
2015-09-03,258.05
2015-09-04,243.05
2015-09-07,251.05
2015-09-08,247.05
2015-09-09,243.7
2015-09-10,239.9
2015-09-11,242.8
2015-09-14,251.2
2015-09-15,259.4
2015-09-16,258.6
2015-09-18,266.65
2015-09-21,269.25
2015-09-22,266.0
2015-09-23,276.05
2015-09-24,274.3
2015-09-28,271.85
2015-09-29,264.5
2015-09-30,268.7
2015-10-01,267.95
2015-10-05,268.95
2015-10-06,264.75
2015-10-07,277.5
2015-10-08,275.05
2015-10-09,292.65
2015-10-12,298.05
2015-10-13,294.1
2015-10-14,300.4
2015-10-15,306.45
2015-10-16,306.35
2015-10-19,308.9
2015-10-20,307.0
2015-10-21,307.1
2015-10-23,303.4
2015-10-26,304.1
2015-10-27,301.95
2015-10-28,292.5
2015-10-29,280.9
2015-10-30,279.9
2015-11-02,278.7
2015-11-03,278.25
2015-11-04,287.45
2015-11-05,280.55
2015-11-06,278.4
2015-11-09,288.65
2015-11-10,284.75
2015-11-11,296.95
2015-11-13,288.0
2015-11-16,284.65
2015-11-17,283.65
2015-11-18,273.35
2015-11-19,286.7
2015-11-20,288.7
2015-11-23,298.5
2015-11-24,299.0
2015-11-26,296.9
2015-11-27,302.2
2015-11-30,319.0
2015-12-01,316.35
2015-12-02,318.1
2015-12-03,311.95
2015-12-04,306.45
2015-12-07,308.65
2015-12-08,308.4
2015-12-09,305.2
2015-12-10,306.85
2015-12-11,303.05
2015-12-14,297.5
2015-12-15,301.7
2015-12-16,294.85
2015-12-17,297.4
2015-12-18,293.65
2015-12-21,295.15
2015-12-22,298.25
2015-12-23,302.25
2015-12-24,303.95
2015-12-28,299.1
2015-12-29,295.7
2015-12-30,300.2
2015-12-31,299.7
