Date,BANCOINDIA
2015-01-01,159.9
2015-01-02,160.35
2015-01-05,158.2
2015-01-06,154.85
2015-01-07,149.2
2015-01-08,145.8
2015-01-09,146.05
2015-01-12,146.4
2015-01-13,147.35
2015-01-14,141.1
2015-01-15,139.0
2015-01-16,141.1
2015-01-19,144.65
2015-01-20,151.35
2015-01-21,151.9
2015-01-22,148.1
2015-01-23,149.4
2015-01-27,147.75
2015-01-28,144.7
2015-01-29,139.1
2015-01-30,138.85
2015-02-02,139.65
2015-02-03,134.8
2015-02-04,135.2
2015-02-05,134.0
2015-02-06,132.15
2015-02-09,129.05
2015-02-10,129.9
2015-02-11,133.9
2015-02-12,134.5
2015-02-13,136.8
2015-02-16,129.65
2015-02-18,129.3
2015-02-19,130.15
2015-02-20,136.2
2015-02-23,135.6
2015-02-24,132.8
2015-02-25,131.0
2015-02-26,129.85
2015-02-27,127.95
2015-02-28,125.55
2015-03-02,127.0
2015-03-03,123.65
2015-03-04,117.65
2015-03-05,117.15
2015-03-09,112.15
2015-03-10,107.4
2015-03-11,109.25
2015-03-12,113.85
2015-03-13,112.9
2015-03-16,113.05
2015-03-17,112.35
2015-03-18,113.2
2015-03-19,114.15
2015-03-20,111.2
2015-03-23,107.95
2015-03-24,106.3
2015-03-25,108.95
2015-03-26,104.0
2015-03-27,100.0
2015-03-30,104.25
2015-03-31,103.8
2015-04-01,106.8
2015-04-06,107.25
2015-04-07,109.35
2015-04-08,116.75
2015-04-09,118.05
2015-04-10,122.95
2015-04-13,120.2
2015-04-15,135.35
2015-04-16,131.0
2015-04-17,145.55
2015-04-20,138.75
2015-04-21,136.75
2015-04-22,133.45
2015-04-23,130.5
2015-04-24,123.0
2015-04-27,121.5
2015-04-28,123.35
2015-04-29,127.3
2015-04-30,126.3
2015-05-04,124.35
2015-05-05,125.6
2015-05-06,122.8
2015-05-07,123.25
2015-05-08,124.3
2015-05-11,126.0
2015-05-12,124.9
2015-05-13,123.4
2015-05-14,120.45
2015-05-15,118.05
2015-05-18,120.55
2015-05-19,121.1
2015-05-20,117.0
2015-05-21,117.45
2015-05-22,120.15
2015-05-25,119.65
2015-05-26,105.45
2015-05-27,104.85
2015-05-28,101.7
2015-05-29,101.25
2015-06-01,100.9
2015-06-02,100.25
2015-06-03,94.1
2015-06-04,93.85
2015-06-05,94.5
2015-06-08,93.05
2015-06-09,94.25
2015-06-10,95.75
2015-06-11,95.0
2015-06-12,92.75
2015-06-15,92.45
2015-06-16,89.25
2015-06-17,90.75
2015-06-18,93.15
2015-06-19,99.7
2015-06-22,101.25
2015-06-23,98.85
2015-06-24,97.35
2015-06-25,98.3
2015-06-26,96.7
2015-06-29,92.55
2015-06-30,96.0
2015-07-01,95.05
2015-07-02,95.35
2015-07-03,95.0
2015-07-06,93.8
2015-07-07,93.7
2015-07-08,92.85
2015-07-09,94.8
2015-07-10,98.3
2015-07-13,102.9
2015-07-14,106.35
2015-07-15,114.1
2015-07-16,114.35
2015-07-17,111.1
2015-07-20,109.95
2015-07-21,106.8
2015-07-22,104.9
2015-07-23,105.75
2015-07-24,112.35
2015-07-27,110.4
2015-07-28,111.55
2015-07-29,121.35
2015-07-30,125.25
2015-07-31,127.45
2015-08-03,128.9
2015-08-04,124.9
2015-08-05,134.05
2015-08-06,128.5
2015-08-07,140.0
2015-08-10,137.15
2015-08-11,134.55
2015-08-12,127.6
2015-08-13,125.6
2015-08-14,127.8
2015-08-17,128.0
2015-08-18,141.25
2015-08-19,149.65
2015-08-20,143.9
2015-08-21,139.8
2015-08-24,117.3
2015-08-25,115.75
2015-08-26,117.45
2015-08-27,125.8
2015-08-28,126.45
2015-08-31,123.55
2015-09-01,117.0
2015-09-02,117.7
2015-09-03,116.45
2015-09-04,113.7
2015-09-07,113.05
2015-09-08,115.1
2015-09-09,117.65
2015-09-10,114.85
2015-09-11,117.7
2015-09-14,120.1
2015-09-15,117.2
2015-09-16,116.7
2015-09-18,118.6
2015-09-21,122.85
2015-09-22,118.6
2015-09-23,116.05
2015-09-24,115.55
2015-09-28,116.9
2015-09-29,115.05
2015-09-30,116.7
2015-10-01,118.9
2015-10-05,124.75
2015-10-06,127.35
2015-10-07,125.65
2015-10-08,131.5
2015-10-09,134.25
2015-10-12,135.15
2015-10-13,140.75
2015-10-14,144.5
2015-10-15,141.0
2015-10-16,140.0
2015-10-19,138.2
2015-10-20,136.35
2015-10-21,138.95
2015-10-23,136.45
2015-10-26,135.45
2015-10-27,134.8
2015-10-28,133.05
2015-10-29,130.45
2015-10-30,130.6
2015-11-02,127.95
2015-11-03,129.5
2015-11-04,131.9
2015-11-05,131.5
2015-11-06,129.5
2015-11-09,130.7
2015-11-10,126.15
2015-11-11,130.2
2015-11-13,129.1
2015-11-16,127.7
2015-11-17,127.1
2015-11-18,122.55
2015-11-19,122.15
2015-11-20,127.4
2015-11-23,128.35
2015-11-24,133.85
2015-11-26,136.85
2015-11-27,139.2
2015-11-30,141.55
2015-12-01,138.4
2015-12-02,136.85
2015-12-03,136.6
2015-12-04,135.2
2015-12-07,133.85
2015-12-08,136.5
2015-12-09,137.1
2015-12-10,138.2
2015-12-11,141.4
2015-12-14,141.15
2015-12-15,141.2
2015-12-16,141.05
2015-12-17,138.65
2015-12-18,137.0
2015-12-21,138.25
2015-12-22,139.75
2015-12-23,139.05
2015-12-24,140.0
2015-12-28,145.3
2015-12-29,143.75
2015-12-30,142.05
2015-12-31,143.55
