Date,PETRONET
2015-01-01,211.35
2015-01-02,211.2
2015-01-05,212.0
2015-01-06,205.45
2015-01-07,209.6
2015-01-08,217.2
2015-01-09,213.9
2015-01-12,206.85
2015-01-13,207.25
2015-01-14,203.2
2015-01-15,201.2
2015-01-16,197.6
2015-01-19,195.55
2015-01-20,195.75
2015-01-21,193.8
2015-01-22,188.85
2015-01-23,188.5
2015-01-27,190.4
2015-01-28,189.75
2015-01-29,187.7
2015-01-30,179.85
2015-02-02,180.65
2015-02-03,181.55
2015-02-04,185.85
2015-02-05,184.15
2015-02-06,184.2
2015-02-09,181.95
2015-02-10,183.6
2015-02-11,189.65
2015-02-12,190.5
2015-02-13,187.6
2015-02-16,182.9
2015-02-18,178.8
2015-02-19,178.9
2015-02-20,176.95
2015-02-23,176.85
2015-02-24,176.8
2015-02-25,176.8
2015-02-26,178.7
2015-02-27,183.7
2015-02-28,179.45
2015-03-02,184.45
2015-03-03,182.1
2015-03-04,179.2
2015-03-05,178.85
2015-03-09,179.5
2015-03-10,179.5
2015-03-11,177.2
2015-03-12,176.75
2015-03-13,174.7
2015-03-16,175.8
2015-03-17,177.75
2015-03-18,180.0
2015-03-19,179.65
2015-03-20,177.6
2015-03-23,178.75
2015-03-24,176.4
2015-03-25,176.05
2015-03-26,177.8
2015-03-27,173.55
2015-03-30,176.2
2015-03-31,171.55
2015-04-01,175.9
2015-04-06,178.2
2015-04-07,180.75
2015-04-08,181.65
2015-04-09,185.15
2015-04-10,185.95
2015-04-13,186.65
2015-04-15,186.3
2015-04-16,186.1
2015-04-17,184.5
2015-04-20,179.95
2015-04-21,176.75
2015-04-22,177.1
2015-04-23,173.85
2015-04-24,167.1
2015-04-27,170.2
2015-04-28,170.05
2015-04-29,175.15
2015-04-30,174.65
2015-05-04,175.6
2015-05-05,175.9
2015-05-06,177.15
2015-05-07,172.4
2015-05-08,169.8
2015-05-11,175.35
2015-05-12,172.9
2015-05-13,176.85
2015-05-14,179.55
2015-05-15,176.9
2015-05-18,178.5
2015-05-19,184.8
2015-05-20,186.4
2015-05-21,184.95
2015-05-22,185.3
2015-05-25,186.55
2015-05-26,182.35
2015-05-27,179.45
2015-05-28,183.6
2015-05-29,181.85
2015-06-01,181.6
2015-06-02,182.3
2015-06-03,184.25
2015-06-04,182.3
2015-06-05,182.05
2015-06-08,175.75
2015-06-09,174.0
2015-06-10,175.7
2015-06-11,175.9
2015-06-12,175.25
2015-06-15,174.4
2015-06-16,175.25
2015-06-17,176.75
2015-06-18,178.75
2015-06-19,181.2
2015-06-22,181.7
2015-06-23,185.75
2015-06-24,184.5
2015-06-25,190.55
2015-06-26,189.85
2015-06-29,188.85
2015-06-30,187.0
2015-07-01,192.8
2015-07-02,190.2
2015-07-03,192.7
2015-07-06,190.8
2015-07-07,191.7
2015-07-08,187.15
2015-07-09,186.15
2015-07-10,188.25
2015-07-13,190.2
2015-07-14,194.15
2015-07-15,193.85
2015-07-16,192.6
2015-07-17,189.85
2015-07-20,192.75
2015-07-21,191.15
2015-07-22,195.55
2015-07-23,200.35
2015-07-24,196.35
2015-07-27,189.35
2015-07-28,187.35
2015-07-29,189.45
2015-07-30,194.4
2015-07-31,193.3
2015-08-03,192.85
2015-08-04,190.35
2015-08-05,191.55
2015-08-06,189.2
2015-08-07,185.05
2015-08-10,188.55
2015-08-11,189.0
2015-08-12,189.95
2015-08-13,187.8
2015-08-14,189.35
2015-08-17,185.15
2015-08-18,186.8
2015-08-19,185.35
2015-08-20,179.15
2015-08-21,179.8
2015-08-24,169.6
2015-08-25,178.2
2015-08-26,178.8
2015-08-27,182.45
2015-08-28,175.9
2015-08-31,177.45
2015-09-01,175.6
2015-09-02,175.2
2015-09-03,177.6
2015-09-04,176.35
2015-09-07,176.95
2015-09-08,177.8
2015-09-09,179.95
2015-09-10,173.55
2015-09-11,172.4
2015-09-14,174.2
2015-09-15,173.75
2015-09-16,173.0
2015-09-18,178.25
2015-09-21,179.45
2015-09-22,176.2
2015-09-23,177.2
2015-09-24,173.35
2015-09-28,178.45
2015-09-29,177.55
2015-09-30,179.15
2015-10-01,176.45
2015-10-05,178.2
2015-10-06,181.9
2015-10-07,184.8
2015-10-08,181.9
2015-10-09,182.0
2015-10-12,181.7
2015-10-13,183.1
2015-10-14,187.95
2015-10-15,187.65
2015-10-16,189.6
2015-10-19,191.4
2015-10-20,192.15
2015-10-21,192.0
2015-10-23,193.8
2015-10-26,195.95
2015-10-27,194.65
2015-10-28,193.95
2015-10-29,193.9
2015-10-30,194.1
2015-11-02,194.35
2015-11-03,201.4
2015-11-04,205.55
2015-11-05,202.25
2015-11-06,201.4
2015-11-09,211.8
2015-11-10,206.15
2015-11-11,204.1
2015-11-13,204.5
2015-11-16,204.75
2015-11-17,208.35
2015-11-18,211.05
2015-11-19,206.15
2015-11-20,220.25
2015-11-23,233.05
2015-11-24,233.4
2015-11-26,232.2
2015-11-27,230.95
2015-11-30,234.25
2015-12-01,238.4
2015-12-02,237.85
2015-12-03,241.55
2015-12-04,244.35
2015-12-07,244.95
2015-12-08,240.75
2015-12-09,242.45
2015-12-10,243.9
2015-12-11,243.0
2015-12-14,242.6
2015-12-15,239.1
2015-12-16,241.2
2015-12-17,243.35
2015-12-18,243.3
2015-12-21,241.4
2015-12-22,241.0
2015-12-23,240.05
2015-12-24,240.45
2015-12-28,242.25
2015-12-29,248.15
2015-12-30,247.65
2015-12-31,255.95
