Date,IVRCLINFRA
2015-01-01,18.45
2015-01-02,18.3
2015-01-05,18.85
2015-01-06,17.85
2015-01-07,17.3
2015-01-08,18.4
2015-01-09,18.5
2015-01-12,18.15
2015-01-13,18.65
2015-01-14,17.85
2015-01-15,18.95
2015-01-16,18.5
2015-01-19,18.65
2015-01-20,18.4
2015-01-21,17.9
2015-01-22,17.65
2015-01-23,17.35
2015-01-27,17.1
2015-01-28,16.95
2015-01-29,17.1
2015-01-30,18.15
2015-02-02,18.45
2015-02-03,17.6
2015-02-04,17.15
2015-02-05,16.65
2015-02-06,16.3
2015-02-09,15.75
2015-02-10,16.0
2015-02-11,16.95
2015-02-12,16.75
2015-02-13,16.7
2015-02-16,16.75
2015-02-18,17.85
2015-02-19,17.6
2015-02-20,17.9
2015-02-23,18.1
2015-02-24,17.85
2015-02-25,17.65
2015-02-26,17.55
2015-02-27,18.6
2015-02-28,18.2
2015-03-02,20.2
2015-03-03,20.45
2015-03-04,18.7
2015-03-05,18.95
2015-03-09,17.95
2015-03-10,17.4
2015-03-11,17.0
2015-03-12,17.9
2015-03-13,17.2
2015-03-16,16.65
2015-03-17,16.8
2015-03-18,16.8
2015-03-19,16.7
2015-03-20,15.85
2015-03-23,15.3
2015-03-24,15.25
2015-03-25,14.85
2015-03-26,14.8
2015-03-27,15.0
2015-03-30,15.55
2015-03-31,15.9
2015-04-01,16.15
2015-04-06,16.55
2015-04-07,16.5
2015-04-08,16.4
2015-04-09,16.4
2015-04-10,16.95
2015-04-13,16.45
2015-04-15,16.25
2015-04-16,15.7
2015-04-17,15.7
2015-04-20,15.15
2015-04-21,15.1
2015-04-22,15.0
2015-04-23,15.1
2015-04-24,14.7
2015-04-27,14.1
2015-04-28,14.45
2015-04-29,14.75
2015-04-30,14.65
2015-05-04,14.85
2015-05-05,14.75
2015-05-06,13.95
2015-05-07,13.4
2015-05-08,13.65
2015-05-11,14.9
2015-05-12,14.8
2015-05-13,14.8
2015-05-14,14.45
2015-05-15,14.3
2015-05-18,14.05
2015-05-19,14.1
2015-05-20,14.0
2015-05-21,13.95
2015-05-22,13.95
2015-05-25,13.95
2015-05-26,13.7
2015-05-27,13.5
2015-05-28,13.4
2015-05-29,13.6
2015-06-01,14.05
2015-06-02,13.8
2015-06-03,11.5
2015-06-04,12.0
2015-06-05,11.55
2015-06-08,11.15
2015-06-09,10.85
2015-06-10,10.95
2015-06-11,10.35
2015-06-12,9.95
2015-06-15,10.5
2015-06-16,10.5
2015-06-17,10.75
2015-06-18,11.0
2015-06-19,11.0
2015-06-22,11.7
2015-06-23,11.9
2015-06-24,11.7
2015-06-25,12.0
2015-06-26,11.85
2015-06-29,11.15
2015-06-30,11.3
2015-07-01,11.55
2015-07-02,11.6
2015-07-03,11.5
2015-07-06,11.6
2015-07-07,11.85
2015-07-08,11.4
2015-07-09,11.55
2015-07-10,11.6
2015-07-13,11.7
2015-07-14,11.65
2015-07-15,11.65
2015-07-16,11.7
2015-07-17,11.75
2015-07-20,12.25
2015-07-21,11.5
2015-07-22,11.35
2015-07-23,11.5
2015-07-24,11.4
2015-07-27,11.05
2015-07-28,10.85
2015-07-29,10.6
2015-07-30,10.9
2015-07-31,11.05
2015-08-03,11.15
2015-08-04,11.1
2015-08-05,11.65
2015-08-06,11.8
2015-08-07,11.85
2015-08-10,11.7
2015-08-11,11.3
2015-08-12,11.05
2015-08-13,10.75
2015-08-14,10.95
2015-08-17,10.35
2015-08-18,10.6
2015-08-19,10.35
2015-08-20,10.2
2015-08-21,10.0
2015-08-24,9.0
2015-08-25,8.8
2015-08-26,8.65
2015-08-27,8.45
2015-08-28,8.45
2015-08-31,8.2
2015-09-01,7.85
2015-09-02,7.7
2015-09-03,7.55
2015-09-04,7.0
2015-09-07,6.95
2015-09-08,6.7
2015-09-09,6.8
2015-09-10,7.0
2015-09-11,7.3
2015-09-14,7.3
2015-09-15,7.05
2015-09-16,7.1
2015-09-18,6.5
2015-09-21,7.2
2015-09-22,7.0
2015-09-23,7.1
2015-09-24,7.2
2015-09-28,7.2
2015-09-29,7.3
2015-09-30,7.45
2015-10-01,7.2
2015-10-05,7.95
2015-10-06,7.85
2015-10-07,8.2
2015-10-08,8.1
2015-10-09,8.1
2015-10-12,8.1
2015-10-13,8.15
2015-10-14,9.5
2015-10-15,10.2
2015-10-16,9.75
2015-10-19,9.75
2015-10-20,9.75
2015-10-21,9.95
2015-10-23,9.8
2015-10-26,9.45
2015-10-27,9.1
2015-10-28,8.95
2015-10-29,8.85
2015-10-30,8.8
2015-11-02,8.45
2015-11-03,8.55
2015-11-04,8.4
2015-11-05,8.05
2015-11-06,7.9
2015-11-09,8.05
2015-11-10,8.5
2015-11-11,8.85
2015-11-13,8.75
2015-11-16,8.55
2015-11-17,8.7
2015-11-18,9.1
2015-11-19,8.95
2015-11-20,8.85
2015-11-23,8.65
2015-11-24,8.75
2015-11-26,9.2
2015-11-27,8.95
2015-11-30,10.7
2015-12-01,10.95
2015-12-02,10.6
2015-12-03,9.95
2015-12-04,9.8
2015-12-07,9.85
2015-12-08,9.05
2015-12-09,8.9
2015-12-10,9.0
2015-12-11,8.65
2015-12-14,8.85
2015-12-15,8.75
2015-12-16,9.05
2015-12-17,9.6
2015-12-18,9.2
2015-12-21,9.6
2015-12-22,9.4
2015-12-23,9.35
2015-12-24,9.3
2015-12-28,9.25
2015-12-29,9.4
2015-12-30,9.15
2015-12-31,9.3
