Date,ASHOKA
2015-01-01,142.1
2015-01-02,153.6
2015-01-05,157.9
2015-01-06,154.5
2015-01-07,151.35
2015-01-08,154.3
2015-01-09,154.15
2015-01-12,154.7
2015-01-13,154.1
2015-01-14,147.55
2015-01-15,146.3
2015-01-16,148.05
2015-01-19,149.85
2015-01-20,152.85
2015-01-21,148.85
2015-01-22,146.6
2015-01-23,143.75
2015-01-27,146.6
2015-01-28,145.55
2015-01-29,145.35
2015-01-30,142.7
2015-02-02,146.55
2015-02-03,143.8
2015-02-04,140.9
2015-02-05,137.0
2015-02-06,134.55
2015-02-09,135.15
2015-02-10,137.75
2015-02-11,143.05
2015-02-12,144.55
2015-02-13,147.9
2015-02-16,143.45
2015-02-18,146.1
2015-02-19,150.0
2015-02-20,149.1
2015-02-23,153.85
2015-02-24,152.85
2015-02-25,149.7
2015-02-26,146.15
2015-02-27,157.0
2015-02-28,164.75
2015-03-02,181.4
2015-03-03,185.65
2015-03-04,176.7
2015-03-05,189.05
2015-03-09,180.75
2015-03-10,174.0
2015-03-11,168.05
2015-03-12,173.65
2015-03-13,174.2
2015-03-16,168.4
2015-03-17,162.75
2015-03-18,159.3
2015-03-19,162.1
2015-03-20,161.05
2015-03-23,164.3
2015-03-24,160.25
2015-03-25,162.85
2015-03-26,163.8
2015-03-27,170.05
2015-03-30,174.3
2015-03-31,175.85
2015-04-01,183.75
2015-04-06,189.3
2015-04-07,190.8
2015-04-08,190.35
2015-04-09,191.9
2015-04-10,192.85
2015-04-13,193.15
2015-04-15,193.15
2015-04-16,187.8
2015-04-17,188.15
2015-04-20,190.6
2015-04-21,189.35
2015-04-22,187.2
2015-04-23,181.0
2015-04-24,169.0
2015-04-27,162.3
2015-04-28,160.65
2015-04-29,158.4
2015-04-30,160.1
2015-05-04,160.8
2015-05-05,162.25
2015-05-06,156.15
2015-05-07,151.2
2015-05-08,157.3
2015-05-11,160.55
2015-05-12,149.35
2015-05-13,153.2
2015-05-14,163.35
2015-05-15,168.6
2015-05-18,166.65
2015-05-19,166.25
2015-05-20,169.5
2015-05-21,169.7
2015-05-22,169.65
2015-05-25,168.4
2015-05-26,170.55
2015-05-27,169.95
2015-05-28,172.6
2015-05-29,179.65
2015-06-01,177.95
2015-06-02,178.4
2015-06-03,171.35
2015-06-04,172.9
2015-06-05,169.25
2015-06-08,167.8
2015-06-09,166.0
2015-06-10,166.2
2015-06-11,161.9
2015-06-12,162.35
2015-06-15,162.05
2015-06-16,159.6
2015-06-17,159.15
2015-06-18,166.1
2015-06-19,175.8
2015-06-22,180.1
2015-06-23,183.4
2015-06-24,177.0
2015-06-25,178.05
2015-06-26,177.05
2015-06-29,175.75
2015-06-30,177.05
2015-07-01,182.8
2015-07-02,181.65
2015-07-03,184.0
2015-07-06,184.25
2015-07-07,184.95
2015-07-08,182.25
2015-07-09,184.1
2015-07-10,183.95
2015-07-13,180.15
2015-07-14,184.95
2015-07-15,189.65
2015-07-16,191.35
2015-07-17,194.65
2015-07-20,191.65
2015-07-21,190.1
2015-07-22,190.0
2015-07-23,192.5
2015-07-24,192.1
2015-07-27,188.3
2015-07-28,188.9
2015-07-29,184.55
2015-07-30,189.6
2015-07-31,185.15
2015-08-03,178.3
2015-08-04,183.7
2015-08-05,181.85
2015-08-06,180.1
2015-08-07,181.25
2015-08-10,184.35
2015-08-11,182.6
2015-08-12,179.1
2015-08-13,172.8
2015-08-14,178.4
2015-08-17,174.55
2015-08-18,177.3
2015-08-19,186.1
2015-08-20,186.55
2015-08-21,183.95
2015-08-24,169.4
2015-08-25,168.0
2015-08-26,169.15
2015-08-27,174.9
2015-08-28,179.25
2015-08-31,183.8
2015-09-01,177.75
2015-09-02,174.2
2015-09-03,174.7
2015-09-04,171.3
2015-09-07,167.4
2015-09-08,165.2
2015-09-09,169.65
2015-09-10,165.3
2015-09-11,161.8
2015-09-14,163.1
2015-09-15,163.4
2015-09-16,163.1
2015-09-18,164.75
2015-09-21,165.55
2015-09-22,168.0
2015-09-23,164.95
2015-09-24,168.2
2015-09-28,168.9
2015-09-29,166.05
2015-09-30,168.2
2015-10-01,167.6
2015-10-05,164.95
2015-10-06,166.2
2015-10-07,166.6
2015-10-08,164.05
2015-10-09,164.45
2015-10-12,162.65
2015-10-13,163.2
2015-10-14,164.1
2015-10-15,166.05
2015-10-16,165.75
2015-10-19,163.85
2015-10-20,161.4
2015-10-21,161.25
2015-10-23,164.1
2015-10-26,164.0
2015-10-27,162.75
2015-10-28,165.3
2015-10-29,163.95
2015-10-30,165.4
2015-11-02,163.2
2015-11-03,162.2
2015-11-04,161.5
2015-11-05,161.55
2015-11-06,163.75
2015-11-09,164.25
2015-11-10,161.95
2015-11-11,165.4
2015-11-13,167.5
2015-11-16,166.9
2015-11-17,167.25
2015-11-18,170.05
2015-11-19,171.75
2015-11-20,182.4
2015-11-23,184.75
2015-11-24,179.1
2015-11-26,181.6
2015-11-27,183.8
2015-11-30,187.2
2015-12-01,188.75
2015-12-02,194.15
2015-12-03,193.85
2015-12-04,193.75
2015-12-07,191.6
2015-12-08,193.9
2015-12-09,191.75
2015-12-10,190.4
2015-12-11,194.2
2015-12-14,194.75
2015-12-15,192.8
2015-12-16,193.05
2015-12-17,194.7
2015-12-18,197.7
2015-12-21,201.9
2015-12-22,201.1
2015-12-23,205.9
2015-12-24,200.45
2015-12-28,202.4
2015-12-29,198.9
2015-12-30,197.55
2015-12-31,199.5
