Date,WELSPUNIND
2015-01-01,330.45
2015-01-02,334.35
2015-01-05,325.65
2015-01-06,312.35
2015-01-07,319.9
2015-01-08,329.25
2015-01-09,331.1
2015-01-12,330.0
2015-01-13,329.85
2015-01-14,338.6
2015-01-15,341.1
2015-01-16,342.4
2015-01-19,342.25
2015-01-20,349.05
2015-01-21,340.3
2015-01-22,340.6
2015-01-23,342.0
2015-01-27,343.6
2015-01-28,351.25
2015-01-29,358.8
2015-01-30,383.25
2015-02-02,389.8
2015-02-03,372.2
2015-02-04,368.6
2015-02-05,379.05
2015-02-06,377.65
2015-02-09,370.5
2015-02-10,369.55
2015-02-11,369.3
2015-02-12,368.95
2015-02-13,360.4
2015-02-16,356.35
2015-02-18,361.15
2015-02-19,354.45
2015-02-20,354.8
2015-02-23,355.6
2015-02-24,348.8
2015-02-25,355.15
2015-02-26,350.65
2015-02-27,358.85
2015-02-28,351.5
2015-03-02,349.7
2015-03-03,345.15
2015-03-04,343.35
2015-03-05,346.3
2015-03-09,340.05
2015-03-10,340.95
2015-03-11,335.8
2015-03-12,338.2
2015-03-13,327.35
2015-03-16,331.65
2015-03-17,326.0
2015-03-18,339.3
2015-03-19,338.55
2015-03-20,334.15
2015-03-23,331.05
2015-03-24,326.75
2015-03-25,329.65
2015-03-26,327.7
2015-03-27,329.0
2015-03-30,341.75
2015-03-31,355.75
2015-04-01,378.85
2015-04-06,375.0
2015-04-07,366.2
2015-04-08,384.05
2015-04-09,380.75
2015-04-10,397.75
2015-04-13,428.3
2015-04-15,432.75
2015-04-16,422.2
2015-04-17,410.7
2015-04-20,407.0
2015-04-21,422.55
2015-04-22,424.7
2015-04-23,433.85
2015-04-24,389.55
2015-04-27,380.05
2015-04-28,414.05
2015-04-29,448.4
2015-04-30,473.85
2015-05-04,496.55
2015-05-05,484.75
2015-05-06,469.25
2015-05-07,498.55
2015-05-08,498.65
2015-05-11,506.4
2015-05-12,506.95
2015-05-13,529.9
2015-05-14,550.6
2015-05-15,536.55
2015-05-18,540.45
2015-05-19,566.5
2015-05-20,547.9
2015-05-21,542.9
2015-05-22,555.9
2015-05-25,557.9
2015-05-26,569.1
2015-05-27,565.0
2015-05-28,552.25
2015-05-29,565.6
2015-06-01,571.85
2015-06-02,556.7
2015-06-03,540.55
2015-06-04,545.8
2015-06-05,541.75
2015-06-08,535.9
2015-06-09,522.3
2015-06-10,529.9
2015-06-11,514.85
2015-06-12,516.25
2015-06-15,519.35
2015-06-16,537.95
2015-06-17,547.05
2015-06-18,558.4
2015-06-19,573.9
2015-06-22,622.6
2015-06-23,611.0
2015-06-24,603.95
2015-06-25,607.45
2015-06-26,633.1
2015-06-29,625.4
2015-06-30,642.85
2015-07-01,635.85
2015-07-02,662.65
2015-07-03,647.3
2015-07-06,707.0
2015-07-07,699.95
2015-07-08,697.55
2015-07-09,698.9
2015-07-10,713.0
2015-07-13,735.5
2015-07-14,734.45
2015-07-15,739.25
2015-07-16,756.25
2015-07-17,775.7
2015-07-20,773.6
2015-07-21,732.0
2015-07-22,780.35
2015-07-23,788.95
2015-07-24,804.3
2015-07-27,795.2
2015-07-28,842.15
2015-07-29,866.7
2015-07-30,898.1
2015-07-31,897.1
2015-08-03,944.0
2015-08-04,925.5
2015-08-05,933.9
2015-08-06,877.6
2015-08-07,882.0
2015-08-10,868.5
2015-08-11,847.95
2015-08-12,811.25
2015-08-13,785.55
2015-08-14,806.8
2015-08-17,804.7
2015-08-18,838.5
2015-08-19,876.5
2015-08-20,846.35
2015-08-21,847.45
2015-08-24,728.4
2015-08-25,736.05
2015-08-26,730.4
2015-08-27,758.2
2015-08-28,770.65
2015-08-31,771.85
2015-09-01,758.0
2015-09-02,763.25
2015-09-03,764.65
2015-09-04,711.4
2015-09-07,716.2
2015-09-08,729.75
2015-09-09,801.85
2015-09-10,823.3
2015-09-11,864.7
2015-09-14,860.55
2015-09-15,859.05
2015-09-16,851.75
2015-09-18,877.8
2015-09-21,841.4
2015-09-22,829.85
2015-09-23,819.9
2015-09-24,849.85
2015-09-28,832.3
2015-09-29,846.85
2015-09-30,845.15
2015-10-01,848.45
2015-10-05,892.95
2015-10-06,908.75
2015-10-07,862.1
2015-10-08,827.05
2015-10-09,764.75
2015-10-12,801.25
2015-10-13,778.1
2015-10-14,795.5
2015-10-15,765.0
2015-10-16,725.55
2015-10-19,764.6
2015-10-20,759.85
2015-10-21,753.45
2015-10-23,733.4
2015-10-26,755.1
2015-10-27,737.85
2015-10-28,763.15
2015-10-29,771.85
2015-10-30,718.65
2015-11-02,731.25
2015-11-03,720.4
2015-11-04,713.35
2015-11-05,702.7
2015-11-06,719.25
2015-11-09,730.05
2015-11-10,737.8
2015-11-11,744.1
2015-11-13,740.8
2015-11-16,746.6
2015-11-17,754.65
2015-11-18,762.85
2015-11-19,771.55
2015-11-20,810.45
2015-11-23,811.05
2015-11-24,832.15
2015-11-26,831.0
2015-11-27,826.55
2015-11-30,871.25
2015-12-01,865.9
2015-12-02,868.55
2015-12-03,880.6
2015-12-04,871.75
2015-12-07,856.8
2015-12-08,850.15
2015-12-09,800.95
2015-12-10,802.15
2015-12-11,794.2
2015-12-14,794.4
2015-12-15,798.05
2015-12-16,790.25
2015-12-17,848.0
2015-12-18,843.05
2015-12-21,859.3
2015-12-22,873.05
2015-12-23,891.05
2015-12-24,882.7
2015-12-28,884.65
2015-12-29,886.85
2015-12-30,916.55
2015-12-31,912.85
