Date,KEI
2015-01-01,49.7
2015-01-02,52.45
2015-01-05,52.0
2015-01-06,51.1
2015-01-07,50.9
2015-01-08,55.75
2015-01-09,54.0
2015-01-12,54.15
2015-01-13,53.8
2015-01-14,53.0
2015-01-15,54.2
2015-01-16,53.85
2015-01-19,57.0
2015-01-20,56.9
2015-01-21,56.35
2015-01-22,56.05
2015-01-23,54.8
2015-01-27,53.5
2015-01-28,52.05
2015-01-29,57.25
2015-01-30,57.4
2015-02-02,60.25
2015-02-03,59.45
2015-02-04,59.85
2015-02-05,58.75
2015-02-06,57.55
2015-02-09,57.5
2015-02-10,58.2
2015-02-11,57.65
2015-02-12,57.35
2015-02-13,56.9
2015-02-16,56.9
2015-02-18,56.5
2015-02-19,56.05
2015-02-20,57.25
2015-02-23,56.3
2015-02-24,56.05
2015-02-25,56.3
2015-02-26,56.3
2015-02-27,56.6
2015-02-28,56.1
2015-03-02,60.3
2015-03-03,68.2
2015-03-04,65.95
2015-03-05,66.3
2015-03-09,63.6
2015-03-10,65.15
2015-03-11,64.9
2015-03-12,67.05
2015-03-13,65.4
2015-03-16,63.75
2015-03-17,63.6
2015-03-18,63.05
2015-03-19,61.95
2015-03-20,61.05
2015-03-23,58.8
2015-03-24,58.65
2015-03-25,57.45
2015-03-26,56.5
2015-03-27,57.65
2015-03-30,60.7
2015-03-31,62.25
2015-04-01,64.5
2015-04-06,64.95
2015-04-07,77.3
2015-04-08,81.45
2015-04-09,79.45
2015-04-10,78.45
2015-04-13,83.5
2015-04-15,84.2
2015-04-16,83.25
2015-04-17,81.7
2015-04-20,75.75
2015-04-21,76.25
2015-04-22,76.4
2015-04-23,76.25
2015-04-24,73.55
2015-04-27,67.55
2015-04-28,69.8
2015-04-29,70.05
2015-04-30,71.6
2015-05-04,71.5
2015-05-05,71.6
2015-05-06,65.65
2015-05-07,60.5
2015-05-08,63.65
2015-05-11,65.55
2015-05-12,63.1
2015-05-13,63.7
2015-05-14,65.9
2015-05-15,67.25
2015-05-18,68.9
2015-05-19,71.85
2015-05-20,72.6
2015-05-21,71.6
2015-05-22,72.3
2015-05-25,72.25
2015-05-26,72.35
2015-05-27,75.3
2015-05-28,72.65
2015-05-29,73.7
2015-06-01,74.35
2015-06-02,70.4
2015-06-03,64.1
2015-06-04,65.95
2015-06-05,66.45
2015-06-08,63.9
2015-06-09,61.95
2015-06-10,63.5
2015-06-11,60.9
2015-06-12,62.15
2015-06-15,62.3
2015-06-16,61.55
2015-06-17,62.1
2015-06-18,62.8
2015-06-19,65.8
2015-06-22,66.3
2015-06-23,66.4
2015-06-24,67.15
2015-06-25,67.25
2015-06-26,67.95
2015-06-29,66.45
2015-06-30,70.0
2015-07-01,73.05
2015-07-02,71.3
2015-07-03,71.25
2015-07-06,76.25
2015-07-07,79.2
2015-07-08,78.85
2015-07-09,77.2
2015-07-10,78.0
2015-07-13,89.85
2015-07-14,88.6
2015-07-15,87.4
2015-07-16,84.25
2015-07-17,84.15
2015-07-20,90.55
2015-07-21,87.8
2015-07-22,94.1
2015-07-23,93.0
2015-07-24,101.65
2015-07-27,99.35
2015-07-28,106.35
2015-07-29,105.75
2015-07-30,108.25
2015-07-31,107.2
2015-08-03,107.1
2015-08-04,106.3
2015-08-05,112.8
2015-08-06,110.75
2015-08-07,115.95
2015-08-10,114.8
2015-08-11,111.1
2015-08-12,102.8
2015-08-13,97.4
2015-08-14,105.65
2015-08-17,108.6
2015-08-18,113.95
2015-08-19,116.55
2015-08-20,114.55
2015-08-21,110.85
2015-08-24,98.0
2015-08-25,99.4
2015-08-26,100.3
2015-08-27,104.7
2015-08-28,104.7
2015-08-31,104.5
2015-09-01,101.25
2015-09-02,100.5
2015-09-03,102.0
2015-09-04,99.5
2015-09-07,96.6
2015-09-08,94.7
2015-09-09,96.1
2015-09-10,97.8
2015-09-11,100.0
2015-09-14,100.15
2015-09-15,97.05
2015-09-16,97.7
2015-09-18,99.05
2015-09-21,101.25
2015-09-22,98.75
2015-09-23,99.25
2015-09-24,98.9
2015-09-28,99.6
2015-09-29,96.75
2015-09-30,96.55
2015-10-01,97.85
2015-10-05,105.45
2015-10-06,105.6
2015-10-07,103.6
2015-10-08,107.3
2015-10-09,111.85
2015-10-12,109.6
2015-10-13,110.35
2015-10-14,110.75
2015-10-15,108.8
2015-10-16,107.75
2015-10-19,109.0
2015-10-20,108.7
2015-10-21,105.65
2015-10-23,104.25
2015-10-26,101.7
2015-10-27,105.9
2015-10-28,108.3
2015-10-29,106.15
2015-10-30,102.9
2015-11-02,101.25
2015-11-03,99.8
2015-11-04,100.65
2015-11-05,102.1
2015-11-06,103.3
2015-11-09,104.5
2015-11-10,104.5
2015-11-11,105.45
2015-11-13,103.05
2015-11-16,105.65
2015-11-17,106.9
2015-11-18,102.3
2015-11-19,103.85
2015-11-20,113.2
2015-11-23,112.75
2015-11-24,112.15
2015-11-26,110.35
2015-11-27,110.95
2015-11-30,112.65
2015-12-01,108.7
2015-12-02,108.7
2015-12-03,109.35
2015-12-04,108.6
2015-12-07,108.4
2015-12-08,105.65
2015-12-09,103.55
2015-12-10,106.2
2015-12-11,103.5
2015-12-14,102.1
2015-12-15,103.35
2015-12-16,102.8
2015-12-17,105.85
2015-12-18,107.25
2015-12-21,108.4
2015-12-22,108.2
2015-12-23,105.8
2015-12-24,105.7
2015-12-28,114.7
2015-12-29,113.8
2015-12-30,119.45
2015-12-31,120.25
