Date,MUNJALSHOW
2015-01-01,200.7
2015-01-02,211.4
2015-01-05,212.95
2015-01-06,201.15
2015-01-07,200.2
2015-01-08,208.6
2015-01-09,206.15
2015-01-12,210.85
2015-01-13,210.5
2015-01-14,205.25
2015-01-15,207.45
2015-01-16,205.0
2015-01-19,214.35
2015-01-20,209.55
2015-01-21,208.05
2015-01-22,206.8
2015-01-23,206.05
2015-01-27,215.8
2015-01-28,224.35
2015-01-29,218.45
2015-01-30,217.25
2015-02-02,216.6
2015-02-03,209.0
2015-02-04,203.55
2015-02-05,203.55
2015-02-06,188.75
2015-02-09,182.55
2015-02-10,190.15
2015-02-11,198.8
2015-02-12,196.15
2015-02-13,194.2
2015-02-16,196.35
2015-02-18,196.7
2015-02-19,201.95
2015-02-20,199.2
2015-02-23,199.95
2015-02-24,201.7
2015-02-25,216.4
2015-02-26,209.2
2015-02-27,204.6
2015-02-28,200.9
2015-03-02,198.9
2015-03-03,197.7
2015-03-04,196.75
2015-03-05,196.0
2015-03-09,192.15
2015-03-10,187.7
2015-03-11,186.6
2015-03-12,186.4
2015-03-13,181.05
2015-03-16,183.15
2015-03-17,179.75
2015-03-18,176.55
2015-03-19,186.6
2015-03-20,180.75
2015-03-23,181.4
2015-03-24,181.75
2015-03-25,179.9
2015-03-26,175.85
2015-03-27,171.0
2015-03-30,173.15
2015-03-31,174.9
2015-04-01,183.35
2015-04-06,185.95
2015-04-07,182.0
2015-04-08,180.45
2015-04-09,183.1
2015-04-10,197.85
2015-04-13,206.35
2015-04-15,198.8
2015-04-16,197.4
2015-04-17,191.3
2015-04-20,180.95
2015-04-21,174.85
2015-04-22,177.7
2015-04-23,176.05
2015-04-24,170.45
2015-04-27,166.3
2015-04-28,172.7
2015-04-29,176.85
2015-04-30,171.75
2015-05-04,176.25
2015-05-05,174.1
2015-05-06,169.5
2015-05-07,165.0
2015-05-08,169.75
2015-05-11,170.95
2015-05-12,166.75
2015-05-13,167.65
2015-05-14,166.85
2015-05-15,169.45
2015-05-18,169.15
2015-05-19,173.65
2015-05-20,173.6
2015-05-21,168.7
2015-05-22,171.6
2015-05-25,173.75
2015-05-26,172.5
2015-05-27,174.1
2015-05-28,173.5
2015-05-29,172.5
2015-06-01,169.8
2015-06-02,163.65
2015-06-03,160.95
2015-06-04,168.95
2015-06-05,166.0
2015-06-08,164.45
2015-06-09,164.95
2015-06-10,168.35
2015-06-11,159.4
2015-06-12,159.4
2015-06-15,161.65
2015-06-16,163.45
2015-06-17,166.05
2015-06-18,168.55
2015-06-19,170.45
2015-06-22,171.85
2015-06-23,174.95
2015-06-24,176.7
2015-06-25,175.45
2015-06-26,174.05
2015-06-29,170.05
2015-06-30,168.4
2015-07-01,173.6
2015-07-02,176.55
2015-07-03,176.95
2015-07-06,179.75
2015-07-07,178.55
2015-07-08,176.0
2015-07-09,178.95
2015-07-10,178.4
2015-07-13,180.7
2015-07-14,184.7
2015-07-15,188.2
2015-07-16,188.3
2015-07-17,198.5
2015-07-20,219.15
2015-07-21,206.9
2015-07-22,217.65
2015-07-23,224.75
2015-07-24,221.1
2015-07-27,222.2
2015-07-28,224.45
2015-07-29,224.3
2015-07-30,219.6
2015-07-31,207.05
2015-08-03,203.75
2015-08-04,215.6
2015-08-05,209.3
2015-08-06,207.6
2015-08-07,207.1
2015-08-10,205.85
2015-08-11,200.1
2015-08-12,191.8
2015-08-13,186.05
2015-08-14,189.3
2015-08-17,195.05
2015-08-18,200.6
2015-08-19,198.1
2015-08-20,192.25
2015-08-21,190.8
2015-08-24,171.75
2015-08-25,169.65
2015-08-26,171.05
2015-08-27,178.45
2015-08-28,177.4
2015-08-31,174.45
2015-09-01,174.9
2015-09-02,171.8
2015-09-03,173.5
2015-09-04,166.0
2015-09-07,162.4
2015-09-08,164.05
2015-09-09,171.1
2015-09-10,167.6
2015-09-11,180.35
2015-09-14,178.8
2015-09-15,176.7
2015-09-16,174.25
2015-09-18,177.65
2015-09-21,179.65
2015-09-22,175.75
2015-09-23,173.0
2015-09-24,173.0
2015-09-28,174.1
2015-09-29,173.45
2015-09-30,174.1
2015-10-01,175.15
2015-10-05,178.8
2015-10-06,182.35
2015-10-07,188.0
2015-10-08,186.85
2015-10-09,185.55
2015-10-12,180.9
2015-10-13,182.85
2015-10-14,182.9
2015-10-15,186.6
2015-10-16,184.75
2015-10-19,182.9
2015-10-20,188.2
2015-10-21,183.65
2015-10-23,184.35
2015-10-26,183.25
2015-10-27,184.1
2015-10-28,183.2
2015-10-29,180.05
2015-10-30,174.15
2015-11-02,173.1
2015-11-03,178.05
2015-11-04,177.0
2015-11-05,175.05
2015-11-06,173.45
2015-11-09,173.1
2015-11-10,180.1
2015-11-11,181.2
2015-11-13,180.25
2015-11-16,182.85
2015-11-17,183.25
2015-11-18,182.65
2015-11-19,182.2
2015-11-20,191.8
2015-11-23,194.75
2015-11-24,193.65
2015-11-26,192.9
2015-11-27,193.5
2015-11-30,197.7
2015-12-01,200.65
2015-12-02,202.85
2015-12-03,196.75
2015-12-04,195.85
2015-12-07,197.25
2015-12-08,192.45
2015-12-09,188.45
2015-12-10,191.45
2015-12-11,188.4
2015-12-14,194.15
2015-12-15,197.8
2015-12-16,196.6
2015-12-17,198.8
2015-12-18,197.5
2015-12-21,202.8
2015-12-22,202.2
2015-12-23,201.85
2015-12-24,200.9
2015-12-28,201.95
2015-12-29,206.75
2015-12-30,205.4
2015-12-31,205.05
