Date,ATUL
2015-01-01,1374.55
2015-01-02,1356.2
2015-01-05,1325.75
2015-01-06,1295.3
2015-01-07,1312.65
2015-01-08,1296.0
2015-01-09,1325.45
2015-01-12,1369.75
2015-01-13,1374.9
2015-01-14,1355.2
2015-01-15,1409.5
2015-01-16,1405.25
2015-01-19,1375.0
2015-01-20,1398.4
2015-01-21,1369.8
2015-01-22,1383.05
2015-01-23,1324.1
2015-01-27,1337.85
2015-01-28,1305.25
2015-01-29,1295.8
2015-01-30,1292.75
2015-02-02,1325.55
2015-02-03,1325.15
2015-02-04,1292.85
2015-02-05,1295.4
2015-02-06,1268.95
2015-02-09,1290.45
2015-02-10,1301.5
2015-02-11,1304.0
2015-02-12,1293.1
2015-02-13,1295.1
2015-02-16,1269.3
2015-02-18,1299.55
2015-02-19,1299.75
2015-02-20,1299.6
2015-02-23,1310.55
2015-02-24,1296.7
2015-02-25,1318.45
2015-02-26,1304.3
2015-02-27,1302.0
2015-02-28,1286.15
2015-03-02,1290.75
2015-03-03,1319.7
2015-03-04,1286.75
2015-03-05,1270.1
2015-03-09,1248.9
2015-03-10,1273.75
2015-03-11,1252.9
2015-03-12,1249.3
2015-03-13,1208.35
2015-03-16,1197.8
2015-03-17,1197.45
2015-03-18,1185.35
2015-03-19,1161.5
2015-03-20,1118.05
2015-03-23,1110.3
2015-03-24,1088.65
2015-03-25,1070.85
2015-03-26,1060.9
2015-03-27,1113.65
2015-03-30,1139.4
2015-03-31,1132.0
2015-04-01,1153.05
2015-04-06,1124.0
2015-04-07,1111.85
2015-04-08,1112.95
2015-04-09,1168.05
2015-04-10,1169.0
2015-04-13,1213.45
2015-04-15,1275.25
2015-04-16,1285.05
2015-04-17,1308.1
2015-04-20,1276.6
2015-04-21,1296.9
2015-04-22,1296.55
2015-04-23,1294.7
2015-04-24,1251.05
2015-04-27,1195.3
2015-04-28,1211.85
2015-04-29,1252.1
2015-04-30,1158.05
2015-05-04,1164.2
2015-05-05,1167.25
2015-05-06,1171.35
2015-05-07,1118.95
2015-05-08,1172.85
2015-05-11,1192.95
2015-05-12,1159.9
2015-05-13,1160.55
2015-05-14,1165.45
2015-05-15,1164.15
2015-05-18,1165.9
2015-05-19,1173.05
2015-05-20,1162.4
2015-05-21,1174.1
2015-05-22,1166.1
2015-05-25,1155.55
2015-05-26,1157.9
2015-05-27,1147.15
2015-05-28,1150.1
2015-05-29,1171.3
2015-06-01,1181.15
2015-06-02,1185.05
2015-06-03,1141.2
2015-06-04,1154.35
2015-06-05,1153.35
2015-06-08,1149.15
2015-06-09,1145.55
2015-06-10,1117.7
2015-06-11,1096.0
2015-06-12,1096.25
2015-06-15,1105.7
2015-06-16,1115.4
2015-06-17,1152.05
2015-06-18,1169.55
2015-06-19,1156.9
2015-06-22,1165.35
2015-06-23,1167.3
2015-06-24,1170.6
2015-06-25,1174.4
2015-06-26,1171.55
2015-06-29,1153.8
2015-06-30,1195.2
2015-07-01,1207.2
2015-07-02,1221.75
2015-07-03,1222.3
2015-07-06,1226.05
2015-07-07,1210.85
2015-07-08,1203.95
2015-07-09,1200.35
2015-07-10,1204.35
2015-07-13,1232.0
2015-07-14,1213.45
2015-07-15,1217.85
2015-07-16,1220.05
2015-07-17,1223.45
2015-07-20,1225.35
2015-07-21,1204.1
2015-07-22,1215.35
2015-07-23,1277.8
2015-07-24,1211.35
2015-07-27,1246.7
2015-07-28,1242.2
2015-07-29,1237.0
2015-07-30,1238.55
2015-07-31,1270.55
2015-08-03,1248.7
2015-08-04,1239.35
2015-08-05,1335.65
2015-08-06,1305.6
2015-08-07,1407.0
2015-08-10,1406.2
2015-08-11,1362.4
2015-08-12,1320.85
2015-08-13,1313.7
2015-08-14,1316.95
2015-08-17,1337.85
2015-08-18,1364.95
2015-08-19,1499.75
2015-08-20,1463.1
2015-08-21,1459.5
2015-08-24,1242.45
2015-08-25,1247.15
2015-08-26,1242.55
2015-08-27,1289.85
2015-08-28,1305.6
2015-08-31,1352.85
2015-09-01,1327.15
2015-09-02,1320.85
2015-09-03,1352.25
2015-09-04,1314.85
2015-09-07,1292.15
2015-09-08,1288.8
2015-09-09,1305.95
2015-09-10,1342.2
2015-09-11,1399.05
2015-09-14,1407.75
2015-09-15,1388.3
2015-09-16,1393.8
2015-09-18,1463.0
2015-09-21,1516.15
2015-09-22,1446.75
2015-09-23,1446.9
2015-09-24,1452.1
2015-09-28,1493.75
2015-09-29,1496.45
2015-09-30,1555.5
2015-10-01,1601.75
2015-10-05,1585.05
2015-10-06,1589.3
2015-10-07,1591.5
2015-10-08,1586.5
2015-10-09,1578.8
2015-10-12,1576.4
2015-10-13,1611.55
2015-10-14,1597.0
2015-10-15,1582.05
2015-10-16,1570.5
2015-10-19,1580.05
2015-10-20,1579.8
2015-10-21,1579.0
2015-10-23,1588.2
2015-10-26,1564.75
2015-10-27,1579.95
2015-10-28,1564.65
2015-10-29,1563.95
2015-10-30,1670.25
2015-11-02,1686.2
2015-11-03,1767.35
2015-11-04,1732.6
2015-11-05,1716.8
2015-11-06,1725.95
2015-11-09,1739.6
2015-11-10,1689.1
2015-11-11,1701.7
2015-11-13,1659.95
2015-11-16,1635.25
2015-11-17,1671.45
2015-11-18,1651.8
2015-11-19,1659.3
2015-11-20,1679.5
2015-11-23,1648.0
2015-11-24,1651.65
2015-11-26,1670.2
2015-11-27,1697.55
2015-11-30,1663.8
2015-12-01,1649.5
2015-12-02,1627.75
2015-12-03,1670.95
2015-12-04,1636.45
2015-12-07,1626.2
2015-12-08,1594.65
2015-12-09,1584.55
2015-12-10,1572.1
2015-12-11,1555.7
2015-12-14,1558.55
2015-12-15,1594.2
2015-12-16,1577.15
2015-12-17,1629.55
2015-12-18,1622.7
2015-12-21,1601.65
2015-12-22,1586.45
2015-12-23,1608.15
2015-12-24,1626.25
2015-12-28,1617.4
2015-12-29,1603.45
2015-12-30,1604.25
2015-12-31,1611.75
