Date,GUJAPOLLO
2015-01-01,120.0
2015-01-02,120.05
2015-01-05,144.05
2015-01-06,134.2
2015-01-07,139.55
2015-01-08,143.05
2015-01-09,150.0
2015-01-12,158.7
2015-01-13,153.0
2015-01-14,150.15
2015-01-15,149.55
2015-01-16,145.2
2015-01-19,145.95
2015-01-20,148.25
2015-01-21,144.55
2015-01-22,141.75
2015-01-23,139.45
2015-01-27,136.75
2015-01-28,132.5
2015-01-29,133.3
2015-01-30,131.35
2015-02-02,134.05
2015-02-03,134.55
2015-02-04,133.2
2015-02-05,131.45
2015-02-06,132.05
2015-02-09,132.55
2015-02-10,131.9
2015-02-11,133.8
2015-02-12,133.55
2015-02-13,133.1
2015-02-16,135.6
2015-02-18,134.6
2015-02-19,133.85
2015-02-20,134.45
2015-02-23,133.0
2015-02-24,125.5
2015-02-25,132.15
2015-02-26,132.6
2015-02-27,133.5
2015-02-28,134.65
2015-03-02,137.4
2015-03-03,142.95
2015-03-04,136.9
2015-03-05,134.15
2015-03-09,133.5
2015-03-10,132.5
2015-03-11,134.45
2015-03-12,131.85
2015-03-13,131.1
2015-03-16,127.5
2015-03-17,132.55
2015-03-18,132.35
2015-03-19,130.7
2015-03-20,129.35
2015-03-23,125.8
2015-03-24,125.2
2015-03-25,123.65
2015-03-26,122.4
2015-03-27,120.75
2015-03-30,121.3
2015-03-31,122.7
2015-04-01,128.9
2015-04-06,128.75
2015-04-07,125.05
2015-04-08,127.9
2015-04-09,127.65
2015-04-10,132.55
2015-04-13,151.0
2015-04-15,143.6
2015-04-16,145.3
2015-04-17,142.15
2015-04-20,135.2
2015-04-21,130.35
2015-04-22,132.1
2015-04-23,132.4
2015-04-24,131.25
2015-04-27,131.55
2015-04-28,131.7
2015-04-29,132.3
2015-04-30,131.8
2015-05-04,131.25
2015-05-05,135.3
2015-05-06,130.65
2015-05-07,129.4
2015-05-08,130.05
2015-05-11,132.05
2015-05-12,130.4
2015-05-13,129.25
2015-05-14,130.05
2015-05-15,130.6
2015-05-18,131.4
2015-05-19,130.95
2015-05-20,132.0
2015-05-21,131.15
2015-05-22,131.0
2015-05-25,132.25
2015-05-26,133.55
2015-05-27,131.75
2015-05-28,131.15
2015-05-29,131.05
2015-06-01,126.0
2015-06-02,126.55
2015-06-03,128.9
2015-06-04,128.8
2015-06-05,127.7
2015-06-08,128.25
2015-06-09,129.5
2015-06-10,128.05
2015-06-11,127.6
2015-06-12,128.45
2015-06-15,130.75
2015-06-16,128.1
2015-06-17,130.45
2015-06-18,130.05
2015-06-19,127.65
2015-06-22,124.05
2015-06-23,124.05
2015-06-24,125.7
2015-06-25,131.25
2015-06-26,132.75
2015-06-29,129.8
2015-06-30,129.95
2015-07-01,131.3
2015-07-02,131.15
2015-07-03,131.0
2015-07-06,136.3
2015-07-07,137.95
2015-07-08,137.0
2015-07-09,136.45
2015-07-10,132.85
2015-07-13,148.4
2015-07-14,146.5
2015-07-15,146.95
2015-07-16,150.45
2015-07-17,147.75
2015-07-20,145.25
2015-07-21,142.1
2015-07-22,140.2
2015-07-23,139.95
2015-07-24,136.75
2015-07-27,132.15
2015-07-28,134.6
2015-07-29,131.2
2015-07-30,133.05
2015-07-31,136.5
2015-08-03,136.3
2015-08-04,135.0
2015-08-05,135.1
2015-08-06,133.6
2015-08-07,133.85
2015-08-10,133.0
2015-08-11,133.05
2015-08-12,129.85
2015-08-13,130.0
2015-08-14,131.05
2015-08-17,132.25
2015-08-18,130.9
2015-08-19,130.45
2015-08-20,128.6
2015-08-21,127.65
2015-08-24,118.3
2015-08-25,120.05
2015-08-26,123.0
2015-08-27,126.1
2015-08-28,124.55
2015-08-31,123.25
2015-09-01,122.4
2015-09-02,128.0
2015-09-03,128.1
2015-09-04,126.25
2015-09-07,124.5
2015-09-08,124.05
2015-09-09,125.65
2015-09-10,123.95
2015-09-11,124.9
2015-09-14,128.6
2015-09-15,125.0
2015-09-16,122.35
2015-09-18,124.05
2015-09-21,124.4
2015-09-22,123.0
2015-09-23,125.75
2015-09-24,123.45
2015-09-28,125.0
2015-09-29,126.0
2015-09-30,123.15
2015-10-01,118.2
2015-10-05,122.05
2015-10-06,120.6
2015-10-07,120.55
2015-10-08,122.5
2015-10-09,120.0
2015-10-12,119.75
2015-10-13,119.9
2015-10-14,120.6
2015-10-15,122.7
2015-10-16,123.0
2015-10-19,123.55
2015-10-20,131.1
2015-10-21,130.4
2015-10-23,133.05
2015-10-26,131.7
2015-10-27,136.5
2015-10-28,133.05
2015-10-29,133.55
2015-10-30,130.6
2015-11-02,132.0
2015-11-03,131.95
2015-11-04,131.0
2015-11-05,131.5
2015-11-06,135.45
2015-11-09,135.0
2015-11-10,135.05
2015-11-11,135.5
2015-11-13,136.0
2015-11-16,137.0
2015-11-17,139.1
2015-11-18,137.65
2015-11-19,140.0
2015-11-20,139.7
2015-11-23,140.3
2015-11-24,139.0
2015-11-26,138.5
2015-11-27,138.5
2015-11-30,140.3
2015-12-01,140.45
2015-12-02,140.7
2015-12-03,140.75
2015-12-04,140.0
2015-12-07,140.0
2015-12-08,140.4
2015-12-09,140.1
2015-12-10,140.0
2015-12-11,140.0
2015-12-14,140.0
2015-12-15,140.0
2015-12-16,140.05
2015-12-17,140.1
2015-12-18,140.0
2015-12-21,140.45
2015-12-22,140.75
2015-12-23,140.25
2015-12-24,140.0
2015-12-28,140.35
2015-12-29,140.0
2015-12-30,140.0
2015-12-31,140.0
