Date,HCL-INSYS
2015-01-01,54.55
2015-01-02,55.65
2015-01-05,56.1
2015-01-06,52.35
2015-01-07,53.0
2015-01-08,53.4
2015-01-09,52.9
2015-01-12,52.95
2015-01-13,51.3
2015-01-14,49.45
2015-01-15,48.75
2015-01-16,50.7
2015-01-19,51.6
2015-01-20,49.6
2015-01-21,49.65
2015-01-22,49.6
2015-01-23,44.3
2015-01-27,42.95
2015-01-28,51.35
2015-01-29,50.9
2015-01-30,50.5
2015-02-02,50.15
2015-02-03,48.95
2015-02-04,48.0
2015-02-05,46.1
2015-02-06,46.05
2015-02-09,45.05
2015-02-10,44.65
2015-02-11,45.25
2015-02-12,47.0
2015-02-13,46.15
2015-02-16,51.0
2015-02-18,52.7
2015-02-19,51.7
2015-02-20,51.85
2015-02-23,50.25
2015-02-24,48.9
2015-02-25,48.25
2015-02-26,50.1
2015-02-27,49.9
2015-02-28,50.15
2015-03-02,50.2
2015-03-03,53.8
2015-03-04,51.4
2015-03-05,57.6
2015-03-09,58.65
2015-03-10,55.9
2015-03-11,58.6
2015-03-12,60.4
2015-03-13,57.1
2015-03-16,55.85
2015-03-17,54.45
2015-03-18,56.75
2015-03-19,54.85
2015-03-20,53.25
2015-03-23,52.7
2015-03-24,51.85
2015-03-25,50.75
2015-03-26,49.5
2015-03-27,48.6
2015-03-30,51.5
2015-03-31,51.55
2015-04-01,53.15
2015-04-06,54.05
2015-04-07,54.05
2015-04-08,56.45
2015-04-09,56.25
2015-04-10,58.2
2015-04-13,58.25
2015-04-15,55.7
2015-04-16,54.5
2015-04-17,53.15
2015-04-20,51.95
2015-04-21,51.75
2015-04-22,51.35
2015-04-23,51.5
2015-04-24,46.5
2015-04-27,42.9
2015-04-28,45.05
2015-04-29,44.7
2015-04-30,43.75
2015-05-04,45.25
2015-05-05,45.15
2015-05-06,42.9
2015-05-07,41.75
2015-05-08,42.55
2015-05-11,43.6
2015-05-12,41.75
2015-05-13,41.7
2015-05-14,41.75
2015-05-15,41.55
2015-05-18,43.1
2015-05-19,42.0
2015-05-20,41.85
2015-05-21,41.2
2015-05-22,41.1
2015-05-25,41.05
2015-05-26,40.2
2015-05-27,39.05
2015-05-28,38.15
2015-05-29,37.5
2015-06-01,35.7
2015-06-02,37.85
2015-06-03,35.9
2015-06-04,37.2
2015-06-05,36.05
2015-06-08,34.45
2015-06-09,33.6
2015-06-10,34.05
2015-06-11,32.8
2015-06-12,31.5
2015-06-15,31.9
2015-06-16,33.8
2015-06-17,35.65
2015-06-18,34.5
2015-06-19,33.8
2015-06-22,34.6
2015-06-23,34.4
2015-06-24,33.8
2015-06-25,33.6
2015-06-26,33.4
2015-06-29,32.5
2015-06-30,34.0
2015-07-01,34.4
2015-07-02,36.3
2015-07-03,38.3
2015-07-06,40.65
2015-07-07,39.3
2015-07-08,37.8
2015-07-09,38.05
2015-07-10,38.25
2015-07-13,37.55
2015-07-14,38.55
2015-07-15,40.35
2015-07-16,42.9
2015-07-17,41.9
2015-07-20,42.8
2015-07-21,42.6
2015-07-22,43.75
2015-07-23,43.5
2015-07-24,42.4
2015-07-27,40.7
2015-07-28,40.3
2015-07-29,41.0
2015-07-30,42.55
2015-07-31,45.65
2015-08-03,43.75
2015-08-04,43.55
2015-08-05,52.25
2015-08-06,51.75
2015-08-07,51.85
2015-08-10,53.0
2015-08-11,49.15
2015-08-12,44.75
2015-08-13,44.55
2015-08-14,45.1
2015-08-17,44.95
2015-08-18,48.95
2015-08-19,49.65
2015-08-20,46.5
2015-08-21,45.5
2015-08-24,38.55
2015-08-25,37.5
2015-08-26,36.85
2015-08-27,38.5
2015-08-28,38.75
2015-08-31,37.65
2015-09-01,35.75
2015-09-02,35.6
2015-09-03,35.95
2015-09-04,33.55
2015-09-07,32.1
2015-09-08,33.45
2015-09-09,34.4
2015-09-10,33.75
2015-09-11,34.9
2015-09-14,35.35
2015-09-15,36.05
2015-09-16,34.9
2015-09-18,35.2
2015-09-21,36.4
2015-09-22,35.7
2015-09-23,36.05
2015-09-24,36.2
2015-09-28,35.35
2015-09-29,35.5
2015-09-30,36.2
2015-10-01,37.6
2015-10-05,39.6
2015-10-06,43.1
2015-10-07,51.7
2015-10-08,56.85
2015-10-09,62.5
2015-10-12,59.05
2015-10-13,63.4
2015-10-14,62.9
2015-10-15,61.1
2015-10-16,61.7
2015-10-19,61.7
2015-10-20,58.85
2015-10-21,60.05
2015-10-23,57.2
2015-10-26,53.7
2015-10-27,57.9
2015-10-28,56.1
2015-10-29,55.9
2015-10-30,54.85
2015-11-02,54.05
2015-11-03,54.85
2015-11-04,54.3
2015-11-05,51.65
2015-11-06,52.1
2015-11-09,55.2
2015-11-10,57.25
2015-11-11,58.9
2015-11-13,58.3
2015-11-16,57.3
2015-11-17,56.9
2015-11-18,56.2
2015-11-19,55.95
2015-11-20,59.3
2015-11-23,63.55
2015-11-24,63.8
2015-11-26,61.75
2015-11-27,64.7
2015-11-30,64.95
2015-12-01,64.75
2015-12-02,64.15
2015-12-03,62.75
2015-12-04,60.85
2015-12-07,61.45
2015-12-08,59.3
2015-12-09,55.75
2015-12-10,57.45
2015-12-11,56.4
2015-12-14,56.55
2015-12-15,59.2
2015-12-16,58.9
2015-12-17,61.4
2015-12-18,59.9
2015-12-21,61.8
2015-12-22,61.05
2015-12-23,61.0
2015-12-24,61.15
2015-12-28,62.15
2015-12-29,61.2
2015-12-30,60.8
2015-12-31,60.75
