Date,SPARC
2015-01-01,188.4
2015-01-02,191.3
2015-01-05,193.5
2015-01-06,191.2
2015-01-07,190.3
2015-01-08,200.2
2015-01-09,199.7
2015-01-12,207.95
2015-01-13,202.2
2015-01-14,201.15
2015-01-15,201.5
2015-01-16,198.15
2015-01-19,237.75
2015-01-20,233.9
2015-01-21,237.7
2015-01-22,279.45
2015-01-23,334.75
2015-01-27,368.2
2015-01-28,382.95
2015-01-29,349.3
2015-01-30,328.1
2015-02-02,360.9
2015-02-03,372.9
2015-02-04,363.55
2015-02-05,349.45
2015-02-06,331.1
2015-02-09,337.85
2015-02-10,332.3
2015-02-11,345.55
2015-02-12,379.85
2015-02-13,387.1
2015-02-16,378.15
2015-02-18,385.2
2015-02-19,374.8
2015-02-20,381.4
2015-02-23,391.95
2015-02-24,391.4
2015-02-25,380.25
2015-02-26,370.35
2015-02-27,381.25
2015-02-28,409.7
2015-03-02,420.75
2015-03-03,411.65
2015-03-04,430.15
2015-03-05,473.15
2015-03-09,543.65
2015-03-10,540.3
2015-03-11,503.45
2015-03-12,519.2
2015-03-13,509.9
2015-03-16,500.1
2015-03-17,509.85
2015-03-18,542.4
2015-03-19,539.4
2015-03-20,464.0
2015-03-23,481.95
2015-03-24,487.95
2015-03-25,496.8
2015-03-26,473.8
2015-03-27,470.75
2015-03-30,489.7
2015-03-31,492.05
2015-04-01,503.4
2015-04-06,522.5
2015-04-07,517.6
2015-04-08,514.85
2015-04-09,493.75
2015-04-10,499.65
2015-04-13,498.25
2015-04-15,490.95
2015-04-16,487.3
2015-04-17,470.0
2015-04-20,465.05
2015-04-21,449.45
2015-04-22,461.95
2015-04-23,453.75
2015-04-24,413.1
2015-04-27,388.55
2015-04-28,402.7
2015-04-29,405.9
2015-04-30,398.3
2015-05-04,405.2
2015-05-05,412.4
2015-05-06,388.8
2015-05-07,375.7
2015-05-08,384.5
2015-05-11,394.65
2015-05-12,378.95
2015-05-13,381.5
2015-05-14,385.75
2015-05-15,388.05
2015-05-18,399.55
2015-05-19,403.7
2015-05-20,407.95
2015-05-21,409.9
2015-05-22,421.55
2015-05-25,419.95
2015-05-26,411.2
2015-05-27,425.45
2015-05-28,413.45
2015-05-29,413.85
2015-06-01,400.95
2015-06-02,396.9
2015-06-03,382.65
2015-06-04,368.6
2015-06-05,378.4
2015-06-08,406.3
2015-06-09,406.75
2015-06-10,418.45
2015-06-11,398.25
2015-06-12,391.6
2015-06-15,402.6
2015-06-16,401.25
2015-06-17,398.9
2015-06-18,402.05
2015-06-19,401.5
2015-06-22,405.95
2015-06-23,407.75
2015-06-24,402.0
2015-06-25,401.3
2015-06-26,395.3
2015-06-29,382.25
2015-06-30,393.05
2015-07-01,396.85
2015-07-02,403.45
2015-07-03,397.65
2015-07-06,401.1
2015-07-07,410.9
2015-07-08,398.85
2015-07-09,419.85
2015-07-10,420.25
2015-07-13,416.25
2015-07-14,409.2
2015-07-15,414.15
2015-07-16,430.85
2015-07-17,442.3
2015-07-20,435.5
2015-07-21,408.7
2015-07-22,418.7
2015-07-23,412.85
2015-07-24,406.55
2015-07-27,398.7
2015-07-28,399.05
2015-07-29,401.4
2015-07-30,405.85
2015-07-31,409.65
2015-08-03,401.15
2015-08-04,401.15
2015-08-05,402.1
2015-08-06,407.85
2015-08-07,409.15
2015-08-10,403.1
2015-08-11,400.8
2015-08-12,395.85
2015-08-13,394.25
2015-08-14,402.8
2015-08-17,402.05
2015-08-18,399.8
2015-08-19,432.75
2015-08-20,422.75
2015-08-21,415.8
2015-08-24,374.9
2015-08-25,371.6
2015-08-26,372.7
2015-08-27,381.15
2015-08-28,376.0
2015-08-31,372.95
2015-09-01,364.15
2015-09-02,366.75
2015-09-03,370.45
2015-09-04,366.85
2015-09-07,348.7
2015-09-08,362.15
2015-09-09,367.1
2015-09-10,358.7
2015-09-11,368.35
2015-09-14,368.7
2015-09-15,369.4
2015-09-16,368.25
2015-09-18,376.55
2015-09-21,382.75
2015-09-22,387.6
2015-09-23,388.2
2015-09-24,386.85
2015-09-28,375.35
2015-09-29,377.85
2015-09-30,384.95
2015-10-01,384.75
2015-10-05,384.95
2015-10-06,384.05
2015-10-07,394.15
2015-10-08,385.8
2015-10-09,383.7
2015-10-12,378.75
2015-10-13,378.4
2015-10-14,376.05
2015-10-15,375.65
2015-10-16,374.75
2015-10-19,385.45
2015-10-20,387.75
2015-10-21,383.6
2015-10-23,385.2
2015-10-26,399.15
2015-10-27,401.85
2015-10-28,391.75
2015-10-29,399.5
2015-10-30,386.6
2015-11-02,393.3
2015-11-03,390.05
2015-11-04,382.5
2015-11-05,366.1
2015-11-06,367.05
2015-11-09,367.35
2015-11-10,361.15
2015-11-11,360.8
2015-11-13,351.95
2015-11-16,343.55
2015-11-17,349.35
2015-11-18,339.05
2015-11-19,341.0
2015-11-20,348.2
2015-11-23,346.2
2015-11-24,345.25
2015-11-26,356.45
2015-11-27,351.4
2015-11-30,343.95
2015-12-01,353.25
2015-12-02,351.2
2015-12-03,347.2
2015-12-04,364.25
2015-12-07,368.15
2015-12-08,354.8
2015-12-09,341.7
2015-12-10,345.2
2015-12-11,342.9
2015-12-14,343.25
2015-12-15,344.6
2015-12-16,340.5
2015-12-17,349.3
2015-12-18,349.95
2015-12-21,341.1
2015-12-22,343.65
2015-12-23,346.95
2015-12-24,344.8
2015-12-28,348.0
2015-12-29,344.55
2015-12-30,340.9
2015-12-31,339.75
