Date,CHOLAFIN
2015-01-01,473.0
2015-01-02,490.35
2015-01-05,498.05
2015-01-06,482.25
2015-01-07,480.3
2015-01-08,487.7
2015-01-09,485.55
2015-01-12,496.15
2015-01-13,499.15
2015-01-14,522.15
2015-01-15,526.9
2015-01-16,515.2
2015-01-19,516.1
2015-01-20,500.45
2015-01-21,516.65
2015-01-22,515.15
2015-01-23,515.3
2015-01-27,520.2
2015-01-28,539.6
2015-01-29,561.75
2015-01-30,543.1
2015-02-02,541.05
2015-02-03,567.0
2015-02-04,555.25
2015-02-05,546.65
2015-02-06,550.55
2015-02-09,534.95
2015-02-10,544.8
2015-02-11,544.3
2015-02-12,570.05
2015-02-13,563.95
2015-02-16,557.9
2015-02-18,566.1
2015-02-19,578.1
2015-02-20,589.3
2015-02-23,583.85
2015-02-24,578.45
2015-02-25,577.45
2015-02-26,572.8
2015-02-27,576.85
2015-02-28,569.9
2015-03-02,580.2
2015-03-03,599.0
2015-03-04,594.95
2015-03-05,588.75
2015-03-09,568.05
2015-03-10,569.75
2015-03-11,572.45
2015-03-12,589.7
2015-03-13,582.3
2015-03-16,588.2
2015-03-17,581.9
2015-03-18,586.55
2015-03-19,586.4
2015-03-20,565.2
2015-03-23,577.55
2015-03-24,570.95
2015-03-25,553.95
2015-03-26,547.45
2015-03-27,550.8
2015-03-30,579.25
2015-03-31,589.1
2015-04-01,598.2
2015-04-06,596.25
2015-04-07,597.45
2015-04-08,595.95
2015-04-09,588.1
2015-04-10,578.7
2015-04-13,589.05
2015-04-15,613.55
2015-04-16,623.9
2015-04-17,617.75
2015-04-20,616.05
2015-04-21,610.25
2015-04-22,593.15
2015-04-23,589.9
2015-04-24,587.9
2015-04-27,612.35
2015-04-28,602.45
2015-04-29,597.6
2015-04-30,588.25
2015-05-04,600.95
2015-05-05,599.6
2015-05-06,587.25
2015-05-07,576.9
2015-05-08,584.05
2015-05-11,587.05
2015-05-12,585.75
2015-05-13,575.55
2015-05-14,575.45
2015-05-15,580.05
2015-05-18,591.55
2015-05-19,594.5
2015-05-20,606.75
2015-05-21,609.2
2015-05-22,595.7
2015-05-25,577.9
2015-05-26,579.6
2015-05-27,582.65
2015-05-28,583.6
2015-05-29,579.05
2015-06-01,591.7
2015-06-02,599.45
2015-06-03,591.2
2015-06-04,595.8
2015-06-05,600.95
2015-06-08,582.1
2015-06-09,580.15
2015-06-10,602.05
2015-06-11,609.85
2015-06-12,591.75
2015-06-15,583.75
2015-06-16,592.95
2015-06-17,599.25
2015-06-18,609.35
2015-06-19,600.0
2015-06-22,619.65
2015-06-23,637.5
2015-06-24,632.1
2015-06-25,627.05
2015-06-26,639.75
2015-06-29,620.7
2015-06-30,625.85
2015-07-01,642.65
2015-07-02,641.35
2015-07-03,662.25
2015-07-06,690.85
2015-07-07,719.85
2015-07-08,696.0
2015-07-09,694.1
2015-07-10,721.45
2015-07-13,701.8
2015-07-14,708.05
2015-07-15,701.85
2015-07-16,697.55
2015-07-17,693.35
2015-07-20,678.35
2015-07-21,690.25
2015-07-22,697.55
2015-07-23,690.6
2015-07-24,690.0
2015-07-27,680.4
2015-07-28,678.8
2015-07-29,673.2
2015-07-30,693.4
2015-07-31,690.5
2015-08-03,682.15
2015-08-04,683.5
2015-08-05,670.3
2015-08-06,670.75
2015-08-07,655.0
2015-08-10,648.5
2015-08-11,647.35
2015-08-12,644.85
2015-08-13,627.8
2015-08-14,644.0
2015-08-17,653.0
2015-08-18,655.65
2015-08-19,663.05
2015-08-20,634.65
2015-08-21,622.75
2015-08-24,600.9
2015-08-25,608.25
2015-08-26,623.25
2015-08-27,606.35
2015-08-28,601.9
2015-08-31,605.6
2015-09-01,602.45
2015-09-02,603.15
2015-09-03,586.8
2015-09-04,597.95
2015-09-07,595.2
2015-09-08,611.85
2015-09-09,596.6
2015-09-10,618.05
2015-09-11,620.25
2015-09-14,611.75
2015-09-15,617.6
2015-09-16,631.4
2015-09-18,604.25
2015-09-21,603.8
2015-09-22,610.1
2015-09-23,620.05
2015-09-24,628.15
2015-09-28,640.4
2015-09-29,646.95
2015-09-30,651.35
2015-10-01,648.15
2015-10-05,646.1
2015-10-06,642.4
2015-10-07,641.4
2015-10-08,627.8
2015-10-09,618.55
2015-10-12,618.85
2015-10-13,613.0
2015-10-14,620.55
2015-10-15,618.65
2015-10-16,605.45
2015-10-19,610.8
2015-10-20,597.05
2015-10-21,600.35
2015-10-23,595.7
2015-10-26,601.9
2015-10-27,602.0
2015-10-28,616.2
2015-10-29,629.35
2015-10-30,621.35
2015-11-02,628.4
2015-11-03,640.0
2015-11-04,642.85
2015-11-05,622.5
2015-11-06,612.95
2015-11-09,619.9
2015-11-10,605.65
2015-11-11,619.5
2015-11-13,610.6
2015-11-16,609.5
2015-11-17,607.7
2015-11-18,603.4
2015-11-19,607.4
2015-11-20,639.95
2015-11-23,635.2
2015-11-24,643.05
2015-11-26,639.95
2015-11-27,648.0
2015-11-30,645.4
2015-12-01,642.3
2015-12-02,629.9
2015-12-03,624.95
2015-12-04,631.7
2015-12-07,637.05
2015-12-08,633.3
2015-12-09,622.3
2015-12-10,624.0
2015-12-11,632.0
2015-12-14,630.85
2015-12-15,644.65
2015-12-16,639.4
2015-12-17,638.15
2015-12-18,636.6
2015-12-21,647.95
2015-12-22,645.8
2015-12-23,654.8
2015-12-24,656.15
2015-12-28,652.95
2015-12-29,641.2
2015-12-30,641.75
2015-12-31,641.85
