Date,INDHOTEL
2015-01-01,124.55
2015-01-02,120.9
2015-01-05,120.65
2015-01-06,117.9
2015-01-07,114.9
2015-01-08,115.75
2015-01-09,119.1
2015-01-12,118.8
2015-01-13,118.65
2015-01-14,115.9
2015-01-15,116.35
2015-01-16,115.2
2015-01-19,116.5
2015-01-20,118.3
2015-01-21,119.85
2015-01-22,118.3
2015-01-23,118.6
2015-01-27,117.75
2015-01-28,118.15
2015-01-29,119.8
2015-01-30,121.0
2015-02-02,121.7
2015-02-03,121.8
2015-02-04,123.1
2015-02-05,122.5
2015-02-06,120.9
2015-02-09,120.05
2015-02-10,118.0
2015-02-11,117.0
2015-02-12,116.15
2015-02-13,114.7
2015-02-16,111.45
2015-02-18,114.5
2015-02-19,118.85
2015-02-20,117.45
2015-02-23,113.0
2015-02-24,112.9
2015-02-25,109.9
2015-02-26,109.65
2015-02-27,113.55
2015-02-28,112.0
2015-03-02,111.75
2015-03-03,109.9
2015-03-04,107.2
2015-03-05,106.4
2015-03-09,109.4
2015-03-10,107.05
2015-03-11,104.6
2015-03-12,105.2
2015-03-13,105.8
2015-03-16,103.2
2015-03-17,105.15
2015-03-18,105.0
2015-03-19,113.65
2015-03-20,109.0
2015-03-23,105.0
2015-03-24,105.2
2015-03-25,109.95
2015-03-26,110.05
2015-03-27,110.3
2015-03-30,114.4
2015-03-31,116.9
2015-04-01,114.55
2015-04-06,114.3
2015-04-07,113.05
2015-04-08,115.5
2015-04-09,116.25
2015-04-10,111.85
2015-04-13,111.9
2015-04-15,109.6
2015-04-16,107.0
2015-04-17,106.95
2015-04-20,104.95
2015-04-21,107.75
2015-04-22,110.2
2015-04-23,106.85
2015-04-24,104.25
2015-04-27,105.0
2015-04-28,109.0
2015-04-29,110.1
2015-04-30,109.2
2015-05-04,111.1
2015-05-05,106.75
2015-05-06,103.75
2015-05-07,103.95
2015-05-08,105.05
2015-05-11,105.2
2015-05-12,103.75
2015-05-13,104.6
2015-05-14,104.0
2015-05-15,105.35
2015-05-18,104.2
2015-05-19,104.8
2015-05-20,103.25
2015-05-21,104.05
2015-05-22,104.15
2015-05-25,100.65
2015-05-26,100.0
2015-05-27,102.0
2015-05-28,100.75
2015-05-29,102.05
2015-06-01,101.85
2015-06-02,99.95
2015-06-03,96.9
2015-06-04,98.9
2015-06-05,100.1
2015-06-08,99.0
2015-06-09,98.3
2015-06-10,98.4
2015-06-11,95.9
2015-06-12,95.1
2015-06-15,94.55
2015-06-16,92.95
2015-06-17,98.45
2015-06-18,98.2
2015-06-19,95.6
2015-06-22,95.0
2015-06-23,95.1
2015-06-24,94.55
2015-06-25,95.2
2015-06-26,92.5
2015-06-29,92.3
2015-06-30,91.35
2015-07-01,95.1
2015-07-02,93.65
2015-07-03,91.85
2015-07-06,93.0
2015-07-07,92.1
2015-07-08,93.35
2015-07-09,92.7
2015-07-10,94.4
2015-07-13,95.1
2015-07-14,96.05
2015-07-15,97.55
2015-07-16,96.75
2015-07-17,96.8
2015-07-20,96.65
2015-07-21,96.35
2015-07-22,99.05
2015-07-23,99.15
2015-07-24,99.05
2015-07-27,97.6
2015-07-28,95.15
2015-07-29,94.0
2015-07-30,94.4
2015-07-31,94.65
2015-08-03,93.15
2015-08-04,94.4
2015-08-05,94.1
2015-08-06,92.35
2015-08-07,93.75
2015-08-10,91.75
2015-08-11,92.0
2015-08-12,92.7
2015-08-13,92.8
2015-08-14,92.35
2015-08-17,91.9
2015-08-18,91.5
2015-08-19,92.9
2015-08-20,93.8
2015-08-21,91.4
2015-08-24,87.35
2015-08-25,87.2
2015-08-26,88.1
2015-08-27,88.2
2015-08-28,87.8
2015-08-31,87.0
2015-09-01,86.8
2015-09-02,87.2
2015-09-03,86.75
2015-09-04,84.45
2015-09-07,83.7
2015-09-08,84.75
2015-09-09,87.3
2015-09-10,87.2
2015-09-11,89.25
2015-09-14,90.0
2015-09-15,88.1
2015-09-16,89.15
2015-09-18,88.35
2015-09-21,87.5
2015-09-22,91.45
2015-09-23,90.95
2015-09-24,90.05
2015-09-28,89.1
2015-09-29,87.3
2015-09-30,86.05
2015-10-01,85.9
2015-10-05,88.25
2015-10-06,88.45
2015-10-07,91.25
2015-10-08,88.4
2015-10-09,90.4
2015-10-12,87.6
2015-10-13,86.95
2015-10-14,88.0
2015-10-15,87.75
2015-10-16,87.25
2015-10-19,87.95
2015-10-20,89.9
2015-10-21,90.55
2015-10-23,91.2
2015-10-26,91.55
2015-10-27,91.15
2015-10-28,94.1
2015-10-29,95.0
2015-10-30,99.15
2015-11-02,96.3
2015-11-03,96.35
2015-11-04,97.55
2015-11-05,94.95
2015-11-06,94.9
2015-11-09,99.45
2015-11-10,97.0
2015-11-11,96.4
2015-11-13,94.55
2015-11-16,93.0
2015-11-17,92.4
2015-11-18,93.05
2015-11-19,91.95
2015-11-20,90.9
2015-11-23,89.65
2015-11-24,91.55
2015-11-26,92.4
2015-11-27,93.15
2015-11-30,93.7
2015-12-01,94.0
2015-12-02,104.1
2015-12-03,109.85
2015-12-04,107.25
2015-12-07,105.05
2015-12-08,107.5
2015-12-09,105.0
2015-12-10,107.05
2015-12-11,107.8
2015-12-14,106.8
2015-12-15,109.65
2015-12-16,107.5
2015-12-17,111.75
2015-12-18,110.9
2015-12-21,113.2
2015-12-22,112.0
2015-12-23,115.65
2015-12-24,118.15
2015-12-28,115.7
2015-12-29,114.15
2015-12-30,115.5
2015-12-31,116.75
