Date,AMBUJACEM
2015-01-01,227.75
2015-01-02,230.95
2015-01-05,230.65
2015-01-06,222.15
2015-01-07,220.1
2015-01-08,226.4
2015-01-09,223.8
2015-01-12,228.0
2015-01-13,230.1
2015-01-14,232.85
2015-01-15,240.45
2015-01-16,239.35
2015-01-19,246.8
2015-01-20,247.2
2015-01-21,246.65
2015-01-22,249.0
2015-01-23,252.5
2015-01-27,250.2
2015-01-28,249.05
2015-01-29,255.95
2015-01-30,248.75
2015-02-02,249.25
2015-02-03,245.05
2015-02-04,248.75
2015-02-05,247.55
2015-02-06,248.25
2015-02-09,246.0
2015-02-10,249.6
2015-02-11,250.85
2015-02-12,259.7
2015-02-13,265.1
2015-02-16,266.2
2015-02-18,270.1
2015-02-19,265.05
2015-02-20,263.1
2015-02-23,262.15
2015-02-24,257.3
2015-02-25,261.05
2015-02-26,259.75
2015-02-27,269.45
2015-02-28,272.1
2015-03-02,285.45
2015-03-03,281.0
2015-03-04,274.65
2015-03-05,273.35
2015-03-09,263.75
2015-03-10,259.5
2015-03-11,259.85
2015-03-12,264.05
2015-03-13,256.0
2015-03-16,256.65
2015-03-17,258.7
2015-03-18,252.7
2015-03-19,251.7
2015-03-20,255.2
2015-03-23,256.15
2015-03-24,253.35
2015-03-25,248.8
2015-03-26,250.1
2015-03-27,250.45
2015-03-30,257.1
2015-03-31,255.3
2015-04-01,260.25
2015-04-06,261.5
2015-04-07,260.1
2015-04-08,257.65
2015-04-09,256.15
2015-04-10,258.3
2015-04-13,257.6
2015-04-15,259.95
2015-04-16,252.5
2015-04-17,246.85
2015-04-20,248.05
2015-04-21,240.0
2015-04-22,242.05
2015-04-23,237.6
2015-04-24,233.35
2015-04-27,230.15
2015-04-28,230.55
2015-04-29,238.3
2015-04-30,232.4
2015-05-04,241.3
2015-05-05,239.2
2015-05-06,226.8
2015-05-07,231.4
2015-05-08,233.2
2015-05-11,238.5
2015-05-12,228.85
2015-05-13,235.15
2015-05-14,235.05
2015-05-15,234.7
2015-05-18,240.7
2015-05-19,239.0
2015-05-20,238.8
2015-05-21,241.2
2015-05-22,241.6
2015-05-25,232.3
2015-05-26,226.8
2015-05-27,227.6
2015-05-28,229.95
2015-05-29,237.6
2015-06-01,239.9
2015-06-02,231.3
2015-06-03,225.8
2015-06-04,229.0
2015-06-05,221.8
2015-06-08,223.05
2015-06-09,225.75
2015-06-10,225.85
2015-06-11,221.9
2015-06-12,218.45
2015-06-15,215.65
2015-06-16,219.55
2015-06-17,222.05
2015-06-18,222.15
2015-06-19,226.6
2015-06-22,228.45
2015-06-23,230.65
2015-06-24,227.0
2015-06-25,226.6
2015-06-26,227.0
2015-06-29,227.45
2015-06-30,229.9
2015-07-01,238.15
2015-07-02,239.85
2015-07-03,242.35
2015-07-06,245.75
2015-07-07,245.8
2015-07-08,241.0
2015-07-09,242.15
2015-07-10,241.95
2015-07-13,247.85
2015-07-14,252.35
2015-07-15,255.2
2015-07-16,254.3
2015-07-17,250.6
2015-07-20,251.35
2015-07-21,242.1
2015-07-22,246.55
2015-07-23,244.45
2015-07-24,240.15
2015-07-27,234.05
2015-07-28,230.2
2015-07-29,233.55
2015-07-30,231.05
2015-07-31,232.3
2015-08-03,229.6
2015-08-04,229.1
2015-08-05,229.65
2015-08-06,230.35
2015-08-07,228.5
2015-08-10,226.65
2015-08-11,222.6
2015-08-12,223.25
2015-08-13,222.1
2015-08-14,226.3
2015-08-17,226.3
2015-08-18,227.1
2015-08-19,231.0
2015-08-20,223.95
2015-08-21,227.05
2015-08-24,212.15
2015-08-25,207.6
2015-08-26,198.2
2015-08-27,209.9
2015-08-28,206.1
2015-08-31,207.2
2015-09-01,207.6
2015-09-02,209.9
2015-09-03,218.45
2015-09-04,211.5
2015-09-07,206.9
2015-09-08,208.55
2015-09-09,212.15
2015-09-10,211.3
2015-09-11,207.0
2015-09-14,211.25
2015-09-15,204.4
2015-09-16,210.45
2015-09-18,209.75
2015-09-21,209.9
2015-09-22,207.85
2015-09-23,208.7
2015-09-24,207.0
2015-09-28,203.05
2015-09-29,203.0
2015-09-30,205.8
2015-10-01,209.95
2015-10-05,209.95
2015-10-06,209.8
2015-10-07,209.15
2015-10-08,209.9
2015-10-09,209.15
2015-10-12,209.95
2015-10-13,209.95
2015-10-14,209.95
2015-10-15,209.65
2015-10-16,212.15
2015-10-19,210.05
2015-10-20,209.95
2015-10-21,209.2
2015-10-23,208.95
2015-10-26,208.65
2015-10-27,205.4
2015-10-28,208.75
2015-10-29,207.45
2015-10-30,206.95
2015-11-02,210.0
2015-11-03,209.7
2015-11-04,209.05
2015-11-05,208.15
2015-11-06,209.85
2015-11-09,205.0
2015-11-10,196.7
2015-11-11,198.2
2015-11-13,192.65
2015-11-16,194.15
2015-11-17,199.0
2015-11-18,197.45
2015-11-19,198.05
2015-11-20,201.95
2015-11-23,200.7
2015-11-24,202.6
2015-11-26,203.2
2015-11-27,202.6
2015-11-30,198.9
2015-12-01,200.8
2015-12-02,200.15
2015-12-03,197.7
2015-12-04,195.05
2015-12-07,195.9
2015-12-08,194.65
2015-12-09,189.4
2015-12-10,189.9
2015-12-11,189.0
2015-12-14,193.25
2015-12-15,193.35
2015-12-16,194.35
2015-12-17,198.15
2015-12-18,199.5
2015-12-21,200.8
2015-12-22,200.0
2015-12-23,201.45
2015-12-24,203.3
2015-12-28,202.7
2015-12-29,205.55
2015-12-30,204.95
2015-12-31,203.05
