Date,NIFTYBEES
2015-01-01,838.14
2015-01-02,847.14
2015-01-05,844.93
2015-01-06,823.88
2015-01-07,819.95
2015-01-08,831.77
2015-01-09,836.1
2015-01-12,841.18
2015-01-13,836.91
2015-01-14,835.98
2015-01-15,856.63
2015-01-16,861.1
2015-01-19,862.17
2015-01-20,876.28
2015-01-21,880.64
2015-01-22,883.46
2015-01-23,892.02
2015-01-27,898.62
2015-01-28,897.93
2015-01-29,902.19
2015-01-30,894.82
2015-02-02,891.85
2015-02-03,886.5
2015-02-04,883.77
2015-02-05,882.29
2015-02-06,879.95
2015-02-09,865.59
2015-02-10,868.4
2015-02-11,876.65
2015-02-12,882.8
2015-02-13,890.68
2015-02-16,894.86
2015-02-18,898.21
2015-02-19,894.28
2015-02-20,888.55
2015-02-23,876.64
2015-02-24,880.52
2015-02-25,878.45
2015-02-26,873.68
2015-02-27,888.95
2015-02-28,894.44
2015-03-02,894.13
2015-03-03,901.78
2015-03-04,890.97
2015-03-05,895.85
2015-03-09,877.93
2015-03-10,875.56
2015-03-11,875.85
2015-03-12,880.86
2015-03-13,867.79
2015-03-16,868.02
2015-03-17,874.65
2015-03-18,870.97
2015-03-19,864.39
2015-03-20,862.87
2015-03-23,859.57
2015-03-24,860.71
2015-03-25,858.76
2015-03-26,843.22
2015-03-27,839.51
2015-03-30,850.48
2015-03-31,850.78
2015-04-01,860.63
2015-04-06,867.72
2015-04-07,867.9
2015-04-08,873.12
2015-04-09,878.6
2015-04-10,879.75
2015-04-13,883.79
2015-04-15,877.32
2015-04-16,873.36
2015-04-17,866.17
2015-04-20,848.58
2015-04-21,841.98
2015-04-22,846.66
2015-04-23,841.93
2015-04-24,832.62
2015-04-27,824.26
2015-04-28,831.5
2015-04-29,825.77
2015-04-30,822.75
2015-05-04,835.31
2015-05-05,835.31
2015-05-06,812.22
2015-05-07,812.15
2015-05-08,821.6
2015-05-11,834.07
2015-05-12,819.49
2015-05-13,827.7
2015-05-14,827.87
2015-05-15,833.2
2015-05-18,840.68
2015-05-19,838.32
2015-05-20,843.6
2015-05-21,844.52
2015-05-22,847.61
2015-05-25,840.14
2015-05-26,837.51
2015-05-27,834.61
2015-05-28,834.7
2015-05-29,846.45
2015-06-01,847.63
2015-06-02,836.83
2015-06-03,820.0
2015-06-04,820.96
2015-06-05,818.81
2015-06-08,812.93
2015-06-09,810.17
2015-06-10,817.24
2015-06-11,804.66
2015-06-12,805.87
2015-06-15,810.11
2015-06-16,812.2
2015-06-17,815.81
2015-06-18,824.05
2015-06-19,829.75
2015-06-22,840.92
2015-06-23,843.7
2015-06-24,841.63
2015-06-25,845.03
2015-06-26,845.85
2015-06-29,836.74
2015-06-30,843.75
2015-07-01,852.18
2015-07-02,850.38
2015-07-03,853.29
2015-07-06,858.72
2015-07-07,856.65
2015-07-08,844.79
2015-07-09,841.96
2015-07-10,845.64
2015-07-13,854.65
2015-07-14,853.47
2015-07-15,860.52
2015-07-16,866.98
2015-07-17,872.16
2015-07-20,871.14
2015-07-21,861.91
2015-07-22,870.65
2015-07-23,866.9
2015-07-24,862.4
2015-07-27,847.42
2015-07-28,843.98
2015-07-29,846.97
2015-07-30,853.57
2015-07-31,864.23
2015-08-03,866.35
2015-08-04,863.02
2015-08-05,867.13
2015-08-06,870.01
2015-08-07,867.12
2015-08-10,862.44
2015-08-11,857.34
2015-08-12,846.46
2015-08-13,846.56
2015-08-14,862.02
2015-08-17,855.04
2015-08-18,854.65
2015-08-19,856.77
2015-08-20,845.22
2015-08-21,841.85
2015-08-24,793.4
2015-08-25,799.26
2015-08-26,790.43
2015-08-27,805.65
2015-08-28,810.81
2015-08-31,808.59
2015-09-01,791.07
2015-09-02,783.2
2015-09-03,793.83
2015-09-04,778.08
2015-09-07,766.69
2015-09-08,779.51
2015-09-09,789.77
2015-09-10,790.13
2015-09-11,789.72
2015-09-14,795.44
2015-09-15,791.42
2015-09-16,797.95
2015-09-18,805.37
2015-09-21,805.13
2015-09-22,788.8
2015-09-23,791.14
2015-09-24,801.27
2015-09-28,788.06
2015-09-29,791.51
2015-09-30,801.99
2015-10-01,802.94
2015-10-05,818.73
2015-10-06,821.82
2015-10-07,824.68
2015-10-08,820.22
2015-10-09,825.91
2015-10-12,821.41
2015-10-13,819.93
2015-10-14,818.48
2015-10-15,825.24
2015-10-16,831.41
2015-10-19,834.94
2015-10-20,833.95
2015-10-21,833.38
2015-10-23,837.43
2015-10-26,834.2
2015-10-27,831.61
2015-10-28,827.11
2015-10-29,823.4
2015-10-30,818.61
2015-11-02,816.53
2015-11-03,818.09
2015-11-04,815.75
2015-11-05,807.87
2015-11-06,805.45
2015-11-09,803.12
2015-11-10,790.85
2015-11-11,795.2
2015-11-13,787.33
2015-11-16,792.2
2015-11-17,794.29
2015-11-18,784.75
2015-11-19,795.69
2015-11-20,795.0
2015-11-23,795.96
2015-11-24,791.15
2015-11-26,798.02
2015-11-27,802.41
2015-11-30,803.31
2015-12-01,803.93
2015-12-02,801.74
2015-12-03,794.88
2015-12-04,789.25
2015-12-07,787.5
2015-12-08,781.03
2015-12-09,776.97
2015-12-10,778.86
2015-12-11,770.9
2015-12-14,772.28
2015-12-15,777.51
2015-12-16,782.44
2015-12-17,792.87
2015-12-18,787.47
2015-12-21,792.0
2015-12-22,788.15
2015-12-23,793.71
2015-12-24,796.15
2015-12-28,799.98
2015-12-29,801.3
2015-12-30,797.99
2015-12-31,803.01
